ticker,IPIX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-05-07,66.6667
2007-05-09,150.0
2008-02-15,280.0
2008-05-09,-48.4211
2008-05-12,-18.3673
2008-05-15,26.25
2008-05-19,-24.7525
2008-05-22,11.8421
2008-05-27,16.4706
2008-05-28,0.0
2008-06-05,-24.2424
2008-06-06,0.0
2008-06-09,25.3333
2008-06-16,-39.3617
2008-06-17,45.614
2008-06-18,-27.7108
2008-06-19,-5.0
2008-07-02,40.3509
2008-07-03,15.0
2008-07-08,-45.6522
2008-07-09,60.0
2008-07-10,-25.0
2008-07-11,3.3333
2008-07-16,-3.2258
2008-07-17,0.0
2008-07-18,0.0
2008-07-21,-8.3333
2008-07-22,0.0
2008-07-24,1.8182
2008-07-29,0.0
2008-07-30,33.9286
2008-07-31,-24.0
2008-08-05,0.0
2008-08-08,31.5789
2008-08-11,-38.6667
2008-08-14,8.6957
2008-08-20,-14.0
2008-08-21,-11.6279
2008-09-29,34.2105
2008-10-01,-60.7843
2008-11-12,50.0
2008-11-17,-16.6667
2008-11-19,-40.0
2008-11-25,33.3333
2009-04-06,100.0
2009-04-17,-7.5
2009-04-21,0.0
2009-04-23,-35.1351
2009-04-27,45.8333
2009-05-05,-31.4286
2009-05-06,87.5
2009-05-08,66.6667
2009-05-20,33.3333
2009-06-08,-62.0
2009-07-06,13.1579
2009-07-14,53.4884
2009-07-15,-34.8485
2009-07-17,0.0
2009-07-21,0.0
2009-07-23,0.0
2009-07-29,53.4884
2009-07-31,-34.8485
2009-08-03,53.4884
2009-08-06,-1.5152
2009-08-14,1.5385
2009-08-20,-9.0909
2009-08-21,0.0
2009-08-24,-61.6667
2009-08-31,52.1739
2009-09-01,0.0
2009-09-02,-14.2857
2009-09-11,66.6667
2009-09-15,100.0
2009-09-17,-40.0
2009-09-21,33.3333
2009-09-22,-12.5
2009-09-23,-14.2857
2009-09-24,0.0
2009-09-25,15.0
2009-09-28,-34.7826
2009-09-30,-11.1111
2009-10-01,62.5
2009-10-02,-30.7692
2009-10-05,-6.6667
2009-10-06,42.8571
2009-10-07,0.0
2009-10-08,-21.6667
2009-10-09,2.1277
2009-10-12,25.0
2009-10-13,0.0
2009-10-14,-25.0
2009-10-16,33.3333
2009-10-19,-8.3333
2009-10-20,-1.8182
2009-10-21,-24.0741
2009-10-22,43.9024
2009-10-23,0.0
2009-10-28,-22.0339
2009-10-29,-17.3913
2009-10-30,36.8421
2009-11-02,-1.9231
2009-11-04,-1.9607999999999999
