ticker,BUUZ US Equity
2006-07-12,0.0
2006-07-17,3.7736
2006-07-18,36.3636
2006-07-19,-20.0
2006-07-20,-4.1667
2006-07-21,30.4348
2006-07-24,-26.6667
2006-07-25,0.0
2006-07-26,-3.6364
2006-07-27,-1.8868
2006-07-28,-3.8462
2006-07-31,50.0
2006-08-02,-33.3333
2006-08-03,0.0
2006-08-04,2.0
2006-08-07,3.9215999999999998
2006-08-08,-5.6604
2006-08-09,6.0
2006-08-10,-5.6604
2006-08-11,0.0
2006-08-14,0.0
2006-08-15,20.0
2006-08-17,-16.6667
2006-08-18,2.0
2006-08-21,-1.9607999999999999
2006-08-22,2.0
2006-08-23,-11.7647
2006-08-24,11.1111
2006-08-28,2.0
2006-08-30,-1.9607999999999999
2006-08-31,10.0
2006-09-01,-7.2727
2006-09-05,17.647100000000002
2006-09-06,-15.0
2006-09-08,0.0
2006-09-11,-1.9607999999999999
2006-09-14,10.0
2006-09-15,36.3636
2006-09-18,0.0
2006-09-19,-6.6667
2006-09-20,0.0
2006-09-21,0.0
2006-09-22,1.4285999999999999
2006-09-25,0.0
2006-09-27,16.9014
2006-09-28,-15.6627
2006-09-29,0.0
2006-10-02,-14.2857
2006-10-03,8.3333
2006-10-04,-7.6923
2006-10-05,0.0
2006-10-06,25.0
2006-10-09,0.0
2006-10-11,-9.3333
2006-10-13,-11.7647
2006-10-16,1.6667
2006-10-17,-1.6393
2006-10-18,0.0
2006-10-20,0.0
2006-10-23,0.0
2006-10-24,0.0
2006-10-25,0.0
2006-10-26,0.0
2006-10-27,-33.3333
2006-10-30,5.0
2006-10-31,19.0476
2006-11-01,50.0
2006-11-02,-6.6667
2006-11-03,1.4285999999999999
2006-11-06,0.0
2006-11-07,-8.4507
2006-11-09,1.5385
2006-11-10,0.0
2006-11-13,1.5152
2006-11-14,-1.4925
2006-11-16,1.5152
2006-11-20,-4.4776
2006-11-21,-6.25
2006-11-22,6.6667
2006-11-24,39.0625
2006-11-27,2.2472
2006-11-28,-1.0989
2006-11-29,3.3333
2006-11-30,2.1505
2006-12-01,0.0
2006-12-04,13.1579
2006-12-05,-15.3488
2006-12-06,13.1868
2006-12-07,10.6796
2006-12-08,0.0
2006-12-11,-11.4035
2006-12-12,-20.7921
2006-12-13,0.0
2006-12-14,10.0
2006-12-15,7.9545
2006-12-18,2.1053
2006-12-19,3.0928
2006-12-20,7.0
2006-12-21,-1.8692
2006-12-22,-3.8095
2006-12-26,-10.8911
2006-12-27,0.0
2006-12-28,1.1111
2006-12-29,-1.0989
2007-01-03,2.2222
2007-01-04,-4.3478
2007-01-05,2.2727
2007-01-08,-10.0
2007-01-09,3.7037
2007-01-10,-1.1905000000000001
2007-01-11,-9.6386
2007-01-12,22.6667
2007-01-16,8.6957
2007-01-17,6.0
2007-01-18,5.6604
2007-01-19,-1.7856999999999998
2007-01-22,4.5455
2007-01-23,3.4783
2007-01-24,10.084
2007-01-25,-18.3206
2007-01-26,10.2804
2007-01-29,-1.6949
2007-01-30,3.4483
2007-01-31,14.1667
2007-02-01,2.1898
2007-02-02,-7.1429
2007-02-05,3.8462
2007-02-06,-1.4815
2007-02-07,-6.015
2007-02-08,16.0
2007-02-09,6.8966
2007-02-12,-9.6774
2007-02-13,9.2857
2007-02-14,13.0719
2007-02-15,5.7803
2007-02-16,4.3716
2007-02-20,11.5183
2007-02-21,-24.4131
2007-02-22,4.3478
2007-02-23,8.3333
2007-02-26,5.4945
2007-02-27,-8.3333
2007-02-28,-2.2727
2007-03-01,4.6512
2007-03-02,-6.6667
2007-03-05,-8.9286
2007-03-06,3.9215999999999998
2007-03-07,-2.5157
2007-03-08,-0.6452
2007-03-09,2.5974
2007-03-12,-1.8987
2007-03-13,-9.6774
2007-03-14,-11.4286
2007-03-15,-20.9677
2007-03-16,-2.0408
2007-03-19,26.0417
2007-03-20,10.7438
2007-03-21,-5.9701
2007-03-22,-7.9365
2007-03-23,-3.4483
2007-03-26,-5.3571
2007-03-27,-3.7736
2007-03-28,27.451
2007-03-29,-10.0
2007-03-30,-3.4188
2007-04-02,5.7522
2007-04-03,0.4184
2007-04-04,3.3333
2007-04-05,-4.8387
2007-04-09,-3.3898
2007-04-10,0.8772
2007-04-11,-1.7391
2007-04-12,-0.885
2007-04-13,2.6786
2007-04-16,-6.087
2007-04-17,2.7778
2007-04-18,9.9099
2007-04-19,-3.2787
2007-04-20,-2.5423999999999998
2007-04-23,7.8261
2007-04-24,0.8065
2007-04-25,2.4
2007-04-26,0.0
2007-04-27,1.5625
2007-04-30,-0.7692
2007-05-01,12.4031
2007-05-02,5.5172
2007-05-03,-7.8431
2007-05-04,-2.1277
2007-05-07,0.7246
2007-05-08,0.0
2007-05-09,7.1942
2007-05-10,-5.3690999999999995
2007-05-11,-2.8369
2007-05-14,-5.1095
2007-05-15,7.6923
2007-05-16,-5.0
2007-05-17,-9.7744
2007-05-18,-5.0
2007-05-21,-6.1404
2007-05-22,3.7382999999999997
2007-05-23,-0.9009
2007-05-24,-5.4545
2007-05-25,0.0
2007-05-29,-0.9615
2007-05-30,-5.8252
2007-05-31,13.4021
2007-06-01,1.7273
2007-06-04,-7.9535
2007-06-05,0.0
2007-06-06,1.9417
2007-06-07,-1.9048
2007-06-08,-1.9417
2007-06-11,-1.9802
2007-06-12,9.0909
2007-06-13,-3.7037
2007-06-14,-1.9231
2007-06-15,0.0
2007-06-18,-0.9804
2007-06-19,-0.9901
2007-06-20,0.0
2007-06-21,-5.0
2007-06-22,-5.2632
2007-06-25,0.0
2007-06-26,0.0
2007-06-27,-3.3333
2007-06-28,-4.5977
2007-06-29,-4.2169
2007-07-02,-2.8931
2007-07-03,2.3316
2007-07-05,-6.0127
2007-07-06,-0.3367
2007-07-09,-10.8108
2007-07-10,34.8485
2007-07-11,14.6067
2007-07-12,-7.8431
2007-07-13,-8.5106
2007-07-16,-2.3256
2007-07-17,-4.7619
2007-07-18,2.5
2007-07-19,-4.878
2007-07-20,-3.8462
2007-07-23,0.0
2007-07-24,-1.3333
2007-07-25,-2.7027
2007-07-26,-6.9444
2007-07-27,2.0896
2007-07-30,-0.5848
2007-07-31,-2.9412000000000003
2007-08-01,-4.5455
2007-08-02,-4.7619
2007-08-03,8.3333
2007-08-06,-10.7692
2007-08-07,-3.4483
2007-08-08,3.5714
2007-08-09,3.4483
2007-08-10,-8.3333
2007-08-13,-1.8182
2007-08-14,1.8519
2007-08-15,-5.4545
2007-08-16,-3.8462
2007-08-17,2.0
2007-08-20,-9.8039
2007-08-21,-1.9565000000000001
2007-08-22,1.9956
2007-08-23,3.2609
2007-08-24,-1.0526
2007-08-27,4.2553
2007-08-28,4.0816
2007-08-29,1.9607999999999999
2007-08-30,0.0
2007-08-31,3.8462
2007-09-04,-7.4074
2007-09-05,-1.0
2007-09-06,1.0101
2007-09-07,-8.0
2007-09-10,7.6087
2007-09-11,-1.0101
2007-09-12,2.0408
2007-09-13,-4.0
2007-09-14,4.1667
2007-09-17,-4.0
2007-09-18,0.0
2007-09-19,-4.1667
2007-09-20,-2.1739
2007-09-21,2.0
2007-09-24,-11.7647
2007-09-25,-3.7037
2007-09-26,-3.8462
2007-09-27,4.0
2007-09-28,0.0
2007-10-01,-10.2564
2007-10-02,-1.4285999999999999
2007-10-03,4.3478
2007-10-04,5.5556
2007-10-05,0.0
2007-10-08,-2.6316
2007-10-09,-5.4054
2007-10-10,0.0
2007-10-11,0.0
2007-10-12,0.0
2007-10-15,-5.7143
2007-10-16,-2.4242
2007-10-17,8.6957
2007-10-18,7.1429
2007-10-19,-6.6667
2007-10-22,0.0
2007-10-23,-7.1429
2007-10-24,-1.5385
2007-10-25,3.125
2007-10-26,0.0
2007-10-29,-3.0303
2007-10-30,-3.125
2007-10-31,0.0
2007-11-01,-9.6774
2007-11-02,-3.2143
2007-11-05,3.321
2007-11-06,0.0
2007-11-07,-3.5714
2007-11-08,0.0
2007-11-09,-3.7037
2007-11-12,-15.3846
2007-11-13,2.2727
2007-11-14,-2.2222
2007-11-15,-4.5455
2007-11-16,9.5238
2007-11-19,-8.6957
2007-11-20,-4.7619
2007-11-21,20.0
2007-11-23,0.0
2007-11-26,-16.6667
2007-11-27,-2.5
2007-11-28,0.0
2007-11-29,2.5641
2007-11-30,10.0
2007-12-03,-9.0909
2007-12-04,-10.0
2007-12-05,5.5556
2007-12-06,-7.3684
2007-12-07,0.5682
2007-12-10,-1.1299
2007-12-11,-8.5714
2007-12-12,0.0
2007-12-13,-12.5
2007-12-14,-17.8571
2007-12-17,47.8261
2007-12-18,-28.8235
2007-12-19,-9.0909
2007-12-20,9.0909
2007-12-21,8.3333
2007-12-24,3.8462
2007-12-26,11.1111
2007-12-27,-16.0
2007-12-28,0.0
2007-12-31,-3.9683
2008-01-02,-0.8264
2008-01-03,16.6667
2008-01-04,0.0
2008-01-07,0.0
2008-01-08,7.8571
2008-01-09,-0.6623
2008-01-10,7.3333
2008-01-11,42.8571
2008-01-14,39.1304
2008-01-15,-10.9375
2008-01-16,-15.7895
2008-01-17,-3.3333
2008-01-18,-9.4828
2008-01-22,0.0
2008-01-23,-14.2857
2008-01-24,0.0
2008-01-25,11.1111
2008-01-28,-5.0
2008-01-29,0.0
2008-01-30,0.0
2008-01-31,10.526299999999999
2008-02-01,-7.1429
2008-02-04,-20.0
2008-02-05,-2.5641
2008-02-06,51.3158
2008-02-07,-8.6957
2008-02-08,-11.4286
2008-02-11,7.5269
2008-02-12,0.0
2008-02-13,0.0
2008-02-14,0.0
2008-02-15,25.0
2008-02-19,-12.0
2008-02-20,13.6364
2008-02-21,20.0
2008-02-22,50.0
2008-02-25,-20.0
2008-02-26,-2.7778
2008-02-27,-8.5714
2008-02-28,0.0
2008-02-29,-18.75
2008-03-03,23.0769
2008-03-04,-12.5
2008-03-05,-5.7143
2008-03-06,6.0606
2008-03-07,-12.5
2008-03-10,26.5306
2008-03-11,6.4516
2008-03-12,-9.0909
2008-03-13,5.0
2008-03-14,-1.5873
2008-03-17,3.2258
2008-03-18,0.0
2008-03-19,6.25
2008-03-20,-5.8824
2008-03-24,-3.125
2008-03-25,3.2258
2008-03-26,0.0
2008-03-27,-3.125
2008-03-28,0.0
2008-03-31,0.0
2008-04-01,3.2258
2008-04-02,-6.25
2008-04-03,-16.6667
2008-04-04,16.0
2008-04-07,-14.6552
2008-04-08,1.0101
2008-04-09,0.0
2008-04-10,0.0
2008-04-11,7.6
2008-04-14,-10.7807
2008-04-15,-0.4167
2008-04-16,-7.9498
2008-04-17,0.0
2008-04-18,17.7273
2008-04-21,-7.3359
2008-04-22,0.0
2008-04-23,-8.3333
2008-04-24,4.5455
2008-04-25,0.0
2008-04-28,4.3478
2008-04-29,0.4167
2008-04-30,-8.7137
2008-05-01,4.5455
2008-05-02,-4.3478
2008-05-05,9.0909
2008-05-06,4.1667
2008-05-07,-8.0
2008-05-08,-8.6957
2008-05-09,0.0
2008-05-12,9.5238
2008-05-13,4.3478
2008-05-14,0.0
2008-05-15,-12.5
2008-05-16,9.5238
2008-05-19,0.0
2008-05-20,-8.6957
2008-05-21,-9.5238
2008-05-22,0.5263
2008-05-23,20.4188
2008-05-27,-13.0435
2008-05-28,0.0
2008-05-29,10.0
2008-05-30,0.0
2008-06-02,-13.1818
2008-06-03,0.0
2008-06-04,-5.7592
2008-06-05,-5.5556
2008-06-06,-4.1176
2008-06-09,10.4294
2008-06-10,0.3472
2008-06-11,21.7993
2008-06-12,-9.0909
2008-06-13,19.5
2008-06-16,-28.8703
2008-06-17,35.2941
2008-06-18,-15.2174
2008-06-19,0.0
2008-06-20,22.5641
2008-06-23,0.0
2008-06-24,0.0
2008-06-25,-3.7657
2008-06-26,-13.0435
2008-06-27,5.0
2008-06-30,-9.5238
2008-07-01,-11.0526
2008-07-02,6.5089
2008-07-03,-7.7778
2008-07-07,0.0
2008-07-08,17.4699
2008-07-10,-2.5641
2008-07-11,-15.7895
2008-07-14,0.0
2008-07-15,21.875
2008-07-16,-2.5641
2008-07-17,0.0
2008-07-18,-15.7895
2008-07-21,6.25
2008-07-22,11.1765
2008-07-23,-0.5291
2008-07-24,-30.8511
2008-07-25,15.3846
2008-07-28,13.3333
2008-07-29,8.8235
2008-07-30,-3.2432
2008-07-31,22.905
2008-08-01,-9.0909
2008-08-04,10.0
2008-08-05,0.0
2008-08-06,-2.2727
2008-08-07,0.0
2008-08-08,2.3256
2008-08-11,0.0
2008-08-12,0.0
2008-08-13,-9.0909
2008-08-14,0.0
2008-08-15,10.0
2008-08-18,0.0
2008-08-20,-0.4545
2008-08-21,-8.6758
2008-08-22,-20.0
2008-08-25,18.75
2008-08-26,0.0
2008-08-27,0.0
2008-08-28,-10.526299999999999
2008-08-29,-5.2941
2008-09-02,0.0
2008-09-03,18.0124
2008-09-04,0.0
2008-09-05,-0.5263
2008-09-08,-19.5767
2008-09-09,30.2632
2008-09-10,-4.0404
2008-09-11,-5.2632
2008-09-12,0.0
2008-09-15,-11.1111
2008-09-16,-3.125
2008-09-17,3.2258
2008-09-18,11.875
2008-09-19,0.5587
2008-09-22,-13.8889
2008-09-23,-3.2258
2008-09-24,0.0
2008-09-25,0.0
2008-09-26,6.6667
2008-09-29,-6.25
2008-09-30,-20.0
2008-10-01,0.0
2008-10-02,8.3333
2008-10-03,0.0
2008-10-06,-15.3846
2008-10-07,9.0909
2008-10-08,8.3333
2008-10-09,15.3846
2008-10-10,-6.6667
2008-10-13,3.5714
2008-10-14,0.0
2008-10-15,-31.0345
2008-10-16,20.0
2008-10-17,-15.0
2008-10-20,37.2549
2008-10-21,-7.1429
2008-10-22,7.6923
2008-10-23,0.0
2008-10-24,-8.5714
2008-10-27,9.375
2008-10-28,0.0
2008-10-29,-21.4286
2008-10-30,2.7273
2008-10-31,23.8938
2008-11-03,7.1429
2008-11-04,-20.0
2008-11-05,0.0
2008-11-06,0.0
2008-11-07,0.0
2008-11-10,0.0
2008-11-11,-16.6667
2008-11-12,19.0
2008-11-13,-0.8403
2008-11-14,-23.7288
2008-11-17,11.1111
2008-11-18,-9.0
2008-11-19,0.0
2008-11-20,-1.0989
2008-11-21,0.0
2008-11-24,-5.5556
2008-11-25,-17.647100000000002
2008-11-26,21.4286
2008-11-28,0.0
2008-12-01,-17.647100000000002
2008-12-02,0.0
2008-12-03,21.4286
2008-12-04,-17.647100000000002
2008-12-05,21.4286
2008-12-08,-17.647100000000002
2008-12-09,21.4286
2008-12-10,-17.647100000000002
2008-12-11,0.0
2008-12-12,0.0
2008-12-15,-12.857099999999999
2008-12-16,-1.6393
2008-12-17,16.6667
2008-12-18,-21.4286
2008-12-19,-9.0909
2008-12-22,2.0
2008-12-23,-1.9607999999999999
2008-12-24,0.0
2008-12-26,-18.0
2008-12-29,-51.2195
2008-12-30,5.0
2008-12-31,-4.7619
2009-01-02,80.0
2009-01-05,11.1111
2009-01-06,-25.0
2009-01-07,33.3333
2009-01-08,-50.0
2009-01-09,25.0
2009-01-12,60.0
2009-01-13,-25.0
2009-01-14,0.0
2009-01-16,-16.6667
2009-01-20,80.0
2009-01-21,11.1111
2009-01-22,-20.0
2009-01-23,87.5
2009-01-26,-20.0
2009-01-27,8.3333
2009-01-28,0.0
2009-01-29,-3.0769
2009-01-30,3.1746
2009-02-02,-38.4615
2009-02-03,0.0
2009-02-04,0.0
2009-02-05,45.0
2009-02-06,-13.7931
2009-02-09,20.0
2009-02-10,0.0
2009-02-11,-33.3333
2009-02-12,50.0
2009-02-13,-33.3333
2009-02-17,47.5
2009-02-18,-32.2034
2009-02-19,0.0
2009-02-20,50.0
2009-02-23,-33.3333
2009-02-24,68.75
2009-02-25,3.7037
2009-02-26,0.0
2009-02-27,-7.1429
2009-03-02,0.0
2009-03-03,0.0
2009-03-04,0.0
2009-03-05,-24.8077
2009-03-06,-35.5499
2009-03-09,0.0
2009-03-10,0.0
2009-03-11,90.4762
2009-03-13,-46.6667
2009-03-16,0.0
2009-03-17,84.375
2009-03-18,-45.7627
2009-03-19,-1.5625
2009-03-20,-1.5873
2009-03-23,0.0
2009-03-24,-3.2258
2009-03-25,0.0
2009-03-26,0.0
2009-03-27,50.0
2009-03-30,-11.1111
2009-03-31,2.5
2009-04-01,41.4634
2009-04-02,1.7241
2009-04-03,-32.2034
2009-04-06,0.0
2009-04-07,12.5
2009-04-08,0.0
2009-04-09,0.0
2009-04-13,0.0
2009-04-14,-22.2222
2009-04-15,0.0
2009-04-17,0.0
2009-04-20,0.0
2009-04-22,42.8571
2009-04-23,0.0
2009-04-27,-40.0
2009-04-28,50.0
2009-04-29,0.0
2009-04-30,11.1111
2009-05-01,0.0
2009-05-04,0.0
2009-05-05,0.0
2009-05-06,18.0
2009-05-07,0.0
2009-05-08,-1.6949
2009-05-11,0.0
2009-05-12,-13.7931
2009-05-13,0.0
2009-05-14,40.0
2009-05-15,0.0
2009-05-18,21.4286
2009-05-19,-52.9412
2009-05-20,100.0
2009-05-26,-2.5
2009-05-27,0.0
2009-05-28,0.0
2009-05-29,-23.0769
2009-06-01,-16.6667
2009-06-02,0.0
2009-06-03,10.0
2009-06-04,-9.0909
2009-06-08,0.0
2009-06-09,0.0
2009-06-10,0.0
2009-06-11,0.0
2009-06-15,20.0
2009-06-16,-36.6667
2009-06-17,57.8947
2009-06-18,0.0
2009-06-19,-8.3333
2009-06-22,0.0
2009-06-23,-9.0909
2009-06-25,-38.0
2009-06-29,29.0323
2009-06-30,0.0
2009-07-01,0.0
2009-07-02,0.0
2009-07-07,0.0
2009-07-10,0.0
2009-07-13,-37.5
2009-07-14,0.0
2009-07-15,20.0
2009-07-16,0.0
2009-07-20,-6.6667
2009-07-21,42.8571
2009-07-22,0.0
2009-07-23,0.0
2009-07-24,0.0
2009-07-29,0.0
2009-07-30,-20.0
2009-07-31,25.0
2009-08-03,-25.0
2009-08-04,-16.6667
2009-08-05,-8.0
2009-08-06,8.6957
2009-08-07,52.0
2009-08-10,-13.1579
2009-08-11,21.2121
2009-08-12,0.0
2009-08-13,-25.0
2009-08-17,0.0
2009-08-18,33.3333
2009-08-19,0.0
2009-08-20,-24.2188
2009-08-21,1.0309
2009-08-24,14.2857
2009-08-25,0.0
2009-08-27,-28.5714
2009-08-28,0.0
2009-08-31,-12.0
2009-09-01,59.0909
2009-09-02,-37.1429
2009-09-03,-9.0909
2009-09-04,50.0
2009-09-08,-33.3333
2009-09-09,50.0
2009-09-10,-10.0
2009-09-11,-12.963
2009-09-14,-2.1277
2009-09-15,13.0435
2009-09-16,-11.538499999999999
2009-09-17,0.0
2009-09-18,0.0
2009-09-22,17.3913
2009-09-23,3.7037
2009-09-24,-24.3304
2009-09-25,0.0
2009-09-28,8.5546
2009-09-29,8.6957
2009-09-30,0.0
2009-10-01,0.0
2009-10-02,-15.25
2009-10-05,-0.885
2009-10-06,0.0
2009-10-07,19.0476
2009-10-08,-8.0
2009-10-09,0.0
2009-10-12,30.4348
2009-10-13,-16.6667
2009-10-14,0.0
2009-10-15,-16.0
2009-10-19,4.7619
2009-10-20,0.0
2009-10-21,0.0
2009-10-22,0.0
2009-10-23,0.0
2009-10-26,13.6364
2009-10-27,0.0
2009-10-28,0.0
2009-10-29,20.0
2009-11-02,-32.9167
2009-11-03,49.0683
2009-11-04,-16.6667
2009-11-05,20.0
2009-11-06,-13.3333
2009-11-09,-19.2308
2009-11-10,0.0
2009-11-11,0.0
2009-11-12,0.0
2009-11-13,0.0
2009-11-16,33.3333
2009-11-17,-25.0
2009-11-18,0.0
2009-11-19,0.0
2009-11-20,42.8571
2009-11-23,-26.6667
2009-11-24,-2.2727
2009-11-25,-2.3256
2009-12-01,2.3810000000000002
2009-12-02,-2.3256
2009-12-03,4.7619
2009-12-04,0.0
2009-12-07,4.5455
2009-12-08,0.0
2009-12-09,-4.3478
2009-12-10,-1.7045
2009-12-11,-0.578
2009-12-14,-2.3256
2009-12-15,0.0
2009-12-16,0.0
2009-12-17,2.3810000000000002
2009-12-18,-6.3953
2009-12-21,-0.6211
2009-12-22,0.0
2009-12-23,-20.0
2009-12-24,-6.25
2009-12-28,0.0
2009-12-29,33.3333
2009-12-30,-25.0
2009-12-31,6.6667
2010-01-04,-33.5937
2010-01-05,88.2353
2010-01-06,40.0
2010-01-08,-28.5714
2010-01-11,0.0
2010-01-12,0.0
2010-01-13,-25.0
2010-01-14,0.0
2010-01-15,0.0
2010-01-20,0.0
2010-01-21,-20.0
2010-01-25,0.0
2010-01-27,0.0
2010-02-02,0.0
2010-02-03,0.0
2010-02-05,0.0
2010-02-08,0.0
2010-02-09,0.0
2010-02-10,8.3333
2010-02-12,-23.0769
2010-02-16,0.0
2010-02-17,50.0
2010-02-18,-33.3333
2010-02-19,0.0
2010-02-22,1.25
2010-02-23,97.5309
2010-02-24,-40.625
2010-02-25,-2.1053
2010-02-26,-12.3656
2010-03-01,-1.8405
2010-03-02,20.0
2010-03-03,0.0
2010-03-04,0.0
2010-03-05,0.0
2010-03-09,65.625
2010-03-10,0.0
2010-03-11,-39.6226
2010-03-12,1.0417
2010-03-15,64.9485
2010-03-16,-39.375
2010-03-17,64.9485
2010-03-18,-38.4375
2010-03-19,0.0
2010-03-23,0.0
2010-03-24,0.0
2010-03-25,54.3147
2010-03-26,-35.1974
2010-03-29,0.0
2010-03-30,0.0
2010-03-31,0.0
2010-04-05,0.0
2010-04-06,46.1929
2010-04-07,11.1111
2010-04-08,-10.0
2010-04-14,-11.1111
2010-04-15,0.0
2010-04-16,0.0
2010-04-19,-6.25
2010-04-20,-17.9167
2010-04-21,1.5228000000000002
2010-04-23,-1.0
2010-04-26,0.0
2010-04-27,-0.5051
2010-04-28,62.4365
2010-04-29,0.0
2010-04-30,-45.0
2010-05-03,81.8182
2010-05-04,-45.0
2010-05-05,0.0
2010-05-06,0.0
2010-05-07,-7.9545
2010-05-10,3.7037
2010-05-11,0.0
2010-05-12,-3.5714
2010-05-13,0.0
2010-05-17,0.0
2010-05-18,0.0
2010-05-19,0.0
2010-05-20,0.0
2010-05-21,1.8519
2010-05-24,1.8182
2010-05-25,0.0
2010-05-26,-3.5714
2010-05-27,0.0
2010-06-01,0.0
2010-06-02,3.7037
2010-06-04,0.0
2010-06-07,0.0
2010-06-08,42.8571
2010-06-10,-30.0
2010-06-11,0.0
2010-06-14,0.0
2010-06-15,0.0
2010-06-16,0.0
2010-06-17,0.0
2010-06-18,-4.7619
2010-06-21,0.0
2010-06-22,0.0
2010-06-23,-40.0
2010-06-25,0.0
2010-06-28,0.0
2010-07-02,0.0
2010-07-06,200.0
2010-07-07,-64.9306
2010-07-08,-1.9802
2010-07-09,-3.0303
2010-07-12,0.0
2010-07-13,0.0
2010-07-14,0.0
2010-07-15,0.0
2010-07-19,0.0
2010-07-20,0.0
2010-07-21,0.0
2010-07-22,0.0
2010-07-26,66.6667
2010-07-28,0.0
2010-07-29,0.0
2010-08-02,0.0
2010-08-03,0.0
2010-08-05,0.0
2010-08-09,0.0
2010-08-17,0.0
2010-08-23,0.0
2010-08-26,-38.125
2010-08-31,0.0
2010-09-01,0.0
2010-09-02,61.6162
2010-09-03,0.0
2010-09-07,0.0
2010-09-08,0.0
2010-09-09,0.0
2010-09-10,-38.125
2010-09-13,61.6162
2010-09-14,-36.875
2010-09-15,58.4158
2010-09-17,-36.875
2010-09-20,-1.9802
2010-09-21,0.0
2010-09-22,0.0
2010-09-24,61.6162
2010-09-27,-38.125
2010-09-30,0.0
2010-10-01,0.0
2010-10-04,0.0
2010-10-05,5.0505
2010-10-06,0.0
2010-10-07,0.0
2010-10-08,0.0
2010-10-11,161.5385
2010-10-12,-63.6029
2010-10-14,0.0
2010-10-15,0.0
2010-10-18,0.0
2010-10-19,0.0
2010-10-21,0.0
2010-10-22,0.0
2010-10-25,0.0
2010-10-27,45.4545
2010-10-28,0.0
2010-10-29,22.2222
2010-11-04,0.0
2010-11-09,0.0
2010-11-11,-18.1818
2010-11-12,0.0
2010-11-15,455.5556
2010-11-16,-40.625
2010-11-17,-19.1579
2010-11-18,-41.1458
2010-11-19,41.5929
2010-11-22,0.0
2010-11-23,25.0
2010-11-24,-20.0
2010-11-29,5.0
2010-11-30,-28.5714
2010-12-01,-20.0
2010-12-02,0.0
2010-12-03,0.0
2010-12-06,-16.6667
2010-12-07,0.0
2010-12-08,0.0
2010-12-09,20.0
2010-12-10,25.0
2010-12-13,-20.0
2010-12-14,66.6667
2010-12-15,0.0
2010-12-16,0.0
2010-12-17,-37.5
2010-12-20,12.0
2010-12-21,-21.4286
2010-12-22,27.2727
2010-12-23,-14.2857
2010-12-27,0.0
2010-12-28,-16.6667
2010-12-29,10.0
2010-12-30,54.5455
2010-12-31,-23.5294
2011-01-03,38.4615
2011-01-04,8.3333
2011-01-05,0.0
2011-01-06,-12.8205
2011-01-07,11.7647
2011-01-10,5.2632
2011-01-11,15.0
2011-01-12,-13.0435
2011-01-13,0.0
2011-01-14,-25.0
2011-01-18,0.0
2011-01-19,0.0
2011-01-20,0.0
2011-01-21,33.3333
2011-01-24,-20.0
2011-01-25,0.0
2011-01-26,0.0
2011-01-27,0.0
2011-01-28,12.5
2011-01-31,-11.1111
2011-02-01,62.5
2011-02-02,53.8462
2011-02-04,-6.25
2011-02-07,-1.3333
