ticker,CNBI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-03-04,15.3846
2010-03-05,-10.0
2010-03-09,-1.8519
2010-03-11,0.0
2010-03-12,0.0
2010-03-15,0.0
2010-03-16,0.0
2010-03-17,0.0
2010-03-18,0.0
2010-03-19,-1.5093999999999999
2010-03-22,1.5326
2010-03-23,-1.8868
2010-03-25,5.7692
2010-03-26,0.0
2010-03-29,0.0
2010-03-31,0.0
2010-04-01,18.1818
2010-04-05,0.0
2010-04-06,0.0
2010-04-07,0.0
2010-04-08,0.0
2010-04-09,0.0
2010-04-12,-0.3077
2010-04-13,1.8519
2010-04-14,-1.5152
2010-04-15,0.0
2010-04-16,1.5385
2010-04-19,0.0
2010-04-20,-1.5152
2010-04-21,-6.1538
2010-04-22,8.1967
2010-04-23,0.0
2010-04-26,0.0
2010-04-27,-1.5152
2010-04-28,0.0
2010-04-29,0.0
2010-04-30,3.0769
2010-05-03,0.0
2010-05-04,-2.9851
2010-05-05,-1.5385
2010-05-06,0.0
2010-05-07,0.0
2010-05-10,2.8125
2010-05-11,10.9422
2010-05-12,-0.8219
2010-05-13,3.5911999999999997
2010-05-14,2.1333
2010-05-17,1.8277
2010-05-18,-3.8462
2010-05-19,3.7333
2010-05-20,2.0566
2010-05-21,1.7631999999999999
2010-05-24,1.4851
2010-05-25,0.2439
2010-05-26,0.9732
2010-05-27,0.241
2010-05-28,0.4808
2010-06-01,0.4785
2010-06-02,0.0
2010-06-03,0.7143
2010-06-04,-0.7092
2010-06-07,-1.1905000000000001
2010-06-08,-2.4096
2010-06-09,2.4691
2010-06-10,0.0
2010-06-11,-2.4096
2010-06-14,1.2346
2010-06-15,0.0
2010-06-16,-1.9512
2010-06-17,3.2338
2010-06-18,0.0
2010-06-21,-2.4096
2010-06-22,1.2346
2010-06-23,-1.2195
2010-06-24,-1.2346
2010-06-25,0.0
2010-06-28,0.25
2010-06-29,-3.99
2010-06-30,-10.3896
2010-07-01,-12.7536
2010-07-02,-0.3322
2010-07-06,8.0
2010-07-07,0.0
2010-07-08,-5.8642
2010-07-09,0.6557
2010-07-12,14.0065
2010-07-13,-2.8571
2010-07-14,14.7059
2010-07-15,-17.4359
2010-07-16,-3.7267
2010-07-19,1.6129
2010-07-20,3.1746
2010-07-21,23.0769
2010-07-22,-18.75
2010-07-23,16.9231
2010-07-26,0.0
2010-07-27,-7.3684
2010-07-28,-6.25
2010-07-29,6.0606
2010-07-30,-1.4285999999999999
2010-08-02,-11.5942
