ticker,XHR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-02-05,-1.1192
2015-02-06,1.8700999999999999
2015-02-09,1.256
2015-02-10,-0.2385
2015-02-11,-0.7174
2015-02-12,0.1927
2015-02-13,-0.0481
2015-02-17,-0.5291
2015-02-18,-0.0484
2015-02-19,-0.6773
2015-02-20,1.0716
2015-02-23,-0.6265
2015-02-24,-0.9699
2015-02-25,1.665
2015-02-26,0.0
2015-02-27,1.4451
2015-03-02,0.5223
2015-03-03,-0.1417
2015-03-04,0.3311
2015-03-05,0.7544
2015-03-06,-1.0295
2015-03-09,3.8771
2015-03-10,0.091
2015-03-11,2.4102
2015-03-12,0.2664
2015-03-13,-2.5686
2015-03-16,3.1818
2015-03-17,-2.1145
2015-03-18,2.8353
2015-03-19,-1.1816
2015-03-20,6.6873000000000005
2015-03-23,-1.2453
2015-03-24,-2.3119
2015-03-25,-2.1945
2015-03-26,0.0
2015-03-27,-0.6788
2015-03-30,1.7387000000000001
2015-03-31,-0.3067
2015-04-01,-0.5714
2015-04-02,2.6083
2015-04-06,0.517
2015-04-07,-2.0146
2015-04-08,2.1435
2015-04-09,-2.6124
2015-04-10,0.4398
2015-04-13,-1.0508
2015-04-14,-0.2655
2015-04-15,0.0
2015-04-16,-1.0648
2015-04-17,-0.8969
2015-04-20,2.9864
2015-04-21,0.0439
2015-04-22,0.5709
2015-04-23,-0.0873
2015-04-24,0.4808
2015-04-27,-1.3049
2015-04-28,-0.5729
2015-04-29,-1.5070999999999999
2015-04-30,-1.3951
2015-05-01,0.0913
2015-05-04,1.3679999999999999
2015-05-05,-2.5191
2015-05-06,-0.6461
2015-05-07,2.9726
2015-05-08,2.3455
2015-05-11,-0.8814
2015-05-12,-1.3784
2015-05-13,1.7583
2015-05-14,3.1901
2015-05-15,0.7299
2015-05-18,-0.0426
2015-05-19,-1.2793
2015-05-20,-2.203
2015-05-21,-0.4417
2015-05-22,0.7986
2015-05-26,-0.6602
2015-05-27,0.3101
2015-05-28,-1.1926
2015-05-29,0.8494
2015-06-01,0.8865
2015-06-02,-0.9666
2015-06-03,-0.3993
2015-06-04,-0.0445
2015-06-05,0.7576
2015-06-08,0.3981
2015-06-09,1.5859
2015-06-10,0.6938
2015-06-11,-1.5935000000000001
2015-06-12,0.7877
2015-06-15,1.6934
2015-06-16,1.0675
2015-06-17,0.7605
2015-06-18,0.0
2015-06-19,2.0126
2015-06-22,-1.8496000000000001
2015-06-23,-0.4606
2015-06-24,-0.7152
