ticker,SSRC US Equity
2009-03-30,-20.0
2009-05-21,0.0
2009-08-06,25.0
2009-08-17,0.0
2009-09-18,0.0
2009-10-09,0.0
2009-10-21,60.0
2009-10-22,0.0
2009-10-23,0.0
2009-10-27,0.0
2009-11-09,0.0
2009-11-23,150.0
2009-11-24,0.0
2009-12-11,-60.0
2010-02-16,0.0
2010-03-09,-50.0
2010-03-15,0.0
2010-04-06,-25.0
2010-04-09,-33.3333
2010-04-12,0.0
2010-04-13,400.0
2010-04-15,0.0
2010-04-16,0.0
2010-04-19,0.0
2010-04-20,0.0
2010-04-23,20.0
2010-04-27,33.3333
2010-04-28,-25.0
2010-04-29,-33.3333
2010-04-30,25.0
2010-05-03,0.0
2010-05-05,0.0
2010-05-10,0.0
2010-05-11,0.0
2010-05-18,0.0
2010-05-19,0.0
2010-05-21,0.0
2010-05-24,0.0
2010-05-25,-20.0
2010-05-27,25.0
2010-05-28,20.0
2010-06-03,150.0
2010-06-04,-13.3333
2010-06-15,-53.8462
2010-06-28,16.6667
2010-07-01,14.2857
2010-07-12,75.0
2010-07-14,0.0
2010-07-16,0.0
2010-07-19,7.1429
2010-07-21,0.0
2010-07-23,-6.6667
2010-07-27,-0.0893
2010-07-29,-7.0599
2010-08-03,-7.6923
2010-08-09,8.3333
2010-08-10,7.6923
2010-08-11,0.0
2010-08-16,0.0
2010-08-18,78.5714
2010-08-23,-44.0
2010-08-25,0.0
2010-08-26,0.0
2010-08-30,-42.8571
2010-08-31,50.0
2010-09-02,141.6667
2010-09-08,-3.4483
2010-09-13,0.0
2010-09-17,78.5714
2010-09-23,0.0
2010-09-24,-34.0
2010-09-28,-15.1515
2010-10-01,0.0
2010-10-04,60.7143
2010-10-07,0.0
2010-10-08,-37.7778
2010-10-12,3.5714
2010-10-13,3.4483
2010-10-14,-6.6667
2010-10-22,7.1429
2010-10-25,33.3333
2010-10-26,0.0
2010-10-27,-12.5
2010-10-28,2.8571
2010-10-29,38.8889
2010-11-04,80.0
2010-11-05,12.2222
2010-11-08,0.9901
2010-11-09,0.0
2010-11-10,0.0
2010-11-11,0.0
2010-11-16,22.549
2010-11-17,0.0
2010-11-19,-16.0
2010-11-23,33.3333
2010-11-26,-10.7143
2010-11-30,-16.0
2010-12-01,-2.8571
2010-12-02,26.4706
2010-12-03,-3.1008
2010-12-10,-19.2
2010-12-14,0.0
2010-12-17,-34.6535
2010-12-29,0.0
2010-12-30,0.0
2011-01-03,-1.5152
2011-01-12,-23.0769
2011-01-25,20.0
2011-02-01,-8.3333
2011-02-08,0.0
2011-02-09,0.0
2011-02-10,0.0
2011-02-11,0.0
2011-02-18,-7.2727
2011-03-22,0.0
2011-03-28,0.0
2011-03-30,-19.6078
2011-03-31,153.6585
2011-04-01,-0.9615
2011-04-05,-60.1942
2011-04-07,0.0
2011-04-20,46.3415
2011-04-28,-15.0
2011-04-29,0.0
2011-05-02,-1.9607999999999999
2011-05-06,0.0
2011-05-10,0.0
2011-05-17,0.0
2011-05-19,-20.0
2011-05-24,17.5
2011-06-06,-25.5319
2011-06-10,-28.5714
2011-06-23,0.0
2011-06-27,0.0
2011-06-28,40.0
2011-07-08,-25.7143
2011-07-11,-3.8462
2011-07-12,0.0
2011-07-14,0.0
2011-07-26,0.0
2011-08-01,0.0
2011-08-03,0.0
2011-08-22,0.0
2011-11-08,-40.0
2011-11-10,60.0
2011-12-30,-37.0833
2012-01-04,29.553
2012-02-08,-23.3227
2012-02-22,30.0
2012-03-14,-23.0769
2012-03-22,0.0833
2012-03-29,0.0
2012-04-02,6.6611
2012-04-04,6.1671
2012-04-09,5.8824
2012-05-16,0.0
2012-05-22,-33.2639
2012-05-23,8.2206
2012-06-11,0.0
2012-06-21,6.9231
2012-06-29,-6.4748
2012-07-05,-30.7692
2012-07-25,0.0
2012-08-02,0.0
2012-09-24,0.1389
2012-10-01,-0.1387
2012-11-15,0.0
2012-12-03,-11.1111
2012-12-05,0.0
2012-12-14,0.1563
2012-12-17,0.468
2012-12-26,-0.6211
2012-12-27,0.0
2012-12-31,0.0
2013-03-15,0.0
2013-04-01,-12.5
2013-06-24,0.0
2013-07-01,0.0
2013-07-08,0.0
2013-07-17,0.0
2013-07-19,2.8571
2013-08-15,0.0
2013-11-15,-2.7778
2013-12-10,0.0
2013-12-11,0.0
2014-02-13,14.2857
2014-03-17,0.0
2014-04-01,0.0
2014-04-09,0.0
2014-05-05,0.0
2014-05-13,107.5
2014-06-04,-51.8072
2014-10-09,0.0
2014-10-29,-11.25
2014-11-11,0.0
2014-11-25,0.0
2014-12-26,0.0
2015-02-25,0.0
2015-04-16,0.0
2015-04-21,-1.4085
2015-05-05,-42.8571
2015-05-26,50.0
2015-07-01,-58.3333
2015-09-02,-4.0
2015-11-11,-20.8333
2015-12-07,-21.0526
2015-12-08,0.0
2015-12-14,-13.3333
2015-12-31,-7.6923
2016-01-20,0.0
2016-01-22,0.0
2016-02-17,25.0
2016-02-18,0.0
2016-03-28,0.0
2016-05-04,-33.3333
2016-06-01,30.0
2016-06-02,15.3846
2016-06-16,-6.6667
2016-06-20,0.0
2016-07-19,-28.5714
2016-08-04,0.0
2016-08-05,0.0
2016-08-09,0.0
2016-08-18,0.0
2016-09-19,-40.0
2016-10-11,16.6667
2016-11-04,0.0
2016-11-10,0.0
2016-11-16,0.0
2016-12-15,-14.2857
2016-12-22,0.0
2017-01-03,233.3333
2017-03-07,-69.375
2017-03-14,-2.0408
2017-04-13,0.0
2017-05-24,533.3333
2017-06-30,-83.9474
2017-07-06,-1.6393
2017-10-09,512.5
2017-11-01,-83.4014
2018-01-03,6.5574
2018-01-19,0.0
2018-03-13,38.4615
2018-03-20,0.0
2018-05-02,-76.6667
2018-05-18,138.0952
2018-07-11,20.0
2018-10-15,-16.6667
2018-12-12,-20.0
2019-02-21,-60.0
2019-03-12,25.0
2019-04-05,0.0
2019-09-11,50.0
2019-09-23,-6.6667
2019-09-25,42.8571
2019-09-26,-20.0
2019-09-27,0.0
2019-10-01,-6.25
2019-10-02,0.0
2019-10-04,-16.6667
2019-10-08,0.0
2019-10-10,-4.0
2019-10-11,-8.3333
2019-10-18,22.7273
2019-10-21,-3.7037
2019-10-23,-23.0769
2019-10-24,50.0
2019-10-31,-10.0
2019-11-05,-12.963
2019-11-15,2.1277
2019-12-12,0.0
2019-12-24,-16.6667
2019-12-31,17.5
2020-01-10,6.383
2020-01-23,56.0
2020-02-18,-23.0769
2020-02-27,33.3333
2020-03-02,2.5
2020-03-23,-31.7073
2020-03-25,-39.2857
2020-04-29,-58.8235
2020-04-30,28.5714
2020-05-05,77.7778
2020-05-22,-6.25
2020-05-27,86.6667
2020-05-29,-50.0
2020-06-08,7.1429
2020-06-09,86.6667
2020-07-14,-50.0
