ticker,SSRC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-01-04,0.0
2007-01-05,-12.0
2007-01-09,359.0909
2007-01-16,-49.505
2007-01-17,76.4706
2007-01-18,-43.3333
2007-01-25,96.0784
2007-02-01,-59.0
2007-02-05,4.878
2007-02-07,-4.6512
2007-02-16,0.0
2007-02-26,-21.9512
2007-02-27,-21.875
2007-02-28,60.0
2007-03-02,0.0
2007-03-07,-37.5
2007-03-12,0.0
2007-03-14,0.0
2007-03-15,0.0
2007-03-20,0.0
2007-03-22,0.0
2007-03-30,0.0
2007-04-10,-12.0
2007-04-12,0.0
2007-04-18,0.0
2007-04-23,-18.1818
2007-04-25,0.0
2007-04-30,11.1111
2007-05-01,10.0
2007-05-04,0.0
2007-05-08,-18.1818
2007-05-11,0.0
2007-05-17,0.0
2007-05-18,0.0
2007-06-04,0.0
2007-06-07,0.0
2007-06-11,0.0
2007-06-18,0.0
2007-06-20,0.0
2007-06-22,0.0
2007-07-02,0.0
2007-07-06,0.0
2007-07-10,0.0
2007-07-16,0.0
2007-07-30,0.0
2007-08-08,0.0
2007-08-09,0.0
2007-08-10,0.0
2007-08-14,0.0
2007-08-23,0.0
2007-09-04,0.0
2007-09-05,0.0
2007-09-10,0.0
2007-09-12,0.0
2007-09-13,33.3333
2007-09-24,0.0
2007-10-08,-25.0
2007-10-09,0.0
2007-11-06,11.1111
2007-11-30,-10.0
2007-12-04,11.1111
2007-12-07,10.0
2007-12-26,0.0
2008-01-09,0.0
2008-02-06,-13.6364
2008-02-13,0.0
2008-03-04,0.0
2008-03-31,21.0526
2008-04-10,-17.3913
2008-06-02,0.0
2008-06-18,0.0
2008-06-20,0.0
2008-06-26,-5.2632
2008-07-02,0.0
2008-07-11,-11.1111
2008-07-24,-6.25
2008-07-28,13.3333
2008-07-29,0.0
2008-07-30,0.0
2008-07-31,0.0
2008-08-01,0.0
2008-08-05,-2.9412000000000003
2008-08-18,-3.0303
2008-08-19,0.0
2008-08-21,-3.125
2008-09-16,0.0
2008-09-17,-3.2258
2008-09-25,-3.3333
2008-10-03,0.0
2008-10-07,0.0
2008-10-23,-3.4483
2008-11-11,0.0
2008-11-13,0.0
2008-11-21,-7.1429
2008-11-26,0.0
2008-12-04,0.0
2008-12-16,0.0
2008-12-30,0.0
2009-01-12,0.0
2009-01-20,-23.0769
2009-01-21,-30.0
2009-02-03,-28.5714
2009-02-10,10.0
2009-02-23,-72.7273
2009-03-26,100.0
2009-03-27,-16.6667
