ticker,QFIN US Equity
2019-05-06,-4.2831
2019-05-07,1.1305
2019-05-08,-0.3726
2019-05-09,-3.0388
2019-05-10,-1.4465
2019-05-13,0.7828
2019-05-14,-3.8834999999999997
2019-05-15,0.7576
2019-05-16,-5.6642
2019-05-17,-13.4963
2019-05-20,0.9214
2019-05-21,6.9385
2019-05-22,0.5122
2019-05-23,-7.1348
2019-05-24,-0.7927
2019-05-28,0.0
2019-05-29,-3.4419
2019-05-30,5.0286
2019-05-31,-2.6061
2019-06-03,-7.3429
2019-06-04,4.7683
2019-06-05,-7.3718
2019-06-06,-2.1453
2019-06-07,-3.9604
2019-06-10,6.7747
2019-06-11,-2.4828
2019-06-12,1.6973
2019-06-13,1.0431
2019-06-14,-1.2388
2019-06-17,-4.7387
2019-06-18,2.2677
2019-06-19,-0.8584
2019-06-20,2.4531
2019-06-21,-2.8872999999999998
2019-06-24,-21.7549
2019-06-25,-0.8341
2019-06-26,3.3645
2019-06-27,7.5949
2019-06-28,-1.2605
2019-07-01,-1.9574
2019-07-02,1.6493
2019-07-03,-0.9394
2019-07-05,-1.3793
2019-07-08,0.6993
2019-07-09,-1.0417
2019-07-10,-1.4035
2019-07-11,0.6228
2019-07-12,-0.4421
2019-07-15,-2.7531
2019-07-16,2.0091
2019-07-17,-0.1791
2019-07-18,3.4978
2019-07-19,-2.8596
2019-07-22,-2.8546
2019-07-23,4.4077
2019-07-24,0.4398
2019-07-25,-4.2907
2019-07-26,-0.8234
2019-07-29,0.0923
2019-07-30,-0.2765
2019-07-31,-0.7394
2019-08-01,0.6518
2019-08-02,-2.8677
2019-08-05,-4.381
2019-08-06,1.2948
2019-08-07,0.4916
2019-08-08,0.7828
2019-08-09,-0.1942
2019-08-12,-5.1556
2019-08-13,2.5641
2019-08-14,-1.3
2019-08-15,1.3171
2019-08-16,4.8
2019-08-19,-1.813
2019-08-20,-1.1662
2019-08-21,4.7198
2019-08-22,-0.4695
2019-08-23,-5.7547
2019-08-26,0.2002
2019-08-27,-1.6983000000000001
2019-08-28,-4.065
2019-08-29,-1.6949
2019-08-30,7.3276
2019-09-03,-1.506
2019-09-04,-1.8349
2019-09-05,8.7227
2019-09-06,-5.4441
2019-09-09,0.9091
2019-09-10,-0.6006
2019-09-11,0.6042
2019-09-12,-3.9039
2019-09-13,0.2083
2019-09-16,-0.2079
2019-09-17,0.4167
2019-09-18,-1.4523
2019-09-19,-1.0526
2019-09-20,3.9362
2019-09-23,-3.3777
2019-09-24,-2.2246
2019-09-25,1.6251
2019-09-26,-4.0512
2019-09-27,-1.1111
2019-09-30,0.0
2019-10-01,-3.2584
2019-10-02,-2.9036
2019-10-03,3.8278
2019-10-04,0.9217
2019-10-07,-1.8265
2019-10-08,-0.3488
2019-10-09,2.4504
2019-10-10,1.5945
2019-10-11,-0.5605
2019-10-14,1.0147
2019-10-15,0.6696
2019-10-16,-0.6652
2019-10-17,1.4509
2019-10-18,0.11
2019-10-21,-1.2088
2019-10-22,-2.1135
2019-10-23,0.0
2019-10-24,0.3409
2019-10-25,1.812
2019-10-28,1.7798
2019-10-29,-0.5464
2019-10-30,-0.6593
2019-10-31,-2.1018
2019-11-01,1.1299
2019-11-04,0.1117
2019-11-05,0.4464
2019-11-06,-1.7778
2019-11-07,0.6787
2019-11-08,0.3371
2019-11-11,7.0549
2019-11-12,-3.0335
2019-11-13,-4.315
2019-11-14,-3.6077
2019-11-15,0.5848
2019-11-18,0.3488
2019-11-19,2.6651
2019-11-20,-3.8375
2019-11-21,-5.8685
2019-11-22,-0.6234
2019-11-25,1.3801999999999999
2019-11-26,-2.9703
2019-11-27,16.7092
2019-11-29,3.8251
2019-12-02,-0.2105
2019-12-03,-3.0591
2019-12-04,0.5441
2019-12-05,1.1905000000000001
2019-12-06,0.8556
2019-12-09,-0.106
2019-12-10,-0.5308
2019-12-11,8.9648
2019-12-12,-1.665
2019-12-13,-1.2948
2019-12-16,0.1009
2019-12-17,-1.7137
2019-12-18,-3.1795
2019-12-19,-3.072
2019-12-20,0.2186
2019-12-23,-1.4177
2019-12-24,5.1991
2019-12-26,2.103
2019-12-27,-3.0896
2019-12-30,3.4006
2019-12-31,0.4111
2020-01-02,4.4012
2020-01-03,-0.4902
2020-01-06,-3.0542
2020-01-07,0.0
2020-01-08,-0.2033
2020-01-09,4.888
2020-01-10,0.9709
2020-01-13,-5.2885
2020-01-14,-3.8579
2020-01-15,-0.6336
2020-01-16,-3.5069
2020-01-17,-0.8811
2020-01-21,1.2222
2020-01-22,10.5379
2020-01-23,-2.6812
2020-01-24,-5.6122
2020-01-27,-1.8378
2020-01-28,2.9736000000000002
2020-01-29,-1.7112
2020-01-30,-1.741
2020-01-31,1.1074
2020-02-03,0.7667
2020-02-04,2.2826
2020-02-05,-3.2944
2020-02-06,-3.2967
2020-02-07,0.2273
2020-02-10,-5.7823
2020-02-11,4.8135
2020-02-12,3.3295
2020-02-13,-1.4444
2020-02-14,-1.5784
2020-02-18,-5.9565
2020-02-19,2.3143000000000002
2020-02-20,2.5
2020-02-21,-2.0906
2020-02-24,-5.694
2020-02-25,2.0126
2020-02-26,-0.8631
2020-02-27,-1.99
2020-02-28,6.0914
2020-03-02,-0.7177
2020-03-03,-2.0482
2020-03-04,5.1661
2020-03-05,2.4561
2020-03-06,-6.3927
2020-03-09,-4.878
2020-03-10,3.7179
2020-03-11,-3.0902
2020-03-12,-10.3316
2020-03-13,6.4011
2020-03-16,-12.0321
2020-03-17,8.2067
2020-03-18,6.882
2020-03-19,-7.6216
2020-03-20,-1.5647
2020-03-23,-5.9249
2020-03-24,8.7558
2020-03-25,3.1073
2020-03-26,2.4657999999999998
2020-03-27,-2.1390000000000002
2020-03-30,2.5956
2020-03-31,6.5245999999999995
2020-04-01,2.375
2020-04-02,-2.6862
2020-04-03,-2.7603999999999997
2020-04-06,1.1613
2020-04-07,4.5918
2020-04-08,-2.8049
2020-04-09,-6.5245
2020-04-13,-2.4161
2020-04-14,5.227
2020-04-15,-2.7451
2020-04-16,1.2097
2020-04-17,2.7888
2020-04-20,-0.3876
2020-04-21,-2.7237
2020-04-22,0.2667
2020-04-23,-2.1277
2020-04-24,21.0598
2020-04-27,-8.193
2020-04-28,-1.956
2020-04-29,12.5935
2020-04-30,-0.3322
2020-05-01,0.0
2020-05-04,-6.4444
2020-05-05,-0.2375
2020-05-06,1.1905000000000001
2020-05-07,-2.3529
2020-05-08,2.4096
2020-05-11,9.5294
2020-05-12,0.1074
2020-05-13,0.3219
2020-05-14,-3.7433
2020-05-15,3.5556
2020-05-18,1.2876
2020-05-19,-0.9534
2020-05-20,-3.4225
2020-05-21,0.1107
2020-05-22,-0.4425
2020-05-26,4.7778
2020-05-27,4.5599
2020-05-28,-2.6369
2020-05-29,4.6875
2020-06-01,-5.5721
2020-06-02,-1.3699
2020-06-03,1.0684
2020-06-04,-0.3171
2020-06-05,5.8324
2020-06-08,-0.6012
2020-06-09,-1.2097
2020-06-10,3.0612
2020-06-11,-4.2574
2020-06-12,0.1034
2020-06-15,3.3058
2020-06-16,0.0
2020-06-17,4.4
2020-06-18,0.2874
2020-06-19,3.6294
2020-06-22,-0.0922
2020-06-23,-0.5535
2020-06-24,-0.1855
2020-06-25,6.9703
2020-06-26,-2.172
2020-06-29,-3.9964
2020-06-30,-0.9251
2020-07-01,0.747
2020-07-02,6.1168
2020-07-06,15.0218
2020-07-07,1.139
2020-07-08,10.8859
2020-07-09,5.5518
2020-07-10,-1.0904
2020-07-13,-6.2257
2020-07-14,-2.4896
2020-07-15,4.4681
2020-07-16,2.1724
2020-07-17,0.3987
2020-07-20,17.2733
2020-07-21,-0.4515
2020-07-22,-4.0249
2020-07-23,-19.6102
2020-07-24,-3.3799
2020-07-27,7.9087
2020-07-28,-4.7921
2020-07-29,0.9623
2020-07-30,-0.5132
2020-07-31,2.1371
