ticker,MFGI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-02-28,-20.3947
2000-03-15,-0.8264
2000-04-19,42.6667
2000-05-18,-27.3585
2000-05-22,42.2078
2000-08-10,-25.7991
2000-09-01,20.0
2000-09-07,2.5641
2000-09-08,5.0
2000-09-15,-2.3810000000000002
2000-09-27,2.439
2000-10-25,-2.3810000000000002
2000-11-13,8.9901
2000-11-29,-5.0847
2000-12-21,-23.8095
2001-02-20,0.0
2001-02-21,21.875
2001-02-23,7.6923
2001-03-16,9.5238
2001-04-27,0.0
2001-05-03,9.5652
2001-05-04,-4.7619
2001-05-07,-4.1667
2001-05-08,-7.8261
2001-05-09,7.1429
2001-05-14,2.2222
2001-05-15,-4.3478
2001-05-17,-6.2273
2001-05-18,1.5511
2001-05-21,-0.2387
2001-05-22,2.8708
2001-05-24,-1.1628
2001-05-25,-1.1764999999999999
2001-06-01,0.0
2001-06-04,0.0
2001-06-05,0.0
2001-06-07,0.0
2001-06-08,0.0
2001-06-12,4.7619
2001-06-13,-4.5455
2001-07-24,5.9524
2001-07-26,1.7079
2001-07-27,-0.5745
2001-07-30,-33.3333
2001-08-01,50.0
2001-08-02,-2.2222
2001-08-10,-2.2727
2001-08-13,3.4884
2001-08-14,-1.1236
2001-08-20,-2.2727
2001-08-21,-2.3256
2001-08-22,4.7619
2001-08-30,1.1364
2001-08-31,1.1236
2001-09-05,3.3333
2001-09-18,-5.3763
2001-09-20,1.1364
2001-09-26,-2.4718999999999998
2001-10-01,1.3825
2001-10-08,1.1364
2001-10-09,-3.1461
2001-10-22,2.0882
2001-10-23,0.0
2001-10-24,-1.9091
2001-11-26,2.3386
2001-11-27,-1.6909999999999998
2001-12-14,-0.0465
2001-12-17,0.9302
2001-12-20,-0.9217
2002-01-02,2.3256
2002-01-08,0.0
2002-01-10,-2.2273
2002-01-15,2.278
2002-01-16,0.9091
2002-01-31,-3.1532
2002-02-06,2.3256
2002-02-19,0.0
2002-02-22,-2.0455
2002-02-26,-0.1856
2002-03-01,-1.2086999999999999
2002-03-04,1.8824
2002-03-12,-1.8476
2002-03-13,2.1176
2002-03-14,0.2304
2002-03-20,-2.069
2002-03-26,1.4085
2002-04-04,6.4815
2002-04-05,-6.4783
2002-04-11,3.6727
2002-04-23,0.0
2002-05-07,0.8969
2002-05-08,-1.2444
2002-05-10,2.2727
2002-05-16,0.0
2002-05-21,0.0
2002-05-29,0.0
2002-06-25,0.0
2002-06-26,1.1111
