ticker,ASCC US Equity
2013-01-14,1.0
2013-01-15,0.0
2013-01-22,8.9109
2013-01-23,9.0909
2013-01-24,-41.6667
2013-01-25,-1.4285999999999999
2013-01-28,-11.5942
2013-01-29,-1.6393
2013-01-30,8.3333
2013-01-31,15.3846
2013-02-01,-25.3333
2013-02-04,16.0714
2013-02-05,15.3846
2013-02-06,9.3333
2013-02-07,2.439
2013-02-08,-16.6667
2013-02-11,-14.2857
2013-02-12,5.0
2013-02-13,-4.7619
2013-02-14,1.6667
2013-02-15,-2.541
2013-02-19,-5.5719
2013-02-20,-19.8397
2013-02-21,0.0
2013-02-22,-13.9167
2013-02-25,11.0035
2013-02-26,11.6279
2013-02-27,20.8333
2013-02-28,-13.3944
2013-03-01,-21.4881
2013-03-04,-14.0887
2013-03-05,3.302
2013-03-06,8.5714
2013-03-07,0.0
2013-03-08,-17.1053
2013-03-11,-4.7619
2013-03-12,-16.6667
2013-03-13,19.95
2013-03-14,-10.6711
2013-03-15,-6.6729
2013-03-18,60.0
2013-03-19,0.0
2013-03-20,50.0
2013-03-21,6.6667
2013-03-22,15.3125
2013-03-25,21.9512
2013-03-26,16.6667
2013-03-27,5.7143
2013-03-28,-0.9009
2013-04-01,-33.6364
2013-04-02,0.0
2013-04-03,-2.7397
2013-04-04,15.493
2013-04-05,-13.4146
2013-04-08,11.2676
2013-04-09,-5.0633
2013-04-10,-3.9167
2013-04-11,-13.9636
2013-04-12,-3.2258
2013-04-15,0.0
2013-04-16,-1.5
2013-04-17,-15.3976
2013-04-18,3.6
2013-04-19,-3.8609999999999998
2013-04-22,0.4016
2013-04-23,-19.8
2013-04-24,-10.2244
2013-04-25,-10.8333
2013-04-26,55.1402
2013-04-29,-24.498
2013-04-30,16.988
2013-05-01,-14.3649
2013-05-02,0.4812
2013-05-03,-14.1347
2013-05-06,-1.5385
2013-05-07,-8.4375
2013-05-08,-4.4369
2013-05-09,7.1429
2013-05-10,14.1042
2013-05-13,-5.0575
2013-05-14,-16.9231
2013-05-15,11.1111
2013-05-16,10.0
2013-05-17,-18.3712
2013-05-20,0.232
2013-05-21,-7.4074
2013-05-22,-0.675
2013-05-23,4.6312999999999995
2013-05-24,-11.4746
2013-05-28,-4.3478
2013-05-29,4.5455
2013-05-30,8.75
2013-05-31,15.942
2013-06-03,58.6207
2013-06-04,34.7826
2013-06-05,-46.9355
2013-06-06,0.304
2013-06-07,-6.0606
2013-06-10,-3.2258
2013-06-11,-6.6667
2013-06-12,-12.5
2013-06-13,18.3673
2013-06-14,0.0
2013-06-17,3.4483
2013-06-18,40.0
2013-06-19,9.5238
2013-06-20,13.0435
2013-06-21,11.538499999999999
2013-06-24,5.1724
2013-06-25,9.8361
2013-06-26,-19.403
2013-06-27,11.1111
2013-06-28,-6.5
2013-07-01,-7.3084
2013-07-02,7.6923
2013-07-03,1.7856999999999998
2013-07-05,0.0
2013-07-08,-5.2632
2013-07-09,7.4074
2013-07-10,-6.8966
2013-07-11,-12.905100000000001
2013-07-12,-17.0764
2013-07-15,4.359
2013-07-16,-4.1769
2013-07-17,-10.2564
2013-07-18,0.0
2013-07-19,5.7143
2013-07-22,-0.0338
2013-07-23,-3.3457
2013-07-24,-10.4895
2013-07-25,-2.1484
2013-07-26,-0.7385
2013-07-29,8.7472
2013-07-30,18.3432
2013-07-31,2.5
2013-08-01,-4.6341
2013-08-02,-4.3478
2013-08-05,-0.3008
2013-08-06,-11.4985
2013-08-07,-3.0303
2013-08-08,3.125
2013-08-09,0.0
2013-08-12,-0.0379
2013-08-13,3.0693
2013-08-14,-0.0368
2013-08-15,-5.8477
2013-08-16,-0.3125
2013-08-19,-2.8213
2013-08-20,12.9032
2013-08-21,-2.8571
2013-08-22,-5.8456
2013-08-23,-0.039
2013-08-26,0.0
2013-08-27,0.0391
2013-08-28,6.1695
2013-08-29,-5.8477
2013-08-30,-9.375
2013-09-03,0.0
2013-09-04,-3.4483
2013-09-05,-5.3571
2013-09-06,-5.6604
2013-09-09,11.2
2013-09-10,7.9137
2013-09-11,3.3333
2013-09-12,-0.0403
2013-09-13,-6.7366
2013-09-16,0.346
2013-09-17,6.8966
2013-09-18,1.6129
2013-09-19,-2.2222
2013-09-20,3.8961
2013-09-23,0.0
2013-09-24,-9.375
2013-09-25,10.3448
2013-09-26,-0.3125
2013-09-27,0.3135
2013-09-30,-12.5
2013-10-01,24.9554
2013-10-02,0.0357
2013-10-03,1.4285999999999999
2013-10-04,1.1268
2013-10-07,-0.2786
2013-10-08,-2.2346
2013-10-09,2.5714
2013-10-10,0.2786
2013-10-11,-1.3889
2013-10-14,-4.2254
2013-10-15,-8.8235
2013-10-16,9.6774
2013-10-17,-0.8824
2013-10-18,-10.9792
2013-10-21,-3.3333
2013-10-22,-3.4914
2013-10-23,-2.1661
2013-10-24,-8.6966
2013-10-25,-8.0
2013-10-28,-4.3478
2013-10-29,-4.5455
2013-10-30,-14.2857
2013-10-31,11.6667
2013-11-01,24.3781
2013-11-04,-14.0
2013-11-05,0.0
2013-11-06,0.0
2013-11-07,-2.3256
2013-11-08,0.0
2013-11-11,-9.5238
2013-11-12,-2.6316
2013-11-13,10.8108
2013-11-14,-39.0244
2013-11-15,20.0
2013-11-18,16.6667
2013-11-19,2.8571
2013-11-20,11.1111
2013-11-21,0.0
2013-11-22,-12.5
2013-11-25,-8.5714
2013-11-26,-6.25
2013-11-27,-3.3333
2013-11-29,3.4483
2013-12-02,0.0
2013-12-03,-6.6667
2013-12-04,7.1429
2013-12-05,0.0
2013-12-06,10.0
2013-12-09,-6.0606
2013-12-10,16.129
2013-12-11,-16.6667
2013-12-12,0.0
2013-12-13,-6.6667
2013-12-16,4.2857
2013-12-17,2.7397
2013-12-18,-10.0
2013-12-19,0.0
2013-12-20,2.2222
2013-12-23,-15.2174
2013-12-24,-1.7094
2013-12-26,-12.1739
2013-12-27,-12.8713
2013-12-30,-9.0909
2013-12-31,-4.8438
2014-01-02,18.2266
2014-01-03,-11.1111
2014-01-06,6.25
2014-01-07,5.4412
2014-01-08,22.7336
2014-01-09,4.5455
2014-01-10,-6.9565
2014-01-13,-1.986
2014-01-14,2.8605
2014-01-15,-9.9073
2014-01-16,-0.7074
2014-01-17,-6.9301
2014-01-21,-10.9255
2014-01-22,12.3437
2014-01-23,-0.0695
2014-01-24,-10.508
2014-01-27,11.8196
2014-01-28,-7.6495
2014-01-29,7.0783
2014-01-30,0.8439
2014-01-31,-16.1785
2014-02-03,6.4892
2014-02-04,-6.25
2014-02-05,-6.6667
2014-02-06,10.0
2014-02-07,-12.987
2014-02-10,10.4478
2014-02-11,4.0541
2014-02-12,-9.0909
2014-02-13,-1.4285999999999999
2014-02-14,-11.1413
2014-02-18,20.6932
2014-02-19,4.0541
2014-02-20,2.5974
2014-02-21,-15.1899
2014-02-24,19.403
2014-02-25,-8.2813
2014-02-26,9.029
2014-02-27,5.0
2014-02-28,-0.2232
2014-03-03,0.2237
2014-03-04,1.1905000000000001
2014-03-05,10.5882
2014-03-06,6.383
2014-03-07,10.0
2014-03-10,27.2727
2014-03-11,7.1429
2014-03-12,-6.6667
2014-03-13,13.9286
2014-03-14,6.5831
2014-03-17,52.9412
2014-03-18,-23.0769
2014-03-19,0.0
2014-03-20,0.0
2014-03-21,-5.0
2014-03-24,-10.526299999999999
2014-03-25,-17.647100000000002
2014-03-26,21.4286
2014-03-27,-11.7647
2014-03-28,-23.3333
2014-03-31,0.0
2014-04-01,-6.8478
2014-04-02,12.0187
2014-04-03,16.6667
2014-04-04,3.5714
2014-04-07,-3.4483
2014-04-08,-0.0893
2014-04-09,0.0894
2014-04-10,-14.2857
2014-04-11,-0.1042
2014-04-14,12.2002
2014-04-15,-10.7807
2014-04-16,-0.1042
2014-04-17,-8.2377
2014-04-21,-0.1705
2014-04-22,-0.9106
2014-04-23,-17.2889
2014-04-24,9.8611
2014-04-25,-19.0898
2014-04-28,-5.0
2014-04-29,18.4211
2014-04-30,-0.1389
2014-05-01,-2.8512
2014-05-02,0.0716
2014-05-05,-0.4292
2014-05-06,-8.046
2014-05-07,9.8438
2014-05-08,-8.9616
2014-05-09,-2.6563
2014-05-12,-0.2408
2014-05-13,-0.2414
2014-05-14,-3.3871
2014-05-15,3.2554
2014-05-16,-15.9256
2014-05-19,2.8846
2014-05-20,3.1776
2014-05-21,-11.413
2014-05-22,6.3395
2014-05-23,16.9231
2014-05-27,-1.4803
2014-05-28,-8.0134
2014-05-29,-2.2686
2014-05-30,-9.8422
2014-06-02,-3.2956
2014-06-03,-7.6677
2014-06-04,21.5686
2014-06-05,-16.9829
2014-06-06,3.5429
2014-06-09,-2.8698
2014-06-10,16.1364
2014-06-11,9.2955
2014-06-12,-0.4476
2014-06-13,-7.1942
2014-06-16,-2.5194
2014-06-17,-0.0994
2014-06-18,-0.4975
2014-06-19,0.0
2014-06-20,0.0
2014-06-24,16.8
2014-06-25,0.0
2014-06-26,-4.1096
2014-06-27,5.7143
2014-06-30,-5.4054
2014-07-01,5.5357
2014-07-02,-1.1844000000000001
2014-07-03,0.0
2014-07-07,-10.9589
2014-07-08,-2.0192
2014-07-09,-5.79
2014-07-10,-6.6667
2014-07-11,16.0714
2014-07-14,-8.1731
2014-07-15,-4.5026
2014-07-16,-2.3026
2014-07-17,-12.009
2014-07-18,5.8673
2014-07-21,-4.2169
2014-07-22,16.478
2014-07-23,-2.6997999999999998
2014-07-24,-0.7769
2014-07-25,0.783
2014-07-28,-19.7558
2014-07-29,16.1826
2014-07-30,-0.2381
2014-08-01,-4.5346
2014-08-04,-0.75
2014-08-05,5.7935
2014-08-06,0.0
2014-08-07,-19.4048
2014-08-08,29.689799999999998
2014-08-11,-9.1116
2014-08-12,12.2807
2014-08-13,-23.2143
2014-08-14,0.0
2014-08-15,15.9884
2014-08-18,-0.7519
2014-08-19,11.7424
2014-08-20,-5.3107
2014-08-21,3.3413
2014-08-22,-6.0046
2014-08-25,-14.4963
2014-08-26,4.3103
2014-08-27,-1.6529
2014-08-28,-1.8207
2014-08-29,-1.8545
2014-09-02,-7.7035
2014-09-03,-24.4094
2014-09-04,5.4167
2014-09-05,15.415
2014-09-08,16.0959
2014-09-09,2.6549
2014-09-10,0.0
2014-09-11,-3.4483
2014-09-12,-0.4464
2014-09-15,-5.8296
2014-09-16,-19.5238
2014-09-17,-12.8205
2014-09-18,-5.8824
2014-09-19,-4.3269
2014-09-22,-19.598
2014-09-23,-1.875
2014-09-24,0.9554
2014-09-25,-5.9937000000000005
2014-09-26,-32.2148
2014-09-29,43.5644
2014-09-30,-0.6897
2014-10-01,-17.3611
2014-10-02,7.563
2014-10-03,-8.5938
2014-10-06,-4.2735
2014-10-07,-23.6607
2014-10-08,19.883
2014-10-09,24.878
2014-10-10,29.2969
2014-10-13,35.3474
2014-10-14,0.0
2014-10-15,0.0
2014-10-16,17.8571
2014-10-17,9.0909
2014-10-20,5.2083
2014-10-21,-2.6403
2014-10-22,0.0
2014-10-23,-6.4407
2014-10-24,4.3478
2014-10-27,3.6458
2014-10-28,7.2027
2014-10-29,6.25
2014-10-30,-2.3529
2014-10-31,15.6627
2014-11-03,-14.974
2014-11-04,10.2603
2014-11-05,10.4167
2014-11-06,-6.1635
2014-11-07,6.9705
2014-11-10,10.2757
2014-11-11,-4.5455
2014-11-12,4.5238
2014-11-13,-11.2756
2014-11-14,-13.7356
2014-11-17,-7.2917
2014-11-18,13.4831
2014-11-19,-16.6902
2014-11-20,-6.4516
2014-11-21,-0.363
2014-11-24,-2.7321999999999997
2014-11-25,-10.1124
2014-11-26,-10.625
2014-11-28,15.1515
2014-12-01,-4.8583
2014-12-02,-14.8936
2014-12-03,-8.5
2014-12-04,14.4809
2014-12-05,-13.3652
2014-12-08,-0.2755
2014-12-09,-4.1436
2014-12-10,15.562
2014-12-11,-15.7107
2014-12-12,9.7633
2014-12-15,2.1563
2014-12-16,-24.8021
2014-12-17,17.193
2014-12-18,0.0
2014-12-19,5.9879999999999995
2014-12-22,-27.1186
2014-12-23,17.8295
2014-12-24,10.526299999999999
2014-12-26,-4.7619
2014-12-29,5.0
2014-12-30,22.9167
2014-12-31,-11.3801
2015-01-02,25.4098
2015-01-05,-19.8257
2015-01-06,16.8478
2015-01-07,2.3256
2015-01-08,-0.4545
2015-01-13,-19.1781
2015-01-14,21.4689
2015-01-15,-17.6744
2015-01-16,35.5932
2015-01-20,-1.6667
2015-01-21,0.0
2015-01-22,0.4237
2015-01-23,18.1435
2015-01-26,28.5714
2015-01-27,11.1111
2015-01-28,0.0
2015-01-29,10.0
2015-01-30,-9.0909
2015-02-02,0.0
2015-02-03,4.0
2015-02-04,-4.0865
2015-02-05,-9.7744
2015-02-06,-11.3889
2015-02-09,0.0
2015-02-10,-10.5016
2015-02-11,6.1296
2015-02-12,-2.3102
2015-02-13,0.3378
2015-02-17,-0.3367
2015-02-18,-13.5135
2015-02-19,-5.8594
2015-02-20,12.0332
2015-02-23,-5.1852
2015-02-24,7.8125
2015-02-25,18.8406
2015-02-26,18.5976
2015-02-27,-6.4267
2015-03-02,-18.6813
2015-03-03,8.4459
2015-03-04,4.6729
2015-03-05,-4.4643
2015-03-06,8.411200000000001
2015-03-09,-8.046
2015-03-10,-6.25
2015-03-11,-20.0
2015-03-12,-3.3333
2015-03-13,0.0
2015-03-16,10.3448
2015-03-17,-9.7656
2015-03-18,3.8961
2015-03-19,6.0417
2015-03-20,-7.8585
2015-03-23,-23.0277
2015-03-24,12.4654
2015-03-25,-10.3448
2015-03-26,-1.0989
2015-03-27,6.6667
2015-03-30,-2.8646000000000003
2015-03-31,-2.681
2015-04-01,0.0
2015-04-02,1.9284
2015-04-06,-9.1892
2015-04-07,0.0
2015-04-08,4.7619
2015-04-09,-3.6932
2015-04-10,2.0649
2015-04-13,-1.1561
2015-04-14,-2.3392
2015-04-15,-21.8563
2015-04-16,10.3448
2015-04-17,38.3333
2015-04-20,-8.8353
2015-04-23,-33.9207
2015-04-24,3.3333
2015-04-29,19.3548
2015-05-04,-2.7027
2015-05-05,6.1111
2015-05-15,46.5969
2015-05-18,2.5
2015-05-19,0.0
2015-05-20,-12.892
2015-05-21,0.0
2015-05-27,10.0
2015-05-29,0.0
2015-06-01,-52.7273
2015-06-02,53.8462
2015-06-03,10.0
2015-06-04,-0.9091
2015-06-08,-8.2569
2015-06-09,-12.5
2015-06-10,-22.8571
2015-06-11,11.1111
2015-06-15,20.0
2015-06-16,-11.1111
2015-06-17,-18.75
2015-06-18,30.7692
2015-06-19,-20.5882
2015-06-22,-11.1111
2015-06-23,0.0
2015-06-24,-4.1667
2015-06-25,0.0
2015-06-26,8.0054
2015-06-29,12.7157
2015-06-30,-3.5714
2015-07-01,-14.8148
2015-07-02,-2.462
2015-07-06,-1.6493
2015-07-09,0.6175
2015-07-10,7.2072
2015-07-13,-0.8403
2015-07-15,-36.4301
2015-07-16,0.0
2015-07-17,-30.6782
2015-07-20,63.4615
2015-07-21,29.4118
2015-07-22,-4.5455
2015-07-23,89.5238
2015-07-24,15.0754
2015-07-27,-1.7467000000000001
2015-07-28,6.2222
2015-07-29,-37.2385
2015-07-30,16.6667
2015-07-31,-8.5714
2015-08-03,1.25
2015-08-04,0.0
2015-08-05,-1.2346
2015-08-06,18.75
2015-08-07,15.7895
2015-08-10,0.0
2015-08-11,12.6591
2015-08-12,-7.2019
2015-08-13,2.0326
2015-08-14,10.7915
2015-08-17,5.7692
2015-08-18,-14.5455
2015-08-19,14.0426
2015-08-20,2.9851
2015-08-21,-17.3913
2015-08-24,-14.473700000000001
2015-08-25,7.6923
2015-08-26,28.5714
2015-08-27,-8.7963
2015-08-28,-10.6599
2015-08-31,-9.3352
2015-09-01,0.2695
2015-09-02,1.0969
2015-09-03,-3.5578
2015-09-04,2.5641
2015-09-08,-37.5
2015-09-09,-4.8100000000000005
2015-09-10,0.8509
2015-09-11,-11.6667
2015-09-14,-5.6604
2015-09-15,-20.0
2015-09-16,-16.25
2015-09-17,71.6418
2015-09-18,17.3913
2015-09-21,11.8519
2015-09-22,9.2715
2015-09-23,-6.0606
2015-09-24,-20.0
2015-09-25,12.9032
2015-09-28,-11.4286
2015-09-29,-1.6129
2015-09-30,-2.459
2015-10-01,-5.8824
2015-10-02,-5.3571
2015-10-05,-9.434
2015-10-06,-9.375
2015-10-07,-8.046
2015-10-08,36.25
2015-10-09,6.422
2015-10-12,-6.8966
2015-10-13,-6.4815
2015-10-14,1.9802
2015-10-15,1.9417
2015-10-16,-9.0476
2015-10-19,4.712
2015-10-20,2.0
2015-10-21,-0.9804
2015-10-22,-1.8812
2015-10-23,-3.1282
2015-10-26,-1.875
2015-10-27,0.9023
2015-10-28,-1.0915
2015-10-29,-0.4388
2015-10-30,-2.7778
2015-11-02,-6.0302
2015-11-03,11.0949
2015-11-04,-3.1579
2015-11-05,-7.6087
2015-11-06,-4.7059
2015-11-09,4.9228
2015-11-10,-2.8681
2015-11-11,-3.089
2015-11-12,-5.0
2015-11-13,-1.3158
2015-11-16,-7.8167
2015-11-17,-40.6979
2015-11-18,-34.1463
2015-11-19,33.3333
2015-11-20,36.1111
2015-11-23,20.4082
2015-11-24,0.0
2015-11-25,-9.8517
2015-11-27,-6.0165
2015-11-30,-19.98
2015-12-01,-10.0
2015-12-02,-8.559
2015-12-03,-2.9429
2015-12-04,18.9358
2015-12-07,18.4211
2015-12-08,-2.2222
2015-12-09,-0.2557
2015-12-10,0.2563
2015-12-11,-20.4545
2015-12-14,-20.0
2015-12-15,-3.5714
2015-12-16,3.7037
2015-12-17,-28.2143
2015-12-18,-0.4975
2015-12-21,20.0
2015-12-22,-8.3333
2015-12-23,54.5455
2015-12-24,-2.0588
2015-12-28,20.1201
2015-12-29,11.25
2015-12-30,30.309
2015-12-31,-5.152
2016-01-04,-7.2727
2016-01-05,-8.0392
2016-01-06,-15.9915
2016-01-07,1.5228000000000002
2016-01-08,7.5
2016-01-11,-23.2558
2016-01-12,-23.9015
2016-01-13,-16.3763
2016-01-14,2.8571
2016-01-15,20.3704
2016-01-19,-23.0769
2016-01-20,44.4063
2016-01-21,-27.6347
2016-01-22,-4.366
2016-01-25,-0.4378
2016-01-26,25.6281
2016-01-27,-12.4
2016-01-28,26.0274
2016-01-29,0.0453
2016-02-01,0.0
2016-02-02,0.0
2016-02-03,-0.4074
2016-02-04,-1.8182
2016-02-09,-7.4074
2016-02-10,-0.05
2016-02-11,0.05
2016-02-12,0.0
2016-02-16,-10.0
2016-02-17,2.5556
2016-02-18,8.3424
2016-02-19,-9.6
2016-02-22,10.6195
2016-02-23,-7.2
2016-02-24,3.0172
2016-02-25,-16.318
2016-02-26,0.0
2016-02-29,0.0
2016-03-01,-25.0
2016-03-02,60.0
2016-03-03,-0.0521
2016-03-04,-29.1298
2016-03-07,35.2941
2016-03-08,-4.3478
2016-03-09,-15.4545
2016-03-10,-5.914
2016-03-11,36.5714
2016-03-15,-20.9205
2016-03-16,-1.9180000000000001
2016-03-17,2.4949
2016-03-18,-2.0395
2016-03-21,-8.663499999999999
2016-03-22,0.0
2016-03-23,37.6471
2016-03-24,6.7842
2016-03-28,-19.91
2016-03-29,10.1187
2016-03-30,22.5184
2016-03-31,7.4074
2016-04-01,37.069
2016-04-04,-19.2453
2016-04-05,4.2445
2016-04-06,2.204
2016-04-07,-12.2442
2016-04-08,-16.3682
2016-04-11,12.251
2016-04-12,-7.7196
2016-04-13,-15.336500000000001
2016-04-14,-4.5997
2016-04-15,4.7619
2016-04-18,-8.6364
2016-04-19,9.4527
2016-04-20,-4.5455
2016-04-21,17.1429
2016-04-22,1.5752000000000002
2016-04-25,-15.1576
2016-04-26,22.6415
2016-04-27,-7.6923
2016-04-28,-12.4479
2016-05-02,0.0
2016-05-03,0.1785
2016-05-04,-9.6793
2016-05-05,36.2262
2016-05-06,-30.5019
2016-05-09,0.0
2016-05-10,-9.1319
2016-05-11,21.666
2016-05-12,0.5025
2016-05-16,9.5
2016-05-17,-3.653
2016-05-18,-0.4739
2016-05-19,-13.8095
2016-05-20,27.0028
2016-05-24,-21.2616
2016-05-25,0.0
2016-05-26,37.0166
2016-05-27,-26.6129
2016-05-31,-0.5495
2016-06-01,-0.5525
2016-06-02,-10.6597
2016-06-03,-6.7237
2016-06-06,0.0
2016-06-07,-20.0
2016-06-08,0.8333
2016-06-09,25.6198
2016-06-10,-14.473700000000001
2016-06-13,-30.2404
2016-06-14,-0.5513
2016-06-15,25.1559
2016-06-16,-2.5471
2016-06-17,4.5455
2016-06-20,-13.913
2016-06-21,4.5455
2016-06-22,-13.0435
2016-06-23,-0.5556
2016-06-24,-21.7877
2016-06-27,97.3214
2016-06-28,-38.4615
2016-06-29,-7.0588
2016-07-01,-6.3291
2016-07-05,-5.4054
2016-07-06,-14.2857
2016-07-07,17.1875
2016-07-11,-27.4667
2016-07-12,3.3088
2016-07-13,-4.1518
2016-07-14,18.8119
2016-07-15,16.6667
2016-07-18,21.25
2016-07-19,-40.8689
2016-07-20,69.1158
2016-07-21,0.0
2016-07-22,-41.0898
2016-07-25,0.0
2016-07-26,-28.0
2016-07-27,-2.7778
2016-07-28,-14.2857
2016-07-29,16.6667
2016-08-02,-14.2857
2016-08-03,69.5833
2016-08-04,-1.7199
2016-08-08,1.125
2016-08-09,-1.1125
2016-08-12,0.0
2016-08-16,-34.0
2016-08-17,-6.0606
2016-08-22,10.4839
2016-08-24,-4.7445
2016-08-25,-8.4291
2016-08-29,30.5439
2016-08-30,-23.3974
2016-08-31,-14.6444
2016-09-01,-5.8824
2016-09-02,59.6354
2016-09-06,-47.7977
2016-09-07,49.375
2016-09-12,33.4728
2016-09-14,-12.2257
2016-09-16,-6.6071
2016-09-19,-23.5182
2016-09-20,-20.0
2016-09-21,45.0
2016-09-22,4.9569
2016-09-23,-11.9097
2016-09-26,-21.6783
2016-09-27,7.1429
2016-09-28,-20.0
2016-09-29,27.7778
2016-09-30,-39.1304
2016-10-03,6.25
2016-10-06,34.4538
2016-10-07,50.0
2016-10-10,0.0
2016-10-11,-32.9167
2016-10-12,0.3106
2016-10-13,-0.3096
2016-10-14,49.0683
2016-10-17,-0.4167
2016-10-18,0.0
2016-10-19,-28.0335
2016-10-21,28.4884
2016-10-24,-27.6018
2016-10-25,5.0
2016-10-26,42.2619
2016-10-27,-33.0544
2016-11-01,42.5
2016-11-02,-26.3158
2016-11-03,34.8214
2016-11-07,-29.3598
2016-11-09,9.6875
2016-11-10,23.0769
2016-11-11,-25.9259
2016-11-14,0.0
2016-11-15,2.5
2016-11-16,21.9512
2016-11-17,-20.0
2016-11-22,0.0
2016-11-30,0.0
2016-12-01,25.0
2016-12-05,-16.0
2016-12-07,0.0
2016-12-08,4.7619
2016-12-09,28.125
2016-12-12,-18.4035
2016-12-13,63.0435
2016-12-14,-49.0
2016-12-15,6.2092
2016-12-19,0.0
2016-12-20,-25.2308
2016-12-21,48.1481
2016-12-22,-11.1111
2016-12-23,0.0
2016-12-27,125.0
2016-12-28,-66.25
2016-12-29,2.0576
2016-12-30,106.4516
2017-01-03,33.3984
2017-01-04,-10.981
2017-01-05,31.5789
2017-01-06,20.0
2017-01-09,-25.0
2017-01-11,-11.1111
2017-01-17,2.5
2017-01-18,-2.1341
2017-01-19,24.6106
2017-01-20,-66.0
2017-01-23,17.647100000000002
2017-01-24,-10.0
2017-01-25,66.6667
2017-01-26,50.0
2017-01-27,-55.5556
2017-02-06,10.0
2017-02-07,0.0
2017-02-10,59.0909
2017-02-14,-37.1429
2017-02-15,-22.7273
2017-02-16,23.5294
2017-02-17,90.4762
2017-02-23,-35.0
2017-03-01,0.0
2017-03-02,15.3846
2017-03-03,0.0
2017-03-06,-13.3333
2017-03-13,15.3846
2017-03-14,7.7083
2017-03-27,-19.535800000000002
2017-04-03,0.0
2017-04-04,53.8462
2017-04-05,-25.0
2017-04-11,-13.3333
2017-04-17,-42.3077
2017-04-20,73.3333
2017-04-25,0.0
2017-04-26,3.8462
2017-04-28,18.5185
2017-05-01,-31.25
2017-05-03,-3.9773
2017-05-05,0.0
2017-05-12,18.3432
2017-05-18,0.0
2017-05-26,20.0
2017-05-30,-39.5833
2017-06-05,-5.1724
2017-06-07,10.5455
2017-06-12,0.0
2017-06-13,11.0526
2017-06-20,-18.4834
2017-06-22,0.0
2017-06-26,16.2791
2017-07-05,-14.0
2017-07-14,1.7442
2017-07-17,0.0
2017-07-20,0.0
2017-07-25,-1.7143000000000002
2017-07-27,0.0
2017-07-31,0.0
2017-08-01,16.2791
2017-08-02,-14.0
2017-08-03,0.0
2017-08-07,16.2791
2017-08-09,-14.0
2017-08-14,0.0
2017-08-15,16.2791
2017-08-21,25.0
2017-08-22,-31.2
2017-08-24,-9.8837
2017-08-29,0.0
2017-08-30,0.0
2017-09-11,0.0
2017-09-12,29.0323
2017-09-13,-8.5
2017-09-14,-12.5683
2017-09-15,31.25
2017-09-18,-51.4286
2017-09-19,86.2745
2017-09-21,0.0
2017-10-04,-44.7368
2017-10-05,0.0
2017-10-12,42.8571
2017-10-13,0.0
2017-10-16,-7.7333
2017-10-20,-13.2948
2017-10-23,0.0
2017-10-24,0.0
2017-10-27,0.0
2017-11-07,-10.8333
2017-11-08,5.6075
2017-11-16,0.0
2017-11-17,-5.3097
