ticker,PTON US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-09-26,-11.1724
2019-09-27,-2.0186
2019-09-30,-0.5547
2019-10-01,-10.3187
2019-10-02,0.3998
2019-10-03,-1.1947
2019-10-04,3.0452
2019-10-07,2.173
2019-10-08,-1.2761
2019-10-09,3.4037
2019-10-10,-3.5833
2019-10-11,-3.2411
2019-10-14,-4.109
2019-10-15,9.1989
2019-10-16,-1.7701
2019-10-17,3.604
2019-10-18,-1.425
2019-10-21,-5.3571
2019-10-22,-4.9416
2019-10-23,-0.3781
2019-10-24,1.2334
2019-10-25,4.9672
2019-10-28,-4.1964
2019-10-29,8.0149
2019-10-30,2.3296
2019-10-31,0.6324
2019-11-01,4.6921
2019-11-04,-1.5206
2019-11-05,-7.5985
2019-11-06,1.2313
2019-11-07,-1.6942
2019-11-08,3.9328
2019-11-11,2.2109
2019-11-12,2.7038
2019-11-13,5.2248
2019-11-14,-0.1925
2019-11-15,5.0135
2019-11-18,11.0907
2019-11-19,-3.3388
2019-11-20,-0.4788
2019-11-21,2.4055
2019-11-22,-1.4765
2019-11-25,5.1431000000000004
2019-11-26,0.2915
2019-11-27,3.876
2019-11-29,9.546
2019-12-02,4.57
2019-12-03,-9.1205
2019-12-04,-1.5532
2019-12-05,-5.0061
2019-12-06,4.2159
2019-12-09,6.5584
2019-12-10,-5.7233
2019-12-11,-2.288
2019-12-12,-3.684
2019-12-13,2.2042
2019-12-16,-0.6026
2019-12-17,5.0734
2019-12-18,-3.1582
2019-12-19,0.1254
2019-12-20,-6.0758
2019-12-23,-2.5675
2019-12-24,-1.6085
2019-12-26,-6.087
2019-12-27,0.0
2019-12-30,2.5556
2019-12-31,2.5641
2020-01-02,4.7183
2020-01-03,2.8917
2020-01-06,-2.7778
2020-01-07,2.1849
2020-01-08,-2.4671
2020-01-09,-6.0034
2020-01-10,0.5023
2020-01-13,1.8565
2020-01-14,4.0659
2020-01-15,3.9407
2020-01-16,-0.0972
2020-01-17,2.8219
2020-01-21,0.9464
2020-01-22,-4.125
2020-01-23,-2.0209
2020-01-24,1.4637
2020-01-27,2.459
2020-01-28,0.416
2020-01-29,0.3824
2020-01-30,2.4127
2020-01-31,0.31
2020-02-03,3.1211
2020-02-04,0.2997
2020-02-05,-2.3006
2020-02-06,-11.315
2020-02-07,-3.931
2020-02-10,2.6561
2020-02-11,0.1748
2020-02-12,-1.082
2020-02-13,1.7995999999999999
2020-02-14,-4.1248
2020-02-18,-2.0969
2020-02-19,0.0739
2020-02-20,-0.4428
2020-02-21,-5.5226
2020-02-24,3.9623
2020-02-25,2.3019
2020-02-26,7.6724
2020-02-27,-1.6101
2020-02-28,-7.0682
2020-03-02,4.6085
2020-03-03,-4.4234
2020-03-04,2.1173
2020-03-05,-0.5505
2020-03-06,-7.8229
2020-03-09,-7.0857
2020-03-10,-1.034
2020-03-11,-4.2229
2020-03-12,-11.3182
2020-03-13,1.0764
2020-03-16,12.8296
2020-03-17,14.382
2020-03-18,1.336
2020-03-19,-3.102
2020-03-20,-7.9232
2020-03-23,1.4342
2020-03-24,5.2699
2020-03-25,-0.2035
2020-03-26,5.0163
2020-03-27,0.8932
2020-03-30,6.6205
2020-03-31,-4.1516
2020-04-01,5.3107
2020-04-02,-4.3634
2020-04-03,7.5168
2020-04-06,-1.3216999999999999
2020-04-07,-2.7846
2020-04-08,-0.2901
2020-04-09,3.4545
2020-04-13,12.4429
2020-04-14,-0.3439
2020-04-15,11.700099999999999
2020-04-16,2.0781
2020-04-17,-7.868
2020-04-20,-7.226
2020-04-21,1.0299
2020-04-22,-0.669
2020-04-23,-4.1373
2020-04-24,6.1894
2020-04-27,0.126
2020-04-28,-5.601
2020-04-29,6.3
2020-04-30,-1.223
2020-05-01,1.746
2020-05-04,5.7722
2020-05-05,6.8437
2020-05-06,4.9972
2020-05-07,16.0137
2020-05-08,-2.5385
2020-05-11,-0.4651
2020-05-12,7.8738
2020-05-13,-2.1659
2020-05-14,-0.1328
2020-05-15,7.3376
2020-05-18,-9.9339
2020-05-19,2.7287
2020-05-20,0.692
2020-05-21,0.4212
2020-05-22,1.1258
2020-05-26,-8.9718
2020-05-27,-1.5108000000000001
2020-05-28,3.7497
2020-05-29,-0.9857
2020-06-01,8.675
2020-06-02,6.892
2020-06-03,-2.4077
2020-06-04,0.1045
2020-06-05,-4.1353
2020-06-08,-2.4401
2020-06-09,6.3868
2020-06-10,-1.1125
2020-06-11,-2.3986
2020-06-12,2.4358
2020-06-15,6.0297
2020-06-16,-0.0601
2020-06-17,-1.4827
2020-06-18,3.8845
2020-06-19,-0.372
2020-06-22,4.2051
2020-06-23,3.4886
2020-06-24,1.2208
2020-06-25,4.5184999999999995
2020-06-26,0.6373
2020-06-29,-2.088
2020-06-30,0.9788
2020-07-01,4.2929
2020-07-02,-1.8091
2020-07-06,2.2312
2020-07-07,0.5622
2020-07-08,2.7951
2020-07-09,3.151
2020-07-10,6.1715
2020-07-13,-10.0628
2020-07-14,2.2247
2020-07-15,0.2859
2020-07-16,-2.9146
2020-07-17,-4.5032
2020-07-20,10.5587
2020-07-21,-2.828
2020-07-22,2.0038
2020-07-23,-2.8531
2020-07-24,-0.7864
2020-07-27,3.0087
2020-07-28,0.6753
2020-07-29,3.9619
2020-07-30,-2.0555
2020-07-31,4.5037
