ticker,SMGI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-09-01,0.0
2011-09-21,-2.2727
2011-09-23,-4.6512
2011-09-26,-2.439
2011-12-15,-6.25
2011-12-22,5.3333
2011-12-29,-17.7215
2011-12-30,6.1538
2012-01-31,4.3478
2012-02-03,-2.7778
2012-02-09,-5.7143
2012-02-13,1.5152
2012-02-14,-3.8806000000000003
2012-02-15,0.0
2012-02-16,12.7329
2012-02-17,-10.4683
2012-02-21,1.5385
2012-02-22,-3.0303
2012-03-02,1.5625
2012-03-05,13.2308
2012-03-07,0.0
2012-03-09,2.7174
2012-03-15,-3.4392
2012-03-20,-1.3699
2012-03-22,-0.5556
2012-03-28,0.0
2012-03-29,-3.6313
2012-03-30,-5.7971
2012-04-11,-3.0769
2012-04-12,-1.9048
2012-04-16,-0.3236
2012-04-19,-0.8117
2012-04-24,-11.6203
2012-04-25,5.5556
2012-04-26,3.5088
2012-04-30,1.6949
2012-05-01,-3.3333
2012-05-02,0.0
2012-05-03,-5.1724
2012-05-04,-3.6364
2012-05-07,0.0
2012-05-10,0.0
2012-05-14,0.0
2012-05-15,0.0
2012-05-17,-1.5093999999999999
2012-05-22,0.0
2012-05-23,-0.3831
2012-06-01,1.9231
2012-06-20,3.7736
2012-07-10,-7.2727
2012-08-02,-1.9607999999999999
2012-08-06,10.0
2012-08-15,1.8182
2012-08-16,1.4285999999999999
2012-08-24,-11.9718
2012-09-20,0.0
2012-09-27,10.0
2012-10-02,-17.8182
2012-10-08,19.469
2012-11-28,-9.2593
2012-12-10,-6.9388
2012-12-13,-10.0877
2012-12-14,4.3902
2012-12-21,9.8131
2012-12-24,-6.383
2012-12-31,9.0909
2013-02-04,0.0
2013-02-15,0.0
2013-04-04,4.1667
2013-04-05,-4.0
2013-04-18,0.0
2013-05-22,10.4167
2013-05-31,26.0377
2013-06-20,-13.5802
2013-06-25,0.3571
2013-07-02,1.4235
2013-07-05,1.7544
2013-07-08,0.0
2013-07-24,0.0
2013-07-25,-3.1034
2013-07-26,0.0
2013-08-05,0.0
2013-08-07,3.2028
2013-08-15,-10.3448
2013-08-16,1.9231
2013-08-19,0.0
2013-08-26,13.2075
2013-08-27,0.0
2013-09-16,-1.6667
2013-09-30,0.0
2013-10-11,29.1228
2013-10-16,-4.8913
2013-10-28,-14.2857
2013-11-12,0.0
2013-11-14,0.0
2013-11-19,0.0
2013-11-20,-3.6667
2013-11-25,-6.5744
2013-12-04,5.5556
2013-12-05,-3.5088
2013-12-06,0.0
