ticker,FLOD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-08-25,0.0
2000-09-15,0.0
2000-11-09,0.0
2000-12-08,0.0
2001-02-02,0.0
2001-03-15,0.0
2001-06-11,0.0
2001-12-28,0.0
2002-02-14,4900.0
2002-06-24,-20.0
2002-06-25,0.0
2002-07-01,-99.6875
2002-07-29,0.0
2002-12-02,0.0
2002-12-03,0.0
2003-04-29,0.0
2003-06-30,0.0
2003-07-21,0.0
2003-07-23,0.0
2003-08-26,0.0
2003-11-12,0.0
2003-12-23,0.0
2003-12-24,0.0
2004-01-12,31900.0
2004-01-16,-97.5
2004-03-10,-87.5
2004-03-24,7900.0
2004-04-01,0.0
2004-04-02,1100.0
2004-04-08,-83.3333
2004-05-24,-50.0
2004-05-27,-50.0
2004-07-21,-97.5
2004-07-26,0.0
2004-08-13,7100.0
2004-09-07,0.0
2004-11-15,0.0
2004-11-30,22.2222
2004-12-23,-9.0909
2004-12-28,-98.75
2005-01-13,7900.0
2005-01-19,0.0
2005-02-09,0.0
2005-03-21,0.0
2005-03-22,0.0
2005-05-19,0.0
2005-06-29,0.0
2005-07-08,0.0
2005-07-13,0.0
2005-08-16,0.0
2005-08-23,0.0
2005-09-13,0.0
2005-10-05,0.0
2005-10-17,0.0
2005-10-25,0.0
2005-10-28,0.0
2005-11-16,0.0
2005-11-22,0.0
2006-01-30,20.0
2006-02-24,0.0
2006-03-15,0.0
2006-05-19,66.6667
2006-06-07,50.0
2006-06-23,3.3333
2006-07-21,125.8065
2006-08-23,-57.1429
2006-08-30,0.0
2006-09-11,0.0
2006-10-23,-99.5833
2007-02-06,31900.0
2007-03-08,0.0
2007-03-23,0.0
2007-04-13,0.0
2007-04-25,0.0
2007-04-26,50.0
2007-05-17,-50.0
2007-05-31,16.6667
2007-07-23,71.4286
2007-07-25,33.3333
2007-08-22,-37.5
2007-09-13,0.0
2007-10-15,-20.0
2007-10-30,0.0
2007-11-06,-25.0
2007-11-20,-33.3333
2007-11-21,0.0
2007-11-23,0.0
2007-12-05,0.0
2007-12-11,0.0
2007-12-28,0.0
2008-01-03,0.0
2008-01-30,0.0
2008-02-20,50.0
2008-02-26,0.0
2008-03-07,33.3333
2008-03-10,-25.0
2008-03-18,63.3333
2008-03-24,0.0
2008-03-26,-2.0408
2008-03-31,-37.5
2008-04-01,33.3333
2008-04-23,-25.0
2008-05-14,-33.3333
2008-05-19,100.0
2008-05-22,25.0
2008-06-18,0.0
2008-07-08,-60.0
2008-07-09,0.0
2008-07-16,0.0
2008-07-30,0.0
2008-08-05,100.0
2008-09-25,-50.0
2008-10-17,0.0
2008-10-23,0.0
2008-10-27,0.0
2008-12-22,0.0
2008-12-29,0.0
2009-01-23,50.0
2009-02-26,-33.3333
2009-03-23,0.0
2009-04-14,-50.0
2009-05-08,100.0
2009-06-01,-50.0
2009-07-14,0.0
2009-08-25,0.0
2009-09-24,-50.0
2009-11-10,2.5
2009-11-18,-2.439
2009-12-01,0.0
2009-12-02,0.0
2009-12-07,0.0
2009-12-15,0.0
2009-12-29,0.0
2010-01-28,0.0
2010-02-02,-77.5
2010-03-10,788.8889
2010-03-11,0.0
2010-03-17,0.0
2010-03-25,0.0
2010-06-04,50.0
2010-06-15,-33.3333
2010-07-27,5.0
2010-07-28,0.0
2010-10-07,61.9048
2010-12-15,0.0
2011-02-04,0.0
2011-02-15,252.9412
2011-02-16,66.6667
2011-03-15,-83.0
2011-03-16,0.0
2011-04-20,0.0
2011-06-30,0.0
2011-08-09,0.0
2011-09-02,0.0
2011-11-18,0.0
2012-01-03,0.0
2012-01-24,0.0
2012-01-27,0.0
2012-02-01,0.0
2012-03-13,0.0
2012-07-02,0.0
2012-08-15,205.8824
2012-08-21,-67.3077
2012-08-30,176.4706
2012-09-20,-63.8298
2012-10-10,0.0
2012-10-22,0.0
2012-10-31,0.0
2012-11-09,0.0
2012-12-10,-35.2941
2012-12-14,0.0
2012-12-18,354.5455
2013-01-03,-78.0
2013-02-14,1.1364
2013-04-11,34.8315
2013-05-15,1818.75
2013-05-16,-95.8306
2013-05-20,0.0
2013-07-09,316.6667
2013-10-30,-70.0
2013-12-09,-20.0
2014-01-10,33.3333
2014-03-17,525.0
2014-05-08,-79.875
2014-06-05,49.0683
2014-06-25,-39.5833
2014-07-25,506.8966
2014-09-03,-72.7273
2014-09-15,200.0
2014-09-24,-44.4444
2014-10-20,0.0
2014-12-11,0.0
2014-12-30,0.0
2015-06-12,0.0
2015-10-02,100.0
2015-10-05,-21.0
2015-10-26,-24.0506
2015-11-11,0.0
2015-11-27,33.3333
2016-02-23,0.0
2016-05-06,0.0
2016-06-01,0.0
2016-08-16,25.0
2016-08-23,15.0
2016-08-29,-13.0435
2016-10-31,0.125
2017-05-11,74.7815
2017-08-14,128.5714
2017-12-18,-70.0
2018-01-16,53.6667
2018-04-09,-34.9241
2018-05-24,150.0
2018-05-25,-60.0
2018-08-07,0.0
2018-09-19,-16.6667
2018-09-20,20.0
2018-10-09,-8.3333
2019-02-12,9.0909
2019-02-14,0.0
2019-02-27,25.0
2019-03-12,-30.0
2019-03-14,-4.7619
2019-03-18,-1.0
2019-04-22,51.5152
2019-05-08,-40.0
2019-10-03,33.3333
2019-10-04,-16.6667
2019-10-10,0.0
2020-01-23,0.0
2020-02-12,410.0
2020-02-14,-84.3137
2020-03-16,0.0
2020-06-29,0.0
2020-07-06,0.0
2020-07-21,352.5
2020-07-24,-85.7182
