ticker,LIND US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-07-05,2.8721
2013-07-09,2.5381
2013-07-15,-1.9802
2013-07-19,-1.8182
2013-07-23,1.8519
2013-07-25,-2.8283
2013-07-26,-1.2474
2013-07-31,1.6842000000000001
2013-08-05,0.3106
2013-08-14,1.032
2013-08-22,0.5107
2013-08-26,-0.813
2013-08-27,-0.1025
2013-08-28,-0.1026
2013-08-30,0.5133
2013-09-10,-0.9193
2013-09-11,0.0
2013-09-16,0.0
2013-09-17,0.0
2013-09-18,0.0
2013-10-10,-0.9278
2013-10-11,0.5203
2013-10-14,0.4037
2013-10-21,0.009
2013-10-22,-0.308
2013-10-25,-0.3102
2013-11-04,0.0
2013-12-03,0.0013
2013-12-10,1.1385
2013-12-11,-0.1026
2013-12-13,-0.9215
2013-12-26,-0.3122
2014-01-15,0.8316
2014-01-21,-0.5155
2014-01-22,0.4145
2014-01-27,0.0
2014-01-28,0.1019
2014-01-31,-0.308
2014-02-03,0.2068
2014-02-04,0.1032
2014-02-05,-0.1546
2014-02-06,0.1549
2014-02-12,-0.4124
2014-02-13,0.4141
2014-02-14,0.0
2014-02-18,0.0
2014-02-28,0.9278
2014-03-03,0.0
2014-03-04,0.1021
2014-03-11,-0.4069
2014-03-12,0.1012
2014-03-13,0.1024
2014-03-17,-0.2045
2014-03-18,0.1025
2014-03-19,0.0
2014-03-20,0.0
2014-03-26,0.7165
2014-03-28,-0.2033
2014-03-31,0.3055
2014-04-01,0.1015
2014-04-02,0.3043
2014-04-03,-0.7078
2014-04-04,0.5092
2014-04-07,0.1013
2014-04-09,0.1012
2014-04-10,0.0
2014-04-11,0.0
2014-04-14,0.1011
2014-04-15,0.303
2014-04-16,-0.6042
2014-04-17,-0.1013
2014-04-21,-2.0284
2014-04-22,1.9668999999999999
2014-04-23,0.203
2014-04-24,0.1013
2014-04-28,-0.1012
2014-04-29,0.1013
2014-05-05,0.1012
2014-05-07,-0.4044
2014-05-08,0.8122
2014-05-12,-0.9063
2014-05-13,0.1016
2014-05-14,0.3046
2014-05-15,-0.1012
2014-05-16,0.5066
2014-05-19,0.1008
2014-05-20,0.1007
2014-05-21,0.1006
2014-05-22,0.0
2014-05-23,-0.603
2014-05-27,0.6067
2014-05-28,0.0
2014-05-29,0.0
2014-05-30,0.1005
2014-06-02,2.3092
2014-06-04,1.9627
2014-06-05,-1.8287
2014-06-09,2.9412000000000003
2014-06-11,-2.8571
2014-06-16,-2.7451
2014-06-17,0.0
