ticker,CABA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-10-25,-9.0909
2019-10-28,0.1
2019-10-29,4.995
2019-10-30,1.3321
2019-10-31,-1.4085
2019-11-01,2.3810000000000002
2019-11-04,2.3256
2019-11-05,0.0
2019-11-06,0.0
2019-11-07,0.0
2019-11-08,1.0909
2019-11-11,25.1799
2019-11-12,-15.4454
2019-11-13,7.9014
2019-11-14,3.622
2019-11-15,6.383
2019-11-18,-1.5
2019-11-19,28.4264
2019-11-20,-7.0017
2019-11-21,-11.5361
2019-11-22,-9.0597
2019-11-25,-0.3774
2019-11-26,-4.5455
2019-11-27,2.1429
2019-11-29,6.4491
2019-12-02,7.3723
2019-12-03,-6.7301
2019-12-04,-2.4052
2019-12-05,-9.186
2019-12-06,-16.0362
2019-12-09,-10.7738
2019-12-10,-9.8793
2019-12-11,-0.3654
2019-12-12,-3.6675
2019-12-13,1.3959
2019-12-16,6.0075
2019-12-17,12.987
2019-12-18,-4.2842
2019-12-19,-6.3319
2019-12-20,18.0653
2019-12-23,33.8598
2019-12-24,-2.2861000000000002
2019-12-26,4.0755
2019-12-27,0.2175
2019-12-30,1.2301
2019-12-31,-0.143
2020-01-02,-0.5011
2020-01-03,-0.1439
2020-01-06,15.7061
2020-01-07,-3.3001
2020-01-08,-0.8371
2020-01-09,-5.5844000000000005
2020-01-10,-4.4704
2020-01-13,3.3117
2020-01-14,6.7596
2020-01-15,4.4386
2020-01-16,1.6875
2020-01-17,0.6146
2020-01-21,-1.2217
2020-01-22,1.2368999999999999
2020-01-23,4.7648
2020-01-24,1.8659
2020-01-27,0.9159
2020-01-28,-6.6364
2020-01-29,13.4265
2020-01-30,-8.3021
2020-01-31,-4.0304
2020-02-03,-5.1126
2020-02-04,-1.9885000000000002
2020-02-05,4.3194
2020-02-06,3.1995
2020-02-07,-6.0182
2020-02-10,-2.652
2020-02-11,2.4585
2020-02-12,-1.0376
2020-02-13,3.1455
2020-02-14,0.7624
2020-02-18,16.9609
2020-02-19,-9.2722
2020-02-20,-2.0202
2020-02-21,-3.1534
2020-02-24,-10.2693
2020-02-25,1.8841999999999999
2020-02-26,12.6027
2020-02-27,-6.326
2020-02-28,-2.987
2020-03-02,0.3347
2020-03-03,3.3356
2020-03-04,5.9393
2020-03-05,-7.2517
2020-03-06,-5.7162
2020-03-09,-11.2892
2020-03-10,-0.5499
2020-03-11,-11.2954
2020-03-12,-20.6589
2020-03-13,-10.2132
2020-03-16,-12.375
2020-03-17,4.2796
2020-03-18,-17.9207
2020-03-19,4.0
2020-03-20,17.4679
2020-03-23,-2.8649
2020-03-24,-0.8427
2020-03-25,5.5241
2020-03-26,7.1141
2020-03-27,-8.7719
2020-03-30,-0.4121
2020-03-31,0.6897
2020-04-01,-7.3972999999999995
2020-04-02,0.8876
2020-04-03,-1.3195999999999999
2020-04-06,8.4695
2020-04-07,-8.9041
2020-04-08,7.9699
2020-04-09,4.1783
2020-04-13,-2.6738
2020-04-14,1.3736
2020-04-15,-5.9620999999999995
2020-04-16,-3.6023
2020-04-17,2.3916
2020-04-20,-2.9196999999999997
2020-04-21,-2.8571
2020-04-22,4.4892
2020-04-23,-4.4444
2020-04-24,-0.9302
2020-04-27,11.1111
2020-04-28,1.1268
2020-04-29,12.2563
2020-04-30,-10.0496
2020-05-01,-0.6897
2020-05-04,-4.1667
2020-05-05,4.4928
2020-05-06,3.0513
2020-05-07,0.0
2020-05-08,3.0956
2020-05-11,0.0
2020-05-12,-9.7911
2020-05-13,0.5789
2020-05-14,0.1439
2020-05-15,1.2931
2020-05-18,0.9929
2020-05-19,-0.5618
2020-05-20,5.5085
2020-05-21,-0.1339
2020-05-22,-1.0724
2020-05-26,1.7614999999999998
2020-05-27,8.9214
2020-05-28,1.7115
2020-05-29,2.7644
2020-06-01,0.7018
2020-06-02,-2.439
2020-06-03,-5.9524
2020-06-04,2.9114
2020-06-05,4.182
2020-06-08,3.3058
2020-06-09,-3.3143000000000002
2020-06-10,1.182
2020-06-11,-17.6402
2020-06-12,10.780100000000001
2020-06-15,-4.2254
2020-06-16,1.738
2020-06-17,-3.8108
2020-06-18,-0.1366
2020-06-19,17.2367
2020-06-22,-8.168
2020-06-23,2.5413
2020-06-24,1.487
2020-06-25,19.4139
2020-06-26,11.6564
2020-06-29,3.2967
2020-06-30,-1.2411
2020-07-01,1.2567
2020-07-02,0.266
2020-07-06,0.3537
2020-07-07,-1.2335
2020-07-08,0.1784
2020-07-09,1.959
2020-07-10,-1.048
2020-07-13,-3.6187
2020-07-14,0.4579
2020-07-15,8.4777
2020-07-16,0.4202
2020-07-17,10.795
2020-07-20,8.8369
2020-07-21,-9.9931
2020-07-22,-1.1565
2020-07-23,0.546
2020-07-24,-4.2669
2020-07-27,2.107
2020-07-28,3.4127
2020-07-29,-6.8688
2020-07-30,-6.0569
2020-07-31,0.2632
