ticker,NBCO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-09-24,0.0
2007-09-25,-17.647100000000002
2007-09-26,21.4286
2007-09-28,0.0
2007-10-02,-17.647100000000002
2007-10-05,0.0
2007-10-08,14.2857
2007-10-09,0.0
2007-10-10,0.0
2007-10-11,6.25
2007-10-12,3.5294
2007-10-15,5.6818
2007-10-16,5.3763
2007-10-17,0.0
2007-10-18,6.1224
2007-10-19,0.0
2007-10-22,5.7692
2007-10-23,0.0
2007-10-24,4.5455
2007-10-25,2.6087
2007-10-26,1.6949
2007-10-29,0.0
2007-10-30,4.1667
2007-10-31,0.0
2007-11-01,2.4
2007-11-02,0.0
2007-11-05,-7.0313
2007-11-06,0.0
2007-11-07,4.2017
2007-11-08,0.0
2007-11-09,0.0
2007-11-12,0.0
2007-11-14,0.0
2007-11-15,-1.6129
2007-11-16,1.6393
2007-11-19,3.2258
2007-11-20,-0.7813
2007-11-21,-0.7874
2007-11-26,-0.7937
2007-11-27,-4.0
2007-11-28,-1.6667
2007-11-29,0.0
2007-12-03,0.8475
2007-12-04,3.3613
2007-12-05,-0.813
2007-12-06,1.6393
2007-12-07,0.0
2007-12-10,-1.6129
2007-12-12,0.0
2007-12-13,-4.0984
2007-12-14,0.8547
2007-12-17,0.0
2007-12-18,-6.7797
2007-12-19,7.2727
2007-12-20,-2.5423999999999998
2007-12-21,0.0
2007-12-26,-0.8696
2007-12-27,0.0
2007-12-28,0.8772
2007-12-31,0.0
2008-01-04,-4.3478
2008-01-07,-4.5455
2008-01-08,-2.8571
2008-01-16,2.9412000000000003
2008-01-23,-1.9048
2008-01-24,10.6796
2008-01-25,0.0
2008-01-28,-1.7544
2008-01-30,0.0
2008-02-01,1.7856999999999998
2008-02-04,0.0
2008-02-06,4.386
2008-02-07,0.0
2008-02-12,0.0
2008-02-14,0.0
2008-02-20,0.8403
2008-03-03,-0.8333
2008-03-04,0.8403
2008-03-05,3.3333
2008-03-07,-0.8065
2008-03-12,0.0
2008-03-13,0.0
2008-03-14,4.878
2008-03-17,1.5504
2008-03-18,4.5802
2008-03-19,5.8394
2008-03-20,0.6897
2008-03-24,6.1644
2008-03-25,3.2258
2008-03-26,-1.25
2008-03-27,4.4304
2008-03-28,0.0
2008-03-31,6.0606
2008-04-01,2.8571
2008-04-02,0.0
2008-04-03,2.7778
2008-04-04,5.4054
2008-04-07,0.0
2008-04-08,1.5385
2008-04-09,1.5152
2008-04-10,2.4876
2008-04-11,0.9709
2008-04-15,0.9615
