ticker,HUSN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-08-08,23.0
2017-08-09,-2.6016
2017-08-10,-7.0952
2017-08-11,8.6253
2017-08-14,1.3995
2017-08-15,7.5437
2017-08-16,-2.4264
2017-08-17,0.2013
2017-08-18,0.0776
2017-08-21,-0.6977
2017-08-22,-2.42
2017-08-23,0.32
2017-08-24,-0.1595
2017-08-25,-0.1597
2017-08-28,-1.04
2017-08-29,-0.2425
2017-08-30,0.4052
2017-08-31,0.0807
2017-09-01,-0.4032
2017-09-05,-0.2429
2017-09-06,3.0032
2017-09-07,0.0788
2017-09-08,0.2362
2017-09-11,0.3142
2017-09-12,0.3132
2017-09-13,6.3232
2017-09-14,0.5874
2017-09-15,4.0876
2017-09-18,3.2258
2017-09-19,2.038
2017-09-20,-0.1332
2017-09-21,0.2667
2017-09-22,-0.5319
2017-09-25,6.8182
2017-09-26,13.3917
2017-09-27,10.596
2017-09-28,0.0
2017-09-29,-0.3992
2017-10-02,5.4609
2017-10-03,-0.9501
2017-10-04,11.271
2017-10-05,-0.3879
2017-10-06,-0.9087
2017-10-09,3.3624
2017-10-10,-0.676
2017-10-11,-0.1276
2017-10-12,-2.8961
2017-10-13,-1.0965
2017-10-16,1.5521
2017-10-17,-1.9214
2017-10-18,28.6732
2017-10-19,1.0554
2017-10-20,1.0443
2017-10-23,6.6418
2017-10-24,2.0337
2017-10-25,2.8029
2017-10-26,13.1475
2017-10-27,7.4699
2017-10-30,2.8899
2017-10-31,0.2421
2017-11-01,-27.0531
2017-11-02,25.4636
2017-11-03,2.7976
2017-11-06,3.6714
2017-11-07,18.1278
2017-11-08,1.5514000000000001
2017-11-09,-0.4335
2017-11-10,2.2185
2017-11-13,-1.8053
2017-11-14,2.8507
2017-11-15,10.8656
2017-11-16,4.2391
2017-11-17,2.7112
2017-11-20,2.5719
2017-11-21,-1.7156
2017-11-22,-1.5441
2017-11-24,1.091
2017-11-27,-1.3828
2017-11-28,4.3092
2017-11-29,-4.7049
2017-11-30,0.0172
2017-12-01,1.1179999999999999
2017-12-04,-0.7484
2017-12-05,1.114
2017-12-06,-0.7966
2017-12-07,-1.0251
2017-12-08,-0.725
2017-12-11,-3.0429
2017-12-12,-8.3931
2017-12-13,-1.7227999999999999
2017-12-14,-4.741
2017-12-15,-10.184
2017-12-18,-2.4214
2017-12-19,-8.566
2017-12-20,9.2641
2017-12-21,1.5047000000000001
2017-12-22,0.5647
2017-12-26,0.117
2017-12-27,-0.9114
