ticker,UNIF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-02-19,2.9091
2016-03-17,-2.8269
2016-04-19,1.8182
2016-05-26,4.7619
2016-05-27,5.6818
2016-05-31,-3.2258
2016-11-15,0.0
2016-11-16,-21.1111
2016-11-18,5.6338
2016-11-21,6.6667
2016-12-06,1.25
2016-12-15,0.0
2016-12-29,4.9383
2017-01-03,-0.0015
2017-01-13,0.1191
2017-01-19,0.0
2017-01-24,8.8132
2017-01-25,0.108
2017-02-23,-0.1079
2017-03-13,2.5918
2017-04-05,-2.5263
2017-04-10,0.0
2017-04-19,2.5918
2017-09-15,-12.3158
2017-09-22,4.4418
2017-10-02,1.1494
2017-10-03,2.2727
2017-10-09,-0.4
2017-10-16,2.4096
2017-10-18,1.1764999999999999
2017-11-07,1.9767000000000001
2017-11-09,2.6226000000000003
2017-11-15,-1.5556
2017-11-20,0.0
2017-11-21,-0.3386
2017-11-28,0.7928
2017-11-29,0.5618
2017-12-22,0.5587
2018-01-31,0.4444
2018-02-01,0.2212
2018-02-05,0.0
2018-02-09,-0.3311
2018-02-13,-0.1107
2018-02-14,0.0
2018-02-23,-0.2217
2018-02-27,0.0
2018-03-06,-1.1111
2018-03-07,-4.4944
2018-03-08,-0.9412
2018-03-09,-0.8314
2018-03-12,0.0012
2018-03-14,-0.9593
2018-03-15,0.3628
2018-03-19,0.0
2018-03-20,0.0
2018-03-22,-1.5663
2018-03-23,-0.2448
2018-03-27,-1.8405
2018-03-28,0.0
2018-03-29,0.0
2018-04-03,-0.375
2018-04-12,-2.0075
2018-04-13,0.0
2018-04-23,0.5122
2018-04-24,0.0
2018-04-26,-0.5096
2018-04-27,-0.128
2018-05-04,0.641
2018-05-07,0.0
2018-05-14,1.9108
2018-05-15,0.625
2018-05-23,-0.6211
2018-05-24,0.0
2018-05-29,0.625
2018-05-30,0.0
2018-05-31,0.0
2018-06-01,0.0
2018-06-04,0.8696
2018-06-05,2.8325
2018-06-06,0.0
2018-06-07,0.0
2018-06-08,0.0
2018-06-11,0.0
2018-06-12,-1.0778
2018-06-13,1.0896
2018-06-20,0.0
2018-06-21,0.1198
2018-06-22,0.0
2018-06-25,0.0
2018-06-26,1.0766
2018-06-28,0.0
2018-07-09,-0.479
2018-07-12,1.6846999999999999
2018-07-16,5.3254
2018-07-19,1.1236
2018-07-30,0.0
2018-07-31,0.0
2018-08-01,3.2222
2018-08-02,0.1076
2018-08-03,1.0753
2018-08-07,-1.5957
2018-08-08,0.5405
