ticker,VNCI US Equity
2008-04-17,-4.3716
2008-04-18,4.5714
2008-04-21,1.0929
2008-04-23,2.7027
2008-04-24,0.0
2008-04-28,-15.2632
2008-05-02,-0.6211
2008-05-05,9.375
2008-05-06,-2.8571
2008-05-07,-2.9412000000000003
2008-05-08,-9.0909
2008-05-09,-10.0
2008-05-12,-3.7037
2008-05-13,-15.3846
2008-05-14,16.3636
2008-05-15,4.6875
2008-05-16,3.7313
2008-05-19,0.7194
2008-05-20,21.4286
2008-05-22,-11.7647
2008-05-23,10.0
2008-05-27,-9.0909
2008-05-28,6.6667
2008-05-30,6.25
2008-06-02,0.0
2008-06-03,-5.8824
2008-06-04,0.0
2008-06-06,-6.25
2008-06-09,0.0
2008-06-16,-6.6667
2008-06-17,6.4286
2008-06-18,-12.0805
2008-06-19,14.5038
2008-06-20,0.0
2008-06-24,0.0
2008-06-25,0.0
2008-06-27,0.3333
2008-07-01,-3.6545
2008-07-02,3.4483
2008-07-07,0.0
2008-07-08,0.0
2008-07-14,-10.0
2008-07-17,-43.7037
2008-07-18,-7.8947
2008-07-21,41.4286
2008-07-22,-37.3737
2008-07-23,-12.9032
2008-07-24,9.2593
2008-07-25,1.6949
2008-07-28,33.3333
2008-07-30,18.75
2008-07-31,-36.8421
2008-08-04,50.0
2008-08-07,0.0
2008-08-08,-33.3333
2008-08-11,25.0
2008-08-13,-2.6667
2008-08-14,38.3562
2008-08-15,-29.703
2008-08-18,39.4366
2008-08-19,0.0
2008-08-28,-22.2222
2008-08-29,-7.7922
2008-09-03,0.0
2008-09-04,-25.3521
2008-09-05,60.3774
2008-09-08,0.0
2008-09-09,-35.2941
2008-09-11,18.1818
2008-09-12,30.7692
2008-09-15,5.8824
2008-09-19,-16.6667
2008-09-23,-32.0
2008-09-24,27.451
2008-09-25,-7.6923
2008-09-29,20.0
2008-09-30,4.1667
2008-10-01,-72.0
2008-10-02,-28.5714
2008-10-03,0.0
2008-10-06,66.6667
2008-10-07,148.0
2008-10-08,-27.4194
2008-10-09,-22.2222
2008-10-10,14.2857
2008-10-13,0.0
2008-10-14,12.5
2008-10-15,-11.1111
2008-10-16,-12.5
2008-10-17,8.5714
2008-10-20,-34.2105
2008-10-21,140.0
2008-10-22,-8.3333
2008-10-24,-0.9091
2008-10-27,-4.5872
2008-10-28,0.0
2008-10-29,0.0
2008-10-30,3.8462
2008-10-31,7.4074
2008-11-03,-51.7241
2008-11-04,-21.4286
2008-11-05,4.5455
2008-11-06,-21.7391
2008-11-07,16.6667
2008-11-10,0.0
2008-11-12,-4.7619
2008-11-13,0.0
2008-11-14,-5.0
2008-11-17,52.6316
2008-11-18,-41.3793
2008-11-19,17.647100000000002
2008-11-20,0.0
2008-11-21,0.0
2008-11-24,0.0
2008-11-28,0.0
2008-12-01,-10.0
2008-12-02,0.0
2008-12-03,0.0
2008-12-04,11.1111
2008-12-05,5.0
2008-12-08,4.7619
2008-12-09,0.0
2008-12-10,0.0
2008-12-11,0.0
2008-12-12,-20.4545
2008-12-15,-2.8571
2008-12-16,5.8824
2008-12-17,-5.5556
2008-12-18,23.5294
2008-12-19,-14.2857
2008-12-22,5.5556
2008-12-23,5.2632
2008-12-24,5.0
2008-12-26,-14.2857
2008-12-29,0.0
2008-12-30,-2.7778
2008-12-31,0.0
2009-01-02,2.8571
2009-01-05,0.0
2009-01-06,0.0
2009-01-07,0.0
2009-01-08,-5.5556
2009-01-09,23.5294
2009-01-12,-23.8095
2009-01-13,6.25
2009-01-14,-5.8824
2009-01-15,0.0
2009-01-16,0.0
2009-01-20,-18.75
2009-01-21,7.6923
2009-01-22,7.1429
2009-01-26,13.3333
2009-01-28,0.0
2009-01-29,2.9412000000000003
2009-01-30,2.8571
2009-02-02,-11.1111
2009-02-03,6.25
2009-02-04,-11.7647
2009-02-05,-6.6667
2009-02-06,0.0
2009-02-11,-14.2857
2009-02-12,-8.3333
2009-02-13,-9.0909
2009-02-17,30.0
2009-02-18,7.6923
2009-02-19,-14.2857
2009-02-20,25.0
2009-02-23,13.3333
2009-02-24,8.8235
2009-02-25,8.1081
2009-02-26,20.0
2009-02-27,-25.0
2009-03-03,5.5556
2009-03-04,-21.0526
2009-03-05,6.6667
2009-03-06,12.5
2009-03-09,-11.1111
2009-03-10,0.0
2009-03-11,25.0
2009-03-12,0.0
2009-03-13,50.0
2009-03-16,0.0
2009-03-18,-23.3333
2009-03-19,69.5652
2009-03-20,-23.0769
2009-03-23,-20.0
2009-03-24,-4.1667
2009-03-25,-4.3478
2009-03-26,13.6364
2009-03-27,-12.0
2009-03-30,4.5455
2009-03-31,-4.3478
2009-04-01,0.0
2009-04-02,13.6364
2009-04-03,0.0
2009-04-06,-4.0
2009-04-08,-33.3333
2009-04-09,6.25
2009-04-14,-11.7647
2009-04-16,-26.0
2009-04-17,125.2252
2009-04-20,-8.0
2009-04-21,8.6957
2009-04-22,-16.0
2009-04-24,14.2857
2009-04-27,-12.5
2009-04-28,2.3810000000000002
2009-04-29,39.5349
2009-04-30,-3.3333
2009-05-01,-6.8966
2009-05-04,7.4074
2009-05-05,0.0
2009-05-06,-3.4483
2009-05-07,-8.9286
2009-05-08,25.4902
2009-05-11,-21.875
2009-05-12,28.0
2009-05-13,15.625
2009-05-14,-29.6959
2009-05-15,-3.8443
2009-05-18,-4.048
2009-05-19,37.5
2009-05-20,-27.2727
2009-05-21,0.0
2009-05-22,0.0
2009-05-26,0.0
2009-05-27,4.1667
2009-05-28,-4.0
2009-05-29,-16.6667
2009-06-01,0.0625
2009-06-02,9.9313
2009-06-03,9.0909
2009-06-04,0.0
2009-06-05,-4.1667
2009-06-08,-13.0435
2009-06-09,5.0
2009-06-10,0.0
2009-06-11,0.0
2009-06-12,0.0
2009-06-15,19.0476
2009-06-16,0.0
2009-06-18,-16.0
2009-06-19,0.0
2009-06-22,0.0
2009-06-25,-4.7619
2009-06-29,25.0
2009-06-30,-20.0
2009-07-02,-25.0
2009-07-06,0.0
2009-07-07,26.6667
2009-07-08,-15.7895
2009-07-09,0.0
2009-07-10,-6.25
2009-07-14,26.6667
2009-07-15,5.2632
2009-07-16,-45.0
2009-07-21,9.0909
2009-07-22,-56.25
2009-07-23,14.2857
2009-07-24,-3.3333
2009-07-27,-18.9655
2009-07-28,-4.2553
2009-07-29,-30.0
2009-07-30,20.634900000000002
2009-08-03,2.6316
2009-08-04,-10.2564
2009-08-05,28.5714
2009-08-06,-0.2778
2009-08-07,-1.9499
2009-08-10,-2.2727
2009-08-11,-30.2326
2009-08-12,38.3333
2009-08-13,1.2048
2009-08-14,-4.7619
2009-08-17,-25.0
2009-08-18,23.3333
2009-08-19,-1.3514
2009-08-20,-1.3699
2009-08-24,-16.6667
2009-08-25,83.3333
2009-08-26,-27.2727
2009-08-28,0.0
2009-09-01,-12.5
2009-09-03,0.0
2009-09-04,28.5714
2009-09-08,0.0
2009-09-10,0.0
2009-09-11,0.0
2009-09-14,-11.1111
2009-09-16,0.0
2009-09-17,150.0
2009-09-18,-50.0
2009-09-21,78.0
2009-09-22,1.1236
2009-09-23,-27.7778
2009-09-24,6.1538
2009-09-28,1.4493
2009-09-30,-12.857099999999999
2009-10-01,-1.6393
2009-10-02,25.0
2009-10-05,-20.0
2009-10-06,-16.6667
2009-10-07,0.0
2009-10-08,20.0
2009-10-09,0.0
2009-10-12,0.0
2009-10-13,16.6667
2009-10-22,-14.2857
2009-10-26,0.0
2009-10-28,0.0
2009-10-29,0.0
2009-10-30,0.0
2009-11-02,-25.0
2009-11-03,22.2222
2009-11-05,-9.0909
2009-11-06,20.0
2009-11-09,0.0
2009-11-16,8.3333
2009-12-15,-21.5385
2009-12-16,0.0
2009-12-18,0.0
2009-12-23,0.0
2010-01-08,76.4706
2010-02-22,-55.5556
2010-02-23,50.0
2010-03-01,0.0
2010-03-08,-33.3333
2010-03-11,-12.5
2010-03-12,0.0
2010-03-15,-28.5714
2010-03-16,20.0
2010-03-24,-33.3333
2010-03-25,0.0
2010-03-29,0.0
2010-04-07,0.0
2010-05-10,0.0
2010-05-11,0.0
2010-05-24,0.0
2010-06-03,0.0
2010-06-10,0.0
2010-06-14,0.0
2010-06-21,0.0
2010-06-30,-25.0
2010-07-02,-33.3333
2010-07-08,0.0
2010-07-09,20.0
2010-07-19,-33.3333
2010-07-21,50.0
2010-07-27,0.0
2010-07-30,25.0
2010-08-04,40.0
2010-08-05,78.5714
2010-09-07,-46.6667
2010-09-13,0.0
2010-09-16,0.0
2010-09-20,0.0
2010-09-22,0.0
2010-10-01,200.0
2010-10-05,-66.6667
2010-10-13,0.0
2010-10-19,0.0
2010-10-21,-50.0
2010-11-05,-50.0
2010-11-08,0.0
2010-11-09,0.0
2010-11-18,300.0
2010-12-03,-45.0
2010-12-16,-9.0909
2011-02-03,-80.0
2011-02-07,400.0
2011-02-09,10.0
2011-02-16,-9.0909
2011-03-18,0.0
2011-03-30,-30.0
2011-03-31,-42.8571
2011-04-01,150.0
2011-04-04,-50.0
2011-04-06,120.0
2011-04-14,-45.4545
2011-04-27,8.3333
2011-05-17,0.0
2011-06-30,23.0769
2011-07-22,0.0
2011-08-08,0.0
2011-08-09,-17.5
2011-08-11,51.5152
2011-09-01,-20.0
2011-09-19,-6.25
2011-09-27,46.6667
2011-10-04,-81.8182
2011-10-10,175.0
2011-11-16,9.0909
2011-11-29,66.6667
2011-11-30,0.0
2011-12-01,43.0
2011-12-02,1.3986
2011-12-06,-10.3448
2011-12-08,9.6154
2011-12-09,-1.7544
2011-12-14,3.5714
2011-12-16,0.0
2011-12-19,10.3448
2011-12-20,-6.25
2011-12-21,-6.6667
2011-12-28,0.0
2011-12-30,0.0
2012-01-03,0.0
2012-01-11,25.0
2012-01-18,14.2857
2012-01-19,22.5
2012-01-20,-18.3673
2012-01-30,22.5
2012-01-31,-10.2041
2012-02-07,36.3636
2012-02-21,-16.6667
2012-02-22,0.0
2012-03-12,0.0
2012-03-15,16.0
2012-03-19,-31.0345
2012-03-21,25.0
2012-03-23,-40.0
2012-03-26,66.6667
2012-03-28,-28.0
2012-03-29,0.0
2012-04-02,11.1111
2012-04-03,-20.0
2012-04-04,0.0
2012-04-05,-6.25
2012-04-17,0.0
2012-04-20,-13.3333
2012-04-23,0.0
2012-04-24,-15.3846
2012-04-25,0.0
2012-04-27,0.0
2012-04-30,-9.0909
2012-05-01,0.0
2012-05-02,15.0
2012-05-04,-4.3478
2012-05-09,4.5455
2012-05-14,0.0
2012-05-15,0.0
2012-05-17,52.1739
2012-05-18,-34.2857
2012-05-23,0.0
2012-05-25,0.0
2012-05-29,-4.3478
2012-05-30,0.0
2012-06-01,-9.0909
2012-06-19,90.0
2012-06-25,57.8947
2012-06-28,0.0
2012-07-10,-60.0
2012-08-13,108.3333
2012-08-20,20.0
2012-08-27,0.0
2012-09-05,0.0
2012-09-06,-16.6667
2012-09-07,-40.0
2012-09-10,0.0
2012-09-24,6.6667
2012-09-26,0.0
2012-09-28,56.25
2012-10-16,-36.0
2012-10-18,0.0
2012-10-25,87.5
2012-11-02,-13.3333
2012-11-05,0.0
2012-11-06,-3.8462
2012-11-20,-16.0
2012-11-28,42.8571
2012-11-29,16.6667
2012-12-05,14.2857
2012-12-11,0.0
2012-12-27,-37.5
2012-12-28,80.0
2013-01-03,-44.4444
2013-01-11,0.0
2013-01-15,0.0
2013-01-24,-10.0
2013-02-01,11.1111
2013-02-04,0.0
2013-02-05,0.0
2013-02-19,24.0
2013-02-26,-3.2258
2013-03-05,-20.0
2013-03-19,-33.3333
2013-03-27,50.0
2013-05-01,-16.6667
2013-05-06,0.0
2013-05-10,20.0
2013-05-13,0.0
2013-05-28,-16.6667
2013-06-07,50.0
2013-06-10,50.0
2013-06-18,-33.3333
2013-06-20,0.0
2013-06-24,0.0
2013-07-02,0.0
2013-08-08,0.0
2013-08-13,0.0
2013-08-15,0.0
2013-08-27,16.6667
2013-09-12,-14.2857
2013-09-18,0.0
2013-10-29,0.0
2013-11-08,150.0
2013-12-05,-8.0
2013-12-06,0.0
2013-12-31,-56.5217
2014-01-15,0.0
2014-02-19,0.0
2014-03-24,-50.0
2014-05-23,0.0
2014-07-01,0.0
2014-09-02,0.0
2014-09-05,0.0
2014-11-13,0.0
2014-12-03,0.0
2014-12-23,0.0
2015-01-29,0.0
2015-02-10,0.0
2015-02-24,-33.3333
2015-04-27,-30.0
2015-05-04,-14.2857
2015-05-12,0.0
2015-06-02,0.0
2015-06-30,16.6667
2015-08-20,14.2857
2015-09-09,-2.5
2015-10-01,2.5641
2015-11-30,0.0
2015-12-08,2.5
2015-12-15,0.0
2016-02-11,3.6585
2016-02-22,-3.5294
2016-05-05,0.0
2016-08-31,-2.439
2016-10-11,25.0
2016-11-10,-20.0
2016-11-15,0.0
2016-12-21,-50.0
2016-12-23,-22.5
2016-12-29,51.2097
2017-03-02,-33.8667
2017-03-06,0.0
2017-04-10,110.8871
2017-08-07,-52.5813
2017-09-19,0.0
2017-10-05,0.0
2018-02-26,0.0
2018-03-06,0.0
2018-03-28,0.0
2018-12-27,0.0
2019-02-11,0.0
2019-06-25,0.0
2019-09-09,0.0
2019-09-17,-3.2258
2019-10-25,-33.3333
2019-12-27,0.0
2020-01-09,150.0
2020-03-11,-60.0
2020-03-13,0.0
