ticker,VGTL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-07-21,0.0
2008-07-24,-16.6667
2011-02-15,2300.0
2011-02-16,41.6667
2011-02-17,5.8824
2011-02-18,5.5556
2011-02-22,0.0
2011-02-23,-2.6316
2011-02-24,2.7027
2011-02-25,1.5789
2011-02-28,-1.5544
2011-03-01,0.0
2011-03-02,-1.5789
2011-03-03,-1.0695000000000001
2011-03-04,4.3243
2011-03-07,-4.1451
2011-03-08,-1.2973
2011-03-09,1.3143
2011-03-10,1.6216
2011-03-11,0.5319
2011-03-14,0.0
2011-03-15,-1.5873
2011-03-16,4.8387
2011-03-17,-2.5641
2011-03-18,0.0
2011-03-21,0.0
2011-03-22,3.6842
2011-03-23,4.0609
2011-03-24,-2.439
2011-03-25,0.0
2011-03-28,-0.5
2011-03-29,-7.0352
2011-03-30,2.7027
2011-03-31,2.6316
2011-04-01,12.8205
2011-04-04,-4.5455
2011-04-05,2.3810000000000002
2011-04-06,-4.186
2011-04-07,-5.3398
2011-04-08,5.1282
2011-04-11,-1.4634
2011-04-12,-3.4653
2011-04-13,-2.5641
2011-04-14,4.2105
2011-04-15,-7.2727
2011-04-18,-11.22
2011-04-19,-1.8405
2011-04-20,-6.25
2011-04-21,-6.6667
2011-04-25,28.5714
2011-04-26,4.4444
2011-04-27,-20.2128
2011-04-28,1.3333
2011-04-29,7.2368
2011-05-02,0.0
2011-05-03,1.227
2011-05-04,-3.0303
2011-05-05,-4.75
2011-05-06,-4.8556
2011-05-09,-4.8276
2011-05-12,19.4203
2011-05-13,-18.0825
2011-05-16,0.0
2011-05-17,0.0
2011-05-18,0.0
2011-05-19,-11.1111
2011-05-20,8.3333
2011-05-23,-15.2308
2011-05-24,4.3557
2011-05-25,4.3478
2011-05-26,0.0
2011-05-27,0.0
2011-06-01,0.0
2011-06-02,16.6667
2011-06-03,0.0
2011-06-06,-14.2857
2011-06-07,-10.8333
2011-06-09,-6.729
2011-06-10,-1.8035999999999999
2011-06-13,-12.6531
2011-06-14,-6.5421
2011-06-15,26.25
2011-06-17,-0.9901
2011-06-20,5.0
2011-06-22,0.9524
2011-06-23,0.0
2011-06-27,-15.0943
2011-06-28,11.1111
2011-06-29,3.0
2011-07-05,-51.4563
2011-07-06,28.0
2011-07-08,-6.25
2011-07-11,0.0
2011-07-12,-1.0
2011-07-13,1.0101
2011-07-15,-16.6667
2011-07-18,0.0
2011-07-19,-42.0
2011-07-20,3.4483
2011-07-21,40.0
2011-07-22,0.0
