ticker,PAYA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-01-23,0.4066
2019-01-24,-0.3017
2019-01-25,0.0
2019-01-28,0.2073
2019-01-29,-0.1034
2019-01-30,0.1035
2019-01-31,0.0
2019-02-01,0.0
2019-02-05,-0.2068
2019-02-06,0.0
2019-02-07,0.3109
2019-02-08,0.1033
2019-02-11,-0.2064
2019-02-12,0.0
2019-02-13,-0.1034
2019-02-14,0.3106
2019-02-15,0.1032
2019-02-19,-0.1031
2019-02-20,0.2064
2019-02-21,-0.103
2019-02-22,1.8557000000000001
2019-02-25,-1.8218999999999999
2019-02-26,0.0
2019-02-27,-0.1031
2019-02-28,0.1032
2019-03-04,-0.1031
2019-03-05,0.0
2019-03-07,-0.2064
2019-03-08,0.3102
2019-03-12,0.0
2019-03-13,0.9278
2019-03-14,-1.1236
2019-03-15,0.3099
2019-03-18,0.4954
2019-03-19,-0.5954
2019-03-20,0.4124
2019-03-25,4.7228
2019-03-26,-4.5098
2019-03-27,0.0
2019-03-29,0.1027
2019-04-01,0.2051
2019-04-02,0.2047
2019-04-03,0.4086
2019-04-04,-0.2035
2019-04-05,0.1019
2019-04-08,0.0
2019-04-11,-0.611
2019-04-15,0.5123
2019-04-16,-0.1019
2019-04-23,0.3061
2019-04-24,0.1017
2019-04-25,-0.1016
2019-04-29,0.001
2019-04-30,0.0814
2019-05-01,-0.3873
2019-05-02,0.4082
2019-05-03,-0.4065
2019-05-06,0.0
2019-05-09,0.4082
2019-05-10,-0.6098
2019-05-13,0.1022
2019-05-14,-0.4086
2019-05-17,0.3077
2019-05-24,0.409
2019-05-29,0.2037
2019-06-03,-0.1016
2019-06-05,0.2543
2019-06-06,0.2029
2019-06-07,0.0506
2019-06-12,0.3684
2019-06-14,-0.0645
2019-06-19,0.0
2019-06-21,0.8073
2019-06-24,-1.3013
2019-06-25,1.3185
2019-06-26,-0.4004
2019-06-28,-1.407
2019-07-02,0.9174
2019-07-09,0.3495
2019-07-11,0.5576
2019-07-15,0.0
2019-07-16,0.0
2019-07-17,-0.4004
2019-07-19,0.0
2019-07-23,-0.402
2019-07-29,-0.3027
2019-07-30,0.2024
2019-07-31,0.303
2019-08-01,-0.2014
2019-08-02,-0.1009
2019-08-05,0.404
2019-08-06,0.0
2019-08-07,0.1006
2019-08-08,-0.1005
2019-08-09,0.0
2019-08-13,0.2012
2019-08-14,0.0
2019-08-15,-0.3012
2019-08-16,-0.5035
2019-08-19,0.9109
2019-08-20,-0.1003
