ticker,PAYA US Equity
2019-08-21,0.1004
2019-08-22,0.0
2019-08-23,0.0
2019-08-26,0.2006
2019-08-27,-0.4004
2019-08-29,-0.1005
2019-09-03,0.17
2019-09-04,-0.0693
2019-09-06,0.0
2019-09-09,0.0
2019-09-10,0.3015
2019-09-12,-0.1002
2019-09-13,-0.0502
2019-09-16,0.1505
2019-09-17,-0.014
2019-09-18,0.1503
2019-09-20,-0.036
2019-09-23,0.1001
2019-09-24,0.0
2019-09-25,0.9
2019-09-26,0.2973
2019-09-27,-0.4941
2019-09-30,0.0
2019-10-04,-0.2979
2019-10-07,0.3984
2019-10-10,0.1984
2019-10-11,-0.5941
2019-10-17,-0.2988
2019-10-23,0.0999
2019-10-24,0.0
2019-10-25,-0.1996
2019-10-28,0.2
2019-10-29,0.0
2019-10-30,0.0838
2019-10-31,0.016
2019-11-01,-0.1994
2019-11-04,0.0
2019-11-05,0.0869
2019-11-06,0.009
2019-11-07,0.004
2019-11-08,0.0998
2019-11-11,0.0
2019-11-12,0.0
2019-11-13,0.0
2019-11-14,0.0
2019-11-18,0.0997
2019-11-20,0.0
2019-11-21,0.0996
2019-11-22,0.0995
2019-11-25,-0.0994
2019-11-26,0.2985
2019-11-27,0.0
2019-11-29,0.0
2019-12-02,-0.0992
2019-12-03,0.1668
2019-12-04,0.1309
2019-12-05,-0.099
2019-12-06,0.2973
2019-12-10,0.0
2019-12-11,-0.0287
2019-12-12,0.0287
2019-12-13,0.0
2019-12-16,0.1976
2019-12-17,0.0986
2019-12-18,-0.0266
2019-12-23,0.0266
2019-12-30,-0.2956
2019-12-31,0.0
2020-01-02,0.6917
2020-01-03,-0.0981
2020-01-07,0.0982
2020-01-08,-0.0059
2020-01-09,0.104
2020-01-10,-0.049
2020-01-13,0.049
2020-01-14,0.2941
2020-01-15,0.1955
2020-01-16,0.0
2020-01-17,-0.4878
2020-01-21,0.2941
2020-01-23,0.1955
2020-01-24,-0.3902
2020-01-29,0.4897
2020-01-30,-0.2924
2020-01-31,0.2444
2020-02-03,-0.2438
2020-02-07,0.2933
2020-02-10,-0.0975
2020-02-11,-0.2927
2020-02-12,0.0978
2020-02-13,0.0978
2020-02-14,0.0977
2020-02-18,0.0
2020-02-19,0.0
2020-02-26,-0.1629
2020-02-27,0.1632
2020-02-28,-0.2927
2020-03-02,-0.0978
2020-03-11,-0.3967
2020-03-12,-0.8801
2020-03-13,-0.2976
2020-03-16,0.995
2020-03-17,-0.9852
2020-03-18,-1.8904999999999998
2020-03-19,1.0142
2020-03-20,-1.6064
2020-03-23,1.5306
2020-03-24,0.0
2020-03-26,0.6121
2020-03-27,-0.009
2020-03-30,0.3996
2020-03-31,-0.398
2020-04-01,-0.5994
2020-04-03,0.5025
2020-04-06,0.502
2020-04-07,-0.002
2020-04-08,0.4975
2020-04-09,-0.6931
2020-04-13,0.668
2020-04-14,-0.0693
2020-04-20,0.1982
2020-04-22,0.1978
2020-04-23,0.0
2020-04-24,0.0987
2020-04-27,-0.0986
2020-04-28,0.4936
2020-04-29,-0.1965
2020-04-30,0.0984
2020-05-01,0.0
2020-05-04,0.0
2020-05-11,0.0
2020-05-12,-0.1967
2020-05-13,0.0
2020-05-14,0.0
2020-05-15,0.0
2020-05-18,0.0
2020-05-19,0.0985
2020-05-20,1.1811
2020-05-21,0.0
2020-05-22,0.0
2020-05-26,-0.1946
2020-05-27,-0.0975
2020-05-28,0.0488
2020-05-29,-0.0488
2020-06-01,0.0976
2020-06-02,0.0975
2020-06-03,-0.0974
2020-06-04,0.4873
2020-06-05,0.388
2020-06-08,3.1401
2020-06-09,-0.7026
2020-06-10,0.4717
2020-06-11,-1.4085
2020-06-12,-1.9048
2020-06-15,-0.0971
2020-06-16,0.0972
2020-06-17,2.7184
2020-06-18,0.5671
2020-06-19,2.4436
2020-06-22,-0.4587
2020-06-23,0.9217
2020-06-24,-0.274
2020-06-25,-0.8242
2020-06-26,-0.277
2020-06-29,0.5556
2020-06-30,2.7624
2020-07-01,-1.4337
2020-07-02,0.3636
2020-07-06,0.0906
2020-07-07,-0.4534
2020-07-08,0.0009
2020-07-09,1.8182
2020-07-10,2.5
2020-07-13,-2.6132
2020-07-14,-1.9678
2020-07-15,0.365
2020-07-16,1.5455
2020-07-17,0.4476
2020-07-20,-1.5152
2020-07-21,-0.8145
2020-07-22,-1.1861
2020-07-23,1.385
2020-07-24,-1.8215
2020-07-27,1.2059
2020-07-28,-0.6416
2020-07-29,0.5535
2020-07-30,-1.8349
2020-07-31,-1.9626000000000001
