ticker,JRDN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-12-07,19.0476
2007-12-10,-20.0
2007-12-12,7.5
2007-12-19,-4.6512
2007-12-20,0.0
2007-12-27,21.9512
2008-01-07,-20.0
2008-01-18,25.0
2008-02-14,-20.0
2008-02-28,2.5
2008-03-11,-2.439
2008-03-17,0.0
2008-03-31,0.0
2008-04-07,-12.5
2008-04-09,-8.5714
2008-04-15,-6.25
2008-04-18,16.6667
2008-04-21,-14.2857
2008-05-20,0.0
2008-06-06,-13.3333
2008-06-17,-11.538499999999999
2008-06-19,13.0435
2008-06-30,15.3846
2008-07-02,-26.6667
2008-07-11,-8.1818
2008-07-24,-15.8416
2008-07-25,-5.8824
2008-07-28,26.25
2008-07-30,30.6931
2008-07-31,-35.6061
2008-08-22,0.0
2008-08-26,-11.7647
2008-08-27,0.0
2008-08-28,60.0
2008-08-29,-29.1667
2008-09-04,23.5294
2008-09-30,14.2857
2008-10-02,-4.1667
2008-10-08,4.3478
2008-10-09,-16.6667
2008-10-10,15.0
2008-10-17,-26.087
2008-10-22,-17.647100000000002
2008-10-23,21.4286
2008-10-31,0.0
2008-11-04,-23.5294
2008-11-14,-15.3846
2008-11-24,36.3636
2008-12-01,-1.3333
2008-12-31,0.0
2009-01-20,-28.3784
2009-01-29,13.2075
2009-02-10,-58.3333
2009-02-11,0.0
2009-02-12,108.0
2009-03-10,-51.9231
2009-03-31,100.0
2009-04-20,0.0
2009-04-30,0.0
2009-06-19,-2.0
2009-08-31,0.0
2009-12-29,-74.4898
2010-06-08,12.0
2010-07-29,-64.2857
2010-07-30,280.0
2010-12-22,-94.7368
2010-12-30,1900.0
2010-12-31,0.0
2011-03-15,425.0
2017-09-22,-95.2381
2017-10-18,-60.0
2017-11-07,-50.0
2020-07-07,-99.99
