ticker,CSJT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-08-19,1100.0
2011-11-30,75.0
2011-12-01,-28.5714
2012-01-17,20.0
2012-02-15,-50.0
2012-02-16,-6.6667
2012-02-17,-21.4286
2012-02-28,0.0
2012-03-02,72.7273
2012-03-08,-5.2632
2012-03-14,-11.1111
2012-03-23,-12.5
2012-03-27,-14.2857
2012-03-28,0.0
2012-04-05,0.0
2012-04-13,62.5
2012-04-20,2.5641
2012-04-25,0.0
2012-05-01,-10.0
2012-05-02,66.6667
2012-05-17,-33.3333
2012-05-21,0.0
2012-05-22,-10.0
2012-06-04,-5.5556
2012-06-05,-29.4118
2012-06-06,0.0
2012-06-07,-20.8333
2012-07-12,5.2632
2012-08-15,0.0
2012-08-24,-10.0
2012-08-27,-37.7778
2012-08-28,78.5714
2012-08-29,5.0
2012-08-30,33.3333
2012-08-31,-7.1429
2012-09-04,-23.0769
2012-09-05,25.125
2012-09-06,-12.0879
2012-09-07,4.5455
2012-09-10,4.3478
2012-09-11,2.5
2012-09-12,-14.6341
2012-09-13,0.0
2012-09-14,-12.381
2012-09-17,-7.6087
2012-09-18,-8.8235
2012-09-19,3.2258
2012-09-20,-6.0938
2012-09-21,-0.1664
2012-09-24,10.0
2012-09-25,-11.5152
2012-09-27,-13.6986
2012-09-28,-6.3492
2012-10-01,1.6949
2012-10-02,0.0
2012-10-03,11.6667
2012-10-05,4.4776
2012-10-08,0.0
2012-10-09,-7.1429
2012-10-11,0.0
2012-10-12,-6.1538
2012-10-15,22.9508
2012-10-16,-5.3333
2012-10-18,-7.0423
2012-10-19,-16.6667
2012-10-23,3.6364
2012-10-26,-7.0175
2012-10-31,-1.8868
2012-11-01,-23.0769
2012-11-02,32.5
2012-11-06,4.717
2012-11-07,17.1171
2012-11-08,0.0
2012-11-12,-30.7692
2012-11-13,-12.5
2012-11-14,19.365099999999998
2012-11-15,-32.9787
2012-11-16,11.1111
2012-11-20,42.8571
2012-11-30,-30.0
2012-12-18,0.0
2012-12-19,0.0
2012-12-21,0.0
2013-01-28,-14.2857
2013-01-29,0.0
2013-01-31,33.3333
2013-02-06,-12.5
2013-02-08,0.0
2013-02-12,-11.4286
2013-02-14,3.2258
2013-02-28,0.0
2013-03-12,-17.1875
2013-03-28,-16.9811
2013-04-01,-27.2727
2013-04-05,0.0
2013-04-08,-6.25
2013-04-10,0.0
2013-04-11,33.3333
2013-05-14,-25.0
2013-05-23,0.0
2013-05-24,0.0
2013-05-28,0.0
