ticker,SIG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,2.3622
2000-01-04,0.3846
2000-01-06,4.5977
2000-01-07,-1.8315000000000001
2000-01-11,-1.8657
2000-01-14,-1.1407
2000-01-18,0.7692
2000-01-21,-3.0534
2000-01-24,3.9370000000000003
2000-01-25,-4.5455
2000-01-27,-6.3492
2000-01-28,-3.3898
2000-01-31,-5.2632
2000-02-01,-0.9259
2000-02-02,-3.7382999999999997
2000-02-03,0.9709
2000-02-04,-2.4038
2000-02-07,6.4039
2000-02-09,8.3333
2000-02-10,-7.6923
2000-02-14,0.0
2000-02-15,-3.0093
2000-02-16,-1.9093
2000-02-17,-2.6764
2000-02-18,-2.75
2000-02-22,-1.2852999999999999
2000-02-24,-1.8229
2000-02-25,0.7958
2000-02-28,-3.6842
2000-02-29,3.2787
2000-03-01,-1.5873
2000-03-02,0.0
2000-03-06,0.0
2000-03-07,-3.2258
2000-03-08,-4.1667
2000-03-09,-2.6087
2000-03-10,1.1905000000000001
2000-03-13,5.0
2000-03-14,-1.4006
2000-03-16,3.9773
2000-03-17,0.5464
2000-03-21,7.6087
2000-03-22,-1.7677
2000-03-23,11.054
2000-03-24,1.8519
2000-03-27,7.0455
2000-03-28,-7.431
2000-03-29,-0.9174
2000-03-30,-5.5556
2000-03-31,-1.4706000000000001
2000-04-04,0.0
2000-04-05,-1.99
2000-04-10,1.0152
2000-04-11,-1.5074999999999998
2000-04-13,2.0408
2000-04-14,-5.0
2000-04-17,-3.1579
2000-04-19,3.2609
2000-04-25,10.526299999999999
2000-05-01,6.6667
2000-05-02,-6.25
2000-05-05,-0.9524
2000-05-09,-1.9231
2000-05-10,-1.9607999999999999
2000-05-11,-1.5
2000-05-17,-2.5381
2000-05-23,-8.3333
2000-05-24,2.2727
2000-05-25,1.1111
2000-05-30,5.4945
2000-06-01,0.9542
2000-06-02,5.8201
2000-06-05,2.5
2000-06-08,-2.9268
2000-06-12,-2.5126
2000-06-16,1.0309
2000-06-19,7.1429
2000-06-20,-7.1429
2000-06-21,0.5128
2000-06-26,1.0204
2000-06-27,0.0
2000-06-28,-1.5152
2000-06-30,-0.5128
2000-07-03,7.2165
2000-07-05,-6.25
2000-07-07,-1.5385
2000-07-10,9.375
2000-07-11,0.0
2000-07-12,-4.7619
2000-07-13,1.0
2000-07-14,-0.9901
2000-07-18,-4.0
2000-07-19,0.0
2000-07-24,0.0
2000-07-25,1.0417
2000-07-26,-1.0309
2000-08-02,2.0833
