ticker,SMHI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-06-05,0.0
2017-06-06,-4.4682
2017-06-07,-11.7438
2017-06-08,1.3249
2017-06-09,1.4213
2017-06-12,7.0628
2017-06-13,4.5026
2017-06-14,-2.8056
2017-06-15,1.5979
2017-06-16,2.7904999999999998
2017-06-19,-2.5666
2017-06-20,-4.5086
2017-06-21,-5.1459
2017-06-22,1.7338
2017-06-23,1.1545
2017-06-26,0.9783
2017-06-27,1.5608
2017-06-28,2.2787
2017-06-29,2.7979000000000003
2017-06-30,2.621
2017-07-03,-0.2947
2017-07-05,-1.3793
2017-07-06,0.7493
2017-07-07,-6.9906
2017-07-10,0.4797
2017-07-11,0.7427
2017-07-12,0.0527
2017-07-13,-0.1053
2017-07-14,-2.0021
2017-07-17,0.0
2017-07-18,0.1075
2017-07-19,-2.6316
2017-07-20,-1.3789
2017-07-21,-1.1186
2017-07-24,-5.9389
2017-07-25,-3.9687
2017-07-26,-4.3832
2017-07-27,0.5239
2017-07-28,-2.2801
2017-07-31,-2.8
2017-08-01,-4.0466
2017-08-02,6.6476
2017-08-03,-2.9491
2017-08-04,-0.6906
2017-08-07,-1.5299
2017-08-08,-0.7768
2017-08-09,0.5694
2017-08-10,-0.6369
2017-08-11,-6.9088
2017-08-14,-6.1974
2017-08-15,-0.3263
2017-08-16,3.6825
2017-08-17,-4.6567
2017-08-18,3.8079
2017-08-21,0.4785
2017-08-22,-3.8095
2017-08-23,-0.165
2017-08-24,2.7273
2017-08-25,4.3443
2017-08-28,-5.4742
2017-08-29,0.2447
2017-08-30,1.3832
2017-08-31,2.809
2017-09-01,2.9664
2017-09-05,3.7908
2017-09-06,-5.2593
2017-09-07,-3.6237
2017-09-08,-2.96
2017-09-11,0.2473
2017-09-12,-1.2336
2017-09-13,0.0
2017-09-14,0.9159
2017-09-15,3.0528
2017-09-18,0.9608
2017-09-19,-0.8723
2017-09-20,0.16
2017-09-21,-1.5974
2017-09-22,-2.1916
2017-09-25,3.4855
2017-09-26,6.9767
2017-09-27,7.0465
2017-09-28,5.5322
2017-09-29,3.7823
2017-10-02,0.7033
2017-10-03,-2.6667
2017-10-04,-4.0444
2017-10-05,-1.3596
2017-10-06,-0.1378
2017-10-09,-2.1394
2017-10-10,-0.0705
2017-10-11,-0.3529
2017-10-12,-3.187
2017-10-13,2.414
2017-10-16,-3.8571
2017-10-17,-0.7429
2017-10-18,0.1497
2017-10-19,-3.3632
2017-10-20,4.4084
2017-10-23,-0.7407
