ticker,CGSO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-09-01,0.0
2005-09-21,0.0
2005-11-10,-30.0
2005-11-15,-14.2857
2006-01-12,-33.3333
2006-01-18,0.0
2006-02-16,15.0
2006-06-21,-56.5217
2006-06-22,-50.0
2006-07-31,100.0
2006-09-20,50.0
2006-12-21,-86.6667
2007-01-22,300.0
2007-01-23,25.0
2007-01-24,-20.0
2007-01-26,0.0
2007-02-08,112.5
2007-02-28,0.0
2007-03-01,41.1765
2007-03-02,-16.6667
2007-03-05,-20.0
2007-03-07,0.0
2007-03-08,6.25
2007-03-16,47.0588
2007-07-30,-52.0
2007-08-15,-16.6667
2007-10-15,0.0
2007-10-26,0.0
2007-10-30,0.0
2007-11-15,0.0
2007-11-16,0.0
2007-12-07,0.0
2007-12-27,0.0
2008-01-08,0.0
2008-02-27,0.0
2008-04-23,0.0
2008-08-19,-40.0
2008-09-10,-91.6667
2008-09-26,20.0
2008-10-08,0.0
2008-11-04,0.0
2008-11-13,0.0
2008-11-28,233.3333
2009-05-08,-95.0
2009-12-18,2900.0
2009-12-23,0.0
2009-12-29,0.0
2010-01-04,0.0
2010-01-07,0.0
2010-01-11,0.0
2010-01-15,0.0
2010-01-20,0.0
2010-01-26,0.0
2010-07-23,-99.375
2010-07-30,433.3333
2010-08-02,0.0
2010-08-18,81.25
2010-08-27,2106.8966
2010-09-02,225.0
2010-09-22,7.6923
2010-09-23,0.0
2010-09-24,-28.5714
2010-09-30,-62.0
2010-10-01,5.2632
2010-10-13,17.5
2010-10-22,4.2553
2010-11-09,879.5918
2010-11-11,-79.1667
2010-11-12,-30.0
2010-11-15,14.2857
2010-11-16,25.0
2010-11-17,15.0
2010-11-18,0.0
2010-11-19,-21.7391
2010-11-22,-22.2222
2010-11-23,0.0
2010-11-26,14.2857
2010-11-30,-12.5
2010-12-23,-12.857099999999999
2011-02-09,-1.6393
2011-02-10,16.6667
2011-02-11,100.0
2011-02-14,14.2857
2011-02-22,12.5
2011-02-28,-44.4444
2011-03-02,0.0
2011-03-09,-10.0
2011-03-21,0.0
2011-03-22,0.0
2011-03-29,0.0
2011-04-15,0.0
2011-05-03,111.1111
2011-06-02,-5.2632
2011-06-10,-55.0
2011-06-21,23.4568
2011-06-22,-35.0
2011-06-27,0.0
2011-09-06,53.8462
2011-09-09,-30.0
2011-12-05,0.0
2011-12-07,-14.2857
2011-12-15,-8.3333
2011-12-21,0.0
2011-12-27,-25.4545
2012-01-03,0.0
2012-01-05,0.0
2012-01-24,-2.439
2012-01-27,25.0
2012-05-08,0.0
2012-05-17,27.0
2012-05-31,-35.4331
2012-06-13,56.0976
2012-09-04,-20.3125
2012-09-19,0.0
2012-10-31,-19.6078
2012-11-13,46.3415
2012-12-19,-8.3333
2013-07-22,9.0909
2013-08-21,-18.8542
2013-08-22,2.6958
2013-09-24,0.0
2013-11-18,0.0
2014-09-03,-10.0
2015-03-09,0.0
2015-05-22,0.0
2015-09-18,0.0
2015-10-06,0.0
2015-11-11,-5.5556
2015-12-03,-5.8824
2015-12-18,-12.5
2016-01-07,28.5714
2016-01-15,11.1111
2016-01-29,-20.0
2016-03-04,25.0
2016-03-18,-30.0
2016-05-23,0.0
2016-06-17,0.0
2016-06-23,0.0
2016-08-01,-14.2857
2016-08-05,-16.6667
2016-08-24,0.0
2016-08-29,0.0
2016-09-16,-10.0
2016-10-18,0.0
2016-11-01,-11.1111
2016-12-02,-12.5
2016-12-06,-14.2857
2016-12-14,-33.3333
2016-12-15,-20.0
2017-02-24,-12.5
2017-03-08,29.4643
2017-06-13,-44.8276
2017-08-30,2.0
2017-12-29,0.0
2018-03-16,0.0
2018-06-20,0.0
2018-09-05,0.0
2018-12-21,0.0
2019-02-11,37.2549
2019-03-06,0.0
2019-03-12,128.5714
2019-10-22,-58.125
2019-11-11,-25.3731
2019-12-04,0.0
2020-06-16,0.0
