ticker,XFTB US Equity
2016-10-26,24.1667
2016-10-27,-18.5822
2016-10-28,15.4044
2016-10-31,7.0536
2016-11-01,0.0834
2016-11-02,-3.3333
2016-11-03,-17.2414
2016-11-04,0.0
2016-11-07,0.0
2016-11-08,0.0
2016-11-09,0.1042
2016-11-11,20.7076
2016-11-16,0.0
2016-11-18,-10.3448
2016-11-21,15.3846
2016-11-22,0.0
2016-11-23,13.3333
2016-11-25,0.0
2016-11-28,4.7059
2016-11-29,-18.5393
2016-11-30,2.6724
2016-12-01,0.7557
2016-12-05,16.6667
2016-12-06,20.0
2016-12-07,9.5238
2016-12-08,-17.3913
2016-12-12,-15.7895
2016-12-13,0.0
2016-12-14,18.75
2016-12-15,10.526299999999999
2016-12-16,-4.7619
2016-12-19,0.0
2016-12-20,-1.0
2016-12-21,1.0101
2016-12-22,-9.5
2016-12-23,10.4972
2016-12-27,0.0
2016-12-29,-5.0
2016-12-30,5.1974
2017-01-03,0.0625
2017-01-04,0.0
2017-01-06,-10.0625
2017-01-09,-5.4899000000000004
2017-01-10,-13.5294
2017-01-12,-11.4796
2017-01-13,15.2738
2017-01-17,0.0
2017-01-18,8.0417
2017-01-23,22.7921
2017-01-24,-24.0578
2017-01-25,23.0769
2017-01-26,-18.5484
2017-01-27,31.9307
2017-01-30,0.0625
2017-01-31,-2.5
2017-02-01,2.5641
2017-02-02,0.0
2017-02-03,-17.1563
2017-02-07,20.7092
2017-02-09,0.0
2017-02-10,0.0
2017-02-13,-20.0
2017-02-14,25.0
2017-02-15,-10.0
2017-02-16,-25.0
2017-02-17,1.2037
2017-02-21,-1.1894
2017-02-22,-11.1111
2017-02-23,-8.0208
2017-02-24,-0.3398
2017-02-27,-1.8182
2017-03-01,1.8519
2017-03-02,0.0
2017-03-06,-18.1818
2017-03-07,-11.1111
2017-03-08,0.0
2017-03-09,11.875
2017-03-10,-21.7877
2017-03-13,0.0
2017-03-14,13.5714
2017-03-15,13.2075
2017-03-16,-22.2222
2017-03-17,23.8393
2017-03-20,2.6676
2017-03-21,-9.5506
2017-03-22,11.646
2017-03-23,0.1391
2017-03-24,-12.8472
2017-03-29,8.3665
2017-03-30,5.8824
2017-03-31,5.625
2017-04-03,5.194
2017-04-05,0.0
2017-04-06,-30.0
2017-04-07,0.0
2017-04-10,-12.857099999999999
2017-04-11,16.3934
2017-04-12,-21.1268
2017-04-13,22.8795
2017-04-17,1.7257
2017-04-18,0.0
2017-04-20,-21.1607
2017-04-24,15.402
2017-04-25,-13.6408
2017-04-26,15.7955
2017-04-28,-21.4917
2017-05-02,0.0
2017-05-08,0.0
2017-05-09,20.0
2017-05-11,-16.6667
2017-05-12,10.0
2017-05-15,9.0909
2017-05-16,0.0
2017-05-18,16.6667
2017-05-19,17.8571
2017-05-22,-5.9091000000000005
2017-05-24,2.8986
2017-05-25,22.6917
2017-05-26,-3.0612
2017-05-31,-31.0526
2017-06-02,0.7634
2017-06-06,13.6364
2017-06-09,-8.6587
2017-06-15,-12.4164
2017-06-16,-7.1667
2017-06-22,28.5637
2017-06-23,-16.0732
2017-06-27,-0.1664
2017-06-28,-0.1667
2017-07-03,-28.2137
2017-07-05,38.8372
2017-07-12,-0.1675
2017-07-13,-16.1074
2017-07-14,0.0
2017-07-18,0.0
2017-07-20,-18.0
2017-07-26,0.0
2017-07-27,6.9268
2017-08-01,-6.4781
2017-08-03,0.0
2017-08-08,0.0
2017-08-10,0.0
2017-08-11,0.0
2017-08-16,0.0
2017-08-18,0.0
2017-08-30,0.0
2017-09-08,0.0
2017-09-15,-2.439
2017-09-18,0.0
2017-09-19,5.75
2017-09-21,-5.4374
2017-09-26,7.5
2017-10-02,-2.3256
2017-10-06,4.7619
2017-10-09,-1.1364
2017-10-11,-3.4483
2017-10-18,-2.3810000000000002
2017-10-20,-2.439
2017-10-24,-11.25
2017-10-27,-12.6761
2017-10-31,0.0
2017-11-09,-14.4516
2017-11-10,-20.8145
2017-11-27,90.0
2017-11-28,-12.2807
2017-11-30,0.0
2017-12-06,-14.2857
2017-12-08,0.0
2017-12-15,-29.6667
2017-12-20,-5.2133
2017-12-26,5.75
2017-12-28,-19.6217
2017-12-29,-29.4118
2018-01-02,-16.6667
2018-01-03,0.0
2018-01-04,0.0
2018-01-08,0.0
2018-01-19,-10.0
2018-01-22,11.1111
2018-01-29,-10.0
2018-01-30,164.4444
2018-01-31,-7.563
2018-02-07,-18.1818
2018-02-16,-47.2222
2018-03-07,26.3158
2018-03-20,0.0
2018-04-05,0.0
2018-04-17,0.0
2018-04-30,0.0
2018-05-04,0.0
2018-05-07,0.0
2018-05-17,0.0
2018-06-05,-16.6667
2018-06-06,0.0
2018-06-07,0.0
2018-06-19,0.0
2018-06-22,0.0
2018-07-05,0.0
2018-07-06,0.0
2018-07-13,0.0
2018-07-16,0.0
2018-08-03,0.0
2018-08-14,-28.0
2018-08-27,-9.7222
2018-09-06,0.0
2018-09-19,0.0
2018-09-26,0.0
2018-10-01,115.3846
2018-10-03,-21.4286
2018-10-08,0.0
2018-10-18,-10.9091
2018-10-19,58.1633
2018-10-23,-53.5484
2018-10-25,-9.7222
2018-10-30,7.6923
2018-11-05,-7.1429
2018-11-19,0.0
2018-11-27,7.6923
2018-12-03,0.0
2018-12-07,0.0
2018-12-21,-7.1429
2019-01-03,0.0
2019-01-04,0.0
2019-01-09,0.0
2019-01-11,0.0
2019-01-22,0.0
2019-02-05,23.0769
2019-02-15,0.0
2019-02-20,-37.5
2019-02-22,0.0
2019-03-04,98.0
2019-03-05,31.3131
2019-03-06,61.5385
2019-03-07,-33.3333
2019-03-08,39.6786
2019-03-13,-33.5208
2019-03-14,-7.6923
2019-03-15,-33.3333
2019-03-21,0.0
2019-03-22,-6.25
2019-03-29,8.0
2019-04-02,0.0
2019-04-03,23.4568
2019-05-14,-19.0
2019-06-10,0.0
2019-06-19,0.0
2019-06-20,0.0
2019-07-15,35.8025
2019-08-12,-26.3636
2019-08-27,-18.5185
2019-08-30,-7.5758
2019-09-09,0.0
2019-09-24,191.8033
2019-09-25,-47.7528
2019-09-26,-13.9785
2019-09-30,1.25
2019-10-21,-1.2346
2019-10-25,-18.75
2019-11-04,23.0769
2019-11-13,0.0
2019-11-15,-23.75
2019-11-26,6.5574
2019-11-27,0.0
2019-11-29,-29.2308
2019-12-13,0.0
2020-01-22,-10.8696
2020-02-10,24.3902
2020-02-18,-21.5686
2020-02-20,0.0
2020-03-23,27.5
2020-04-28,0.0
2020-05-05,-35.2941
2020-05-08,27.2727
2020-05-29,88.0952
2020-06-04,25.3165
2020-06-09,-39.3939
2020-06-15,0.0
2020-06-18,-8.3333
2020-06-25,-18.1818
2020-07-29,0.0
