ticker,XFTB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-11-09,-9.0909
2015-11-11,0.0
2015-11-13,-5.0
2015-11-16,0.0
2015-11-27,0.0
2015-12-16,0.0
2016-01-05,-31.5789
2016-03-08,53.8462
2016-03-09,-10.0
2016-03-28,0.0
2016-03-29,0.0
2016-04-14,-33.3333
2016-04-15,0.0
2016-04-18,58.3333
2016-04-19,-21.0526
2016-05-17,-19.6
2016-06-03,-33.665
2016-06-15,17.5
2016-06-16,17.0213
2016-06-17,-14.5455
2016-06-20,-21.2766
2016-06-21,-6.4527
2016-06-22,-4.6587
2016-06-23,0.0
2016-06-24,6.0606
2016-06-27,2.8571
2016-06-28,11.1111
2016-06-29,12.5
2016-06-30,0.0
2016-07-01,-20.0
2016-07-05,11.1111
2016-07-06,0.0
2016-07-07,-17.25
2016-07-08,-0.3021
2016-07-11,-18.1818
2016-07-12,-14.8148
2016-07-13,30.4348
2016-07-14,-6.6667
2016-07-15,-14.2857
2016-07-18,-16.6667
2016-07-19,25.0
2016-07-20,0.0
2016-07-21,0.0
2016-07-25,-4.0
2016-07-26,4.1667
2016-07-27,-8.0
2016-07-28,-8.6957
2016-07-29,-9.5238
2016-08-01,21.0526
2016-08-02,8.6957
2016-08-03,0.0
2016-08-04,-11.925
2016-08-05,4.4564
2016-08-08,8.6957
2016-08-09,-28.05
2016-08-10,11.1883
2016-08-11,-5.0
2016-08-12,5.2632
2016-08-16,-15.0
2016-08-17,0.0
2016-08-18,0.0
2016-08-19,17.647100000000002
2016-08-22,0.0
2016-08-23,5.75
2016-08-24,-5.4374
2016-08-26,-20.0
2016-08-29,25.0
2016-08-31,0.0
2016-09-01,-20.0
2016-09-02,25.0
2016-09-07,-7.3125
2016-09-08,-5.5968
2016-09-09,6.2857
2016-09-13,-8.703
2016-09-14,-32.2782
2016-09-15,-25.5435
2016-09-16,-18.2482
2016-09-19,36.6071
2016-09-20,-5.8824
2016-09-21,0.0
2016-09-22,11.1111
2016-09-23,0.0
2016-09-26,0.0
2016-09-27,-29.875
2016-09-29,26.9162
2016-09-30,1.1236
2016-10-03,-22.0139
2016-10-04,28.228
2016-10-05,-20.9028
2016-10-06,-1.6681
2016-10-07,0.0
2016-10-10,27.1429
2016-10-11,0.0
2016-10-12,-16.8539
2016-10-13,21.6216
2016-10-14,0.0
2016-10-17,55.4167
2016-10-18,-21.3584
2016-10-19,27.2727
2016-10-20,0.0
2016-10-21,0.0
2016-10-24,-14.1964
2016-10-25,-0.1041
