ticker,MNKD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-07-28,0.5714
2004-07-29,-0.4972
2004-07-30,0.9993
2004-08-02,-0.9894
2004-08-03,0.2141
2004-08-04,-0.2849
2004-08-05,-15.7143
2004-08-06,-1.2711999999999999
2004-08-09,-2.1459
2004-08-10,4.9123
2004-08-11,0.0
2004-08-12,-4.6823
2004-08-13,-3.6842
2004-08-16,9.8361
2004-08-17,3.1509
2004-08-18,4.9035
2004-08-19,3.0651
2004-08-20,-0.3717
2004-08-23,0.1493
2004-08-24,0.0745
2004-08-25,0.5287
2004-08-26,0.2148
2004-08-27,-0.1478
2004-08-30,0.8882
2004-08-31,2.3478
2004-09-01,3.2258
2004-09-02,0.9722
2004-09-03,0.0688
2004-09-07,4.811
2004-09-08,2.9508
2004-09-09,1.7134
2004-09-10,2.1354
2004-09-13,5.2728
2004-09-14,-1.2231
2004-09-15,0.059
2004-09-16,3.4767
2004-09-17,3.5877
2004-09-20,3.9032
2004-09-21,13.9683
2004-09-22,2.5998
2004-09-23,7.2851
2004-09-24,-1.9401000000000002
2004-09-27,-1.2903
2004-09-28,-12.854
2004-09-29,7.65
2004-09-30,-6.9206
2004-10-01,-2.0958
2004-10-04,-3.16
2004-10-05,-6.9474
2004-10-06,-9.9548
2004-10-07,3.392
2004-10-08,0.7898
2004-10-11,7.7155000000000005
2004-10-12,-1.5669
2004-10-13,-5.9636
2004-10-14,-4.0566
2004-10-15,3.7177
2004-10-18,-5.407
2004-10-19,-4.1105
2004-10-20,0.3349
2004-10-21,3.8051
2004-10-22,2.2508
2004-10-25,0.7547
2004-10-26,3.6205
2004-10-27,0.6024
2004-10-28,3.9520999999999997
2004-10-29,0.9217
2004-11-01,-2.3402
2004-11-02,0.2338
2004-11-03,1.8659
2004-11-04,-0.9731
2004-11-05,-1.6185
2004-11-08,-1.4101
2004-11-09,6.615
2004-11-10,-1.8446
2004-11-11,-0.5125
2004-11-12,-0.8014
2004-11-15,-4.2123
2004-11-16,-3.0723
2004-11-17,-0.5594
2004-11-18,0.0
2004-11-19,-3.8125
2004-11-22,-2.5341
2004-11-23,4.7333
2004-11-24,1.1458
2004-11-26,0.0
2004-11-29,-1.1957
2004-11-30,0.0
2004-12-01,3.8217
2004-12-02,0.0613
2004-12-03,-1.2262
2004-12-06,-1.3035
2004-12-07,-3.7107
2004-12-08,4.4415
2004-12-09,-0.6254
2004-12-10,9.8175
2004-12-13,0.6877
2004-12-14,4.1548
2004-12-15,-2.0765
