ticker,PEBO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.7442
2000-01-04,-0.5917
2000-01-05,-0.5952
2000-01-06,0.5988
2000-01-07,0.0
2000-01-10,0.5952
2000-01-11,-0.5917
2000-01-12,-0.5952
2000-01-13,0.0
2000-01-14,-2.9939999999999998
2000-01-18,0.0
2000-01-21,3.7037
2000-01-24,-2.3810000000000002
2000-01-25,-2.7439
2000-01-26,0.0
2000-01-27,-0.9404
2000-01-28,1.2658
2000-01-31,-8.75
2000-02-01,4.1096
2000-02-02,-0.6579
2000-02-03,0.0
2000-02-04,2.9801
2000-02-07,-2.8939
2000-02-08,0.6623
2000-02-09,0.0
2000-02-10,1.3158
2000-02-11,-2.5974
2000-02-14,-2.0
2000-02-15,-0.6803
2000-02-16,1.3699
2000-02-17,-1.8919000000000001
2000-02-18,-3.0303
2000-02-22,6.25
2000-02-23,-2.2059
2000-02-24,-2.6316
2000-02-25,0.3861
2000-02-28,-2.6923
2000-02-29,1.1858
2000-03-01,0.0
2000-03-02,0.0
2000-03-03,0.0
2000-03-06,0.0
2000-03-07,0.0
2000-03-08,0.0
2000-03-09,0.0
2000-03-10,1.5625
2000-03-13,-0.6769
2000-03-14,0.0
2000-03-15,0.0
2000-03-16,0.0
2000-03-17,1.5625
2000-03-20,0.0
2000-03-21,0.0
2000-03-22,0.0
2000-03-23,0.0
2000-03-24,-0.7692
2000-03-27,0.0
2000-03-28,2.3256
2000-03-29,0.0
2000-03-30,-1.5152
2000-03-31,2.3077
2000-04-03,-1.5038
2000-04-04,0.0
2000-04-05,0.7634
2000-04-06,-0.7576
2000-04-07,0.7634
2000-04-10,-0.7576
2000-04-11,1.5267
2000-04-12,2.2556
2000-04-13,0.7353
2000-04-14,0.0
2000-04-17,2.1898
2000-04-18,-2.8571
2000-04-19,1.4706000000000001
2000-04-20,-0.7246
2000-04-24,0.7299
2000-04-25,0.0
2000-04-26,0.0
2000-04-27,0.0
2000-04-28,1.8115999999999999
2000-05-01,1.0676
2000-05-02,-0.7042
2000-05-03,0.0
2000-05-05,2.1277
2000-05-08,-0.6944
2000-05-09,0.6993
2000-05-10,-0.6944
2000-05-11,0.3497
2000-05-12,0.3484
2000-05-15,-2.7778
2000-05-16,1.0714
2000-05-17,-1.0601
2000-05-18,1.0714
2000-05-19,-3.8869
2000-05-22,0.7353
2000-05-23,-3.6496
2000-05-24,-6.0606
2000-05-25,0.8065
2000-05-26,-0.8
2000-05-30,-0.8065
2000-05-31,0.0
