ticker,EGRX US Equity
2014-07-02,-1.0417
2014-07-03,-0.3509
2014-07-07,1.5493000000000001
2014-07-08,-2.7739000000000003
2014-07-09,-1.4264999999999999
2014-07-10,-0.5065
2014-07-11,0.2909
2014-07-14,-1.2328000000000001
2014-07-15,-0.2937
2014-07-16,-0.7364
2014-07-17,-6.7507
2014-07-18,5.0915
2014-07-21,1.6276000000000002
2014-07-22,-2.6443
2014-07-23,-3.5195
2014-07-24,-1.5859999999999999
2014-07-25,2.0145
2014-07-28,-0.4739
2014-07-29,-6.2698
2014-07-30,-2.3709
2014-07-31,-1.431
2014-08-01,-6.0273
2014-08-04,-3.7453
2014-08-05,3.2101
2014-08-06,-0.9425
2014-08-07,-3.5205
2014-08-08,2.071
2014-08-11,6.1836
2014-08-12,-2.0928
2014-08-13,3.3922
2014-08-14,6.5169
2014-08-15,5.654
2014-08-18,3.4345
2014-08-19,-2.3166
2014-08-20,-0.6324
2014-08-21,-1.2729
2014-08-22,1.7728000000000002
2014-08-25,0.7918
2014-08-26,-0.7855
2014-08-27,0.6334
2014-08-28,-1.4949
2014-08-29,0.639
2014-09-02,-2.9762
2014-09-03,-2.0859
2014-09-04,-0.5848
2014-09-05,-3.4454000000000002
2014-09-08,5.309
2014-09-09,3.3058
2014-09-10,1.52
2014-09-11,-1.182
2014-09-12,0.9569
2014-09-15,-3.8705
2014-09-16,-0.4108
2014-09-17,4.538
2014-09-18,-1.105
2014-09-19,-2.1548
2014-09-22,-0.2855
2014-09-23,-0.4499
2014-09-24,-2.3007
2014-09-25,1.6821000000000002
2014-09-26,-2.9777
2014-09-29,3.6658
2014-09-30,4.0296
2014-10-01,-4.7431
2014-10-02,-0.4979
2014-10-03,3.5029
2014-10-06,0.4029
2014-10-07,-2.0064
2014-10-08,1.0647
2014-10-09,0.4862
2014-10-10,0.4839
2014-10-13,1.8458999999999999
2014-10-14,-1.4184
2014-10-15,-6.0751
2014-10-16,4.8511
2014-10-17,-1.6234
2014-10-20,0.495
2014-10-21,-1.5598999999999998
2014-10-22,1.0008
2014-10-23,1.8167
2014-10-24,0.0811
2014-10-27,-1.0535
2014-10-28,1.8018
2014-10-29,0.7241
2014-10-30,2.2364
2014-10-31,-1.0156
2014-11-03,-0.2368
2014-11-04,0.1582
2014-11-05,-1.1848
2014-11-06,1.1191
2014-11-07,-1.3439
2014-11-10,8.1731
2014-11-11,0.2222
2014-11-12,-5.3954
2014-11-13,-1.1719
2014-11-14,0.0791
2014-11-17,-1.2638
2014-11-18,-1.12
2014-11-19,1.2136
2014-11-20,1.279
2014-11-21,-1.6575
2014-11-24,0.8026
2014-11-25,3.0255
2014-11-26,-1.8547
2014-11-28,-0.7087
2014-12-01,-1.5859999999999999
2014-12-02,0.8058
2014-12-03,5.9952
2014-12-04,-2.0362
2014-12-05,3.5412
2014-12-08,-0.3717
2014-12-09,-2.8358
2014-12-10,-2.2273
2014-12-11,-0.3928
2014-12-12,4.4953
2014-12-15,-5.3585
2014-12-16,-0.1595
2014-12-17,3.6741
2014-12-18,1.3096999999999999
2014-12-19,2.6616
2014-12-22,0.0
2014-12-23,-0.3704
2014-12-24,1.2639
2014-12-26,2.2026
2014-12-29,0.7184
2014-12-30,1.2839
2014-12-31,9.1549
2015-01-02,14.2581
2015-01-05,-3.1621
2015-01-06,-1.5743
2015-01-07,3.6137
2015-01-08,0.9148
2015-01-09,3.1161
2015-01-12,-5.2198
2015-01-13,-3.5942
2015-01-14,-1.6837
2015-01-15,-6.1162
2015-01-16,3.1922
2015-01-20,-0.8207
2015-01-21,6.4927
2015-01-22,-1.9725000000000001
2015-01-23,15.3659
2015-01-26,0.3171
2015-01-27,0.1581
2015-01-28,-3.2614
2015-01-29,6.1446
2015-01-30,-0.5635
2015-02-02,-2.473
2015-02-03,-1.0037
2015-02-04,0.8004
2015-02-05,-0.3706
2015-02-06,-2.3379
2015-02-09,2.6659
2015-02-10,0.265
2015-02-11,-0.5285
2015-02-12,3.7725999999999997
2015-02-13,7.4245
2015-02-17,24.4042
2015-02-18,40.8046
2015-02-19,6.068
2015-02-20,-13.5967
2015-02-23,0.9501
2015-02-24,-0.2647
2015-02-25,0.8257
2015-02-26,0.2047
2015-02-27,-0.7589
2015-03-02,10.8235
2015-03-03,-2.6273999999999997
2015-03-04,2.8073
2015-03-05,0.7423
2015-03-06,-0.9737
2015-03-09,-1.8071000000000002
2015-03-10,-0.6766
2015-03-11,4.9591
2015-03-12,17.783
2015-03-13,1.587
2015-03-16,-8.7438
2015-03-17,0.0238
2015-03-18,0.2377
2015-03-19,-2.5136
2015-03-20,-0.2676
2015-03-23,3.2195
2015-03-24,-3.2609
2015-03-25,-4.0791
2015-03-26,1.3878
2015-03-27,-0.3391
2015-03-30,2.1169000000000002
2015-03-31,3.3810000000000002
2015-04-01,10.9334
2015-04-02,4.3039
2015-04-06,-3.0741
2015-04-07,0.6811
2015-04-08,-1.0359
2015-04-09,5.7894
2015-04-10,-0.4241
2015-04-13,12.391
2015-04-14,1.6601
2015-04-15,-1.0472
2015-04-16,-1.0762
2015-04-17,0.5258
2015-04-20,6.6198
2015-04-21,0.3384
2015-04-22,2.057
2015-04-23,0.6443
2015-04-24,-2.6592000000000002
2015-04-27,-7.8921
2015-04-28,1.721
2015-04-29,-1.4759
2015-04-30,-3.7267
2015-05-01,5.2751
2015-05-04,5.2632
2015-05-05,-5.1712
2015-05-06,2.6363
2015-05-07,-0.9148
2015-05-08,4.8118
2015-05-11,-1.135
2015-05-12,2.0219
2015-05-13,0.7726
2015-05-14,2.05
2015-05-15,-0.5063
2015-05-18,1.6743000000000001
2015-05-19,1.3884
2015-05-20,-1.8153000000000001
2015-05-21,3.7301
2015-05-22,2.0638
2015-05-26,-0.8732
2015-05-27,4.6515
2015-05-28,1.7572
2015-05-29,5.3983
2015-06-01,-0.1928
2015-06-02,0.1517
2015-06-03,3.7879
2015-06-04,-2.933
2015-06-05,4.4846
2015-06-08,-0.0393
2015-06-09,-0.576
2015-06-10,-1.817
2015-06-11,2.6955
2015-06-12,-0.8618
2015-06-15,1.4094
2015-06-16,7.2607
2015-06-17,-2.8699
2015-06-18,4.0519
2015-06-19,0.647
2015-06-22,6.6667
2015-06-23,-2.1763
2015-06-24,-0.6047
2015-06-25,-4.4536
2015-06-26,-1.0452
2015-06-29,-8.4618
2015-06-30,7.2414
2015-07-01,-2.9680999999999997
2015-07-02,-4.7158
2015-07-06,9.0289
2015-07-07,1.7176
2015-07-08,-7.1765
2015-07-09,4.4958
2015-07-10,6.0184
2015-07-13,3.5304
2015-07-14,3.1947
2015-07-15,-4.1497
2015-07-16,4.4783
2015-07-17,-0.5043
2015-07-20,-0.2093
2015-07-21,-3.1247
2015-07-22,6.4623
2015-07-23,0.8136
2015-07-24,-1.0088
2015-07-27,-2.1347
2015-07-28,1.7648000000000001
2015-07-29,2.0034
2015-07-30,2.1964
2015-07-31,-0.1653
2015-08-03,-0.5899
2015-08-04,3.0921
2015-08-05,1.5552000000000001
2015-08-06,-8.9698
2015-08-07,0.6336
2015-08-10,3.2892
2015-08-11,-16.742
2015-08-12,2.1459
2015-08-13,-10.0964
2015-08-14,-8.3162
2015-08-17,7.991
2015-08-18,-4.984
2015-08-19,0.9643
2015-08-20,-6.1216
2015-08-21,0.8941
2015-08-24,-0.9015
2015-08-25,7.0922
2015-08-26,13.7489
2015-08-27,2.5060000000000002
2015-08-28,3.3091
2015-08-31,-6.1193
2015-09-01,-2.126
2015-09-02,7.3751
2015-09-03,-5.7904
2015-09-04,1.3501
2015-09-08,6.5339
2015-09-09,-3.6917999999999997
2015-09-10,2.2753
2015-09-11,2.5148
2015-09-14,-0.3538
2015-09-15,1.3966
2015-09-16,-0.1051
2015-09-17,2.7226
2015-09-18,0.1024
2015-09-21,-7.1818
2015-09-22,3.4035
2015-09-23,1.6813
2015-09-24,-0.6404
2015-09-25,-8.7542
2015-09-28,-8.9777
2015-09-29,4.2331
2015-09-30,0.2166
2015-10-01,-1.1617
2015-10-02,1.4623
2015-10-05,-4.8761
2015-10-06,-3.8233
2015-10-07,-1.9582000000000002
2015-10-08,-0.4806
2015-10-09,2.7011
2015-10-12,-0.6318
2015-10-13,-9.0197
2015-10-14,2.9417
2015-10-15,6.1257
2015-10-16,1.1455
2015-10-19,2.4562
2015-10-20,-5.412
2015-10-21,-1.1231
2015-10-22,-10.2379
2015-10-23,6.0363
2015-10-26,1.8223
2015-10-27,4.3712
2015-10-28,0.7739
2015-10-29,-4.3518
2015-10-30,0.2991
2015-11-02,8.6957
2015-11-03,2.4693
2015-11-04,3.2413
2015-11-05,0.5187
2015-11-06,3.6393
2015-11-09,0.0786
2015-11-10,0.3011
2015-11-11,-5.5084
2015-11-12,-6.5064
2015-11-13,8.3924
2015-11-16,2.9171
2015-11-17,4.1192
2015-11-18,6.3351
2015-11-19,-2.8472
2015-11-20,1.0836
2015-11-23,0.6091
2015-11-24,4.3347
2015-11-25,1.6479
2015-11-27,4.9321
2015-11-30,-0.2938
2015-12-01,-1.6914
2015-12-02,-3.5076
2015-12-03,-3.6121
2015-12-04,5.6093
2015-12-07,-7.4246
2015-12-08,22.3267
2015-12-09,-5.0793
2015-12-10,-0.2313
2015-12-11,-3.667
2015-12-14,-0.7985
2015-12-15,8.9977
2015-12-16,1.0319
2015-12-17,-3.054
2015-12-18,0.3615
2015-12-21,1.9553
2015-12-22,-5.2589
2015-12-23,-2.7062
2015-12-24,-4.0517
2015-12-28,-0.6049
2015-12-29,4.4437
2015-12-30,-1.9019
2015-12-31,-0.6276
2016-01-04,-2.842
2016-01-05,-0.859
2016-01-06,-2.6695
2016-01-07,2.3938
2016-01-08,-3.7594
2016-01-11,-1.9165
2016-01-12,5.8867
2016-01-13,-6.8289
2016-01-14,-0.7569
2016-01-15,-2.1991
2016-01-19,-1.4426999999999999
2016-01-20,2.5979
2016-01-21,-6.5424
2016-01-22,3.9609
2016-01-25,-2.6326
2016-01-26,-3.5598
2016-01-27,-6.5652
2016-01-28,12.2437
2016-01-29,-3.4121
2016-02-01,-0.8762
2016-02-02,-5.1915
2016-02-03,-7.1185
2016-02-04,-1.4022000000000001
2016-02-05,-4.3956
2016-02-08,-9.7701
2016-02-09,-1.9108
2016-02-10,2.8457
2016-02-11,-0.8171
2016-02-12,7.9948
2016-02-16,-1.9764
2016-02-17,11.7085
2016-02-18,-2.4224
2016-02-19,5.3545
2016-02-22,-6.6533
2016-02-23,-1.3859
2016-02-24,1.2046000000000001
2016-02-25,9.6049
2016-02-26,2.8808
2016-02-29,-7.0664
2016-03-01,5.9789
2016-03-02,3.9297
2016-03-03,-6.4595
2016-03-04,-2.7561
2016-03-07,3.7789
2016-03-08,-4.7337
2016-03-09,-1.5767
2016-03-10,-2.0227
2016-03-11,2.0809
2016-03-14,-2.3621
2016-03-15,-7.1085
2016-03-16,1.1238
2016-03-17,-5.3096
2016-03-18,-18.964199999999998
2016-03-21,-5.1954
2016-03-22,4.9709
2016-03-23,-4.2966
2016-03-24,-6.6377
2016-03-28,-2.1458
2016-03-29,5.0727
2016-03-30,-1.7852999999999999
2016-03-31,3.6866
2016-04-01,0.4198
2016-04-04,-1.7949000000000002
2016-04-05,-1.9529
2016-04-06,2.9111000000000002
2016-04-07,0.7692
2016-04-08,-1.4036
2016-04-11,-9.1159
2016-04-12,-6.5677
2016-04-13,8.5
2016-04-14,-0.2169
2016-04-15,1.1138
2016-04-18,3.3853
2016-04-19,-3.6642
2016-04-20,1.1869
2016-04-21,9.3308
2016-04-22,0.1219
2016-04-25,0.5845
2016-04-26,-2.4213
2016-04-27,-1.6129
2016-04-28,-1.0088
2016-04-29,-3.5414
2016-05-02,4.6223
2016-05-03,3.282
2016-05-04,-8.1398
2016-05-05,-3.5125
2016-05-06,-1.4064999999999999
2016-05-09,12.1399
2016-05-10,4.8391
2016-05-11,-8.4463
2016-05-12,4.08
2016-05-13,5.5181000000000004
2016-05-16,4.5906
2016-05-17,-2.3529
2016-05-18,6.3021
2016-05-19,-3.204
2016-05-20,4.3008
2016-05-23,2.8712999999999997
2016-05-24,3.6516
2016-05-25,-0.8099
2016-05-26,-4.9806
2016-05-27,0.3867
2016-05-31,1.712
2016-06-01,2.651
2016-06-02,1.1273
2016-06-03,-11.2687
2016-06-06,0.0
2016-06-07,-2.6725
2016-06-08,-1.7132
2016-06-09,-0.979
2016-06-10,27.8032
2016-06-13,-4.0566
2016-06-14,-5.88
2016-06-15,-2.4237
2016-06-16,0.257
2016-06-17,-4.3785
2016-06-20,-8.9569
2016-06-21,-3.5819
2016-06-22,-2.5445
2016-06-23,2.8721
2016-06-24,-7.6904
2016-06-27,-4.2068
2016-06-28,7.4053
2016-06-29,4.0086
2016-06-30,-0.334
2016-07-01,1.5984
2016-07-05,4.0599
2016-07-06,5.0232
2016-07-07,0.1625
2016-07-08,-0.8345
2016-07-11,4.1608
2016-07-12,1.7056
2016-07-13,-0.7282
2016-07-14,3.7564
2016-07-15,1.4139
2016-07-18,-0.0211
2016-07-19,-7.3738
2016-07-20,4.7217
2016-07-21,-0.7188
2016-07-22,0.6801
2016-07-25,0.5448
2016-07-26,-0.8886
2016-07-27,2.646
2016-07-28,-4.6442
2016-07-29,-3.6193
2016-08-01,7.9509
2016-08-02,0.1933
2016-08-03,4.9078
2016-08-04,0.1021
2016-08-05,1.102
2016-08-08,-2.3819
2016-08-09,14.6195
2016-08-10,3.3015
2016-08-11,6.4443
2016-08-12,1.8048
2016-08-15,-2.2401
2016-08-16,1.9453
2016-08-17,-1.6818
2016-08-18,-2.5164
2016-08-19,2.2271
2016-08-22,-1.1223
2016-08-23,3.9392
2016-08-24,-7.4193
2016-08-25,2.1162
2016-08-26,2.3102
2016-08-29,0.166
2016-08-30,1.0443
2016-08-31,-1.9849
2016-09-01,-1.2218
2016-09-02,2.2365
2016-09-06,2.7511
2016-09-07,-0.0806
2016-09-08,0.3874
2016-09-09,-3.1999
2016-09-12,3.6711
2016-09-13,-1.7786
2016-09-14,-0.3915
2016-09-15,1.0809
2016-09-16,-1.2476
2016-09-19,-0.0656
2016-09-20,6.6327
2016-09-21,1.8784
2016-09-22,0.8765
2016-09-23,-0.7041
2016-09-26,-0.1509
2016-09-27,5.349
2016-09-28,0.8606
2016-09-29,-0.4977
2016-09-30,0.0429
2016-10-03,-0.6714
2016-10-04,-0.5609
2016-10-05,-0.1157
2016-10-06,-6.7478
2016-10-07,-0.7298
2016-10-10,5.2401
2016-10-11,-3.8346999999999998
2016-10-12,-2.0711
2016-10-13,0.3157
2016-10-14,0.3304
2016-10-17,-1.4113
2016-10-18,3.4993
2016-10-19,0.8145
2016-10-20,-0.1829
2016-10-21,-0.7636
2016-10-24,-0.0769
2016-10-25,-0.6314
2016-10-26,-1.9994
2016-10-27,-1.5183
2016-10-28,-2.3286
2016-10-31,-8.1223
2016-11-01,2.4338
2016-11-02,18.9727
2016-11-03,4.4053
2016-11-04,5.429
2016-11-07,-0.4936
2016-11-08,-1.9842
2016-11-09,11.7905
2016-11-10,3.0466
2016-11-11,-5.6044
2016-11-14,4.5535
2016-11-15,-1.3715
2016-11-16,-7.575
2016-11-17,3.1807
2016-11-18,0.6907
2016-11-21,0.343
2016-11-22,-2.2914
2016-11-23,3.3817
2016-11-25,-0.1629
2016-11-28,-2.7366
2016-11-29,0.8518
2016-11-30,1.0493999999999999
2016-12-01,-5.8384
2016-12-02,1.1432
2016-12-05,3.5904
2016-12-06,2.4775
2016-12-07,-4.5472
2016-12-08,0.4856
2016-12-09,-0.9403
2016-12-12,-2.3731
2016-12-13,-0.6617
2016-12-14,1.7401
2016-12-15,-0.0534
2016-12-16,0.5348
2016-12-19,0.3457
2016-12-20,2.2661
2016-12-21,-2.028
2016-12-22,-0.0331
2016-12-23,7.0786
2016-12-27,-1.3098
2016-12-28,-1.9281000000000001
2016-12-29,0.6
2016-12-30,0.6853
2017-01-03,0.9705
2017-01-04,6.0042
2017-01-05,-3.203
2017-01-06,-8.5523
2017-01-09,-9.4053
2017-01-10,-2.5698
2017-01-11,-5.3052
2017-01-12,5.6343
2017-01-13,4.4297
2017-01-17,0.6781
2017-01-18,0.4156
2017-01-19,-5.8798
2017-01-20,0.0607
2017-01-23,1.2123
2017-01-24,-0.2994
2017-01-25,-1.7871000000000001
2017-01-26,0.9939
2017-01-27,1.0598
2017-01-30,-1.0936
2017-01-31,4.8319
2017-02-01,-1.2426
2017-02-02,0.4974
2017-02-03,3.3921
2017-02-06,-0.1126
2017-02-07,-2.1145
2017-02-08,1.3105
2017-02-09,2.3028
2017-02-10,0.0278
2017-02-13,-2.7643
2017-02-14,2.3571
2017-02-15,2.3029
2017-02-16,-0.0409
2017-02-17,1.1601
2017-02-21,-0.7151
2017-02-22,-1.8753
2017-02-23,4.5285
2017-02-24,0.5962
2017-02-27,2.6734999999999998
2017-02-28,-1.629
2017-03-01,-0.5868
2017-03-02,-1.5084
2017-03-03,3.862
2017-03-06,-0.5514
2017-03-07,-0.6704
2017-03-08,-0.3375
2017-03-09,1.9276
2017-03-10,1.4056
2017-03-13,0.8821
2017-03-14,-0.0625
2017-03-15,2.5497
2017-03-16,-1.7428
2017-03-17,0.8063
2017-03-20,2.5717
2017-03-21,-7.1137
2017-03-22,3.4483
2017-03-23,2.1598
2017-03-24,-2.383
2017-03-27,3.8057
2017-03-28,-1.2904
2017-03-29,1.3928
2017-03-30,-0.1446
2017-03-31,0.0845
2017-04-03,0.5064
2017-04-04,1.7393999999999998
2017-04-05,-2.2757
2017-04-06,3.8247999999999998
2017-04-07,1.2435
2017-04-10,-1.5381
2017-04-11,-0.1399
2017-04-12,1.3775
2017-04-13,0.5067
2017-04-17,-1.4322
2017-04-18,-1.0461
2017-04-19,2.4081
2017-04-20,3.4297
2017-04-21,-1.3862999999999999
2017-04-24,-0.1799
2017-04-25,-0.4281
2017-04-26,1.2559
2017-04-27,1.151
2017-04-28,0.0773
2017-05-01,-2.859
2017-05-02,0.3182
2017-05-03,-0.3172
2017-05-04,-0.6932
2017-05-05,2.4602
2017-05-08,-3.5738
2017-05-09,3.1851
2017-05-10,8.7103
2017-05-11,-1.8378999999999999
2017-05-12,0.1893
2017-05-15,-13.5958
2017-05-16,0.3402
2017-05-17,-3.7539
2017-05-18,0.9185
2017-05-19,-0.6732
2017-05-22,-2.661
2017-05-23,-2.1019
2017-05-24,0.6059
2017-05-25,-3.26
2017-05-26,1.5158
2017-05-30,-0.5199
2017-05-31,-2.238
2017-06-01,-0.4112
2017-06-02,-0.8809
2017-06-05,-1.2637
2017-06-06,-0.3797
2017-06-07,2.0189
2017-06-08,1.1486
2017-06-09,-1.5324
2017-06-12,-3.7377000000000002
2017-06-13,4.489
2017-06-14,0.8979
2017-06-15,0.1917
2017-06-16,0.082
2017-06-19,3.9323
2017-06-20,1.1823
2017-06-21,4.8818
2017-06-22,0.2971
2017-06-23,0.8146
2017-06-26,1.4324
2017-06-27,-3.3917
2017-06-28,0.6872
2017-06-29,-2.1591
2017-06-30,0.0507
2017-07-03,1.5465
2017-07-05,4.2067
2017-07-06,-2.1921
2017-07-07,0.3552
2017-07-10,-4.3568
2017-07-11,-0.2552
2017-07-12,-1.6502
2017-07-13,-0.4162
2017-07-14,-1.0841
2017-07-17,1.0168
2017-07-18,-2.3007
2017-07-19,-1.552
2017-07-20,0.0544
2017-07-21,2.1462
2017-07-24,-3.1915
2017-07-25,-3.7912
2017-07-26,-23.8007
2017-07-27,-0.8057
2017-07-28,-4.6468
2017-07-31,-2.6347
2017-08-01,-0.1424
2017-08-02,-1.0799
2017-08-03,-2.3687
2017-08-04,0.8439
2017-08-07,-2.4686
2017-08-08,0.3218
2017-08-09,5.0887
2017-08-10,1.8718
2017-08-11,11.1244
2017-08-14,-0.1618
2017-08-15,-2.6103
2017-08-16,3.0869
2017-08-17,0.4483
2017-08-18,-3.3202
2017-08-21,-0.2954
2017-08-22,1.0741
2017-08-23,-2.4551
2017-08-24,2.1788
2017-08-25,1.3603
2017-08-28,2.3758
2017-08-29,-3.4367
2017-08-30,-0.2201
2017-08-31,0.3126
2017-09-01,3.2991
2017-09-05,0.2839
2017-09-06,3.1493
2017-09-07,-1.3035999999999999
2017-09-08,2.8154
2017-09-11,1.4537
2017-09-12,0.5665
2017-09-13,-0.9278
2017-09-14,-1.2709
2017-09-15,1.8123
2017-09-18,-3.9095
2017-09-19,-1.5062
2017-09-20,0.0879
2017-09-21,0.7903
2017-09-22,0.4008
2017-09-25,1.0413000000000001
2017-09-26,0.876
2017-09-27,0.017
2017-09-28,-0.0511
2017-09-29,1.5840999999999998
2017-10-02,2.0624
2017-10-03,-0.6243
2017-10-04,-1.7358
2017-10-05,0.6393
2017-10-06,-2.6245000000000003
2017-10-09,-4.206
2017-10-10,-1.8458999999999999
2017-10-11,-2.4101
2017-10-12,-1.4593
2017-10-13,-2.1264
2017-10-16,-1.9399
2017-10-17,-1.7606000000000002
2017-10-18,-0.1208
2017-10-19,1.875
2017-10-20,2.9092000000000002
2017-10-23,-0.0192
2017-10-24,3.4814
2017-10-25,2.1375
2017-10-26,-1.5833
2017-10-27,2.9031000000000002
2017-10-30,-6.5229
2017-10-31,3.3256
2017-11-01,-0.3163
2017-11-02,-0.0373
2017-11-03,3.286
2017-11-06,2.9465
2017-11-07,-2.5637
2017-11-08,3.7664
2017-11-09,-7.2074
2017-11-10,3.4999000000000002
2017-11-13,-2.3146
2017-11-14,2.1103
2017-11-15,1.7223000000000002
2017-11-16,1.5505
2017-11-17,0.7371
2017-11-20,-0.9582
2017-11-21,0.1759
2017-11-22,-0.2107
2017-11-24,0.4047
2017-11-27,-2.5587
2017-11-28,2.446
2017-11-29,2.1243
2017-11-30,1.53
2017-12-01,0.1016
2017-12-04,2.8924
2017-12-05,-4.6359
2017-12-06,0.2241
2017-12-07,-1.0664
2017-12-08,1.1127
2017-12-11,2.6135
2017-12-12,-3.6193
2017-12-13,2.1036
2017-12-14,-5.1933
2017-12-15,3.0891
2017-12-18,-3.9024
2017-12-19,1.7223000000000002
2017-12-20,-4.2951
2017-12-21,2.0112
2017-12-22,-0.7484
2017-12-26,0.7173
2017-12-27,-1.0957
2017-12-28,1.0709
2017-12-29,-2.4114
2018-01-02,8.9667
2018-01-03,0.8246
2018-01-04,-0.1874
2018-01-05,0.956
2018-01-08,-1.3357999999999999
2018-01-09,0.8398
2018-01-10,1.0197
2018-01-11,5.249
2018-01-12,-0.7513
2018-01-16,-3.4788
2018-01-17,-2.3861
2018-01-18,0.7179
2018-01-19,-0.1358
2018-01-22,2.9572000000000003
2018-01-23,0.5777
2018-01-24,-1.9038
2018-01-25,0.3179
2018-01-26,-0.2502
2018-01-29,3.7118
2018-01-30,-4.8525
2018-01-31,1.2708
2018-02-01,-0.5688
2018-02-02,-1.7835999999999999
2018-02-05,-2.1415
2018-02-06,2.1709
2018-02-07,2.0391
2018-02-08,-5.8438
2018-02-09,1.3197999999999999
2018-02-12,4.5415
2018-02-13,2.5257
2018-02-14,1.2974
2018-02-15,5.1394
2018-02-16,-0.1079
2018-02-20,-2.8249
2018-02-21,0.7943
2018-02-22,2.4744
2018-02-23,2.8299
2018-02-26,-8.8842
2018-02-27,-6.3033
2018-02-28,-1.6468
2018-03-01,-2.1019
2018-03-02,-2.4199
2018-03-05,1.9019
2018-03-06,2.2873
2018-03-07,2.0572
2018-03-08,2.156
2018-03-09,-1.0638
2018-03-12,1.1967
2018-03-13,-3.9931
2018-03-14,-0.6069
2018-03-15,-5.37
2018-03-16,2.2965
2018-03-19,-3.1354
2018-03-20,0.3256
2018-03-21,3.4746
2018-03-22,-1.7528000000000001
2018-03-23,-1.9155
2018-03-26,0.4787
2018-03-27,1.048
2018-03-28,-1.6406
2018-03-29,1.0161
2018-04-02,-2.733
2018-04-03,0.5659
2018-04-04,2.6387
2018-04-05,-1.6446
2018-04-06,-0.0577
2018-04-09,-0.2308
2018-04-10,0.8288
2018-04-11,1.5102
2018-04-12,-1.8643999999999998
2018-04-13,0.5757
2018-04-16,2.1942
2018-04-17,0.3734
2018-04-18,3.9063
2018-04-19,-1.2530999999999999
2018-04-20,-0.3988
2018-04-23,0.5461
2018-04-24,-0.4164
2018-04-25,0.2
2018-04-26,-3.8099
2018-04-27,1.8295
2018-04-30,-3.6673
2018-05-01,1.5766
2018-05-02,-0.6814
2018-05-03,0.648
2018-05-04,6.0216
2018-05-07,0.6608
2018-05-08,2.9986
2018-05-09,3.5831
2018-05-10,3.7419000000000002
2018-05-11,5.1138
2018-05-14,-1.6013
2018-05-15,2.2939
2018-05-16,2.6212
2018-05-17,1.2697
2018-05-18,-4.7091
2018-05-21,-1.377
2018-05-22,3.2113
2018-05-23,-1.0371
2018-05-24,2.2175
2018-05-25,-0.8321
2018-05-29,-1.843
2018-05-30,2.1829
2018-05-31,0.7021
2018-06-01,-0.3709
2018-06-04,0.7743
2018-06-05,-0.6501
2018-06-06,2.6026
2018-06-07,-1.6234
2018-06-08,6.1441
2018-06-11,-0.7635
2018-06-12,4.0565
2018-06-13,2.9977
2018-06-14,-4.1504
2018-06-15,-2.0016
2018-06-18,1.1672
2018-06-19,3.4336
2018-06-20,-1.1552
2018-06-21,1.6255
2018-06-22,0.4759
