ticker,BRBS US Equity
2008-08-13,3.2258
2009-01-14,-12.5
2009-01-20,7.1429
2009-01-22,-8.8889
2009-02-02,4.878
2009-03-13,-18.6047
2009-04-22,28.5714
2009-06-05,0.0
2009-06-09,-4.4444
2009-12-21,4.6512
2010-08-24,11.2222
2010-08-26,-0.0999
2010-09-02,0.0
2010-10-28,0.0
2010-11-01,0.0
2010-11-03,0.1
2010-11-04,29.8701
2010-11-11,-3.8462
2010-11-22,-16.0
2010-11-29,-4.6667
2010-12-01,0.0
2010-12-16,-0.0999
2010-12-17,-0.1
2010-12-20,2.6026
2010-12-28,0.0
2011-01-04,-2.439
2011-01-06,2.5
2011-01-12,-2.439
2011-01-21,2.5
2011-03-10,0.0
2011-03-17,-2.3415
2011-03-18,-0.0999
2011-03-21,0.0
2011-03-22,0.0
2011-05-11,2.5
2011-05-23,-2.439
2011-07-15,1.4199
2011-07-18,0.1
2011-07-19,-0.0999
2011-07-20,1.0
2011-07-28,3.9604
2011-08-04,0.0
2011-08-24,-4.2857
2011-09-19,-0.398
2011-10-11,-7.4925
2011-11-30,9.5032
2012-01-06,2.5
2012-01-17,0.0
2012-01-18,0.0
2012-02-21,-2.3415
2012-02-23,9.8901
2012-03-02,-1.3636
2012-04-04,-2.5522
2012-04-18,4.7619
2012-04-19,0.0
2012-04-20,-2.5455
2012-04-23,0.0
2012-04-26,2.6119
2012-05-04,0.0
2012-06-07,-9.3822
2012-06-18,-0.5051
2012-07-03,-5.5838
2012-07-11,2.1505
2012-08-15,4.2105
2012-08-17,0.0
2012-08-23,4.8485
2012-08-24,-3.5645
2012-08-28,-0.0999
2012-09-12,3.2746
2012-09-20,7.3171
2012-10-03,0.0
2012-10-04,0.0
2012-10-23,0.0
2012-11-05,-8.1818
2012-11-09,3.9604
2012-11-19,-4.7619
2012-11-28,5.75
2012-12-27,0.0
2013-01-23,0.0
2013-02-05,0.0
2013-02-12,0.0
2013-03-05,-1.4285999999999999
2013-03-14,0.779
2013-03-21,1.4493
2013-03-25,0.0
2013-04-01,0.0
2013-04-05,0.0
2013-04-09,-4.7619
2013-04-10,0.0
2013-05-02,-4.5
2013-05-13,9.9476
2013-05-15,0.0
2013-05-23,0.0
2013-05-24,-4.7619
2013-06-03,-0.1
2013-06-05,0.9009
2013-06-10,0.0
2013-06-12,0.0
2013-07-11,-4.0
2013-07-12,-1.0417
2013-07-16,5.2632
2013-07-23,-2.5
2013-08-02,0.5128
2013-08-19,7.1429
2013-08-29,4.7619
2013-09-03,-2.2727
2013-09-06,30.2326
2013-09-17,0.5747
2013-11-19,8.9286
2013-11-22,34.4262
2013-12-02,-36.2745
2013-12-03,-7.6923
2013-12-13,33.3333
2014-01-06,-25.0
2014-01-07,0.0
2014-01-09,4.0833
2014-01-16,-0.7206
2014-02-24,5.3225999999999996
2014-02-25,7.1975
2014-03-07,0.8639
2014-03-13,-0.0714
2014-03-14,0.7143
2014-03-19,0.7092
2014-03-20,0.6338
2014-03-24,4.9685
2014-03-26,6.6
2014-04-04,-4.6279
2014-05-02,0.3279
2014-07-09,5.3325
2014-07-18,1.0625
2014-08-22,4.5145
2014-08-29,0.5917
2014-09-03,0.0
2014-10-15,2.1314
2014-10-21,4.3478
2014-11-05,0.0
2014-11-11,0.0
2014-11-18,1.1111
2014-11-20,0.0
2014-12-02,16.0862
2015-01-05,-31.4286
2015-01-06,4.1667
2015-01-13,-1.6
2015-01-30,8.4011
2015-04-02,5.4454
2015-06-01,-4.4776
2015-07-20,7.0192
2015-08-19,-0.0588
2015-08-20,-5.1795
2015-10-02,-3.0947
2015-10-07,-4.8387
2015-10-23,6.7797
2015-11-06,3.1746
2015-11-11,4.6154
2015-11-19,-4.4118
2015-11-20,0.0
2016-01-05,0.7127
2016-01-08,1.5385
2016-01-13,0.0
2016-01-14,2.9697
2016-02-16,-4.3555
2016-02-22,4.3077
2016-03-07,0.885
2016-03-08,-4.6784
2016-03-15,3.9877000000000002
2016-03-17,1.5782
2016-03-23,-0.5848
2016-03-29,-2.9412000000000003
2016-03-30,1.5152
2016-03-31,3.8806000000000003
2016-04-07,2.0115
2016-04-08,-0.2817
2016-04-14,0.0
2016-04-18,1.1299
2016-05-11,3.9106
2016-06-03,-3.2258
2016-06-14,-0.2778
2016-06-28,12.1548
2016-07-05,-2.5
2016-07-20,-2.5641
2016-07-22,-0.2632
2016-07-27,-1.0554
2016-08-01,-0.2667
2016-08-16,-0.2139
2016-08-18,-2.1972
2016-08-23,4.1096
2016-08-24,1.0526
2016-08-25,0.0
2016-08-30,1.8229
2016-09-09,0.5064
2016-09-15,1.7864
2016-09-16,5.0
2016-09-19,13.6548
2016-09-22,-1.0526
2016-09-23,0.0
2016-10-05,-2.1277
2016-10-19,-1.087
2016-10-31,0.0
2016-11-04,1.0945
2016-11-07,2.1784
2016-11-08,-2.1277
2016-11-17,2.1739
2016-11-21,-2.1277
2016-11-28,0.0
2016-12-07,-0.3605
2016-12-08,-0.5263
2016-12-09,-2.9981999999999998
2016-12-16,0.0
2016-12-20,2.2727
2016-12-22,-1.1111
2016-12-27,2.2472
2017-01-03,0.0
2017-01-11,-3.2967
2017-01-12,-1.1364
2017-01-13,-0.1839
2017-01-17,0.1842
2017-01-19,-1.1494
2017-02-03,2.2791
2017-02-10,-5.6389
2017-02-22,0.0
2017-02-23,1.2048
2017-02-24,0.0
2017-02-27,-1.6667
2017-03-03,-1.2107
2017-03-09,0.4902
2017-03-14,1.9512
2017-03-22,-0.1444
2017-04-04,1.6867
2017-04-05,1.6588
2017-04-17,-0.2331
2017-04-18,-3.0374
2017-04-19,4.0964
2017-04-25,-0.2315
2017-05-01,0.232
2017-05-08,0.0
2017-05-09,0.0
2017-05-10,0.0
2017-05-11,0.0
2017-05-15,0.0
2017-05-17,0.0
2017-05-18,1.3889
2017-05-19,0.4566
2017-05-23,-0.4545
2017-05-31,0.0
2017-06-01,0.411
2017-06-02,-0.6367
2017-06-06,0.6865
2017-06-08,-1.1364
2017-06-09,1.1494
2017-06-12,0.0
2017-06-13,1.1364
2017-06-19,-1.1236
2017-06-20,0.0
2017-06-21,-1.1364
2017-06-23,-0.3678
2017-06-28,2.0882
2017-06-29,4.5455
2017-06-30,-3.8696
2017-07-03,0.0
2017-07-05,-0.4975
2017-07-06,0.0
2017-07-07,0.0
2017-07-10,0.0
2017-07-11,0.0
2017-07-12,0.0
2017-07-13,0.0
2017-07-14,0.0
2017-07-19,2.2727
2017-07-21,-5.5111
2017-07-25,1.1289
2017-07-31,4.6512
2017-08-01,-2.2222
2017-08-04,4.5455
2017-08-07,-2.2174
2017-08-10,-2.1787
2017-08-22,9.0909
2017-08-23,25.0
2017-08-29,-23.75
2017-08-30,1.6393
2017-08-31,0.0
2017-09-05,0.0
2017-09-06,0.3226
2017-09-08,6.1093
2017-09-11,-7.8788
2017-09-12,0.0
2017-09-13,0.3289
2017-09-15,2.1639
2017-09-18,3.2258
2017-09-19,0.0
2017-09-21,0.0
2017-09-22,0.0
2017-09-27,5.0
2017-10-05,-6.25
2017-10-09,3.1746
2017-10-11,0.0
2017-10-13,-1.5385
2017-10-17,1.5625
2017-10-18,-1.5385
2017-10-20,1.5625
2017-10-23,0.0
2017-10-26,0.0
2017-10-30,0.0
2017-10-31,-0.9231
2017-11-09,0.6211
2017-11-13,10.4321
2017-11-29,-9.1615
2017-12-06,1.7168
2017-12-07,0.0
2017-12-12,3.3435
2017-12-15,0.0
2017-12-18,-0.0588
2017-12-21,0.0
2017-12-22,0.5886
2017-12-26,-0.5266
2017-12-27,0.0
2017-12-28,0.0
2017-12-29,0.0
2018-01-02,0.0
2018-01-03,0.5882
2018-01-05,0.0
2018-01-10,-0.5848
2018-01-11,0.0
2018-01-12,0.0
2018-01-16,0.0
2018-01-17,4.1176
2018-01-19,0.2825
2018-01-22,0.338
2018-01-23,2.4705
2018-01-30,-2.1918
2018-02-12,0.0
2018-02-13,0.0
2018-02-14,0.0
2018-02-20,0.0
2018-02-21,-1.9607999999999999
2018-02-23,0.5143
2018-02-28,0.9665
2018-03-09,1.3514
2018-03-15,11.1056
2018-03-16,0.005
2018-03-20,5.0
2018-03-27,-13.7931
2018-04-10,-2.7778
2018-04-12,0.2857
2018-04-13,-0.2849
2018-04-16,0.0
2018-04-17,-2.0
2018-04-18,0.2915
2018-04-20,1.093
2018-04-23,1.7368000000000001
2018-04-26,1.7524
2018-05-25,4.1667
2018-05-29,-5.3333
2018-05-30,4.5634
2018-06-13,-1.6703000000000001
2018-06-19,0.274
2018-06-21,-1.0929
2018-06-22,0.0
2018-06-25,0.0
2018-06-26,1.0579
2018-06-27,-0.8264
2018-07-02,13.8889
2018-07-03,-7.3171
2018-07-05,18.4211
2018-07-06,11.1111
2018-07-09,0.0
2018-07-11,8.0
2018-07-13,-11.1111
2018-07-17,-8.125
2018-07-18,-8.6168
2018-07-23,1.7469000000000001
2018-07-24,0.039
2018-07-25,-0.7801
2018-07-26,-0.4914
2018-07-27,0.0
2018-07-31,-0.7407
2018-08-01,1.99
2018-08-08,0.9707
2018-08-09,-2.6523
2018-08-10,0.0
2018-08-13,-0.7444
2018-08-14,0.0
2018-08-22,-0.05
2018-08-23,0.05
2018-08-27,-1.0
2018-09-04,-1.2626
2018-09-11,-1.5345
2018-09-12,-0.2597
2018-09-25,-1.6263999999999998
2018-09-28,1.3333
2018-10-04,-1.3158
2018-10-05,-0.8
2018-10-11,0.0
2018-10-12,-1.8817
2018-10-17,0.0548
2018-10-18,1.862
2018-10-22,2.4194
2018-10-23,1.3123
2018-10-25,0.9845
2018-10-29,-7.3884
2018-10-30,-0.277
2018-10-31,-0.2778
2018-11-01,-1.3928
2018-11-02,-0.2825
2018-11-05,-0.8499
2018-11-06,0.5714
2018-11-07,2.8409
2018-11-20,-3.3149
2018-11-23,0.0571
2018-11-26,-0.6282
2018-11-27,0.0
2018-11-28,-0.8621
2018-12-04,0.0
2018-12-06,-0.5797
2018-12-07,1.4109
2018-12-11,-1.4493
2018-12-14,1.4706000000000001
2018-12-17,-1.4493
2018-12-18,1.4706000000000001
2018-12-19,-2.8986
2018-12-21,0.2985
2018-12-28,1.25
2018-12-31,1.4109
2019-01-02,-1.4493
2019-01-03,5.8824
2019-01-10,-8.3333
2019-01-24,3.0303
2019-01-30,-2.9412000000000003
2019-02-01,1.5152
2019-02-13,10.4478
2019-02-15,0.5405
2019-02-22,0.0
2019-02-26,-9.6774
2019-03-11,1.7856999999999998
2019-03-12,0.0
2019-04-15,5.2632
2019-04-22,0.0
2019-04-23,-0.5602
2019-04-24,6.7606
2019-04-25,1.847
2019-04-29,2.3316
2019-05-02,0.5063
2019-05-03,0.5038
2019-05-06,2.7569
2019-05-07,-0.4878
2019-05-08,-1.9607999999999999
2019-05-09,6.5
2019-05-14,5.6338
2019-05-16,0.0
2019-05-31,0.0
2019-06-10,-8.8889
2019-06-11,0.0
2019-06-14,0.0
2019-07-29,-3.6227
2019-08-05,-1.3761
2019-08-06,1.5504
2019-08-08,0.2545
2019-08-09,0.2538
2019-08-12,1.0127
2019-08-13,3.7594
2019-08-14,1.4493
2019-08-15,-4.7619
2019-08-21,2.25
2019-08-23,-0.2445
2019-08-27,0.4902
2019-09-19,-0.7317
2019-09-24,6.3514
2019-09-25,-2.3256
2019-09-26,-4.7619
2019-10-10,2.5
2019-10-14,0.0
2019-10-16,2.439
2019-10-17,0.0
2019-10-24,-0.9524
2019-10-28,0.0
2019-10-30,-2.8846
2019-10-31,2.7228
2019-11-01,0.1735
2019-11-04,-2.3381
2019-11-05,3.399
2019-11-06,0.0476
2019-11-07,-3.5714
2019-11-14,1.2346
2019-11-18,0.0
2019-11-19,0.2927
2019-11-21,-0.2432
2019-11-22,0.4388
2019-11-27,0.1942
2019-12-02,0.0484
2019-12-03,1.2107
2019-12-04,-0.1435
2019-12-05,1.3057
2019-12-06,0.0
2019-12-09,-1.619
2019-12-11,0.0
2019-12-12,8.4221
2019-12-18,-7.3661
2019-12-24,-0.1928
2019-12-26,0.7566
2019-12-27,-1.2781
2019-12-30,-1.167
2019-12-31,2.8999
2020-01-02,-0.9542
2020-01-03,0.5778
2020-01-06,0.2554
2020-01-07,1.5614
2020-01-08,-2.1176
2020-01-09,1.0048
2020-01-10,1.1471
2020-01-13,0.0
2020-01-14,1.176
2020-01-15,-0.68
2020-01-16,0.6851
2020-01-17,-1.4205
2020-01-21,1.0102
2020-01-24,-0.5077
2020-01-28,0.939
2020-01-30,0.0
2020-01-31,0.6512
2020-02-03,-0.7856
2020-02-04,-0.0592
2020-02-05,-1.3655
2020-02-06,0.0978
2020-02-10,0.2596
2020-02-11,-0.8475
2020-02-12,-0.2849
2020-02-13,-2.8571
2020-02-14,7.8431
2020-02-18,-4.77
2020-02-19,-2.6281
2020-02-20,0.5882
2020-02-24,0.9747
2020-02-26,-1.0618
2020-02-27,-0.7278
2020-02-28,-0.6919
2020-03-02,1.19
2020-03-03,-1.4694
2020-03-04,-0.6452
2020-03-05,0.3247
2020-03-06,-0.473
2020-03-09,-1.2006000000000001
2020-03-10,0.0
2020-03-11,1.1646
2020-03-12,-13.6637
2020-03-13,0.2899
2020-03-16,-4.6532
2020-03-17,0.9397
2020-03-18,-3.3033
2020-03-19,-0.6211
2020-03-20,0.3125
2020-03-24,-0.8723
2020-03-25,-2.577
2020-03-26,-0.2581
2020-03-27,3.1695
2020-03-30,0.2508
2020-03-31,-0.2502
2020-04-02,-0.7511
2020-04-03,0.2514
2020-04-06,0.4411
2020-04-07,0.1882
2020-04-08,-0.1879
2020-04-09,0.3764
2020-04-13,-0.6875
2020-04-14,0.3776
2020-04-15,-0.1254
2020-04-16,0.4394
2020-04-17,-0.2194
2020-04-20,-0.2186
2020-04-21,1.2084
2020-04-22,0.7509
2020-04-23,-0.7453
2020-04-24,0.1252
2020-04-28,-0.125
2020-04-29,-3.0038
2020-04-30,1.6774
2020-05-01,1.3959
2020-05-04,0.7509
2020-05-05,0.0
2020-05-06,-0.6832
2020-05-07,-0.1251
2020-05-08,1.0645
2020-05-11,0.0
2020-05-12,-6.5062
2020-05-13,-1.7886
2020-05-14,0.2024
2020-05-15,0.9428
2020-05-18,-0.5003
2020-05-19,1.0727
2020-05-20,-0.4975
2020-05-21,-1.0
2020-05-26,-0.5051
2020-05-28,-1.1844000000000001
2020-05-29,0.0
2020-06-01,-2.0548
2020-06-02,0.0699
2020-06-03,8.246
2020-06-04,0.0646
2020-06-05,0.0645
2020-06-08,0.1289
2020-06-09,-0.1288
2020-06-10,-0.0645
2020-06-11,1.9355
2020-06-12,-4.4304
2020-06-15,1.3907
2020-06-16,3.5271
2020-06-17,0.3785
2020-06-18,5.6568000000000005
2020-06-19,-10.7674
2020-06-22,4.3333
2020-06-23,-3.1949
2020-06-24,1.5855000000000001
2020-06-25,-1.4958
2020-06-26,4.8812999999999995
2020-06-29,-4.4025
2020-06-30,0.0671
2020-07-01,1.3793
2020-07-02,-1.2322
2020-07-06,0.0657
2020-07-07,-1.4108
2020-07-08,0.0
2020-07-09,1.4309
2020-07-13,0.0656
2020-07-14,0.3934
2020-07-15,1.8942
2020-07-20,-3.7179
2020-07-21,3.7943
2020-07-22,-0.2559
2020-07-23,-2.492
2020-07-24,-0.1332
2020-07-27,0.5
2020-07-28,0.4968
2020-07-30,1.7591
2020-07-31,-0.5604
