ticker,BENH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-12-11,0.0
2000-12-12,0.0
2000-12-13,0.0
2000-12-18,0.0
2000-12-20,0.0
2000-12-27,0.0
2000-12-28,0.0
2000-12-29,0.0
2001-01-03,-90.0
2001-01-10,900.0
2001-01-12,0.0
2001-01-17,0.0
2001-01-18,0.0
2001-01-22,900.0
2001-01-23,-90.0
2001-01-29,0.0
2001-02-15,0.0
2001-03-02,-90.0
2001-03-05,-87.5
2001-03-23,700.0
2001-03-27,0.0
2001-04-04,0.0
2001-04-06,0.0
2001-04-09,0.0
2001-04-10,0.0
2001-04-11,0.0
2001-04-18,0.0
2001-04-19,0.0
2001-04-30,0.0
2001-05-01,0.0
2001-05-08,0.0
2001-05-09,0.0
2001-05-10,0.0
2001-05-21,0.0
2001-06-04,0.0
2001-06-29,0.0
2001-07-10,0.0
2001-07-17,0.0
2001-08-02,0.0
2001-08-10,0.0
2001-08-13,0.0
2001-08-28,0.0
2001-09-07,0.0
2001-09-25,0.0
2001-09-27,0.0
2015-01-09,631470.0
2015-01-12,0.0
2015-01-14,0.0
2015-03-03,0.0
2015-04-23,0.0
2015-09-03,200.0
2015-09-24,-50.0
2018-01-09,167.3333
2018-12-04,0.0
2019-02-05,-50.1247
2019-02-06,2.5
2019-02-11,46.3415
2019-02-12,0.0
2019-02-15,41.6667
2020-03-25,-75.2941
2020-07-13,42.8571
