ticker,FDBL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-04-11,400.0
2011-04-12,0.0
2011-07-12,640.0
2011-07-14,204.0
2011-07-15,0.0
2011-07-27,-7.8947
2011-07-28,0.0
2011-07-29,2.8571
2011-08-29,0.0
2011-08-31,0.0
2011-09-01,4.1667
2011-09-02,-4.0
2011-09-06,-9.7222
2011-09-12,0.0
2011-09-14,0.0
2011-09-15,0.0
2011-09-22,-30.7692
2011-09-23,11.1111
2011-09-27,-38.0
2011-09-28,6.4516
2011-09-29,9.0909
2011-10-03,11.1111
2011-11-14,50.0
2011-11-15,23.3333
2011-11-16,7.4324
2011-11-17,-13.2075
2011-11-18,-18.8406
2011-11-21,21.4286
2011-11-22,0.0
2011-11-23,-19.1176
2011-11-25,0.0
2011-11-28,5.4545
2011-11-29,-5.1724
2011-12-08,18.1818
2011-12-09,0.0
2011-12-16,7.6923
2011-12-19,8.5714
2011-12-20,5.2632
2011-12-21,5.0
2011-12-22,5.9524
2011-12-23,3.3708
2011-12-27,2.1739
2011-12-28,3.1915
2011-12-29,4.1237
2011-12-30,4.9505
2012-01-03,2.8302
2012-01-04,-6.422
2012-01-05,1.9607999999999999
2012-01-06,0.9615
2012-01-09,4.7619
2012-01-10,2.7273
2012-01-11,5.3097
2012-01-12,4.2017
2012-01-13,4.8387
2012-01-17,10.7692
2012-01-18,2.7778
2012-01-19,-0.6757
2012-01-20,-10.2041
2012-01-23,-16.6667
2012-01-24,-2.7273
2012-01-25,5.6075
2012-01-26,-2.6549
2012-01-27,-1.8182
2012-01-30,2.7778
2012-01-31,-1.8018
2012-02-01,2.7523
2012-02-02,3.5714
2012-02-03,1.7241
2012-02-06,0.8475
2012-02-07,1.6806999999999999
2012-02-08,2.4793
2012-02-09,-0.8065
2012-02-10,0.813
2012-02-13,3.2258
2012-02-14,7.8125
2012-02-15,5.0725
2012-02-16,4.1379
2012-02-17,5.9603
2012-02-21,1.875
2012-02-22,3.681
2012-02-23,-1.7751000000000001
2012-02-24,-12.6506
2012-02-27,-15.8621
2012-02-28,-9.0164
2012-02-29,-11.2613
2012-03-01,9.6447
2012-03-02,4.6296
2012-03-05,7.9646
2012-03-06,2.459
2012-03-07,3.2
2012-03-08,6.2016
2012-03-09,2.9196999999999997
2012-03-12,2.8369
2012-03-13,2.7586
2012-03-14,-6.0403
2012-03-15,7.8571
2012-03-16,-5.9603
2012-03-19,-5.6338
2012-03-20,5.2239
2012-03-21,7.0922
2012-03-22,-3.9735
