ticker,FSLY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-05-17,49.9375
2019-05-20,1.0838
2019-05-21,-6.5567
2019-05-22,-0.6178
2019-05-23,-0.0888
2019-05-24,-4.4444
2019-05-28,2.2326
2019-05-29,-3.2757
2019-05-30,2.4929
2019-05-31,-4.5434
2019-06-03,-3.6538
2019-06-04,4.3911999999999995
2019-06-05,-5.4971
2019-06-06,1.8209
2019-06-07,5.5142
2019-06-10,7.6271
2019-06-11,0.0437
2019-06-12,-9.8819
2019-06-13,1.8923
2019-06-14,-5.4762
2019-06-17,-2.8715
2019-06-18,-6.2759
2019-06-19,6.0874
2019-06-20,1.6171
2019-06-21,-6.5708
2019-06-24,-3.8462
2019-06-25,-2.1143
2019-06-26,2.0432
2019-06-27,7.8947
2019-06-28,7.5292
2019-07-01,0.9369
2019-07-02,-1.661
2019-07-03,2.0864
2019-07-05,2.6764
2019-07-08,-3.4123
2019-07-09,-4.318
2019-07-10,-0.3077
2019-07-11,3.1379
2019-07-12,5.1372
2019-07-15,5.0285
2019-07-16,-3.8844
2019-07-17,1.6447
2019-07-18,-1.2483
2019-07-19,2.4813
2019-07-22,-1.6446
2019-07-23,1.1612
2019-07-24,1.0101
2019-07-25,4.4091000000000005
2019-07-26,7.4445
2019-07-29,-5.3079
2019-07-30,-0.7702
2019-07-31,-6.4252
2019-08-01,-10.0
2019-08-02,-3.021
2019-08-05,4.5407
2019-08-06,4.7475000000000005
2019-08-07,-5.5931
2019-08-08,7.763
2019-08-09,-18.0569
2019-08-12,-7.3453
2019-08-13,-0.437
2019-08-14,-6.8966
2019-08-15,6.1953
2019-08-16,3.9314999999999998
2019-08-19,6.2843
2019-08-20,13.318
2019-08-21,6.383
2019-08-22,16.8095
2019-08-23,1.916
2019-08-26,10.24
2019-08-27,6.7126
2019-08-28,8.5345
2019-08-29,-12.4687
2019-08-30,13.0995
2019-09-03,-1.8354
2019-09-04,4.8678
2019-09-05,3.9348
2019-09-06,-6.921
2019-09-09,-13.4731
2019-09-10,5.1781
2019-09-11,12.7793
2019-09-12,-6.7802
2019-09-13,-3.5536
2019-09-16,-3.6846
2019-09-17,0.8223
2019-09-18,1.4539
2019-09-19,-6.9556000000000004
2019-09-20,-5.5597
2019-09-23,8.8305
2019-09-24,-2.5585
2019-09-25,-0.4876
2019-09-26,-8.0663
2019-09-27,-11.3161
2019-09-30,10.957
2019-10-01,-1.7917
2019-10-02,-3.8608000000000002
2019-10-03,3.045
2019-10-04,0.2141
