ticker,FSLY US Equity
2019-10-07,7.3077
2019-10-08,3.5046
2019-10-09,-0.8465
2019-10-10,-3.4148
2019-10-11,-3.2543
2019-10-14,-4.485
2019-10-15,1.4783
2019-10-16,-4.3702
2019-10-17,5.1075
2019-10-18,-3.2396
2019-10-21,-2.7753
2019-10-22,-9.6511
2019-10-23,0.4012
2019-10-24,3.6464
2019-10-25,2.3133
2019-10-28,-2.4965
2019-10-29,-0.8696
2019-10-30,2.2417
2019-10-31,-4.5758
2019-11-01,3.5964
2019-11-04,1.4465
2019-11-05,1.5209000000000001
2019-11-06,-9.0824
2019-11-07,-2.3172
2019-11-08,-1.5287
2019-11-11,-1.0707
2019-11-12,3.0303
2019-11-13,9.1912
2019-11-14,-0.8658
2019-11-15,0.1941
2019-11-18,3.0508
2019-11-19,-0.141
2019-11-20,4.0
2019-11-21,-0.0905
2019-11-22,5.5254
2019-11-25,-6.5665
2019-11-26,-6.9362
2019-11-27,1.3820000000000001
2019-11-29,-0.6329
2019-12-02,-2.7438000000000002
2019-12-03,-3.3753
2019-12-04,6.7258
2019-12-05,0.0
2019-12-06,3.4685
2019-12-09,-1.6997
2019-12-10,0.8646
2019-12-11,-3.5714
2019-12-12,-1.9752999999999998
2019-12-13,0.806
2019-12-16,-1.0995
2019-12-17,-4.2951
2019-12-18,-1.0032
2019-12-19,1.1733
2019-12-20,0.8962
2019-12-23,-1.2539
2019-12-24,-0.582
2019-12-26,7.6104
2019-12-27,1.7309999999999999
2019-12-30,-5.1045
2019-12-31,2.8176
2020-01-02,7.1251
2020-01-03,1.2093
2020-01-06,0.4596
2020-01-07,-2.1043
2020-01-08,1.8224
2020-01-09,-0.8261
2020-01-10,-1.7584
2020-01-13,4.3335
2020-01-14,-0.4515
2020-01-15,3.22
2020-01-16,5.7996
2020-01-17,1.3704
2020-01-21,0.1229
2020-01-22,0.9002
2020-01-23,2.1087
2020-01-24,-4.6465
2020-01-27,-4.7897
2020-01-28,3.4996
2020-01-29,2.705
2020-01-30,-3.9095
2020-01-31,-3.5974
2020-02-03,-0.3554
2020-02-04,1.4267
2020-02-05,-7.3846
2020-02-06,3.0375
2020-02-07,-0.4606
2020-02-10,0.9718
2020-02-11,0.2291
2020-02-12,1.9662
2020-02-13,0.7175
2020-02-14,2.2262
2020-02-18,-0.6969
2020-02-19,6.1404
2020-02-20,1.6116000000000001
2020-02-21,-6.0187
2020-02-24,-10.6447
2020-02-25,-0.678
2020-02-26,0.8776
2020-02-27,-5.2199
2020-02-28,0.9689
2020-03-02,3.4848
2020-03-03,-1.1713
2020-03-04,5.9259
2020-03-05,2.9837
2020-03-06,-14.0335
2020-03-09,-9.794599999999999
2020-03-10,0.934
2020-03-11,-11.6831
2020-03-12,-13.9489
2020-03-13,6.5449
2020-03-16,-20.5
2020-03-17,22.5517
2020-03-18,5.4252
2020-03-19,18.2197
2020-03-20,4.1765
2020-03-23,1.5246
2020-03-24,3.8932
2020-03-25,-3.9079
2020-03-26,0.6128
2020-03-27,0.8306
2020-03-30,3.6244
2020-03-31,0.5829
2020-04-01,-7.2181
2020-04-02,2.4986
2020-04-03,7.7562
2020-04-06,5.8098
2020-04-07,-3.5957
2020-04-08,5.2923
2020-04-09,-0.6702
2020-04-13,6.4578
2020-04-14,0.0905
2020-04-15,-0.7689
2020-04-16,4.6946
2020-04-17,0.9578
2020-04-20,3.4066
2020-04-21,-7.6314
2020-04-22,6.456
2020-04-23,-4.5377
2020-04-24,1.9546999999999999
2020-04-27,3.268
2020-04-28,-4.5992
2020-04-29,-0.973
2020-04-30,-3.305
2020-05-01,-0.5543
2020-05-04,2.2294
2020-05-05,3.3167
2020-05-06,1.3632
2020-05-07,45.6833
2020-05-08,3.6330999999999998
2020-05-11,-1.3793
2020-05-12,8.1002
2020-05-13,-1.4825
2020-05-14,0.7114
2020-05-15,7.3078
2020-05-18,-1.1392
2020-05-19,2.8425000000000002
2020-05-20,5.9263
2020-05-21,4.0197
2020-05-22,-7.1638
2020-05-26,-4.3087
2020-05-27,0.2798
2020-05-28,2.9934
2020-05-29,6.2562
2020-06-01,9.5503
2020-06-02,1.2273
2020-06-03,0.4808
2020-06-04,-1.4146
2020-06-05,-4.8533
2020-06-08,5.4336
2020-06-09,-4.2491
2020-06-10,5.1406
2020-06-11,-4.2624
2020-06-12,2.1825
2020-06-15,11.0209
2020-06-16,3.0396
2020-06-17,8.756499999999999
2020-06-18,6.6781
2020-06-19,2.4944
2020-06-22,15.0416
2020-06-23,3.5895
2020-06-24,0.224
2020-06-25,7.3616
2020-06-26,5.9263
2020-06-29,-9.6636
2020-06-30,8.9315
2020-07-01,1.5506
2020-07-02,-2.2441
2020-07-06,-0.1657
2020-07-07,3.7217000000000002
2020-07-08,9.8846
2020-07-09,6.822
2020-07-10,-7.6032
2020-07-13,-12.338
2020-07-14,-1.5986
2020-07-15,0.6107
2020-07-16,-5.1596
2020-07-17,-0.1536
2020-07-20,8.7821
2020-07-21,-2.251
2020-07-22,0.7596
2020-07-23,-4.212
2020-07-24,-1.5615
2020-07-27,1.6623999999999999
2020-07-28,0.699
2020-07-29,5.2932
2020-07-30,8.971
2020-07-31,4.2459
