ticker,GSIH US Equity
2005-07-18,-2.069
2005-07-19,0.0
2005-07-20,-1.4085
2005-07-21,0.0
2005-07-22,-7.1429
2005-07-25,-0.7692
2005-07-26,0.0
2005-07-27,0.0
2005-07-28,0.0
2005-07-29,-6.2016
2005-08-01,6.6116
2005-08-02,-3.1008
2005-08-03,7.2
2005-08-04,-7.4627
2005-08-05,0.0
2005-08-08,8.0645
2005-08-09,0.0
2005-08-10,0.0
2005-08-11,0.7463
2005-08-12,-3.7037
2005-08-15,7.6923
2005-08-16,-10.0
2005-08-17,3.1746
2005-08-18,11.538499999999999
2005-08-19,4.1379
2005-08-22,-7.2848
2005-08-23,0.0
2005-08-24,5.7143
2005-08-25,-2.027
2005-08-26,2.7586
2005-08-29,-1.3423
2005-08-30,-0.6803
2005-08-31,1.3699
2005-09-01,0.6757
2005-09-02,0.6711
2005-09-06,-2.0
2005-09-07,12.2449
2005-09-08,0.0
2005-09-09,6.0606
2005-09-12,-2.8571
2005-09-13,0.0
2005-09-14,-0.5882
2005-09-15,0.0
2005-09-16,-5.3254
2005-09-19,6.25
2005-09-20,0.0
2005-09-21,-12.9412
2005-09-22,-2.027
2005-09-23,-10.3448
2005-09-26,3.8462
2005-09-27,0.0
2005-09-28,-7.4074
2005-09-29,11.2
2005-09-30,-2.8777
2005-10-03,3.7037
2005-10-04,-10.0
2005-10-05,-0.7937
2005-10-06,4.0
2005-10-07,0.0
2005-10-10,-8.461500000000001
2005-10-11,17.647100000000002
2005-10-12,17.8571
2005-10-13,1.2121
2005-10-14,3.5928
2005-10-17,-1.7341
2005-10-18,-0.5882
2005-10-19,-4.7337
2005-10-20,-1.2422
2005-10-21,0.0
2005-10-24,0.0
2005-10-25,-6.9182
2005-10-26,-2.027
2005-10-27,0.0
2005-10-28,-3.4483
2005-10-31,12.857099999999999
2005-11-01,2.5316
2005-11-02,1.8519
2005-11-03,3.0303
2005-11-04,-2.9412000000000003
2005-11-07,0.0
2005-11-08,1.8182
2005-11-09,-6.5476
2005-11-10,1.9108
2005-11-11,-6.25
2005-11-14,-13.3333
2005-11-15,14.6154
2005-11-16,0.0
2005-11-17,0.0
2005-11-18,-2.6846
2005-11-21,-2.069
2005-11-22,-1.4085
2005-11-23,1.4285999999999999
2005-11-25,-8.4507
2005-11-28,-3.8462
2005-11-29,12.0
2005-11-30,2.1429
2005-12-01,-0.6993
2005-12-02,0.0
2005-12-05,2.8169
2005-12-06,-4.1096
2005-12-07,-0.7143
2005-12-08,-2.8777
2005-12-09,0.0
2005-12-12,3.7037
2005-12-13,-3.5714
2005-12-14,-2.2222
2005-12-15,0.0
2005-12-16,2.2727
2005-12-19,3.7037
2005-12-20,7.1429
2005-12-21,-8.6667
2005-12-22,-1.4599
2005-12-23,0.0
2005-12-27,-0.7407
2005-12-28,-1.4925
2005-12-29,0.0
2005-12-30,0.0
2006-01-03,5.303
2006-01-04,-0.7194
2006-01-05,-1.4493
2006-01-06,-2.2059
2006-01-09,0.7519
2006-01-10,10.4478
2006-01-11,-5.4054
2006-01-12,0.0
2006-01-13,-5.0
2006-01-17,5.2632
2006-01-18,0.0
2006-01-19,7.1429
2006-01-20,0.0
2006-01-23,-2.6667
2006-01-24,6.8493
2006-01-25,-3.8462
2006-01-26,16.6667
2006-01-27,1.7143000000000002
2006-01-30,1.1236
2006-01-31,2.7778
2006-02-01,-1.6216
2006-02-02,-1.0989
2006-02-03,2.7778
2006-02-06,-1.6216
2006-02-07,0.5495
2006-02-08,1.0929
2006-02-09,-0.5405
2006-02-10,2.1739
2006-02-13,1.0638
2006-02-14,2.6316
2006-02-15,6.1538
2006-02-16,-0.9662
2006-02-17,2.439
2006-02-21,3.8095
2006-02-22,5.5046
2006-02-23,-1.7391
2006-02-24,-0.4425
2006-02-27,-3.5556
2006-02-28,-5.9908
2006-03-01,-6.8627
2006-03-02,4.2105
2006-03-03,0.0
2006-03-06,-1.5152
2006-03-07,-2.5641
2006-03-08,-1.0526
2006-03-09,-1.0638
2006-03-10,-4.3011
2006-03-13,3.9326
2006-03-14,-2.1622
2006-03-15,0.0
2006-03-16,-0.5525
2006-03-17,0.0
2006-03-20,0.5556
2006-03-21,0.5525
2006-03-22,-0.5495
2006-03-23,0.0
2006-03-24,-4.9724
2006-03-27,3.4884
2006-03-28,1.1236
2006-03-29,0.0
2006-03-30,3.3333
2006-03-31,-2.1505
2006-04-03,-1.0989
2006-04-04,1.1111
2006-04-05,0.0
2006-04-06,1.0989
2006-04-07,-0.5435
2006-04-10,-0.5464
2006-04-11,-1.0989
2006-04-12,0.5556
2006-04-13,0.0
2006-04-17,6.0773
2006-04-18,-3.6458
2006-04-19,-0.5405
2006-04-20,-2.1739
2006-04-21,2.2222
2006-04-24,-2.1739
2006-04-25,-2.7778
2006-04-26,-2.8571
2006-04-28,-0.5882
2006-05-01,0.5917
2006-05-02,0.0
2006-05-03,0.0
2006-05-04,-2.9412000000000003
2006-05-05,-0.6061
2006-05-08,0.6098
2006-05-09,0.0
2006-05-10,-1.2121
2006-05-11,0.0
2006-05-12,-7.9755
2006-05-15,-3.3333
2006-05-16,-6.8966
2006-05-17,-3.7037
2006-05-18,-4.6154
2006-05-19,-7.2581
2006-05-22,8.6957
2006-05-23,13.6
2006-05-24,2.1127
2006-05-25,10.3448
2006-05-26,0.0
2006-05-30,0.0
2006-05-31,2.5
2006-06-01,-3.0488
2006-06-02,-0.6289
2006-06-05,-0.6329
2006-06-06,1.9108
2006-06-07,-6.25
2006-06-08,3.3333
2006-06-09,-3.2258
2006-06-12,-3.3333
2006-06-13,-3.4483
2006-06-14,0.0
2006-06-15,-3.5714
2006-06-16,0.0
2006-06-19,-3.7037
2006-06-20,0.0
2006-06-21,14.6154
2006-06-22,0.0
2006-06-23,0.6711
2006-06-26,0.0
2006-06-27,-6.6667
2006-06-28,-7.1429
2006-06-29,-3.8462
2006-06-30,0.0
2006-07-03,16.0
2006-07-05,-10.3448
2006-07-06,11.538499999999999
2006-07-07,-3.4483
2006-07-10,-0.7143
2006-07-11,-10.0719
2006-07-12,11.2
2006-07-13,-0.7194
2006-07-14,-0.7246
2006-07-17,0.0
2006-07-18,0.0
2006-07-19,0.0
2006-07-20,-1.4599
2006-07-21,0.0
2006-07-24,-3.7037
2006-07-25,3.8462
2006-07-26,-11.1111
2006-07-27,4.1667
2006-07-28,0.0
2006-07-31,9.6
2006-08-01,1.3869
2006-08-02,-2.8078
2006-08-03,0.0
2006-08-04,0.0
2006-08-07,0.0
2006-08-08,0.0
2006-08-09,2.2222
2006-08-10,-2.1739
2006-08-11,1.4815
2006-08-14,-1.4599
2006-08-15,1.4815
2006-08-16,-1.4599
2006-08-17,0.0
2006-08-18,-11.1111
2006-08-21,15.0
2006-08-22,0.0
2006-08-23,0.0
2006-08-24,0.0
2006-08-25,-0.7246
2006-08-28,-1.4599
2006-08-29,0.0
2006-08-30,2.2222
2006-08-31,-0.7246
2006-09-01,-5.1095
2006-09-05,3.8462
2006-09-06,0.0
2006-09-07,0.0
2006-09-08,0.0
2006-09-11,0.0
2006-09-12,-0.7407
2006-09-13,0.0
2006-09-14,-0.7463
2006-09-15,-0.7519
2006-09-18,0.0
2006-09-19,0.0
2006-09-20,0.0
2006-09-21,0.0
2006-09-22,-1.5152
2006-09-25,0.0
2006-09-26,0.0
2006-09-27,0.0
2006-09-28,0.0
2006-09-29,-3.8462
2006-10-02,-8.0
2006-10-03,4.3478
2006-10-04,0.0
2006-10-05,-5.0
2006-10-06,4.386
2006-10-09,0.0
2006-10-10,0.0
2006-10-11,0.0
2006-10-12,0.0
2006-10-13,0.0
2006-10-16,-0.084
2006-10-17,-0.7569
2006-10-18,-2.5423999999999998
2006-10-19,0.0
2006-10-20,0.0
2006-10-23,-1.7391
2006-10-24,1.7699
2006-10-25,-1.7391
2006-10-26,-2.6549
2006-10-27,-5.4545
2006-10-30,0.9615
2006-10-31,8.5714
2006-11-01,-7.8947
2006-11-02,12.381
2006-11-03,1.6949
2006-11-06,-4.1667
2006-11-07,0.0
2006-11-08,-4.3478
2006-11-09,4.5455
2006-11-10,8.6957
2006-11-13,0.0
2006-11-14,-0.8
2006-11-15,0.0
2006-11-16,-2.4194
2006-11-17,0.8264
2006-11-20,0.8197
2006-11-21,0.813
2006-11-22,-0.8065
2006-11-24,-2.439
2006-11-27,3.3333
2006-11-28,-1.6129
2006-11-29,-1.6393
2006-11-30,1.6667
2006-12-01,-1.6393
2006-12-04,0.0
2006-12-05,0.0
2006-12-06,0.0
2006-12-07,0.0
2006-12-08,1.6667
2006-12-11,0.0
2006-12-12,0.0
2006-12-13,-1.6393
2006-12-14,0.0
2006-12-15,0.0
2006-12-18,0.0
2006-12-19,4.1667
2006-12-20,-7.2
2006-12-21,3.4483
2006-12-22,0.0
2006-12-26,0.0
2006-12-27,0.0
2006-12-28,0.0
2006-12-29,4.1667
2007-01-03,0.0
2007-01-04,0.0
2007-01-05,-4.8
2007-01-08,-2.521
2007-01-09,2.5862
2007-01-10,0.8403
2007-01-11,3.3333
2007-01-12,0.0
2007-01-16,-3.2258
2007-01-17,0.0
2007-01-18,3.3333
2007-01-19,0.0
2007-01-22,-3.3064999999999998
2007-01-23,-0.7506
2007-01-24,-0.8403
2007-01-25,1.6949
2007-01-26,-2.5
2007-01-29,5.9829
2007-01-30,-3.2258
2007-01-31,-4.1667
2007-02-01,3.4783
2007-02-02,4.2017
2007-02-05,45.1613
2007-02-06,52.7778
2007-02-07,-1.8182
2007-02-08,-1.8519
2007-02-09,5.283
2007-02-12,7.5269
2007-02-13,4.0
2007-02-14,2.5641
2007-02-15,-1.875
2007-02-16,1.9108
2007-02-20,64.0625
2007-02-21,-2.2857
2007-02-22,-2.5341
2007-02-23,-6.0
2007-02-26,17.0213
2007-02-27,-9.0909
2007-02-28,5.0
2007-03-01,-10.4762
2007-03-02,-4.2553
2007-03-05,-5.5556
2007-03-06,-1.1764999999999999
2007-03-07,-4.7619
2007-03-08,-6.25
2007-03-09,-4.0
2007-03-12,-9.7222
2007-03-13,-7.6923
2007-03-14,-16.6667
2007-03-15,3.2
2007-03-16,-1.1628
2007-03-19,13.3333
2007-03-20,14.1869
2007-03-21,11.818200000000001
2007-03-22,1.897
2007-03-23,-2.6596
2007-03-26,1.9125999999999999
2007-03-27,-1.6086
2007-03-28,-0.2725
2007-03-29,-1.6393
2007-03-30,2.5
2007-04-02,0.813
2007-04-03,-0.2688
2007-04-04,0.8086
2007-04-05,0.0
2007-04-09,1.3369
2007-04-10,-2.3747
2007-04-11,-1.3514
2007-04-12,0.0
2007-04-13,-1.6438000000000001
2007-04-16,4.4568
2007-04-17,-2.6667
2007-04-18,2.7397
2007-04-19,-2.6667
2007-04-20,-4.3836
2007-04-23,-14.0401
2007-04-24,0.0
2007-04-25,6.6667
2007-04-26,0.0
2007-04-27,0.0
2007-04-30,7.8125
2007-05-01,-1.4493
2007-05-02,0.0
2007-05-03,2.6471
2007-05-04,0.0
2007-05-07,-0.2865
2007-05-08,-0.8621
2007-05-09,-0.2899
2007-05-10,-0.5814
2007-05-11,-3.2164
2007-05-14,9.3656
2007-05-15,4.9724
2007-05-16,-12.6316
2007-05-17,2.4096
2007-05-18,-0.2941
2007-05-21,0.0
2007-05-22,2.9499
2007-05-23,0.0
2007-05-24,3.1519
2007-05-25,4.1667
2007-05-29,5.3333
2007-05-30,2.5316
2007-05-31,0.4938
2007-06-01,-4.1769
2007-06-04,2.0513
2007-06-05,-12.0603
2007-06-06,-0.2857
2007-06-07,-0.2865
2007-06-08,0.2874
2007-06-11,0.2865
2007-06-12,0.0
2007-06-13,0.0
2007-06-14,0.0
2007-06-15,8.0
2007-06-18,0.5291
2007-06-19,2.6316
2007-06-20,-0.2564
2007-06-21,-2.3136
2007-06-22,-1.3158
2007-06-25,-1.3333
2007-06-26,1.3514
2007-06-27,-1.04
2007-06-28,1.0509
2007-06-29,1.3333
2007-07-02,52.6316
2007-07-03,12.931000000000001
2007-07-05,26.5649
2007-07-06,0.4825
2007-07-09,-3.3613
2007-07-10,-3.7267
2007-07-11,-1.9355
2007-07-12,1.3158
2007-07-13,1.2987
2007-07-16,-3.8462
2007-07-17,-8.6667
2007-07-18,-11.6788
2007-07-19,0.8264
2007-07-20,-0.8197
2007-07-23,7.438
2007-07-24,6.7692
2007-07-25,9.5101
2007-07-26,-8.5526
2007-07-27,3.5971
2007-07-30,-2.6389
2007-07-31,-2.1398
2007-08-01,-5.2478
2007-08-02,-7.6923
2007-08-03,-1.6667
2007-08-06,-0.8475
2007-08-07,-4.2735
2007-08-08,12.5
2007-08-09,-4.9206
2007-08-10,-2.3372
2007-08-13,2.5641
2007-08-14,-4.0
2007-08-15,0.0
2007-08-16,-2.7778
2007-08-17,0.0
2007-08-20,14.2857
2007-08-21,3.9063
2007-08-22,-2.2556
2007-08-23,-5.3846
2007-08-24,-3.252
2007-08-27,-2.521
2007-08-28,0.1724
2007-08-29,-0.1721
2007-08-30,-4.4828
2007-08-31,1.9856
2007-09-04,7.0796
2007-09-05,-2.9752
2007-09-06,0.5111
2007-09-07,-1.6949
2007-09-10,-0.8621
2007-09-11,-0.8696
2007-09-12,1.7544
2007-09-13,-2.5862
2007-09-14,-0.885
2007-09-17,3.5714
2007-09-18,0.8621
2007-09-19,3.4188
2007-09-20,-0.8264
2007-09-21,0.8333
2007-09-24,-0.8264
2007-09-25,13.3333
2007-09-26,2.2059
2007-09-27,0.9353
2007-09-28,15.4669
2007-10-01,0.7407
2007-10-02,15.0735
2007-10-03,0.9585
2007-10-04,61.8143
2007-10-05,-17.0143
2007-10-08,0.1571
2007-10-09,-1.4902
2007-10-10,3.3439
2007-10-11,-8.9368
2007-10-12,8.2064
2007-10-15,0.6255
2007-10-16,3.4188
2007-10-17,0.6762
2007-10-18,-1.194
2007-10-19,-13.2931
2007-10-22,2.2648
2007-10-23,11.3288
2007-10-24,-1.2242
2007-10-25,-1.3168
2007-10-26,-1.0989
2007-10-29,1.1905000000000001
2007-10-30,-5.098
2007-10-31,-2.8926
2007-11-01,-5.5319
2007-11-02,-3.6047000000000002
2007-11-05,-6.541
2007-11-06,10.8
2007-11-07,5.1444
2007-11-08,4.2908
2007-11-09,-1.07
2007-11-12,1.4975
2007-11-13,-0.4098
2007-11-14,5.3509
2007-11-15,-11.7188
2007-11-16,-4.8673
2007-11-19,-14.6977
2007-11-20,-8.3969
2007-11-21,0.5952
2007-11-23,7.929
2007-11-26,-3.0702
2007-11-27,-1.9231
2007-11-28,3.8062
2007-11-29,2.2222
2007-11-30,8.0435
2007-12-03,4.1235
2007-12-04,2.4167
2007-12-05,2.8302
2007-12-06,0.5505
2007-12-07,-2.8285
2007-12-10,-1.0329
2007-12-11,1.7078
2007-12-12,-1.5112
2007-12-13,-1.2124
2007-12-14,2.4928
2007-12-17,-4.2107
2007-12-18,-4.8817
2007-12-19,-2.8747
2007-12-20,-3.9112
2007-12-21,-1.9802
2007-12-24,2.2447
2007-12-26,6.1471
2007-12-27,-5.1706
2007-12-28,-0.2181
2007-12-31,-3.388
2008-01-02,-1.3575
2008-01-03,-3.8991
2008-01-04,-5.7279
2008-01-07,4.6835
2008-01-08,0.8464
2008-01-09,-4.0767
2008-01-10,0.0
2008-01-11,-8.625
2008-01-14,-2.052
2008-01-15,0.2793
2008-01-16,5.2925
2008-01-17,-7.2751
2008-01-18,-0.1427
2008-01-22,-3.5714
2008-01-23,5.037
2008-01-24,2.5388
2008-01-25,12.3796
2008-01-28,10.0367
2008-01-29,-2.6696
2008-01-30,0.5714
2008-01-31,0.0
2008-02-01,-3.1818
2008-02-04,6.5728
2008-02-05,-4.185
2008-02-06,-5.1724
2008-02-07,-1.697
2008-02-08,2.2195
2008-02-11,4.1013
2008-02-12,-3.708
2008-02-13,-1.3237
2008-02-14,-5.0
2008-02-15,-2.439
2008-02-19,1.3158
2008-02-20,0.9091
2008-02-21,0.3861
2008-02-22,1.9215
2008-02-25,3.0205
2008-02-26,5.0061
2008-02-27,4.0698
2008-02-28,-2.1229
2008-02-29,-1.2557
2008-03-03,0.578
2008-03-04,-3.5632
2008-03-05,4.41
2008-03-06,-5.5936
2008-03-07,-6.5296
2008-03-10,-14.2303
2008-03-11,2.2624
2008-03-12,-4.1298
2008-03-13,8.9212
2008-03-14,-3.8119
2008-03-17,-5.2863
2008-03-18,3.7209
2008-03-19,-6.8759
2008-03-20,5.1364
2008-03-24,16.6412
2008-03-25,4.712
2008-03-26,0.625
2008-03-27,-0.6211
2008-03-28,5.0
2008-03-31,-0.8333
2008-04-01,-7.563
2008-04-02,-0.9091
2008-04-03,0.0
2008-04-04,-1.7038
2008-04-07,4.9333
2008-04-08,-1.0165
2008-04-09,-3.7227
2008-04-10,-2.1333
2008-04-11,-1.9074
2008-04-14,-4.0278
2008-04-15,-3.6179
2008-04-16,4.8048
2008-04-17,2.149
2008-04-18,0.9818
2008-04-21,23.3333
2008-04-22,4.8423
2008-04-23,13.7487
2008-04-24,-4.0604
2008-04-25,-0.4934
2008-04-28,6.8262
2008-04-29,-1.2037
2008-04-30,4.7798
2008-05-01,-5.1878
2008-05-02,-0.9434
2008-05-05,-1.7143000000000002
2008-05-06,9.398
2008-05-07,5.5813
2008-05-08,1.0906
2008-05-09,-2.1577
2008-05-12,-8.3969
2008-05-13,11.1111
2008-05-14,-1.8333
2008-05-15,1.0187
2008-05-16,-15.6303
2008-05-19,-2.6096
2008-05-20,-0.6954
2008-05-21,-2.7805999999999997
2008-05-22,-7.3093
2008-05-23,-2.2857
2008-05-27,-5.0292
2008-05-28,18.2266
2008-05-29,10.9375
2008-05-30,-2.3474
2008-06-02,2.8846
2008-06-03,-2.5234
2008-06-04,-0.767
2008-06-05,0.7729
2008-06-06,-4.0268
2008-06-09,-3.4965
2008-06-10,-3.3125999999999998
2008-06-11,-3.6403
2008-06-12,-1.6667
2008-06-13,1.4689
2008-06-16,1.0022
2008-06-17,10.6946
2008-06-18,-2.8884
2008-06-19,4.8205
2008-06-20,16.1448
2008-06-23,15.8382
2008-06-24,-1.8909
2008-06-25,-5.2632
2008-06-26,4.3818
2008-06-27,5.1724
2008-06-30,11.9031
2008-07-01,-3.6306000000000003
2008-07-02,-18.8367
2008-07-03,-16.2052
2008-07-07,8.3576
2008-07-08,14.7085
2008-07-09,2.0328
2008-07-10,4.636
2008-07-11,1.2083
2008-07-14,-1.9899
2008-07-15,-2.0303
2008-07-16,-1.8839000000000001
2008-07-17,0.8449
2008-07-18,4.4935
2008-07-21,7.1429
2008-07-22,-2.585
2008-07-23,0.5587
2008-07-24,-3.125
2008-07-25,1.8638
2008-07-28,5.9113
2008-07-29,-7.2425
2008-07-30,9.4556
2008-07-31,0.9817
2008-08-01,0.4537
2008-08-04,-11.1613
2008-08-05,-3.8489
2008-08-06,4.5317
2008-08-07,0.289
2008-08-08,-3.6744
2008-08-11,-6.4323
2008-08-12,-3.2774
2008-08-13,5.7025
2008-08-14,-3.9875
2008-08-15,9.1205
2008-08-18,-2.0149
2008-08-19,3.5034
2008-08-20,2.8698
2008-08-21,0.9299
2008-08-22,-2.9057
2008-08-25,-1.6058
2008-08-26,2.0772
2008-08-27,1.8895
2008-08-28,0.9272
2008-08-29,-0.3534
2008-09-02,-1.9149
2008-09-03,-3.6875999999999998
2008-09-04,-9.0841
2008-09-05,-8.0925
2008-09-08,-2.8750999999999998
2008-09-09,-14.0611
2008-09-10,-0.2153
2008-09-11,-5.178
2008-09-12,-3.5267
2008-09-15,-9.9057
2008-09-16,-2.2251
2008-09-17,-1.7403
2008-09-18,10.7629
2008-09-19,16.8512
2008-09-22,-8.4211
2008-09-23,-1.4943
2008-09-24,-7.7013
2008-09-25,8.4703
2008-09-26,-4.662
2008-09-29,-3.6675
2008-09-30,-9.3909
2008-10-01,0.2801
2008-10-02,-7.9609
2008-10-03,-0.9105
2008-10-06,-24.6554
2008-10-07,-15.8537
2008-10-08,-14.4928
2008-10-09,-1.1299
2008-10-10,-7.4286
2008-10-13,23.4568
2008-10-14,12.5
2008-10-15,-18.2222
2008-10-16,7.0652
2008-10-17,1.5228000000000002
2008-10-20,6.75
2008-10-21,-5.1522
2008-10-22,-8.3951
2008-10-23,-9.7035
2008-10-24,3.2836
2008-10-27,-8.0925
2008-10-28,13.2075
2008-10-29,1.6667
2008-10-30,4.3716
2008-10-31,24.0838
2008-11-03,10.9705
2008-11-04,14.2586
2008-11-05,-18.802
2008-11-06,-14.7541
2008-11-07,-0.2404
2008-11-10,13.7349
2008-11-11,-7.839
2008-11-12,-8.505700000000001
2008-11-13,16.0804
2008-11-14,-14.0693
2008-11-17,-2.267
2008-11-18,-0.7732
2008-11-19,-24.4156
2008-11-20,-13.0584
2008-11-21,18.1818
2008-11-24,17.0569
2008-11-25,-0.2857
2008-11-26,2.8653
2008-11-28,-6.6852
2008-12-01,-16.1194
2008-12-02,10.6762
2008-12-03,-0.6431
2008-12-04,-9.3851
2008-12-05,5.7143
2008-12-08,6.4189
2008-12-09,25.3968
2008-12-10,11.8987
2008-12-11,0.4525
2008-12-12,-2.2523
2008-12-15,-8.2949
2008-12-16,5.7789
2008-12-17,2.8504
2008-12-18,-3.0023
2008-12-19,0.7143
2008-12-22,-17.0213
2008-12-23,6.8376
2008-12-24,3.4667
2008-12-26,-2.3196
2008-12-29,-3.6939
2008-12-30,9.589
2008-12-31,-1.5
2009-01-02,5.8376
2009-01-05,2.3981
2009-01-06,7.4940999999999995
2009-01-07,-8.7146
2009-01-08,-0.2387
2009-01-09,-6.4593
2009-01-12,-2.5575
2009-01-13,0.2625
2009-01-14,-6.2827
2009-01-15,-1.1173
2009-01-16,0.565
2009-01-20,-7.3034
2009-01-21,4.8485
2009-01-22,-6.3584
2009-01-23,4.0123
2009-01-26,-7.1217
2009-01-27,1.5974
2009-01-28,5.0314
2009-01-29,-4.1916
2009-01-30,-13.75
2009-02-02,-7.2464
2009-02-03,2.3438
2009-02-04,-0.7634
2009-02-05,4.6154
2009-02-06,11.0294
2009-02-09,3.9735
2009-02-10,-8.598700000000001
2009-02-11,1.7422
2009-02-12,-2.3973
2009-02-13,4.2105
2009-02-17,2.6936
2009-02-18,-9.1803
2009-02-19,-7.2202
2009-02-20,-6.6148
2009-02-23,-9.1667
2009-02-24,11.4679
2009-02-25,-2.0576
2009-02-26,-3.3613
2009-02-27,-5.2174
2009-03-02,-7.3394
2009-03-03,-6.9307
2009-03-04,19.6809
2009-03-05,-13.7778
2009-03-06,2.0619
2009-03-09,-6.5657
2009-03-10,14.0541
2009-03-11,-0.4739
2009-03-12,6.1905
2009-03-13,2.2422
2009-03-16,-7.0175
2009-03-17,14.1509
2009-03-18,12.8099
2009-03-19,12.0879
2009-03-20,-15.0327
2009-03-23,16.9231
2009-03-24,4.2763
2009-03-25,-9.7792
2009-03-26,14.3357
2009-03-27,-4.893
2009-03-30,-13.1833
2009-03-31,-2.5926
2009-04-01,6.0837
2009-04-02,1.0753
2009-04-03,2.4823
2009-04-06,-4.1522
2009-04-07,0.0
2009-04-08,5.7762
2009-04-09,21.5017
2009-04-13,14.0449
2009-04-14,12.3153
2009-04-15,-5.2632
2009-04-16,4.3981
2009-04-17,-1.3304
2009-04-20,-9.6629
2009-04-21,4.2289
2009-04-22,3.58
2009-04-23,-0.4608
2009-04-24,6.9444
2009-04-27,18.1818
2009-04-28,-6.2271
2009-04-29,4.4922
2009-04-30,8.785
2009-05-01,4.811
2009-05-04,19.1803
2009-05-05,1.1004
2009-05-06,-10.3401
2009-05-07,-8.953
2009-05-08,4.0
2009-05-11,-3.8462
2009-05-12,-7.5
2009-05-13,-17.1171
2009-05-14,6.7391
2009-05-15,2.8513
2009-05-18,-3.1683
2009-05-19,-4.908
2009-05-20,2.5806
2009-05-21,0.6289
2009-05-22,0.0
2009-05-26,2.5
2009-05-27,-1.8293
2009-05-28,1.2422
2009-05-29,8.3845
2009-06-01,10.566
2009-06-02,-0.1706
2009-06-03,-7.5214
2009-06-04,2.5878
2009-06-05,0.3604
2009-06-08,-3.7702
2009-06-09,1.4925
2009-06-10,4.2279
2009-06-11,-3.8801
2009-06-12,2.7523
2009-06-15,-13.0357
2009-06-16,-4.3121
2009-06-17,-4.721
2009-06-18,-3.6036
2009-06-19,-0.2336
2009-06-22,-12.178
2009-06-23,0.5333
2009-06-24,5.0398
2009-06-25,2.0202
2009-06-26,8.4158
2009-06-29,-6.3927
2009-06-30,-3.1707
2009-07-01,3.2746
2009-07-02,2.439
2009-07-06,-13.0952
2009-07-07,-4.9315
2009-07-08,-4.3228
2009-07-09,9.6386
2009-07-10,0.5495
2009-07-13,2.1858
2009-07-14,4.2781
2009-07-15,7.1795
2009-07-16,1.4354
2009-07-17,1.6509
2009-07-20,6.7285
2009-07-21,-4.5652
2009-07-22,-0.6834
2009-07-23,4.8165
2009-07-24,-0.6565
2009-07-27,9.6916
2009-07-28,0.0
2009-07-29,-4.6185
2009-07-30,0.8421
2009-07-31,-0.8351
2009-08-03,11.3684
2009-08-04,7.3724
2009-08-05,-0.1761
2009-08-06,-2.4691
2009-08-07,3.7975
2009-08-10,-13.5889
2009-08-11,-5.8468
2009-08-12,-3.4261
2009-08-13,3.1042
2009-08-14,-4.086
2009-08-17,-8.296
