ticker,RWCI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-20,0.0
2000-01-26,0.0
2000-02-09,-14.2857
2000-02-14,-11.1111
2000-02-28,0.0
2000-02-29,2.3438
2000-03-03,0.0
2000-03-08,-2.2901
2000-03-10,3.125
2000-03-21,-8.7121
2000-04-18,2.9046
2000-05-01,-3.2258
2000-06-09,0.0
2000-06-20,0.0
2000-06-21,3.3333
2000-07-06,0.0
2000-09-27,-1.6129
2000-11-06,-1.6393
2000-11-28,-0.8333
2000-12-29,34.4538
2001-01-10,-27.5
2001-05-31,-24.1379
2001-06-27,3.4091
2001-10-12,-9.8901
2001-12-03,2.439
2002-01-02,-4.7619
2002-03-01,0.0
2002-07-30,-47.75
2002-08-01,8.612400000000001
2002-09-18,3.5242
2002-11-12,-6.383
2002-12-23,0.0
2002-12-31,0.0
2003-03-13,0.0
2003-04-30,0.0
2003-05-30,0.0
2003-06-20,0.0
2003-07-15,0.0
2003-09-18,-9.0909
2003-10-02,-4.5
2003-10-03,0.0
2003-10-10,0.3141
2003-10-13,12.7349
2004-05-12,1.8519
2004-06-21,-45.4545
2004-06-22,100.0
2004-07-30,-57.5
2004-10-13,-1.9607999999999999
2004-12-23,-60.0
2005-03-03,0.0
2005-05-31,100.0
2005-06-15,-25.0
2005-12-28,-31.6667
2006-01-11,0.0
2006-01-30,-26.8293
2006-03-09,-16.6667
2006-03-24,20.0
2006-05-31,0.0
2006-09-13,0.0
2006-11-01,13.3333
2007-06-07,-11.7647
2007-07-16,13.3333
2007-09-25,-11.7647
2007-09-28,10.0
2007-11-19,3.0303
2007-11-29,-11.7647
2007-11-30,13.3333
2008-05-06,5.8824
2008-05-09,-2.7778
2008-09-19,-14.2857
2008-09-24,16.6667
2008-10-24,-14.2857
2008-10-27,6.6667
2008-11-05,0.0
2009-03-27,212.5
2009-03-31,0.0
2009-07-15,0.0
2009-09-25,-20.0
2009-10-14,25.0
2010-03-25,2.0
2010-03-30,-1.9607999999999999
2010-04-05,0.0
2010-04-09,0.0
2010-04-12,-25.0
2010-04-13,14.6667
2011-03-23,132.7907
2011-03-29,4.8951
2012-04-05,35.7143
2012-04-13,-10.526299999999999
2012-04-17,0.7843
2012-06-29,-6.2257
2012-07-16,-54.3568
2012-08-15,0.0
2012-08-16,4.5455
2014-02-24,173.0435
2014-02-26,-7.0064
2014-03-03,-9.589
2014-03-24,-12.8788
2014-05-12,14.7826
2014-05-13,-1.5152
2014-05-15,0.0
2014-05-23,-4.6154
2014-05-28,-5.6452
2014-06-10,-1.7094
2014-07-01,4.4348
2014-08-27,12.4063
2015-02-18,-2.2556
2015-04-01,15.3846
2015-04-02,0.0
2015-05-27,0.0
2015-05-28,0.0
2016-02-22,-1.3333
2016-05-05,-1.3514
2016-09-22,0.0
2017-03-16,1.3014000000000001
2017-08-10,-1.9607999999999999
2017-12-08,-37.5172
2018-02-20,-3.4215999999999998
2018-05-07,2.8571
2018-09-24,11.1111
2018-12-20,0.0
2019-01-14,10.0
2019-02-28,9.0909
2019-03-04,0.0
2019-03-13,1.25
2019-10-16,-6.5844000000000005
2020-01-09,-11.8943
2020-01-16,-20.0
2020-01-23,25.0
2020-04-27,-20.0
2020-04-28,-10.0
2020-05-11,0.0
2020-05-20,11.1111
2020-06-05,18.75
2020-06-19,5.1579
