ticker,MAHN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-03-03,100.0
2000-03-20,0.0
2000-04-06,-25.0
2000-04-10,0.0
2000-04-14,33.3333
2000-04-20,-25.0
2000-05-04,66.6667
2000-05-05,0.0
2000-05-09,20.0
2000-05-31,16.6667
2000-06-02,-39.2857
2000-06-05,3.5294
2000-06-20,13.6364
2000-06-21,0.0
2000-07-11,-35.0
2000-07-18,53.8462
2000-07-19,0.0
2000-07-24,0.0
2000-08-22,-10.0
2000-09-12,-22.2222
2000-09-18,0.0
2000-09-19,130.8571
2000-09-29,5.198
2000-10-03,-29.4118
2000-10-17,-45.8333
2000-10-20,146.1538
2000-11-10,0.0
2000-11-20,-62.5
2000-11-30,16.6667
2001-01-05,-14.2857
2001-01-25,0.0
2001-03-08,83.3333
2001-06-11,-25.8182
2001-06-15,-41.1765
2001-07-30,116.6667
2001-08-09,-53.8462
2001-09-17,66.6667
2001-10-12,-40.0
2002-01-08,6.6667
2002-03-19,0.0
2002-03-21,71.875
2002-04-17,-45.4545
2002-04-25,-63.3333
2002-05-20,0.0
2002-10-14,-36.3636
2002-10-18,257.1429
2002-10-21,-72.0
2002-10-31,257.1429
2002-11-04,0.0
2002-11-05,-72.0
2003-02-05,-42.8571
2003-02-19,0.0
2003-03-21,-25.0
2003-04-08,66.6667
2003-05-02,-80.0
2003-06-12,0.0
2003-07-14,100.0
2003-07-23,-25.0
2003-08-15,0.0
2003-10-15,66.6667
2003-10-16,0.0
2003-11-13,-40.0
2004-02-03,66.6667
2004-02-04,0.0
2004-04-01,0.0
2004-04-19,0.0
2004-07-26,-40.0
2004-09-13,33.3333
2004-11-01,-50.0
2004-12-30,0.0
2005-01-04,900.0
2005-02-25,-40.0
2005-03-24,0.0
2005-05-19,0.0
2005-05-25,0.0
2005-10-03,-27.2727
2005-10-19,0.0
2006-06-30,60.0
2007-01-26,66.6667
2007-07-13,25.0
2007-11-19,-11.1111
2007-12-14,0.0
2007-12-19,0.0
2007-12-27,12.5
2007-12-31,0.0
2008-02-08,25.0
2008-04-16,144.4444
2008-04-17,-54.5455
2008-06-17,120.0
2008-07-08,33.3333
2008-08-28,-64.2857
2009-02-24,25.0
2009-04-13,-40.0
2009-05-18,-16.6667
2009-08-03,20.0
2009-09-24,0.0
2009-12-16,0.0
2009-12-17,0.0
2010-01-27,66.6667
2010-03-23,0.0
2010-05-10,0.0
2010-06-23,700.0
2010-08-27,-87.5
2010-11-10,11.1111
2010-12-01,0.0
2010-12-02,0.0
2011-02-23,0.0
2011-03-16,0.0
2011-03-29,0.0
2011-05-05,300.0
2011-08-05,-70.0
2011-08-16,0.0
2011-10-20,16.6667
2011-11-18,0.0
2012-01-05,0.0
2012-03-28,0.0
2012-07-18,0.0
2012-08-06,0.0
2012-12-13,0.0
2012-12-14,0.0
2013-04-09,0.0
2013-06-14,0.0
2013-08-09,0.0
2013-09-27,0.0
2013-11-15,0.0
2013-11-27,0.0
2013-12-06,0.0
2014-01-16,185.7143
2014-01-30,-65.0
2014-06-24,114.2857
2014-07-03,-53.3333
2014-07-25,0.0
2014-10-28,42.8571
2014-10-29,-15.0
2014-12-02,17.647100000000002
2015-01-07,0.0
2015-04-17,0.0
2015-05-04,-30.0
2015-05-12,114.2857
2015-05-19,0.0
2015-06-19,-53.3333
2015-07-22,114.2857
2015-08-13,0.0
2015-08-18,-53.3333
2015-11-30,114.2857
2015-12-01,0.0
2015-12-07,-33.3333
2015-12-30,-30.0
2016-02-02,114.2857
2016-02-10,-53.3333
2016-02-29,0.0
2016-04-21,0.0
2016-06-20,0.0
2016-07-19,42.8571
2016-07-21,31.625
2016-12-19,-46.8186
2016-12-30,114.2857
2017-02-24,0.0
2017-04-12,-53.3333
2018-01-04,35.7143
2018-03-12,-47.3684
2018-09-25,100.0
2018-11-21,0.0
2018-12-19,-30.0
2018-12-21,-28.5714
2019-01-23,100.0
2019-01-30,0.0
2019-02-27,-48.4
2019-03-04,55.0388
2019-03-08,25.0
2019-03-13,10.0
2019-03-19,13.6364
2019-04-23,4.0
2019-06-07,130.7692
2019-09-16,-66.6333
2019-10-21,199.7003
2019-12-03,0.0
2019-12-12,-6.6667
2019-12-19,-14.2857
2019-12-20,-58.3333
2020-03-12,-30.0
2020-03-20,42.8571
2020-03-27,-49.0
2020-04-13,76.4706
2020-05-13,11.1111
2020-06-01,0.0
2020-07-06,0.0
2020-07-28,50.0
2020-07-30,-0.0667
