ticker,FXLG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-05,-6.25
2000-01-06,6.6667
2000-01-12,-6.25
2000-01-14,7.4547
2000-01-20,0.0
2000-01-25,0.0
2000-01-26,0.0
2000-01-27,0.0
2000-02-15,-6.25
2000-02-16,0.0
2000-02-18,6.6667
2000-04-17,2.0151
2000-05-03,-1.2346
2000-06-14,-0.875
2000-06-21,3.7975
2000-06-22,0.0
2000-07-14,-7.3171
2000-07-18,7.8947
2000-08-07,0.0
2000-08-09,0.0
2000-08-23,1.2195
2000-09-05,-1.8072
2000-10-19,-2.9666
2000-10-20,4.4586
2000-10-23,0.0
2000-10-31,0.0
2000-11-02,-3.6585
2000-11-03,0.0
2000-11-10,0.0
2000-11-16,0.0
2000-11-21,1.2658
2000-12-08,-1.625
2000-12-11,5.1282
2000-12-19,-7.3171
2001-01-09,1.3158
2001-01-10,0.0
2001-01-17,-3.8961
2001-01-18,8.1081
2001-01-26,-3.75
2001-01-29,3.8961
2001-02-02,-3.75
2001-02-05,0.0
2001-02-06,0.0
2001-02-12,0.0
2001-03-07,-3.8961
2001-03-19,7.0941
2001-03-22,0.0
2001-05-01,0.6369
2001-05-02,0.0
2001-05-07,0.0
2001-06-20,-0.3831
2001-07-31,-12.7949
2001-08-02,14.6722
2001-08-22,-2.5641
2001-08-23,5.2632
2001-08-24,-2.5
2001-08-28,0.0
2001-10-26,-6.8564
2001-11-08,0.0
2001-11-15,-5.5278
2001-11-28,2.9109
2001-12-12,6.9364
2001-12-14,6.0811
2002-02-01,0.6369
2002-02-14,1.2658
2002-03-07,2.5
2002-03-11,-1.4778
2002-03-15,2.5
2002-04-22,2.439
2002-05-02,0.0
2002-05-06,2.3810000000000002
2002-06-05,-1.7442
2002-06-20,2.7479
2002-07-08,0.0
2002-09-13,5.0469
2002-09-25,0.0
2002-09-27,-1.6760000000000002
2002-09-30,-6.8182
2002-10-01,2.439
2002-10-02,1.7856999999999998
2002-10-03,2.3392
2002-10-04,1.1429
2002-10-07,-0.565
2002-10-11,-0.5682
2002-10-14,0.0
2002-10-18,1.1429
2002-10-23,-1.1299
2002-10-29,1.1429
2002-10-31,0.0
2002-11-13,1.1299
2003-01-02,-1.2415
2003-01-06,-0.5714
2003-01-07,1.7241
2003-01-24,-1.1299
2003-02-14,0.0229
2003-02-25,1.1197
2003-03-07,-1.1073
2003-03-21,2.6765
2003-05-02,0.0
2003-05-06,1.1236
2003-10-30,4.1667
2003-11-07,0.0
2003-12-12,3.1957
