ticker,MACK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-03-29,-13.7143
2012-03-30,2.4834
2012-04-02,-3.0695
2012-04-03,1.3333
2012-04-04,-1.1513
2012-04-05,0.8319
2012-04-09,7.9208
2012-04-10,1.0703
2012-04-11,2.118
2012-04-12,3.7037
2012-04-13,-0.8571
2012-04-16,10.8069
2012-04-17,1.6905000000000001
2012-04-18,3.3247999999999998
2012-04-19,7.302
2012-04-20,-2.3068
2012-04-23,-8.3825
2012-04-24,-8.5052
2012-04-25,8.3099
2012-04-26,-0.3901
2012-04-27,-5.2219
2012-04-30,8.8154
2012-05-01,-3.038
2012-05-02,-0.6527
2012-05-03,-2.4967
2012-05-04,0.5391
2012-05-07,0.5362
2012-05-08,1.6
2012-05-09,0.3937
2012-05-10,-6.5359
2012-05-11,2.7972
2012-05-14,0.8163
2012-05-15,-4.8583
2012-05-16,4.539
2012-05-17,-0.2714
2012-05-18,-0.6803
2012-05-21,-0.9589
2012-05-22,-9.2669
2012-05-23,0.3049
2012-05-24,6.6869
2012-05-25,-2.4217
2012-05-29,1.3139
2012-05-30,-5.3314
2012-05-31,4.5662
2012-06-01,-9.607
2012-06-04,-1.7713
2012-06-05,-7.0492
2012-06-06,8.9947
2012-06-07,8.5761
2012-06-08,9.538
2012-06-11,-11.7007
2012-06-12,-0.4622
2012-06-13,5.2632
2012-06-14,5.1471
2012-06-15,2.7972
2012-06-18,0.1361
2012-06-19,-3.8043
2012-06-20,0.2825
2012-06-21,0.0
2012-06-22,-1.4085
2012-06-25,1.7143000000000002
2012-06-26,-0.2809
2012-06-27,-1.4085
2012-06-28,1.4285999999999999
2012-06-29,2.5352
2012-07-02,2.6099
2012-07-03,-2.5435
2012-07-05,-0.2747
2012-07-06,0.6887
2012-07-09,1.0944
2012-07-10,-3.7889
2012-07-11,0.8439
2012-07-12,0.4184
2012-07-13,4.0278
2012-07-16,1.4686
2012-07-17,0.6579
2012-07-18,-0.6536
2012-07-19,-4.6053
2012-07-20,8.5517
2012-07-23,0.1271
2012-07-24,3.4264
2012-07-25,7.362
2012-07-26,-2.4
2012-07-27,-2.5761
2012-07-30,-6.0096
2012-07-31,1.9182000000000001
2012-08-01,-2.133
2012-08-02,-1.5385
2012-08-03,0.3906
2012-08-06,-0.2594
2012-08-07,0.13
2012-08-08,-4.2857
2012-08-09,0.0
2012-08-10,0.1357
2012-08-13,3.523
2012-08-14,-0.5236
2012-08-15,0.5263
2012-08-16,-0.5236
2012-08-17,2.5
