ticker,BCOW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-01-10,4.1656
2019-01-11,-1.443
2019-01-14,0.4515
2019-01-15,1.3121
2019-01-16,-0.2991
2019-01-17,-1.6
2019-01-18,-0.2033
2019-01-22,-0.611
2019-01-23,-0.2049
2019-01-24,-1.0267
2019-01-25,-0.5467
2019-01-28,-0.1804
2019-01-29,-1.1494
2019-01-30,-0.1057
2019-01-31,0.0212
2019-02-01,0.0233
2019-02-04,-0.1502
2019-02-05,-0.8475
2019-02-06,1.1752
2019-02-07,-0.2112
2019-02-08,0.3598
2019-02-11,0.0633
2019-02-12,-1.8967
2019-02-13,1.826
2019-02-14,-2.1097
2019-02-15,-0.8621
2019-02-19,2.1739
2019-02-20,-0.1064
2019-02-21,1.1715
2019-02-22,1.0526
2019-02-25,0.0
2019-02-26,0.0
2019-02-27,0.0
2019-02-28,0.9375
2019-03-01,-0.8256
2019-03-04,-0.1041
2019-03-05,1.4583
2019-03-06,-0.5133
2019-03-07,-0.2064
2019-03-08,-0.6205
2019-03-11,3.0177
2019-03-12,0.5051
2019-03-13,-1.005
2019-03-14,0.5076
2019-03-15,-4.0404
2019-03-18,1.0526
2019-03-19,0.1042
2019-03-20,-0.1041
2019-03-21,0.2083
2019-03-22,0.9356
2019-03-25,-1.1329
2019-03-26,1.0417
2019-03-27,0.3093
2019-03-28,0.2055
2019-03-29,0.0
2019-04-01,1.4872
2019-04-03,-0.4234
2019-04-04,-1.5537999999999998
2019-04-08,-0.2062
2019-04-09,-0.1033
2019-04-10,0.3102
2019-04-11,0.1031
2019-04-12,0.309
2019-04-16,-0.8214
2019-04-17,-0.3106
2019-04-18,0.5192
2019-04-23,-1.7841
2019-04-25,2.0269
2019-04-26,-0.5155
2019-04-29,0.0
2019-04-30,-0.4145
2019-05-02,0.2934
2019-05-06,-0.7076
2019-05-07,0.7283
2019-05-09,-0.7645
2019-05-13,-0.6021
2019-05-14,-1.5607
2019-05-15,1.2821
2019-05-16,-0.5274
2019-05-17,-0.2725
2019-05-21,0.0595
2019-05-22,-0.1052
2019-05-23,-0.4255
2019-05-24,0.1357
2019-05-28,0.2273
2019-05-29,0.0639
2019-05-30,0.0
2019-05-31,0.0
2019-06-03,0.5319
2019-06-04,0.2995
2019-06-05,-0.0876
2019-06-06,-0.2112
2019-06-07,0.0
2019-06-10,0.5291
2019-06-11,0.1063
2019-06-12,-0.1062
2019-06-13,-0.5274
2019-06-14,-0.528
2019-06-17,0.5309
2019-06-18,-1.0572
