ticker,BCOW US Equity
2019-06-20,0.0
2019-06-21,0.1733
2019-06-24,-0.173
2019-06-25,-0.5348
2019-06-26,-0.4301
2019-06-27,-0.108
2019-06-28,2.7027
2019-07-02,-0.5263
2019-07-03,-2.1164
2019-07-05,0.0
2019-07-08,0.8259
2019-07-09,-0.2831
2019-07-10,-0.6452
2019-07-11,-0.4329
2019-07-12,-1.6303999999999998
2019-07-15,1.7724
2019-07-16,-1.1985999999999999
2019-07-17,-0.5495
2019-07-18,0.221
2019-07-19,2.9151
2019-07-22,-2.2969
2019-07-23,1.9737
2019-07-24,1.1129
2019-07-26,-0.0372
2019-07-29,-1.4894
2019-07-30,1.1879
2019-07-31,0.4269
2019-08-01,0.1063
2019-08-02,-0.2123
2019-08-05,0.7213
2019-08-06,-0.0824
2019-08-07,-0.7939
2019-08-08,-0.7981
2019-08-12,2.0408
2019-08-13,-1.3684
2019-08-14,-0.6403
2019-08-19,0.3222
2019-08-21,2.2484
2019-08-22,-1.3613
2019-08-23,-0.9554
2019-08-26,2.358
2019-08-27,-2.0942
2019-08-28,1.6042999999999998
2019-08-29,-0.9516
2019-08-30,0.1477
2019-09-03,-0.2494
2019-09-05,-0.3181
2019-09-06,-0.6414
2019-09-09,4.189
2019-09-10,-1.9588
2019-09-12,0.2093
2019-09-13,1.2602
2019-09-16,-2.2798
2019-09-17,2.439
2019-09-18,-2.1739
2019-09-19,3.4995
2019-09-20,0.6063
2019-09-23,-0.6626
2019-09-24,0.0031
2019-09-25,-0.666
2019-09-30,-0.7209
2019-10-02,0.0
2019-10-04,-0.4149
2019-10-07,0.2083
2019-10-08,2.6778
2019-10-09,-0.0769
2019-10-10,-0.7092
2019-10-11,0.0
2019-10-14,-1.0071
2019-10-17,1.0174
2019-10-21,-2.7551
2019-10-22,0.8919
2019-10-25,2.4441
2019-10-28,0.5076
2019-10-29,-0.8091
2019-10-30,0.8157
2019-10-31,-1.3980000000000001
2019-11-05,0.4682
2019-11-06,2.9845
2019-11-07,-0.9901
2019-11-08,-0.6
2019-11-11,0.0402
2019-11-12,0.544
2019-11-14,-0.9612
2019-11-15,0.0808
2019-11-18,1.9173
2019-11-19,0.0
2019-11-20,-0.495
2019-11-21,0.408
2019-11-22,0.5847
2019-11-25,0.003
2019-11-26,0.4896
2019-11-27,0.4902
2019-12-02,-0.4878
2019-12-03,2.1078
2019-12-04,0.9121
2019-12-05,1.5699
2019-12-06,-3.4192
2019-12-09,0.9699
2019-12-10,1.3449
2019-12-13,1.8957000000000002
2019-12-16,-0.507
2019-12-17,0.0421
2019-12-18,-0.2262
2019-12-19,1.1634
2019-12-20,0.463
2019-12-23,-2.6728
2019-12-24,-0.4725
2019-12-26,0.9029
2019-12-27,1.5634000000000001
2019-12-30,-0.0752
2019-12-31,0.1607
2020-01-02,0.3711
2020-01-03,-1.1091
2020-01-06,0.186
2020-01-08,1.2444
2020-01-09,-1.4125
2020-01-10,0.1869
2020-01-13,0.0382
2020-01-15,-0.2247
2020-01-17,-0.0561
2020-01-21,2.7165
2020-01-22,0.1411
2020-01-23,1.3636
2020-01-24,2.0628
2020-01-27,2.7241
2020-01-28,1.7964
2020-01-29,0.4202
2020-01-30,0.031
2020-01-31,-0.3656
2020-02-03,-0.5038
2020-02-04,0.4219
2020-02-05,-0.2471
2020-02-06,-0.1735
2020-02-07,0.4219
2020-02-10,0.1546
2020-02-11,-0.5739
2020-02-12,-1.1941
2020-02-13,-3.6273
2020-02-14,3.2613
2020-02-19,-2.4185
2020-02-24,-0.6157
2020-02-25,1.7610999999999999
2020-02-26,-2.2541
2020-02-27,-3.2536
2020-02-28,-0.0837
2020-03-02,2.5282999999999998
2020-03-03,3.2344
2020-03-04,-4.3478
2020-03-06,-7.6364
2020-03-09,-5.4626
2020-03-10,3.8522
2020-03-11,-7.5699
2020-03-12,-7.2213
2020-03-13,3.4007
2020-03-16,-5.0311
2020-03-17,2.5095
2020-03-18,-9.8806
2020-03-19,13.2732
2020-03-20,-15.1308
2020-03-23,7.2386
2020-03-24,-0.63
2020-03-25,-3.2656
2020-03-26,1.7542
2020-03-27,0.0064
2020-03-30,0.8255
2020-03-31,0.0
2020-04-01,-0.1267
2020-04-02,-1.1421000000000001
2020-04-03,-3.2413
2020-04-06,10.7794
2020-04-07,7.7844
2020-04-08,0.4889
2020-04-09,-0.3748
2020-04-13,-0.0011
2020-04-14,-0.111
2020-04-15,-1.7311
2020-04-16,-5.0225
2020-04-17,0.4786
2020-04-21,-6.4596
2020-04-22,-3.2552
2020-04-23,1.3341
2020-04-24,1.4224999999999999
2020-04-27,5.0892
2020-04-28,2.4911
2020-04-29,-2.3655
2020-04-30,1.7202
2020-05-01,0.7503
2020-05-05,-5.0827
2020-05-08,5.2304
2020-05-11,0.0
2020-05-12,0.5917
2020-05-14,-1.7647
2020-05-18,-4.1904
2020-05-19,3.7487
2020-05-20,0.0
2020-05-22,3.253
2020-05-26,0.3501
2020-05-28,0.5814
2020-05-29,1.2717
2020-06-02,4.4521
2020-06-03,0.0
2020-06-04,-2.1858
2020-06-05,6.1453
2020-06-08,2.7389
2020-06-09,-4.1516
2020-06-10,-0.6414
2020-06-11,7.2620000000000005
2020-06-12,0.0
2020-06-17,-2.2066
2020-06-18,-0.0267
2020-06-19,-2.7433
2020-06-22,1.4768
2020-06-23,0.8316
2020-06-24,-2.0619
2020-06-25,-3.1579
2020-06-26,-1.087
2020-07-01,4.3956
2020-07-02,0.0
2020-07-06,3.7095000000000002
2020-07-07,-2.0543
2020-07-10,1.0363
2020-07-13,0.0
2020-07-15,-1.0256
2020-07-17,-6.6321
2020-07-20,3.2186
2020-07-21,5.0548
2020-07-23,-3.2721999999999998
2020-07-24,-2.4909
2020-07-27,3.0928
2020-07-28,-2.1053
2020-07-29,0.0
2020-07-30,0.0
