ticker,PRMK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-01-19,-99.9
2008-01-07,-86.6667
2008-01-08,50.0
2008-02-05,0.0
2008-02-27,0.0
2008-06-26,-88.6667
2008-06-27,-8.8235
2008-06-30,9.6774
2008-07-01,-26.4706
2008-07-02,-56.0
2008-07-03,0.0
2008-07-07,36.3636
2008-07-08,6.6667
2008-07-09,6.25
2008-07-10,-5.8824
2008-07-11,-65.625
2008-07-14,81.8182
2008-07-15,-13.375
2008-07-16,15.4401
2008-07-17,20.0
2008-07-18,0.0
2008-07-21,0.0
2008-07-22,0.0
2008-07-23,-16.6667
2008-07-24,20.0
2008-07-25,-8.3333
2008-07-28,-9.0909
2008-07-29,0.0
2008-07-30,0.0
2008-07-31,0.0
2008-08-01,0.0
2008-08-04,0.0
2008-08-05,0.0
2008-08-07,40.0
2008-08-08,-28.5714
2008-08-12,10.0
2008-08-13,0.0
2008-08-14,-18.1818
2008-08-18,0.0
2008-08-19,0.0
2008-08-20,11.1111
2008-08-21,60.0
2008-08-22,0.0
2008-08-25,6.25
2008-08-26,-5.8824
2008-08-27,-25.0
2008-08-28,0.0
2008-08-29,-25.0
2008-09-02,0.0
2008-09-04,-5.5556
2008-09-08,41.1765
2008-09-09,8.3333
2008-09-10,-38.4615
2008-09-12,0.0
2008-09-15,0.0
2008-09-16,0.0
2008-09-17,0.0
2008-09-18,0.0
2008-09-22,0.0
2008-09-23,37.5
2008-09-24,-45.4545
2008-09-25,16.6667
2008-09-26,0.0
2008-09-29,71.4286
2008-09-30,0.0
2008-10-01,0.0
2008-10-02,-16.6667
2008-10-03,-38.0
2008-10-07,61.2903
2008-10-09,-60.0
2008-10-14,15.0
2008-10-15,-13.0435
2008-10-16,25.0
2008-10-17,-30.0
2008-10-21,14.2857
2008-10-22,-17.5
2008-10-23,6.0606
2008-10-24,0.0
2008-10-28,0.0
2008-10-29,-14.2857
2008-10-31,16.6667
2008-11-03,-14.2857
2008-11-06,0.0
2008-11-10,16.6667
2008-11-17,0.0
2008-11-19,-28.5714
2008-11-21,-50.0
2008-11-24,-12.0
2008-11-25,-9.0909
2008-12-09,350.0
2008-12-10,-4.4444
2008-12-11,16.2791
2008-12-12,-10.0
2008-12-15,-11.1111
2008-12-16,-10.0
2008-12-17,-16.6667
2008-12-18,-63.3333
2008-12-19,72.7273
2008-12-22,15.7895
2008-12-23,-18.1818
2008-12-29,11.1111
2008-12-31,-50.0
2009-01-02,100.0
2009-01-05,-50.0
