ticker,MOXC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-04-11,9.375
2014-04-14,8.5714
2014-04-15,5.2632
2014-04-16,2.5
2014-04-17,-1.2195
2014-04-21,2.4691
2014-04-22,2.4096
2014-04-23,0.0
2014-04-24,-2.3529
2014-04-25,-0.241
2014-04-28,0.2415
2014-04-29,15.6627
2014-04-30,2.0833
2014-05-01,-2.0408
2014-05-02,0.0
2014-05-05,-6.25
2014-05-06,6.6667
2014-05-07,2.0833
2014-05-08,-1.0204
2014-05-09,0.0
2014-05-12,0.0
2014-05-13,1.0309
2014-05-14,-1.4285999999999999
2014-05-15,3.5197000000000003
2014-05-16,-2.0
2014-05-19,1.8367
2014-05-20,0.2004
2014-05-21,-2.0
2014-05-22,4.0816
2014-05-27,-1.9607999999999999
2014-05-28,0.0
2014-05-29,1.0
2014-05-30,0.0
2014-06-02,0.0
2014-06-03,-0.9901
2014-06-04,0.0
2014-06-05,1.0
2014-06-06,0.0
2014-06-09,0.0
2014-06-10,0.9901
2014-06-11,0.0
2014-06-12,0.0
2014-06-13,0.0
2014-06-16,0.9804
2014-06-17,0.0
2014-06-18,0.0
2014-06-19,0.9709
2014-06-20,-0.9615
2014-06-23,0.9709
2014-06-24,0.0
2014-06-25,0.0
2014-06-26,0.0
2014-06-27,-0.9615
2014-06-30,0.0
2014-07-01,6.7961
2014-07-02,3.6364
2014-07-07,0.0
2014-07-08,0.0
2014-07-09,1.7544
2014-07-10,1.7241
2014-07-11,0.0
2014-07-14,-3.3898
2014-07-15,1.7544
2014-07-16,0.0
2014-07-17,1.7241
2014-07-18,0.0
2014-07-21,-1.6949
2014-07-22,0.3448
2014-07-23,0.0
2014-07-24,0.5155
2014-07-25,-0.8547
2014-07-28,1.7241
2014-07-29,-3.3898
2014-07-30,4.386
2014-07-31,0.8403
2014-08-01,0.0
2014-08-04,0.0
2014-08-05,0.0
2014-08-06,4.1667
2014-08-07,-2.4
2014-08-08,0.0
2014-08-11,0.0
2014-08-12,0.0
2014-08-13,2.459
2014-08-14,-3.2
2014-08-15,0.8264
2014-08-18,-0.8197
2014-08-19,0.8264
2014-08-20,1.6393
2014-08-21,-1.6129
2014-08-22,-0.8197
2014-08-25,0.8264
2014-08-26,-0.8197
2014-08-27,-28.9256
2014-08-28,24.4186
2014-08-29,2.8037
2014-09-02,2.7273
2014-09-03,-2.6549
2014-09-04,4.5455
2014-09-05,0.8696
2014-09-08,0.0
2014-09-09,-5.0
2014-09-10,6.1706
