ticker,VIRT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-04-16,16.7368
2015-04-17,2.1641
2015-04-20,1.3239
2015-04-21,-2.6568
2015-04-22,-2.4161
2015-04-23,3.6222
2015-04-24,-1.9689999999999999
2015-04-27,-4.0849
2015-04-28,2.0235
2015-04-29,-1.7066
2015-04-30,0.3754
2015-05-01,0.0468
2015-05-04,-1.1682
2015-05-05,3.026
2015-05-06,1.6061999999999999
2015-05-07,1.1292
2015-05-08,-0.402
2015-05-11,0.9865
2015-05-12,-0.8881
2015-05-13,-2.1505
2015-05-14,0.5952
2015-05-15,1.2745
2015-05-18,-0.9438
2015-05-19,0.8167
2015-05-20,0.315
2015-05-21,-1.1663999999999999
2015-05-22,0.3631
2015-05-26,0.1357
2015-05-27,1.2195
2015-05-28,-1.3387
2015-05-29,-0.9724
2015-06-01,0.0685
2015-06-02,1.278
2015-06-03,4.1911
2015-06-04,-1.6002999999999998
2015-06-05,1.8022
2015-06-08,1.1226
2015-06-09,-1.2383
2015-06-10,1.47
2015-06-11,-0.6817
2015-06-12,-0.3861
2015-06-15,1.0767
2015-06-16,3.1955999999999998
2015-06-17,-0.4955
2015-06-18,-1.6183
2015-06-19,-2.2775
2015-06-22,0.6905
2015-06-23,-0.7287
2015-06-24,0.475
2015-06-25,-1.9338
2015-06-26,-0.7888
2015-06-29,2.4293
2015-06-30,1.2505
2015-07-01,-0.1278
2015-07-02,-0.1279
2015-07-06,2.5192
2015-07-07,-0.833
2015-07-08,2.016
2015-07-09,-1.2762
2015-07-10,-0.2502
2015-07-13,0.7525
2015-07-14,-0.7054
2015-07-15,0.4597
2015-07-16,0.0832
2015-07-17,-0.4156
2015-07-20,-1.0851
2015-07-21,-1.4768
2015-07-22,1.0278
2015-07-23,-1.8652
2015-07-24,1.1231
2015-07-27,1.6232
2015-07-28,-0.5885
2015-07-29,0.4228
2015-07-30,-0.7579
2015-07-31,-0.297
2015-08-03,-0.4255
2015-08-04,-0.5983
2015-08-05,-10.7481
2015-08-06,-2.553
2015-08-07,3.7568
2015-08-10,0.8099
2015-08-11,-1.3233
2015-08-12,0.8142
2015-08-13,-1.4727000000000001
2015-08-14,1.7358
2015-08-17,-0.4739
2015-08-18,-0.4762
2015-08-19,2.0096
2015-08-20,-1.0319
2015-08-21,-1.8957000000000002
2015-08-24,3.0435
2015-08-25,3.3286
2015-08-26,3.539
2015-08-27,0.6135
2015-08-28,-1.0017
2015-08-31,4.6687
2015-09-01,0.6372
