ticker,ALCN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-04,0.0
2000-03-10,4900.0
2000-03-30,40.0
2000-04-03,-28.5714
2000-04-07,0.0
2000-05-12,0.0
2000-05-31,0.0
2000-06-20,0.0
2000-07-27,0.0
2000-08-02,0.0
2000-09-25,-60.0
2000-10-04,-50.0
2000-11-27,0.0
2000-12-11,0.0
2000-12-12,0.0
2000-12-27,0.0
2001-01-22,900.0
2001-01-29,-80.0
2001-02-08,0.0
2001-02-15,-50.0
2001-03-27,0.0
2001-05-11,0.0
2001-05-15,0.0
2001-07-19,0.0
2001-10-12,0.0
2001-10-15,0.0
2001-10-29,0.0
2001-11-08,0.0
2001-11-12,0.0
2001-11-14,0.0
2001-11-23,0.0
2001-12-26,-50.0
2002-01-18,-60.0
2002-02-04,0.0
2002-03-01,0.0
2002-03-12,0.0
2002-03-15,0.0
2002-03-19,0.0
2002-04-05,0.0
2002-04-16,0.0
2002-04-24,0.0
2002-06-07,0.0
2002-08-07,0.0
2002-09-05,-50.0
2002-09-11,0.0
2002-10-09,0.0
2002-10-10,0.0
2002-10-25,0.0
2002-11-20,-87.5
2003-01-02,700.0
2003-01-17,0.0
2003-01-21,0.0
2003-01-22,0.0
2003-02-06,0.0
2003-03-19,0.0
2003-04-15,0.0
2003-06-26,0.0
2003-07-10,0.0
2003-07-11,0.0
2003-07-25,0.0
2003-08-06,0.0
2003-08-18,0.0
2003-08-28,0.0
2003-09-05,0.0
2003-09-25,0.0
2003-09-29,0.0
2003-10-13,0.0
2003-10-24,0.0
2003-12-08,0.0
2003-12-17,0.0
2003-12-31,0.0
2004-01-07,0.0
2004-01-14,0.0
2004-01-28,0.0
2004-03-02,0.0
2004-03-05,0.0
2004-04-19,0.0
2004-05-07,0.0
2004-05-24,0.0
2004-06-29,0.0
2004-07-21,0.0
2004-07-27,0.0
2004-08-09,0.0
2004-08-30,0.0
2004-12-03,0.0
2004-12-08,0.0
2004-12-10,0.0
2004-12-31,0.0
2005-02-11,0.0
2005-02-15,0.0
2005-05-19,0.0
2005-05-23,0.0
2005-05-24,0.0
2005-05-31,0.0
2005-06-14,0.0
2005-06-17,0.0
2005-06-22,0.0
2005-10-11,0.0
2005-10-18,0.0
2005-10-26,0.0
2005-11-04,2900.0
2005-11-09,-96.6667
2005-11-16,0.0
2005-12-01,-87.5
2006-01-20,0.0
2006-03-01,0.0
2010-01-22,0.0
2010-12-22,0.0
2010-12-30,0.0
2011-01-21,50.0
2011-02-03,0.0
2011-02-11,4166.6667
2011-02-15,0.0
2011-02-16,0.0
2011-02-17,0.0
2011-02-18,0.0
2011-02-24,0.0
2011-03-01,0.0
2011-03-09,-37.5
2011-03-16,0.0
2011-03-29,0.0
2011-03-30,0.0
2011-05-31,0.0
2011-06-16,0.0
2011-06-23,0.0
2011-07-01,0.0
2011-07-28,0.0
2011-08-24,0.0
2011-09-16,0.0
2011-09-19,0.0
2011-09-27,0.0
2011-10-05,0.0
2011-11-07,0.0
2011-12-23,0.0
2012-01-09,0.0
2012-02-10,0.0
2012-03-29,0.0
2012-04-04,0.0
2012-04-20,0.0
2012-05-03,0.0
2012-05-04,0.0
2012-07-06,100.0
2012-08-10,-98.75
2012-11-05,0.0
2012-11-29,0.0
2014-10-03,7900.0
2015-05-05,-98.75
2015-10-14,-73.6
2016-10-06,2930.303
2017-03-30,-87.5
2017-04-24,0.0
2018-09-28,-92.0
2018-10-18,0.0
2019-02-22,-90.0
2020-02-07,9900.0
2020-07-17,900.0
