ticker,CSLI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-18,-90.0
2000-01-31,0.0
2000-03-21,900.0
2000-05-11,0.0
2000-05-25,0.0
2000-06-01,0.0
2000-06-30,0.0
2000-08-10,0.0
2000-08-17,0.0
2000-09-13,0.0
2000-09-15,0.0
2000-09-22,0.0
2000-09-25,0.0
2000-11-14,0.0
2000-11-17,0.0
2000-11-29,0.0
2000-12-12,0.0
2000-12-20,0.0
2000-12-26,0.0
2000-12-29,0.0
2001-01-05,0.0
2001-02-13,0.0
2001-02-15,0.0
2001-05-07,0.0
2001-05-21,0.0
2001-07-17,0.0
2001-07-18,0.0
2001-07-30,-10.0
2001-07-31,0.0
2001-09-25,0.0
2001-10-08,0.0
2001-10-15,-33.3333
2001-12-03,0.0
2001-12-11,0.0
2001-12-19,0.0
2002-01-23,-16.6667
2002-01-28,0.0
2002-04-15,-60.0
2002-04-16,0.0
2002-06-06,0.0
2002-06-12,0.0
2002-07-31,0.0
2002-08-28,0.0
2002-10-15,0.0
2002-10-16,0.0
2002-10-25,0.0
2002-12-11,0.0
2002-12-23,0.0
2003-02-10,-93.75
2003-04-07,1500.0
2003-05-15,-50.0
2003-05-29,0.0
2003-06-03,0.0
2003-07-15,-37.5
2003-07-23,0.0
2003-08-07,0.0
2003-08-22,0.0
2003-09-04,0.0
2003-09-09,0.0
2003-10-22,0.0
2003-10-24,0.0
2003-11-06,0.0
2003-12-03,0.0
2003-12-10,0.0
2003-12-22,0.0
2004-01-27,0.0
2004-03-24,0.0
2004-07-19,0.0
2004-11-17,0.0
2004-12-08,0.0
2004-12-10,0.0
2004-12-15,0.0
2005-01-24,0.0
2005-03-01,0.0
2005-03-16,60.0
2005-03-24,-37.5
2005-05-05,0.0
2005-06-20,0.0
2005-07-22,10.0
2005-08-02,-9.0909
2005-10-12,220.0
2005-11-03,1400.0
2006-01-06,-66.6667
2006-01-09,-47.0
2006-01-10,-5.6604
2006-01-11,-10.0
2006-01-12,-8.8889
2006-01-13,7.3171
2006-01-17,20.4545
2006-01-18,-24.5283
2006-01-19,12.5
2006-01-20,11.1111
2006-01-23,-30.0
2006-01-24,0.0
2006-01-25,-14.2857
2006-01-27,0.0
2006-01-31,-6.6667
2006-02-01,-10.7143
2006-02-03,100.0
2006-02-06,0.0
2006-02-07,-70.0
2006-02-09,0.0
2006-02-10,0.0
2006-02-13,80.0
2006-02-14,-7.4074
2006-02-16,20.0
2006-02-21,-30.0
2006-02-22,-28.5714
