ticker,BTAI US Equity
2018-07-26,1.8831
2018-07-27,-7.5875
2018-07-30,-0.1053
2018-07-31,5.9009
2018-08-01,1.7412999999999998
2018-08-02,5.2812
2018-08-03,-6.0288
2018-08-06,0.1384
2018-08-07,0.4936
2018-08-08,-4.7151
2018-08-09,3.0928
2018-08-10,-7.5
2018-08-13,-0.5405
2018-08-14,-6.5217
2018-08-15,-1.0465
2018-08-16,-3.7603
2018-08-17,-0.6105
2018-08-20,-1.2285
2018-08-21,-1.2438
2018-08-22,-1.1398
2018-08-23,-1.7772000000000001
2018-08-24,3.4137
2018-08-27,5.98
2018-08-28,-2.3669000000000002
2018-08-29,8.6061
2018-08-30,3.683
2018-08-31,-0.9688
2018-09-04,7.3913
2018-09-05,-3.3401
2018-09-06,-4.712
2018-09-07,2.3077
2018-09-10,-1.6112
2018-09-11,-3.9301
2018-09-12,-1.5909
2018-09-13,-5.8891
2018-09-14,1.227
2018-09-17,-1.9394
2018-09-18,-0.3708
2018-09-19,-5.8313
2018-09-20,-1.054
2018-09-21,0.3995
2018-09-24,0.7958
2018-09-25,1.4474
2018-09-26,0.3891
2018-09-27,0.0
2018-09-28,-1.0336
2018-10-01,-0.6527
2018-10-02,-0.3942
2018-10-03,0.1319
2018-10-04,-1.8445
2018-10-05,-2.2819
2018-10-08,-5.9066
2018-10-09,-1.3139
2018-10-10,-12.7219
2018-10-11,-0.8475
2018-10-12,6.6667
2018-10-15,1.9231
2018-10-16,-1.7296
2018-10-17,4.96
2018-10-18,-3.439
2018-10-19,-1.0167
2018-10-22,-9.7289
2018-10-23,2.4399
2018-10-24,3.4822
2018-10-25,-2.5
2018-10-26,-3.9316
2018-10-29,-9.7865
2018-10-30,6.5089
2018-10-31,-5.9259
2018-11-01,10.2362
2018-11-02,-2.1429
2018-11-05,-5.1095
2018-11-06,4.8077
2018-11-07,6.055
2018-11-08,4.6713000000000005
2018-11-09,-2.4793
2018-11-12,-5.5931999999999995
2018-11-13,-0.6284
2018-11-14,-4.4264
2018-11-15,8.3176
2018-11-16,0.5236
2018-11-19,-2.5174
2018-11-20,-9.528
2018-11-21,2.7559
2018-11-23,-3.8314
2018-11-26,1.3944
2018-11-27,-3.7328
2018-11-28,-1.8367
2018-11-29,-1.6632
2018-11-30,2.1142
2018-12-03,5.383
2018-12-04,-4.5187
2018-12-06,4.1152
2018-12-07,-6.5217
2018-12-10,-1.4524
2018-12-11,-2.3877
2018-12-12,0.0
2018-12-13,-8.1319
2018-12-14,-8.134
2018-12-17,-2.8646000000000003
2018-12-18,-10.7239
2018-12-19,-10.5105
2018-12-20,-13.0872
2018-12-21,-1.5444
2018-12-24,9.0196
2018-12-26,-13.3094
2018-12-27,80.9129
2018-12-28,-9.633
2018-12-31,-2.0305
2019-01-02,-9.5855
2019-01-03,43.8395
2019-01-04,3.9840999999999998
2019-01-07,1.9157
2019-01-08,14.473700000000001
2019-01-09,-1.9704000000000002
2019-01-10,3.5176
2019-01-11,-1.7799
2019-01-14,-5.1071
2019-01-15,-8.5069
2019-01-16,5.6926
2019-01-17,0.7181
2019-01-18,4.4563
2019-01-22,-2.2184
2019-01-23,-0.5236
2019-01-24,-3.5088
2019-01-25,0.5455
2019-01-28,2.17
2019-01-29,-0.177
2019-01-30,-2.8369
2019-01-31,-2.1898
2019-02-01,0.3731
2019-02-04,10.6022
2019-02-05,10.9169
2019-02-06,18.6364
2019-02-07,6.1303
2019-02-08,15.5235
2019-02-11,3.125
2019-02-12,5.7576
2019-02-13,-1.6237
2019-02-14,-4.0777
2019-02-15,-12.1457
2019-02-19,1.7281
2019-02-20,-6.6818
2019-02-21,-2.1845
2019-02-22,0.8685
2019-02-25,1.476
2019-02-26,6.6667
2019-02-27,-2.5
2019-02-28,-1.1655
2019-03-01,3.6557
2019-03-04,1.479
2019-03-05,-5.0448
2019-03-06,-1.771
2019-03-07,-4.9279
2019-03-08,-1.7699
2019-03-11,11.408
2019-03-12,7.897
2019-03-13,0.3212
2019-03-14,1.2807
2019-03-15,2.1075
2019-03-18,6.6047
2019-03-19,-0.7744
2019-03-20,-4.0976
2019-03-21,-5.1882
2019-03-22,-1.5021
2019-03-25,1.3072
2019-03-26,-1.3978
2019-03-27,3.9257999999999997
2019-03-28,7.1354
2019-03-29,-3.1342
2019-04-01,-3.3367
2019-04-02,-5.9623
2019-04-03,5.228
2019-04-04,7.8224
2019-04-05,0.3922
2019-04-08,2.0508
2019-04-09,0.0
2019-04-10,-1.8182
2019-04-11,-0.9747
2019-04-12,3.9370000000000003
2019-04-15,-3.5038
2019-04-16,-2.159
2019-04-17,-3.4102
2019-04-18,0.9346
2019-04-22,1.8519
2019-04-23,1.5152
2019-04-24,6.9652
2019-04-25,-2.9767
2019-04-26,4.8897
2019-04-29,5.1188
2019-04-30,-7.6522
2019-05-01,-2.4482
2019-05-02,0.0
2019-05-03,0.6757
2019-05-06,0.1918
2019-05-07,3.6364
2019-05-08,8.8643
2019-05-09,-8.3121
2019-05-10,5.7354
2019-05-13,-14.6982
2019-05-14,9.8462
2019-05-15,0.2801
2019-05-16,1.7691
2019-05-17,-0.2745
2019-05-20,0.9174
2019-05-21,0.0
2019-05-22,-0.9091
2019-05-23,-7.8899
2019-05-24,8.0677
2019-05-28,-2.3041
2019-05-29,-1.0377
2019-05-30,3.7178
2019-05-31,-1.7463
2019-06-03,-4.7708
2019-06-04,6.0904
2019-06-05,0.8333
2019-06-06,1.0101
2019-06-07,-0.4545
2019-06-10,-0.5479
2019-06-11,-0.7346
2019-06-12,1.7576
2019-06-13,-0.6818
2019-06-14,-0.2288
2019-06-17,-0.0917
2019-06-18,0.1837
2019-06-19,1.6499000000000001
2019-06-20,-1.5329000000000002
2019-06-21,0.9158
2019-06-24,-0.726
2019-06-25,-4.1133
2019-06-26,0.0
2019-06-27,4.4805
2019-06-28,0.0
2019-07-01,2.9196999999999997
2019-07-02,0.7979
2019-07-03,0.2639
2019-07-05,-0.1754
2019-07-08,-6.7663
2019-07-09,1.0368
2019-07-10,2.0522
2019-07-11,-0.6399
2019-07-12,-3.9558
2019-07-15,-0.9579
2019-07-16,0.1934
2019-07-17,1.6409
2019-07-18,-1.9943
2019-07-19,2.1318
2019-07-22,0.5693
2019-07-23,1.6038000000000001
2019-07-24,1.2071
2019-07-25,-1.9266
2019-07-26,2.8999
2019-07-29,-1.5455
2019-07-30,1.7544
2019-07-31,-2.2686
2019-08-01,-0.0929
2019-08-02,-5.0186
2019-08-05,-10.5675
2019-08-06,-3.1729
2019-08-07,-12.3164
2019-08-08,14.433
2019-08-09,-4.786
2019-08-12,-2.3655
2019-08-13,6.7232
2019-08-14,-3.8593
2019-08-15,2.3613
2019-08-16,5.5363
2019-08-19,-3.388
2019-08-20,-3.9593
2019-08-21,3.1802
2019-08-22,4.1096
2019-08-23,0.0
2019-08-26,1.8639999999999999
2019-08-27,3.2293
2019-08-28,-3.2325
2019-08-29,7.6509
2019-08-30,-1.8018
2019-09-03,-2.1407
2019-09-04,-0.1042
2019-09-05,-2.1898
2019-09-06,-0.3198
2019-09-09,-2.7807
2019-09-10,-4.5105
2019-09-11,18.2028
2019-09-12,2.0468
2019-09-13,-0.2865
2019-09-16,0.9579
2019-09-17,4.1746
2019-09-18,1.0018
2019-09-19,6.1317
2019-09-20,-9.3458
2019-09-23,-6.1856
2019-09-24,-2.8971
2019-09-25,0.9259
2019-09-26,-23.5474
2019-09-27,0.2667
2019-09-30,-6.383
2019-10-01,-8.9489
2019-10-02,0.78
2019-10-03,-7.5851
2019-10-04,5.5276
2019-10-07,2.5397
2019-10-08,-5.8824
2019-10-09,2.3026
2019-10-10,-2.09
2019-10-11,2.4631
2019-10-14,-1.4423
2019-10-15,1.7886
2019-10-16,-0.4792
2019-10-17,-6.9021
2019-10-18,-8.6207
2019-10-21,-1.3208
2019-10-22,-3.6329000000000002
2019-10-23,-0.7937
2019-10-24,-4.0
2019-10-25,-4.5833
2019-10-28,-5.6769
2019-10-29,1.8519
2019-10-30,-4.5455
2019-10-31,-0.9524
2019-11-01,2.4038
2019-11-04,-0.4695
2019-11-05,1.8868
2019-11-06,-4.1667
2019-11-07,-2.1739
2019-11-08,0.7407
2019-11-11,0.7353
2019-11-12,8.2725
2019-11-13,2.9213
2019-11-14,-4.8035
2019-11-15,18.1193
2019-11-18,13.7864
2019-11-19,9.8976
2019-11-20,-2.9503
2019-11-21,-3.68
2019-11-22,0.1661
2019-11-25,13.598700000000001
2019-11-26,-1.8978000000000002
2019-11-27,-5.506
2019-11-29,-2.0472
2019-12-02,-0.6431
2019-12-03,7.9288
2019-12-04,-7.0465
2019-12-05,2.4194
2019-12-06,3.9370000000000003
2019-12-09,-6.6667
2019-12-10,-0.6494
2019-12-11,-3.268
2019-12-12,6.5878
2019-12-13,7.607
2019-12-16,20.6186
2019-12-17,5.8608
2019-12-18,-5.6517
2019-12-19,2.8117
2019-12-20,-1.1891
2019-12-23,17.3285
2019-12-24,3.5897
2019-12-26,-1.3860999999999999
2019-12-27,1.004
2019-12-30,3.4791
2019-12-31,40.3458
2020-01-02,-6.9131
2020-01-03,22.8676
2020-01-06,-4.0096
2020-01-07,-2.5561
2020-01-08,-14.651299999999999
2020-01-09,-8.096
2020-01-10,16.1501
2020-01-13,9.1994
2020-01-14,-1.6077
2020-01-15,3.7255000000000003
2020-01-16,9.9559
2020-01-17,-4.4699
2020-01-21,4.0192
2020-01-22,-1.5571000000000002
2020-01-23,-0.9373
2020-01-24,3.4299
2020-01-27,-0.5146
2020-01-28,2.9885
2020-01-29,-2.6228
2020-01-30,0.0
2020-01-31,-5.043
2020-02-03,3.9831
2020-02-04,0.6965
2020-02-05,15.1585
2020-02-06,0.1001
2020-02-07,0.0
2020-02-10,5.9
2020-02-11,1.322
2020-02-12,-11.9292
2020-02-13,26.1905
2020-02-14,55.0105
2020-02-18,7.0868
2020-02-19,3.9151
2020-02-20,-16.8692
2020-02-21,2.0175
2020-02-24,-7.7099
2020-02-25,-7.6708
2020-02-26,9.2499
2020-02-27,0.2771
2020-02-28,15.1366
2020-03-02,-16.0533
2020-03-03,-0.2541
2020-03-04,-4.586
2020-03-05,7.3765
2020-03-06,2.7666
2020-03-09,-11.8572
2020-03-10,9.0597
2020-03-11,-7.2373
2020-03-12,-28.5278
2020-03-13,-5.5055
2020-03-16,-25.7157
2020-03-17,19.3374
2020-03-18,-8.7252
2020-03-19,13.9044
2020-03-20,-5.9401
2020-03-23,2.781
2020-03-24,3.6077
2020-03-25,10.555
2020-03-26,9.3996
2020-03-27,9.8965
2020-03-30,-0.4912
2020-03-31,-8.0625
2020-04-01,-8.1879
2020-04-02,-8.6257
2020-04-03,-6.0267
2020-04-06,14.1884
2020-04-07,-2.2366
2020-04-08,8.3376
2020-04-09,8.9629
2020-04-13,2.4978
2020-04-14,5.1261
2020-04-15,-4.3965
2020-04-16,14.9666
2020-04-17,6.8
2020-04-20,-4.1199
2020-04-21,-2.2727
2020-04-22,5.0509
2020-04-23,4.22
2020-04-24,2.456
2020-04-27,5.2154
2020-04-28,1.9704000000000002
2020-04-29,10.6884
2020-04-30,0.9274
2020-05-01,-5.4054
2020-05-04,4.6286000000000005
2020-05-05,4.9427
2020-05-06,0.5464
2020-05-07,-1.4752
2020-05-08,6.1466
2020-05-11,6.4341
2020-05-12,-5.4173
2020-05-13,5.8751
2020-05-14,6.4546
2020-05-15,2.8571
2020-05-18,5.7676
2020-05-19,-3.6688
2020-05-20,4.6826
2020-05-21,-1.1133
2020-05-22,-1.6686999999999999
2020-05-26,-5.9701
2020-05-27,0.1305
2020-05-28,-6.6232
2020-05-29,8.2791
2020-06-01,1.6108
2020-06-02,-2.5576
2020-06-03,-2.0824
2020-06-04,8.7949
2020-06-05,-2.8304
2020-06-08,4.0025
2020-06-09,1.5112
2020-06-10,0.6153
2020-06-11,-9.4496
2020-06-12,3.6383
2020-06-15,11.0364
2020-06-16,0.3029
2020-06-17,1.8309
2020-06-18,1.6682000000000001
2020-06-19,-4.0109
2020-06-22,8.2051
2020-06-23,3.0542
2020-06-24,-3.1681
2020-06-25,1.9348999999999998
2020-06-26,-4.0552
2020-06-29,-8.705
2020-06-30,4.4326
2020-07-01,0.9055
2020-07-02,-2.4864
2020-07-06,-7.9179
2020-07-07,4.06
2020-07-08,6.8828
2020-07-09,-2.9015
2020-07-10,0.482
2020-07-13,-4.2978
2020-07-14,4.1901
2020-07-15,-2.8286
2020-07-16,-1.4455
2020-07-17,6.4698
2020-07-20,14.0215
2020-07-21,4.7997
2020-07-22,2.0689
2020-07-23,-4.7036999999999995
2020-07-24,-1.3476
2020-07-27,1.185
2020-07-28,-14.5413
2020-07-29,-8.8314
2020-07-30,1.19
2020-07-31,-6.4163
