ticker,CHKR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-11-11,-0.6842
2011-11-14,0.265
2011-11-15,0.4757
2011-11-16,1.5255
2011-11-17,0.1554
2011-11-18,-0.4139
2011-11-21,0.0519
2011-11-22,0.2077
2011-11-23,-1.2435
2011-11-25,0.0
2011-11-28,1.7314
2011-11-29,1.6503
2011-11-30,1.1162
2011-12-01,-0.1004
2011-12-02,0.2511
2011-12-05,-0.8016
2011-12-06,0.5556
2011-12-07,2.4611
2011-12-08,2.2059
2011-12-09,4.8921
2011-12-12,0.0
2011-12-13,-0.5487
2011-12-14,-2.9287
2011-12-15,-1.8005
2011-12-16,2.5768
2011-12-19,-0.2488
2011-12-20,2.8162000000000003
2011-12-21,3.8154
2011-12-22,1.1797
2011-12-23,-0.583
2011-12-27,1.5335999999999999
2011-12-28,1.1106
2011-12-29,3.7346
2011-12-30,1.8213
2012-01-03,-0.8735
2012-01-04,0.2937
2012-01-05,2.0921
2012-01-06,-0.3279
2012-01-09,-1.4803
2012-01-10,0.1669
2012-01-11,-4.125
2012-01-12,-1.9990999999999999
2012-01-13,1.5521
2012-01-17,1.7467000000000001
2012-01-18,1.03
2012-01-19,-1.3594
2012-01-20,-0.4737
2012-01-23,3.029
2012-01-24,1.3439999999999999
2012-01-25,1.8229
2012-01-26,-1.5053999999999998
2012-01-27,-0.1653
2012-01-30,0.8692
2012-01-31,0.6155
2012-02-01,0.938
2012-02-02,0.7018
2012-02-03,2.7537000000000003
2012-02-06,0.8981
2012-02-07,3.8313
2012-02-08,-0.6709
2012-02-09,2.2514
2012-02-10,2.7523
2012-02-13,-4.5
2012-02-14,-1.0471
2012-02-15,4.1107
2012-02-16,0.522
2012-02-17,1.0312
2012-02-21,1.2556
2012-02-22,-1.8859
2012-02-23,1.22
2012-02-24,-0.4746
2012-02-27,0.4402
2012-02-28,2.8123
2012-02-29,-1.2789
2012-03-01,-0.072
2012-03-02,0.8642
2012-03-05,3.3202
2012-03-06,-3.0408
2012-03-07,2.1383
2012-03-08,1.1514
2012-03-09,2.1732
2012-03-12,1.2829
2012-03-13,-0.2667
2012-03-14,-2.1056
2012-03-15,-4.336
2012-03-16,-0.4283
2012-03-19,2.2580999999999998
2012-03-20,-1.3004
2012-03-21,-2.6599
2012-03-22,-5.8008
2012-03-23,2.1689
2012-03-26,1.1372
2012-03-27,-0.5247
2012-03-28,-4.5968
2012-03-29,-1.9352
2012-03-30,5.362
2012-04-02,0.9886
2012-04-03,0.5299
