ticker,THS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-06-16,18.8909
2005-06-17,-5.7524999999999995
2005-06-20,-1.0228
2005-06-21,0.0
2005-06-22,0.0
2005-06-23,1.5
2005-06-24,0.0
2005-06-27,0.3284
2005-06-28,-2.9459999999999997
2005-06-29,-4.3845
2005-06-30,0.5644
2005-07-01,1.3679000000000001
2005-07-05,3.7024
2005-07-06,-1.5682
2005-07-07,-0.4068
2005-07-08,0.5786
2005-07-11,-0.7783
2005-07-12,2.7285
2005-07-13,-0.2988
2005-07-14,-0.666
2005-07-15,0.2347
2005-07-18,-0.8361
2005-07-19,1.0118
2005-07-20,1.7696
2005-07-21,-1.3123
2005-07-22,3.4907
2005-07-25,-0.257
2005-07-26,-0.161
2005-07-27,-0.3871
2005-07-28,0.842
2005-07-29,-1.7983
2005-08-01,-0.2616
2005-08-02,-0.9836
2005-08-03,-0.9934
2005-08-04,0.2676
2005-08-05,-1.1674
2005-08-08,1.8561999999999999
2005-08-09,0.729
2005-08-10,0.3618
2005-08-11,0.5244
2005-08-12,-0.7499
2005-08-15,1.0512
2005-08-16,-0.3576
2005-08-17,-0.7504
2005-08-18,-0.1972
2005-08-19,0.4282
2005-08-22,-0.4592
2005-08-23,-0.1977
2005-08-24,-0.5612
2005-08-25,0.4316
2005-08-26,-0.5289
2005-08-29,0.1662
2005-08-30,0.0332
2005-08-31,-0.1658
2005-09-01,-0.2658
2005-09-02,-1.2325
2005-09-06,-0.5059
2005-09-07,-0.6441
2005-09-08,-0.0341
2005-09-09,-0.5119
2005-09-12,-0.3087
2005-09-13,-0.3785
2005-09-14,0.0691
2005-09-15,0.3452
2005-09-16,-0.2408
2005-09-19,-0.5172
2005-09-20,-3.3276
2005-09-21,-1.6852
2005-09-22,-1.167
2005-09-23,-0.738
2005-09-26,0.7435
2005-09-27,-0.8487
2005-09-28,0.3722
2005-09-29,-2.1135
2005-09-30,1.8182
2005-10-03,-1.3393
2005-10-04,-0.0754
2005-10-05,-0.3774
2005-10-06,0.5682
2005-10-07,1.9962
2005-10-10,-0.2954
2005-10-11,-2.7778
2005-10-12,-2.5143
2005-10-13,-0.9769
2005-10-14,0.5525
2005-10-17,-0.5102
2005-10-18,0.789
2005-10-19,-0.1957
2005-10-20,-0.3137
2005-10-21,-0.4327
2005-10-24,-1.0273
2005-10-25,-0.998
2005-10-26,-0.8871
2005-10-27,-0.1221
2005-10-28,2.0367
2005-10-31,3.1537
2005-11-01,1.3158
2005-11-02,-1.4515
