ticker,HHBT US Equity
2006-06-26,-1.6806999999999999
2006-06-27,-0.4274
2006-06-28,0.4292
2006-06-29,-3.4188
2006-06-30,1.7699
2006-07-03,5.2174
2006-07-05,4.1322
2006-07-06,-0.6349
2006-07-07,-0.5591
2006-07-10,-0.4016
2006-07-11,0.0
2006-07-12,1.7742
2006-07-13,-12.8368
2006-07-14,-2.7273
2006-07-17,-3.7382999999999997
2006-07-18,2.9126
2006-07-19,-0.9434
2006-07-20,0.9524
2006-07-21,-1.4151
2006-07-24,-2.8708
2006-07-25,0.0
2006-07-26,-3.3498
2006-07-27,-3.0581
2006-07-31,-5.8885
2006-08-02,0.5587
2006-08-03,-11.1111
2006-08-04,-6.25
2006-08-07,-3.3333
2006-08-08,0.0
2006-08-09,0.0
2006-08-10,-3.4483
2006-08-11,-10.7143
2006-08-14,-12.0
2006-08-16,-13.6364
2006-08-17,5.2632
2006-08-18,5.0
2006-08-21,0.0
2006-08-22,6.6667
2006-08-23,3.5714
2006-08-24,2.069
2006-08-25,-5.4054
2006-08-28,3.0357
2006-08-29,-1.2132
2006-08-30,-5.2632
2006-08-31,-2.7778
2006-09-01,-1.9048
2006-09-05,-2.9126
2006-09-06,-4.0
2006-09-07,5.2083
2006-09-11,0.396
2006-09-13,-11.2426
2006-09-14,-7.7778
2006-09-15,8.4337
2006-09-18,-1.1111
2006-09-19,-6.7416
2006-09-20,-3.6145
2006-09-21,0.0
2006-09-26,0.0
2006-09-28,0.0
2006-09-29,0.0
2006-10-02,-18.75
2006-10-04,3.0769
2006-10-05,7.7612
2006-10-10,2.4931
2006-10-12,-6.7568
2006-10-13,1.4493
2006-10-16,-11.4286
2006-10-25,0.0
2006-10-30,-1.6129
2006-10-31,0.0
2006-11-08,-1.6393
2006-11-13,-16.6667
2006-11-16,30.0
2006-11-17,-4.6154
2006-11-21,-3.2258
2006-12-01,8.3333
2006-12-04,-1.5385
2006-12-05,9.375
2006-12-06,2.8571
2006-12-07,5.5556
2006-12-11,18.4211
2006-12-12,1.7778
2006-12-13,1.9651
2006-12-14,-0.4283
2006-12-15,-1.0753
2006-12-18,-1.087
2006-12-19,0.0
2006-12-20,0.0
2006-12-21,3.7363
2006-12-22,0.8475
2006-12-26,1.4706000000000001
2006-12-27,1.4493
2006-12-28,-0.8163
2006-12-29,0.823
2007-01-03,0.6122
2007-01-04,-0.4057
2007-01-05,0.8147
2007-01-08,2.0202
2007-01-09,1.1881
2007-01-10,0.9785
2007-01-11,-1.1628
2007-01-12,0.9804
2007-01-16,3.1068
2007-01-17,-0.3766
2007-01-18,-0.7561
2007-01-19,0.381
2007-01-23,0.5693
2007-01-24,-0.566
2007-01-25,-0.3795
2007-01-26,-4.5714
2007-01-29,-0.1996
2007-01-30,-4.0
2007-01-31,-5.2083
2007-02-01,1.0989
2007-02-05,-3.2609
2007-02-06,-10.1124
2007-02-09,-1.25
2007-02-14,1.2658
2007-02-15,3.75
2007-02-16,2.4096
2007-02-20,3.2941
2007-02-21,0.0
2007-02-22,-3.1891
2007-02-23,0.0
2007-02-26,0.7059
2007-02-27,-2.1028000000000002
2007-03-01,0.2387
2007-03-05,-1.1905000000000001
2007-03-06,1.2048
2007-03-15,-1.1905000000000001
2007-03-19,0.0
2007-03-23,-1.9277
2007-03-26,0.4914
2007-03-29,-0.978
2007-04-02,-1.2346
2007-04-04,-2.5
2007-04-10,0.0
2007-04-13,-3.8462
2007-04-16,0.0
2007-04-26,-13.3333
2007-04-27,0.0
2007-05-02,-30.7692
2007-05-03,-2.2222
2007-05-07,0.0
2007-05-10,13.6364
2007-05-11,8.0
2007-05-14,-16.6667
2007-05-17,13.3333
2007-05-23,5.8824
2007-05-24,0.0
2007-05-25,3.7037
2007-06-04,0.0
2007-06-12,25.0
2007-06-13,-7.1429
2007-06-20,15.3846
2007-06-29,0.0
2007-07-12,1.3333
2007-07-17,0.0
2007-07-18,0.0
2007-07-26,-6.5789
2007-08-24,4.2254
2007-08-30,-0.2703
2007-09-05,-11.9241
2007-09-10,-15.3846
2007-09-13,0.0
2007-09-18,16.3636
2007-09-20,0.0
2007-09-21,-5.9375
2007-09-24,0.0
2007-10-11,-16.9435
2007-10-12,0.0
2007-10-15,0.0
2007-10-22,-10.0
2007-11-07,-11.1111
2007-11-09,-10.0
2007-11-13,25.0
2007-11-15,-11.1111
2007-11-19,-10.0
2007-11-20,0.0
2007-11-21,0.0
2007-11-26,-2.7778
2007-11-28,-5.7143
2007-12-04,0.0
2007-12-05,0.0
2007-12-07,3.0303
2007-12-19,-37.6471
2007-12-20,-4.717
2007-12-27,3.9604
2007-12-28,-3.8095
2007-12-31,3.9604
2008-01-02,0.0
2008-01-11,-4.7619
2008-01-22,-49.0
2008-01-24,7.8431
2008-01-25,36.3636
2008-01-29,-25.3333
2008-02-01,33.9286
2008-02-20,0.0
2008-03-12,6.6667
2008-03-14,43.75
2008-03-17,3.4783
2008-03-19,0.8403
2008-03-20,-2.5
2008-03-25,0.0
2008-04-15,23.9316
2008-04-16,3.4483
2008-04-17,0.0
2008-04-21,-13.3333
2008-04-22,-3.8462
2008-04-23,-4.0
2008-04-24,0.0
2008-04-28,8.3333
2008-04-29,-15.3846
2008-04-30,-2.7273
2008-05-01,2.8037
2008-05-02,13.6364
2008-05-05,0.0
2008-05-06,4.0
2008-05-07,7.6923
2008-05-09,0.0
2008-05-15,-7.1429
2008-05-27,-3.8462
2008-05-30,0.0
2008-06-02,0.0
2008-06-03,0.0
2008-06-05,-18.4
2008-06-11,9.8039
2008-06-12,0.0
2008-06-13,0.0
2008-06-19,-1.7856999999999998
2008-06-23,-2.7273
2008-07-14,-1.8692
2008-07-16,0.0
2008-07-21,-23.8095
2008-08-07,25.0
2008-08-22,-20.0
2008-09-02,18.75
2008-09-08,-15.7895
2008-09-10,0.0
2008-09-17,-12.5
2008-09-18,7.1429
2008-10-14,-30.6667
2008-10-16,15.3846
2008-10-17,-15.0
2008-10-22,-41.1765
2008-10-23,0.0
2008-10-24,-6.6667
2008-10-28,-3.5714
2008-11-28,0.0
2008-12-02,0.0
2008-12-11,0.0
2008-12-30,0.0
2008-12-31,0.0
2009-01-26,48.1481
2009-02-02,-12.5
2009-02-18,2.8571
2009-02-23,-2.7778
2009-02-25,0.0
2009-03-02,-28.5714
2009-06-19,200.0
2009-06-22,0.0
2009-06-29,-53.3333
2009-08-18,17.1429
2009-09-29,82.9268
2009-10-26,-53.3333
2009-11-17,0.0
2009-12-28,0.0
2009-12-30,0.0
2010-01-25,0.0
2010-03-02,0.0
2010-03-29,42.8571
2010-05-05,-10.0
2010-05-07,0.0
2010-05-25,0.0
2010-07-22,-22.2222
2010-08-02,0.0
2010-08-04,-28.5714
2010-10-21,0.0
2011-01-05,0.0
2011-02-03,0.0
2011-02-14,0.0
2011-02-28,0.0
2011-03-09,0.0
2011-04-06,-40.0
2011-08-26,6.6667
2011-11-22,-37.5
2011-12-12,0.0
2011-12-30,-50.0
2012-01-31,0.0
2012-04-09,0.0
2012-04-27,0.0
2012-07-11,300.0
2012-08-10,-25.0
2012-09-19,0.0
2012-12-28,0.0
2013-01-03,0.0
2013-04-16,0.0
2013-04-25,-20.0
2013-07-15,-8.3333
2013-07-26,-36.3636
2013-08-23,1014.2857
2013-08-26,-55.7692
2013-08-27,-35.6522
2013-08-28,25.6757
2013-08-29,-7.5269
2013-08-30,-2.3256
2013-09-03,-53.7202
2013-09-04,-14.2551
2013-09-05,80.5
2013-09-06,-17.8324
2013-09-16,-24.2731
2013-09-17,0.0
2013-09-20,0.0
2013-09-23,14.5799
2013-09-26,-12.7246
2013-09-27,0.0
2013-09-30,0.0
2013-10-01,0.0
2013-10-02,0.0
2013-10-03,-28.7702
2013-10-11,-37.5
2013-10-14,20.0
2013-10-16,-16.6667
2013-10-17,0.0
2013-10-18,0.0
2013-10-22,0.0
2013-11-07,0.0
2013-11-11,0.0
2013-11-13,10.0
2013-11-15,0.0
2013-11-18,-9.0909
2013-11-25,0.0
2013-11-27,0.0
2013-12-06,0.0
2013-12-11,0.0
2013-12-19,0.0
2013-12-23,6.0
2013-12-26,-43.3962
2013-12-31,0.0
2014-01-03,566.6667
2014-01-06,-10.0
2014-01-09,-44.4444
2014-01-16,0.0
2014-01-24,100.0
2014-01-27,0.0
2014-01-28,49.9375
2014-02-03,-3.293
2014-02-04,-3.4483
2014-03-03,-17.8571
2014-03-04,-8.6957
2014-03-12,-14.2857
2014-03-17,-11.1111
2014-03-25,0.0
2014-03-26,-6.25
2014-03-31,-33.3333
2014-04-11,10.0
2014-04-22,81.8182
2014-05-20,0.0
2014-06-06,-45.0
2014-07-14,0.0
2014-07-22,0.0
2014-08-05,0.0
2014-08-06,-27.2727
2014-08-11,6.25
2014-09-09,135.2941
2014-09-10,-10.0
2014-09-11,0.0
2014-09-12,11.1111
2014-09-16,-15.0
2014-09-17,-11.7647
2014-09-18,0.0
2014-09-19,33.3333
2014-09-22,0.0
2014-09-30,-20.0
2014-10-06,-6.25
2014-10-07,33.25
2014-10-10,-24.9531
2014-10-13,0.0
2014-10-14,-6.6667
2014-10-21,0.0
2014-10-22,7.1429
2014-10-27,60.0
2014-10-30,0.0
2014-10-31,0.0
2014-11-03,-12.5
2014-11-06,-4.7619
2014-11-07,10.0
2014-11-10,20.4545
2014-11-11,13.1604
2014-11-12,0.0417
2014-11-17,70.0
2014-11-18,-11.7647
2014-11-19,0.0
2014-11-20,0.0
2014-11-21,0.0
2014-11-24,1.1111
2014-12-03,-1.0989
2014-12-09,1.1111
2014-12-10,-1.0989
2014-12-16,-4.4444
2014-12-17,-6.9767
2014-12-18,-11.1563
2014-12-31,-1.5125
2015-01-02,0.0
2015-01-07,0.0
2015-01-08,57.1429
2015-01-14,-9.0909
2015-01-15,0.0
2015-01-16,50.0
2015-01-21,28.0
2015-01-26,-15.625
2015-01-27,0.0154
2015-01-29,0.0077
2015-01-30,11.0854
2015-02-02,0.0
2015-02-03,0.0
2015-02-04,0.0
2015-02-05,-10.0
2015-02-09,-7.4074
2015-02-11,-6.6667
2015-02-12,0.0
2015-02-13,14.2857
2015-02-17,12.5
2015-02-19,0.0
2015-02-20,0.0
2015-02-23,15.5556
2015-02-24,-1.9231
2015-02-25,5.8824
2015-02-27,14.8148
2015-03-02,9.6774
2015-03-03,9.5588
2015-03-04,0.6711
2015-03-05,30.0
2015-03-06,7.6923
2015-03-09,4.7619
2015-03-10,0.4545
2015-03-11,9.9548
2015-03-12,10.2881
2015-03-13,-2.9851
2015-03-16,-8.461500000000001
2015-03-17,5.4622
2015-03-18,16.3347
2015-03-19,-36.6438
2015-03-20,43.2432
2015-03-23,5.6556999999999995
2015-03-24,-1.7812999999999999
2015-03-25,-1.0909
2015-03-26,-2.5735
2015-03-27,-5.6604
2015-03-30,55.6
2015-03-31,3.0848
2015-04-01,12.2195
2015-04-02,2.2222
2015-04-06,-4.1304
2015-04-07,-18.3673
2015-04-08,0.5556
2015-04-09,-6.9061
2015-04-10,-10.6825
2015-04-13,-10.299
2015-04-14,20.3704
2015-04-15,-2.7692
2015-04-16,-0.6329
2015-04-20,-0.3185
2015-04-21,0.3195
2015-04-23,0.0
2015-04-24,0.0
2015-04-27,0.0
2015-04-28,-4.4586
2015-04-30,10.0
2015-05-04,-12.1212
2015-05-06,3.4483
2015-05-08,0.0
2015-05-12,0.0
2015-05-13,-3.3333
2015-05-14,3.4483
2015-05-15,0.0
2015-05-18,5.0
2015-05-19,-10.7937
2015-05-20,1.4235
2015-05-22,1.7544
2015-05-26,-6.5517
2015-05-28,5.1661
2015-05-29,5.2632
2015-06-01,-8.6667
2015-06-02,27.0073
2015-06-04,-13.7931
2015-06-05,3.3333
2015-06-10,-3.2258
2015-06-11,0.0
2015-06-12,0.0
2015-06-17,-10.6667
2015-06-18,10.8209
2015-06-19,0.3367
2015-06-22,3.3557
2015-06-23,-2.5974
2015-06-30,-3.3333
2015-07-01,9.6552
2015-07-02,19.4969
2015-07-07,-21.3158
2015-07-08,4.0134
2015-07-09,4.8232
2015-07-10,-1.8405
2015-07-14,0.0
2015-07-15,-3.125
2015-07-21,-10.9677
2015-07-28,-0.3623
2015-07-30,8.3636
2015-07-31,0.0
2015-08-04,9.396
2015-08-05,0.0
2015-08-10,-4.908
2015-08-11,6.129
2015-08-17,-0.304
2015-09-09,-0.3049
2015-09-15,7.0336
2015-09-17,-0.5714
2015-09-29,-27.8736
2015-10-13,-50.1992
2015-10-15,0.8
2015-10-22,1.5873
2015-11-25,56.25
2015-11-30,12.5
2015-12-14,33.3333
2015-12-15,0.0
2015-12-17,-25.0
2015-12-18,33.3333
2015-12-22,0.0
2015-12-23,-21.6667
2015-12-29,27.6596
2015-12-30,8.3333
2015-12-31,0.0
2016-01-04,0.0
2016-01-06,-4.6154
2016-01-07,0.0
2016-01-08,4.8387
2016-01-11,1.5385
2016-01-12,0.303
2016-01-14,0.0
2016-01-15,5.7402
2016-01-22,-5.4286
2016-01-25,-0.3021
2016-01-27,0.0
2016-01-28,-1.5152
2016-01-29,-6.1538
2016-02-01,1.6393
2016-02-02,0.0
2016-02-03,-6.4516
2016-02-04,3.4483
2016-02-10,0.0
2016-02-16,-5.0
2016-02-17,3.5088
2016-02-18,1.6949
2016-02-19,1.6667
2016-02-22,1.6393
2016-02-23,0.0
2016-02-24,-3.2258
2016-02-25,0.0
2016-02-26,1.6667
2016-02-29,0.0
2016-03-01,1.6393
2016-03-02,0.6452
2016-03-03,-0.641
2016-03-07,-1.6129
2016-03-10,-4.5902
2016-03-11,3.0928
2016-03-14,0.0
2016-03-15,0.0
2016-03-18,0.0
2016-03-21,1.6667
2016-03-22,0.0
2016-03-23,-1.6393
2016-03-28,1.0
2016-03-29,0.6601
2016-03-31,0.0041
2016-04-05,0.0
2016-04-07,0.9795
2016-04-08,0.6494
2016-04-11,-1.6129
2016-04-12,1.6393
2016-04-13,-1.6129
2016-04-18,1.6434
2016-04-22,0.6411
2016-04-28,0.004
2016-04-29,-0.004
2016-05-02,-2.5641
2016-06-01,0.0
2016-07-08,1.9737
2016-07-11,0.6452
2016-07-13,0.0
2016-07-14,-19.8718
2016-07-15,20.0
2016-07-18,1.6667
2016-07-20,2.2951
2016-07-22,0.9615
2016-07-27,0.0
2016-08-01,0.0
2016-08-03,0.3175
2016-08-04,0.6329
2016-08-05,0.3145
2016-08-08,0.3135
2016-08-11,-4.6875
2016-08-12,1.6393
2016-08-15,1.9355
2016-08-16,0.6329
2016-08-17,0.6289
2016-08-18,0.0
2016-08-19,0.0
2016-08-23,0.0
2016-08-24,0.0
2016-08-25,0.0
2016-08-26,0.0
2016-08-31,0.0
2016-09-01,0.0
2016-09-08,0.625
2016-09-09,0.0039
2016-09-14,0.3067
2016-09-21,0.9752
2016-09-23,1.1804000000000001
2016-09-26,0.0
2016-09-29,0.0
2016-09-30,-7.5758
2016-10-03,0.0
2016-10-04,-1.6393
2016-10-07,0.0
2016-10-11,0.0
2016-10-20,0.0
2016-11-08,-1.6667
2016-11-11,1.6949
2016-11-15,0.0
2016-11-16,3.3333
2016-11-21,0.0
2016-11-22,-1.9395
2016-11-23,-1.3117
2016-11-25,-33.3333
2016-11-28,45.0
2016-11-30,-3.4483
2016-12-01,8.2143
2016-12-05,-1.745
2016-12-09,-3.9342
2016-12-12,3.4965
2016-12-13,-0.3378
2016-12-16,0.678
2016-12-19,3.7037
2016-12-27,-4.442
2017-02-02,-4.1855
2017-04-10,-29.078
2017-06-07,-50.0
2017-08-18,1.0
2017-08-21,0.0
2017-08-24,-2.9703
2017-08-29,17.3469
2017-09-08,-51.3043
2017-09-28,16.0714
2017-10-20,0.0
2017-10-25,84.6154
2017-10-26,22.5
2017-10-27,0.0
2017-11-17,-48.9796
2017-11-27,0.0
2017-12-01,60.0
2017-12-04,0.0
2017-12-08,-13.2167
2017-12-11,-3.9754
2017-12-21,0.0
2018-05-01,-44.0
2018-06-15,0.0
2018-06-18,-1.7856999999999998
2018-11-09,0.0
2019-02-20,0.0
2019-11-05,-45.4545
2019-11-18,100.0
2019-11-29,-75.0
2019-12-09,-33.3333
2020-01-17,0.0
2020-02-28,-10.0
2020-03-20,566.6667
2020-04-20,-63.3333
2020-06-05,-45.4545
