ticker,FNBT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-02-05,-1.6667
2019-02-11,0.0
2019-02-15,-1.6949
2019-02-19,3.4483
2019-02-22,0.0
2019-02-26,0.0
2019-02-28,0.0
2019-03-01,0.0
2019-03-04,0.0
2019-03-06,-0.3333
2019-03-07,0.3344
2019-03-11,-1.9333
2019-03-12,-0.5778
2019-03-13,0.8547
2019-03-14,0.0
2019-03-18,0.0
2019-03-21,0.8475
2019-03-27,-0.8403
2019-03-28,0.0
2019-03-29,0.0
2019-04-01,-0.8475
2019-04-02,-0.6838
2019-04-03,-0.1721
2019-04-09,-0.8621
2019-04-11,1.0435
2019-04-17,-1.0327
2019-04-18,0.0
2019-04-22,0.0
2019-04-23,-0.1739
2019-04-24,0.1742
2019-04-25,0.0
2019-04-29,-1.3913
2019-04-30,-0.5291
2019-05-03,-0.5319
2019-05-06,-0.3565
2019-05-07,0.0
2019-05-08,-0.5367
2019-05-10,-0.1799
2019-05-13,-0.7207
2019-05-14,-3.2668
2019-05-16,-4.3152
2019-05-17,-1.7255
2019-05-20,3.751
2019-05-23,-1.9231
2019-05-24,-3.9215999999999998
2019-05-28,2.0408
2019-05-29,-0.04
2019-05-30,0.04
2019-05-31,-1.0
2019-06-03,-1.0101
2019-06-06,4.0816
2019-06-07,0.0
2019-06-11,0.9804
2019-06-13,0.0
2019-06-17,0.1942
2019-06-18,-0.1938
2019-06-20,-2.9126
2019-06-24,0.0
2019-06-25,0.0
2019-06-28,-0.8
2019-07-01,0.0
2019-07-02,0.8065
2019-07-05,0.0
2019-07-08,0.0
2019-07-09,0.0
2019-07-10,0.0
2019-07-11,0.0
2019-07-15,1.0
2019-07-19,0.0
2019-07-22,0.198
2019-07-23,0.0
2019-07-24,-0.1976
2019-07-29,0.1584
2019-07-30,0.0
2019-07-31,0.6327
2019-08-01,0.1965
2019-08-02,0.9804
2019-08-05,-2.3301
2019-08-06,1.3917
2019-08-07,0.0
2019-08-09,-0.9804
2019-08-12,0.9901
2019-08-14,0.0
2019-08-20,-0.5882
2019-08-23,-0.5917
2019-09-16,-0.2698
2019-09-18,0.1432
2019-09-20,-0.2702
2019-09-24,0.3984
2019-09-30,-0.3968
2019-10-09,-0.1992
2019-10-11,0.0
2019-10-14,0.0
2019-10-15,0.1996
2019-10-18,0.0
2019-10-21,-0.3984
2019-10-22,0.0
2019-10-24,0.2
2019-10-25,-0.1996
2019-10-28,0.2
2019-10-29,0.0
2019-10-30,0.0
2019-11-04,0.0
2019-11-05,0.0
2019-11-06,0.0
2019-11-07,0.0
2019-11-08,0.0
2019-11-14,0.0
2019-11-15,0.3992
2019-11-29,-0.7157
2019-12-02,0.5206
2019-12-04,-0.3984
2019-12-10,0.2
2019-12-12,0.479
2019-12-17,0.3178
2019-12-18,-0.9901
2019-12-19,0.0
2019-12-20,0.4
2020-01-02,-0.3984
2020-01-07,0.4
2020-01-08,0.0
2020-01-09,0.1992
2020-01-13,-0.1988
2020-01-14,0.0
2020-01-16,0.1594
2020-01-21,-0.358
2020-01-23,0.0
2020-01-24,0.0
2020-01-27,0.1198
2020-01-29,-0.319
2020-01-30,0.0
2020-01-31,-0.08
2020-02-03,0.0801
2020-02-05,0.0
2020-02-06,0.4
2020-02-07,0.0359
2020-02-11,-0.235
2020-02-12,0.0
2020-02-19,0.0
2020-02-21,0.0
2020-02-28,-0.0798
2020-03-02,0.0
2020-03-06,-1.1187
2020-03-09,0.0
2020-03-10,0.0
2020-03-11,-3.2323
2020-03-16,-10.0209
2020-03-17,-4.6404
2020-03-18,7.056
2020-03-20,0.0
2020-03-24,-4.5455
2020-03-25,0.0
2020-03-26,0.0
2020-04-09,2.3810000000000002
2020-04-13,-6.2791
2020-04-16,-0.7444
2020-04-17,10.0
2020-04-24,0.0
2020-04-28,-2.2727
2020-04-29,0.0
2020-05-01,-2.3256
2020-05-04,0.0
2020-05-07,0.0
2020-05-14,-0.9524
2020-06-05,2.4038
2020-06-10,0.892
2020-06-15,1.2099
2020-06-16,-1.1494
2020-06-17,1.3949
2020-06-22,-1.1459
2020-06-23,0.2316
2020-06-25,0.0
2020-07-14,0.6944
2020-07-15,0.2299
2020-07-16,0.9174
2020-07-17,-2.2727
2020-07-21,-0.8837
2020-07-22,0.0
2020-07-27,0.2112
2020-07-29,-0.2107
2020-07-30,0.8916
