ticker,KLR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-01-18,-0.001
2018-01-19,0.0
2018-01-22,0.0
2018-01-23,0.332
2018-01-24,-0.4332
2018-01-25,-0.001
2018-01-26,0.0
2018-01-29,0.2077
2018-01-31,0.0
2018-02-01,0.5171
2018-02-02,0.001
2018-02-05,0.0
2018-02-06,0.0
2018-02-07,0.2062
2018-02-09,0.9259
2018-02-12,-0.6116
2018-02-16,0.5128
2018-03-01,-0.4082
2018-03-08,0.0
2018-03-09,0.1025
2018-03-14,-1.74
2018-03-15,1.0417
2018-03-16,0.0
2018-03-19,0.0
2018-03-20,0.1031
2018-03-21,0.9269
2018-03-22,-0.5102
2018-03-26,0.5128
2018-03-27,-0.6122
2018-03-28,0.308
2018-04-02,-0.5118
2018-04-03,0.5144
2018-04-04,0.1024
2018-04-06,0.1022
2018-04-09,0.6129
2018-04-10,-0.7614
2018-04-11,-0.2558
2018-04-12,0.0
2018-04-13,0.1026
2018-04-16,-0.3074
2018-04-18,0.7184
2018-04-19,-0.6112
2018-04-23,-0.1027
2018-04-24,0.4193
2018-04-25,-0.4176
2018-05-01,0.2055
2018-05-09,0.4103
2018-05-10,0.1021
2018-05-17,-0.102
2018-05-21,-0.2043
2018-05-22,0.0
2018-05-23,0.0
2018-05-24,0.6141
2018-05-25,0.0
2018-05-30,0.2035
2018-05-31,-0.2305
2018-06-01,0.3327
2018-06-04,0.0
2018-06-05,-0.001
2018-06-06,0.1024
2018-06-07,0.2026
2018-06-08,0.0
2018-06-11,-0.1011
2018-06-12,0.0
2018-06-14,-0.3036
2018-06-15,-0.1015
2018-06-19,0.6098
2018-06-25,-0.2758
2018-06-29,-0.3302
2018-07-03,0.1016
2018-07-05,-0.2041
2018-07-06,0.2035
2018-07-09,-0.3046
2018-07-10,0.1018
2018-07-11,-0.2035
2018-07-12,0.2039
2018-07-13,-0.1017
2018-07-17,-0.0041
2018-07-18,-0.0978
2018-07-19,-0.3058
2018-07-23,-0.2045
2018-07-24,0.1742
2018-07-26,0.8489
2018-07-27,-0.1014
2018-07-30,0.0
2018-07-31,0.0
2018-08-02,0.3005
2018-08-03,0.4089
2018-08-06,-0.2016
2018-08-08,0.201
2018-08-09,0.001
2018-08-13,0.3024
2018-08-14,-1.005
2018-08-15,0.2294
2018-08-17,0.3788
2018-08-23,0.3935
2018-08-27,-0.0905
2018-08-28,0.159
2018-08-30,-0.1617
2018-09-04,0.0231
2018-09-11,-0.3219
2018-09-12,0.0
