ticker,KLR US Equity
2018-09-13,-0.1009
2018-09-14,0.5051
2018-09-17,-0.2814
2018-09-18,0.0907
2018-09-20,-0.3122
2018-09-24,0.5051
2018-10-02,0.5025
2018-10-09,0.0
2018-10-15,-0.466
2018-10-18,0.3677
2018-10-22,-0.2002
2018-10-23,0.3009
2018-10-26,0.0
2018-10-29,0.0
2018-10-30,0.0
2018-10-31,-0.25
2018-11-01,0.0501
2018-11-02,0.2004
2018-11-05,0.0
2018-11-06,-0.099
2018-11-13,0.1992
2018-11-15,-0.0999
2018-11-16,0.0
2018-11-19,-0.1
2018-11-20,0.2002
2018-11-28,0.0
2018-11-30,0.3996
2018-12-06,0.1114
2018-12-11,0.3856
2018-12-12,0.0
2018-12-13,-0.198
2018-12-17,0.1984
2018-12-18,0.099
2018-12-19,-0.3699
2018-12-20,0.0735
2018-12-21,0.3968
2018-12-24,-0.6917
2018-12-26,0.0995
2018-12-27,-0.0994
2018-12-28,0.0
2018-12-31,0.4975
2019-01-03,0.396
2019-01-08,0.0986
2019-01-09,0.0
2019-01-14,0.0
2019-01-15,0.4926
2019-01-16,0.0
2019-01-17,-0.1961
2019-01-18,0.1965
2019-01-22,-0.098
2019-01-23,0.0
2019-01-24,-0.0981
2019-01-28,0.0
2019-01-30,-0.0982
2019-02-13,-0.1406
2019-02-15,0.1408
2019-02-19,0.0
2019-02-20,-0.1967
2019-02-21,0.0
2019-02-26,0.3931
2019-02-27,-0.0972
2019-02-28,0.3929
2019-03-01,0.0
2019-03-05,-0.1957
2019-03-06,0.0
2019-03-11,0.3922
2019-03-13,-0.3906
2019-03-14,0.0
2019-03-15,0.0
2019-03-18,0.0
2019-03-19,0.0
2019-03-20,0.0
2019-03-21,0.2941
2019-03-22,-0.0978
2019-03-25,-0.001
2019-03-26,-0.2926
2019-03-27,0.0981
2019-03-28,-0.098
2019-03-29,0.0981
2019-04-04,0.0
2019-04-05,0.3922
2019-04-08,-0.3418
2019-04-09,0.343
2019-04-12,-0.3906
2019-04-16,0.1961
2019-04-17,0.2935
2019-04-18,-0.0976
2019-04-23,0.332
2019-04-24,-0.3309
2019-04-26,0.3906
2019-04-29,-0.4718
2019-04-30,0.2786
2019-05-01,-1.0721
2019-05-06,1.0836999999999999
2019-05-08,0.037
2019-05-09,0.0604
2019-05-10,-0.1928
2019-05-13,0.0956
2019-05-14,-1.0721
2019-05-15,0.7882
2019-05-16,0.0
2019-05-17,0.4888
2019-05-20,0.0973
2019-05-21,-0.1924
2019-05-22,0.0604
2019-05-28,-0.0623
2019-05-29,-0.0974
2019-05-30,0.0
2019-06-03,0.1949
2019-06-04,0.1946
2019-06-06,0.4854
2019-06-10,-0.0966
2019-06-11,0.2901
2019-06-12,0.2893
2019-06-13,-0.1981
2019-06-14,0.1985
2019-06-18,0.0962
2019-06-19,0.0
2019-06-20,-0.2305
2019-06-21,0.0385
2019-06-27,-0.8662
2019-07-01,0.1942
2019-07-03,0.4845
2019-07-08,-0.4822
2019-07-09,0.2907
2019-07-10,0.6763
2019-07-16,-0.2879
2019-07-19,-0.4042
2019-07-22,0.0193
2019-07-23,0.1092
2019-07-24,0.083
2019-07-25,0.001
2019-08-02,0.2893
2019-08-05,-0.0962
2019-08-06,0.5775
2019-08-07,0.1914
2019-08-09,-0.8596
2019-08-19,0.0289
2019-08-20,0.3564
2019-08-22,-0.1919
2019-08-26,0.0
2019-08-28,0.0962
2019-08-29,0.0
2019-08-30,-0.5764
2019-09-03,0.5797
2019-09-04,-0.0211
2019-09-05,0.0211
2019-09-06,-0.001
2019-09-09,0.001
2019-09-12,0.0
2019-09-16,0.0
2019-09-18,0.0
2019-09-19,-0.1441
2019-09-20,0.1443
2019-09-23,0.2882
2019-09-24,0.0287
2019-09-25,0.067
2019-09-26,0.0
2019-09-27,-0.4785
2019-10-01,0.3692
2019-10-03,-0.1734
2019-10-04,-0.0029
2019-10-07,0.096
2019-10-08,0.0
2019-10-09,0.0959
2019-10-15,0.249
2019-10-16,0.2293
2019-10-17,0.0953
2019-10-21,-0.4762
2019-10-22,0.4785
2019-10-23,0.0
2019-10-25,-0.8571
2019-10-29,0.0961
2019-11-06,0.7678
2019-11-11,0.1905
2019-11-12,-0.0951
2019-11-13,-0.1855
2019-11-14,-0.0048
2019-11-15,-0.1973
2019-11-18,0.0067
2019-11-19,0.4776
2019-11-20,-0.3698
2019-11-21,-0.1059
2019-11-22,2.1968
2019-11-25,4.2056000000000004
2019-11-26,-6.6368
2019-11-27,0.4323
2019-11-29,-0.5261
2019-12-02,-13.8462
2019-12-03,0.1116
2019-12-04,-4.6823
2019-12-05,-18.5965
2019-12-06,22.8448
2019-12-09,-1.1696
2019-12-10,0.5917
2019-12-11,3.5294
2019-12-12,-2.2727
2019-12-13,-2.4419
2019-12-16,-1.6686999999999999
2019-12-17,-16.3636
2019-12-18,8.6957
2019-12-19,-1.7332999999999998
2019-12-20,-0.1357
2019-12-23,10.7337
2019-12-24,-1.4724
2019-12-26,-1.1469
2019-12-27,-8.54
2019-12-30,2.3416
2019-12-31,14.4011
2020-01-02,-5.2953
2020-01-03,2.4857
2020-01-06,1.5758
2020-01-07,-4.5346
2020-01-08,3.875
2020-01-09,-0.722
2020-01-10,0.6061
2020-01-13,0.4819
2020-01-14,1.199
2020-01-15,-1.5403
2020-01-16,0.1203
2020-01-17,0.9615
2020-01-21,-2.0833
2020-01-22,1.155
2020-01-23,0.8413
2020-01-24,-0.2384
2020-01-27,0.0
2020-01-28,0.2389
2020-01-29,-1.0727
2020-01-30,1.0843
2020-01-31,-1.0131000000000001
2020-02-03,-0.0602
2020-02-04,1.8072
2020-02-05,-1.7751000000000001
2020-02-06,-0.2506
2020-02-07,2.063
2020-02-10,0.4734
2020-02-11,-2.3557
2020-02-12,2.1713
2020-02-13,-0.2361
2020-02-14,-4.9704
2020-02-18,1.1208
2020-02-19,4.5567
2020-02-20,-3.5336
2020-02-21,-0.6105
2020-02-24,-3.317
2020-02-25,2.7954
2020-02-26,-0.4944
2020-02-27,-3.1056
2020-02-28,2.9487
2020-03-02,-0.3736
2020-03-03,1.125
2020-03-04,0.1236
2020-03-05,1.2346
2020-03-06,-2.561
2020-03-09,-1.2516
2020-03-10,-1.9645000000000001
2020-03-11,-8.0802
2020-03-12,-13.3615
2020-03-13,18.6688
2020-03-16,-16.8263
2020-03-17,10.8553
2020-03-18,-2.2255
2020-03-19,-10.4704
2020-03-20,5.9322
2020-03-23,7.2
2020-03-24,-7.0149
2020-03-25,13.3226
2020-03-26,7.2946
2020-03-27,-6.1386
2020-03-30,-2.8833
2020-03-31,5.7205
2020-04-01,-6.1644
2020-04-02,2.1898
2020-04-03,0.0
2020-04-06,-1.4285999999999999
2020-04-07,4.4928
2020-04-08,-2.9126
2020-04-09,-0.1429
2020-04-13,0.2146
2020-04-14,-0.868
2020-04-15,0.8035
2020-04-16,0.0
2020-04-17,0.0
2020-04-20,-0.7857
2020-04-22,1.5119
2020-04-23,-0.7092
2020-04-24,1.0
2020-04-27,0.4243
2020-04-28,-0.2817
2020-04-29,-1.1299
2020-04-30,-3.5714
2020-05-01,-2.6667
2020-05-04,-1.0654
2020-05-05,4.6154
2020-05-06,2.7941000000000003
2020-05-07,0.0
2020-05-08,-7.7253
2020-05-11,0.7752
2020-05-12,-2.4615
2020-05-13,2.5237
2020-05-14,-7.5385
2020-05-15,1.3311
2020-05-18,2.6273
2020-05-19,3.36
2020-05-20,-2.4768
2020-05-21,3.1746
2020-05-22,-2.9231
2020-05-26,4.4374
2020-05-27,0.1517
2020-05-28,0.7576
2020-05-29,-2.2556
2020-06-01,-0.3077
2020-06-02,0.3086
2020-06-03,3.3846
2020-06-04,-2.6786
2020-06-05,-2.2936
2020-06-08,0.626
2020-06-09,-1.2442
2020-06-10,-4.0945
2020-06-11,0.3284
2020-06-12,-2.9459999999999997
2020-06-15,-0.3204
2020-06-16,6.9193
2020-06-17,0.1582
2020-06-18,-4.8705
2020-06-19,3.1254
2020-06-22,-8.2111
2020-06-23,0.0
2020-06-24,-8.0702
2020-06-25,-23.855
2020-06-26,-2.7569
2020-06-29,3.0928
2020-06-30,1.0
2020-07-01,-3.2178
2020-07-02,9.7187
2020-07-06,-5.1282
2020-07-07,0.4914
2020-07-08,-2.934
2020-07-09,19.6474
2020-07-10,-2.7368
2020-07-13,-4.7619
2020-07-14,2.5
2020-07-15,-0.2217
2020-07-16,2.2222
2020-07-17,2.1739
2020-07-20,0.8511
2020-07-21,-1.6878
2020-07-22,-1.2876
2020-07-23,1.9565000000000001
2020-07-24,-0.6397
2020-07-27,0.8584
2020-07-28,-3.4043
2020-07-29,0.2203
2020-07-30,3.0769
2020-07-31,-4.6908
