ticker,PSBP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-11,-4.4248
2000-01-13,2.7778
2000-01-20,-2.7027
2000-01-21,2.7778
2000-02-08,-2.7027
2000-02-09,2.7778
2000-02-10,-2.7027
2000-02-11,2.7778
2000-02-14,-2.7027
2000-02-17,2.7778
2000-02-18,0.0
2000-04-18,-0.9009
2000-05-26,0.9091
2000-07-05,-2.7027
2000-08-22,-3.7037
2001-01-12,-4.8077
2001-01-16,-8.0808
2001-01-22,8.7912
2001-02-08,1.3889
2001-04-03,5.604
2001-12-03,-9.434
2002-03-14,12.5
2002-04-16,-16.6667
2002-05-14,6.1111
2003-01-02,19.3717
2003-05-27,-17.5439
2003-06-20,-1.0638
2003-07-09,-1.0753
2004-02-12,19.5652
2004-02-26,136.3636
2004-03-04,-7.6923
2004-05-21,11.6667
2004-07-02,-5.9701
2004-07-06,0.0
2004-07-14,3.1746
2004-08-20,13.0769
2004-08-31,-4.7619
2004-12-07,-2.5714
2005-04-06,14.3695
2005-04-29,-1.2821
2005-05-19,-0.3247
2005-05-20,0.9772
2005-06-29,13.5484
2005-07-27,-6.8182
2005-08-15,2.439
2005-08-26,-4.7619
2005-09-09,4.6875
2005-09-12,-4.4776
2005-09-13,3.125
2005-12-23,0.0
2006-04-10,-0.6061
2006-04-12,1.2195
2006-04-18,-1.0241
2006-04-19,2.3128
2006-04-21,-2.2606
2006-04-24,1.8258999999999999
2006-04-27,1.6139000000000001
2006-07-13,-3.5294
2006-07-14,4.2683
2007-02-22,3.0806
2007-02-28,-1.1494
2007-07-02,2.3256
2007-07-06,-0.5682
2007-07-09,0.0
2007-08-13,-2.8571
2007-08-15,1.1764999999999999
2007-09-05,-1.1628
2007-09-06,2.3529
2008-01-04,-0.338
2008-01-08,1.1696
2008-02-05,-1.7341
2008-02-06,1.7647
2008-02-08,-0.578
2008-02-26,-1.1628
2008-03-13,1.7647
2008-03-14,0.0
2008-04-14,-2.8902
2008-04-15,0.0
2008-04-17,0.0
2008-07-02,-2.9762
2008-07-07,-1.8405
2008-07-10,-3.125
2008-07-24,0.0
2008-11-25,-13.4176
2009-01-05,21.8182
2009-02-27,-31.3433
2009-03-13,0.0
2009-03-17,-2.0217
2009-03-18,-0.1553
2009-03-19,-6.6667
2009-03-31,11.9048
2009-04-09,0.0
2009-04-13,0.0
2009-04-14,0.0
2009-04-28,-6.383
2009-06-04,0.0
2009-06-24,2.2727
2009-07-07,0.0
2009-07-08,-6.6667
2009-07-20,0.0
