ticker,PSBP US Equity
2009-07-21,4.7619
2009-07-31,-22.7273
2009-08-03,0.0
2009-08-07,2.9412000000000003
2009-08-12,14.2857
2009-08-24,-5.0
2009-08-28,-5.2632
2009-09-22,5.5556
2009-10-14,0.0
2009-10-28,-2.6052999999999997
2009-11-06,-24.8957
2009-11-19,7.4074
2009-12-09,8.6207
2009-12-11,-7.9365
2009-12-17,5.0
2009-12-23,-9.688
2009-12-24,-1.8182
2009-12-28,0.0
2009-12-31,-3.3333
2010-01-06,5.364
2010-01-07,0.0
2010-01-08,-4.5455
2010-01-14,6.6667
2010-01-19,-6.25
2010-01-27,0.0
2010-02-04,2.8571
2010-03-03,11.1111
2010-03-19,-6.6667
2010-04-26,0.0
2010-04-29,6.25
2010-06-17,-1.6806999999999999
2010-06-28,0.8547
2010-07-13,-4.2373
2010-07-20,4.4248
2010-08-06,-8.4746
2010-08-12,2.7778
2010-08-17,0.9009
2010-08-19,7.1429
2010-09-07,-8.3333
2010-09-08,-1.8182
2010-09-16,-2.7778
2011-01-28,9.375
2011-01-31,-3.5714
2011-02-01,0.0
2011-02-07,0.0
2011-02-15,3.7037
2011-02-16,7.1429
2011-03-09,0.0
2011-04-11,0.0
2011-04-13,-9.1667
2011-05-10,0.9174
2011-05-18,3.6364
2011-05-23,-3.5088
2011-05-24,3.6364
2011-07-01,-1.7544
2011-07-08,-3.5714
2011-07-15,-2.7778
2011-07-20,2.8571
2011-07-21,2.7778
2011-07-25,0.0
2011-07-27,-4.5045
2011-07-28,6.9811
2011-09-01,-4.7619
2011-09-07,0.0
2011-09-16,-0.7037
2011-09-22,-2.6483
2011-09-23,1.5326
2011-10-10,-1.8868
2011-10-14,0.0
2011-11-01,0.0
2011-11-09,1.5936
2011-11-14,4.902
2011-11-28,-5.6075
2011-12-20,0.0
2012-02-03,-0.9901
2012-02-09,0.0
2012-03-14,0.0
2012-03-20,0.0
2012-03-21,-2.0
2012-04-16,4.0816
2012-05-18,-3.5294
2012-05-21,0.0
2012-05-31,0.2033
2012-06-11,-1.6227
2012-06-12,0.0
2012-06-14,1.9794
2012-07-09,-0.93
2012-07-11,0.0
2012-07-12,1.0204
2012-08-14,0.404
2012-08-17,0.0
2012-08-28,1.2475
2012-09-18,1.3514
2012-09-19,0.5882
2012-10-01,-0.5848
2012-11-16,0.6036
2012-11-21,0.0
2012-11-23,1.4
2012-12-13,-0.1972
2012-12-17,0.0
2013-01-07,0.4743
2013-01-14,-0.4721
2013-01-17,0.0
2013-01-18,0.7905
2013-01-22,0.7451
2013-02-08,-1.0121
2013-02-19,0.0
2013-03-06,2.2414
2013-03-07,0.9615
2013-03-12,-1.7143000000000002
2013-03-20,1.0078
2013-03-28,0.7291
2013-04-02,0.8762
2013-04-08,-0.4532
2013-04-09,-1.3657
2013-04-17,0.0
2013-04-23,1.0
2013-04-26,0.1904
2013-04-30,2.6226000000000003
2013-05-07,-1.8519
2013-05-29,0.0377
2013-06-11,0.3395
2013-06-25,0.0
2013-07-10,0.0
2013-07-11,1.5038
2013-07-22,0.0
2013-08-01,0.1852
2013-08-06,-0.9612
2013-08-14,2.9115
2013-08-20,0.6529
2013-09-03,0.1081
2013-09-05,0.144
2013-09-12,2.4443
2013-10-02,-0.0351
2013-10-09,0.0351
2013-10-25,-4.7018
2013-11-01,1.215
2013-12-03,-0.1496
2013-12-09,-0.6742
2013-12-10,0.8673
2013-12-17,-0.6355
2013-12-18,0.6396
2013-12-19,0.0
2013-12-30,-1.2336
2014-01-10,2.1953
2014-01-15,5.5556
2014-02-24,-4.9123
2014-03-07,1.5497999999999998
2014-03-25,0.0
2014-03-28,0.3997
2014-05-08,5.8632
2014-06-02,-0.1709
2014-06-23,2.1233
2014-06-25,0.6036
2014-07-07,6.6667
2014-07-21,-3.125
2014-07-22,3.2258
2014-07-23,-3.125
2014-08-06,-0.9677
2014-08-20,0.1954
2014-08-21,0.7802
2014-09-02,3.2258
2014-09-15,18.7188
2015-02-04,-11.9548
2015-04-06,7.6453
2015-04-07,0.8523
2015-04-09,1.4085
2015-04-10,5.5278
2015-04-13,6.607
2015-04-28,-0.9877
2015-05-19,-0.2494
2015-06-08,-10.5
2015-07-14,0.838
2015-08-13,0.0
2015-11-20,0.8463
2015-11-30,0.0
2015-12-04,0.028
2015-12-08,11.8568
2015-12-11,-3.75
2016-01-04,-5.9481
2016-01-26,0.3314
2016-03-04,-0.6881
2016-03-08,0.3326
2016-03-23,0.1381
2016-05-03,1.931
2016-05-04,0.1624
2016-05-05,0.1081
2016-05-10,-1.3225
2016-05-11,-0.0274
2016-05-27,-0.1368
2016-06-14,0.411
2016-06-15,0.0
2016-06-17,-0.3001
2016-06-20,-0.0547
2016-06-21,0.356
2016-06-23,0.955
2016-06-24,5.4054
2016-06-27,-5.8974
2016-06-29,2.2071
2016-07-07,11.9701
2016-09-08,-9.2381
2016-10-11,4.9318
2016-11-16,0.0
2016-11-21,1.25
2016-12-07,6.6998
2016-12-14,-5.2326
2017-01-04,0.8589
2017-01-06,0.0
2017-01-25,0.0
2017-01-26,4.6229
2017-01-27,2.3256
2017-02-02,4.0227
2017-02-28,-8.1276
2017-03-01,0.0
2017-03-30,1.4269
2017-05-10,1.1723
2017-05-11,1.9699
2017-05-12,0.0
2017-05-15,-1.9318
2017-05-18,0.0
2017-06-22,1.9699
2017-06-23,0.0
2017-08-24,-1.8182
2017-09-13,2.3148
2017-09-15,1.81
2017-11-07,3.6889
2017-11-10,-0.1286
2017-11-15,3.0043
2017-11-24,-6.499
2017-11-29,0.8969
2017-12-06,0.0044
2017-12-07,2.2177
2017-12-14,0.0
2017-12-15,1.6303999999999998
2018-01-03,2.6738
2018-01-26,-2.6042
2018-01-29,3.2086
2018-02-02,1.1399
2018-02-07,0.4098
2018-02-08,-1.6327
2018-02-09,1.6598000000000002
2018-02-14,5.0
2018-04-13,-0.8746
2018-05-17,0.0
2018-06-01,-1.8627
2018-06-18,5.8941
2018-06-20,5.6604
2018-06-21,5.3571
2018-06-22,-11.5083
2018-06-25,2.4706
2018-07-12,2.8037
2018-07-25,-1.6364
2018-08-29,9.0573
2018-09-18,-4.9068000000000005
2018-09-25,0.1907
2018-10-09,-0.0036
2018-10-18,0.0747
2018-10-24,2.2186
2018-11-09,0.8696
2018-11-15,0.0
2018-11-20,0.8448
2018-11-21,0.0172
2018-11-29,0.4138
2018-12-03,0.0
2018-12-06,0.0172
2018-12-07,-0.0858
2018-12-10,0.0
2018-12-11,-0.5155
2018-12-18,0.0
2018-12-19,-1.1226
2018-12-21,-0.6114
2018-12-26,0.6151
2018-12-28,-2.1834
2019-01-04,1.5625
2019-01-07,3.4286
2019-01-22,0.085
2019-01-24,0.0
2019-02-05,1.2739
2019-02-06,0.2096
2019-03-22,4.6025
2019-03-25,0.52
2019-03-27,9.431
2019-04-12,-9.0545
2019-05-13,2.399
2019-05-31,0.7419
2019-06-04,0.1938
2019-06-10,0.3868
2019-06-17,0.4239
2019-06-18,1.3047
2019-06-19,2.2727
2019-07-01,-0.037
2019-08-02,1.8896
2019-09-11,0.3636
2019-11-08,0.3623
2019-12-13,0.6541
2019-12-16,4.3321
2019-12-30,-3.8407999999999998
2020-01-16,0.108
2020-01-17,0.0
2020-01-29,0.1078
2020-02-04,0.0718
2020-02-05,0.287
2020-02-07,3.3989
2020-02-25,-3.5294
2020-02-26,0.0
2020-02-27,0.0
2020-02-28,-3.1564
2020-03-02,0.0
2020-03-03,3.2222
2020-03-09,-6.5303
2020-03-10,-4.0307
2020-03-16,-12.0
2020-03-18,-4.5455
2020-03-23,-23.0952
2020-03-24,23.839
2020-04-13,5.0
2020-04-21,-4.2857
2020-04-29,0.7463
2020-06-19,1.2346
2020-07-22,7.3171
2020-07-23,2.2727
2020-07-24,0.0
