ticker,SMMR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-10-04,200.0
2007-10-10,66.6667
2007-10-17,80.0
2008-01-07,55.5556
2008-01-08,-28.5714
2008-01-09,50.0
2008-01-10,20.0
2008-01-11,11.1111
2008-01-16,15.0
2008-01-17,8.6957
2008-03-12,6.0
2008-03-18,-5.6604
2008-04-08,4.0
2008-04-09,11.538499999999999
2008-04-10,13.7931
2008-04-14,0.0
2008-04-15,7.2727
2008-04-18,6.2147
2008-04-30,4.2553
2008-07-11,0.0
2008-07-24,-3.0612
2008-07-30,10.526299999999999
2008-08-13,4.7619
2008-08-15,-9.0909
2008-10-30,0.0
2012-11-15,-60.0
2012-11-26,-99.9844
2012-11-27,463900.0
2012-12-31,0.0
2013-01-30,-1.7241
2013-02-19,0.0
2013-03-07,1.7544
2013-03-14,1.7241
2013-05-07,-1.6949
2013-05-31,0.0
2013-06-06,0.0
2013-07-17,-3.4483
2013-08-02,-82.1429
2013-08-05,-35.0
2013-08-06,0.0
2013-08-07,23.0769
2013-08-12,-50.0
2013-08-14,0.0
2013-08-15,25.0
2013-08-16,20.0
2013-08-19,0.0
2013-08-20,-33.3333
2013-08-21,50.0
2013-09-09,0.0
2013-09-11,0.0
2013-09-13,0.0
2013-09-17,-16.6667
2013-09-19,-20.0
2013-09-26,50.0
2013-09-27,-33.3333
2013-09-30,0.0
2013-10-01,0.0
2013-10-07,-32.5
2013-10-08,11.1111
2013-10-09,-33.3333
2013-10-10,0.0
2013-10-11,-19.375
2013-10-16,0.0
2013-10-22,55.0388
2013-10-28,40.0
2013-10-29,-62.8571
2013-11-05,165.3846
2013-11-06,36.2319
2013-11-08,-46.8085
2013-11-14,0.0
2013-11-18,60.0
2013-11-20,-50.0
2013-11-22,25.0
2013-11-25,100.0
2013-11-26,-50.0
2013-11-27,20.0
2013-12-03,30.0
2013-12-13,-10.2564
2013-12-27,-28.5714
2014-01-02,0.0
2014-01-03,40.0
2014-01-06,0.0
2014-01-08,0.0
2014-01-13,-14.2857
2014-01-14,33.3333
2014-01-15,37.5
2014-01-24,-18.1818
2014-02-03,-22.2222
2014-02-04,0.0
2014-02-06,28.5714
2014-02-07,-11.1111
2014-02-11,24.6875
2014-02-21,0.0
2014-02-28,0.0
2014-03-06,0.0
2014-03-12,-7.7694
2014-03-18,-23.913
2014-03-25,0.0
2014-03-26,0.0
2014-03-27,-14.2857
2014-04-10,100.0
2014-04-15,0.0
2014-04-21,-33.3333
2014-04-22,25.0
