ticker,SMMR US Equity
2014-04-23,-20.0
2014-04-29,-25.0
2014-04-30,0.0
2014-05-05,16.6667
2014-05-07,0.0
2014-05-08,42.8571
2014-05-13,0.0
2014-05-14,-80.0
2014-05-23,300.0
2014-05-27,-12.5
2014-05-28,14.2857
2014-05-29,25.0
2014-06-03,40.0
2014-06-04,0.0
2014-06-05,-14.2857
2014-06-06,0.0
2014-06-09,16.6667
2014-06-11,7.1429
2014-06-12,0.0
2014-06-13,33.3333
2014-06-16,0.0
2014-06-17,-10.0
2014-06-20,0.0
2014-06-26,0.0
2014-06-27,11.1111
2014-06-30,-10.0
2014-07-01,0.0
2014-07-08,-5.5556
2014-07-18,-16.4706
2014-07-22,5.6338
2014-07-25,-20.0
2014-07-29,5.0
2014-07-31,0.0
2014-08-08,-4.7619
2014-08-11,0.0
2014-08-12,-15.0
2014-08-14,-1.7157
2014-08-15,19.7007
2014-08-25,8.3333
2014-08-27,-7.6923
2014-09-02,0.0
2014-09-04,0.0
2014-09-08,183.3333
2014-09-11,-26.4706
2014-09-12,20.0
2014-09-15,-13.3333
2014-09-19,84.6154
2014-09-22,4.1667
2014-09-25,-2.0
2014-09-26,0.0
2014-09-29,36.3265
2014-10-02,-26.6467
2014-10-03,153.0612
2014-10-06,-41.9355
2014-10-07,36.1111
2014-10-09,-18.3673
2014-10-10,-5.0
2014-10-13,0.0
2014-10-17,28.947400000000002
2014-10-20,0.0
2014-10-23,2.0408
2014-10-24,-10.0
2014-10-27,8.8889
2014-10-28,2.0408
2014-10-31,-26.0
2014-11-03,8.1081
2014-11-05,12.25
2014-11-06,-2.0045
2014-11-07,-4.5455
2014-11-10,2.3810000000000002
2014-11-11,0.0
2014-11-12,0.0
2014-11-13,4.6512
2014-11-14,0.0
2014-11-19,7.7778
2014-11-24,1.0309
2014-12-04,-18.3673
2014-12-05,0.0
2014-12-09,2.5
2014-12-10,9.7561
2014-12-15,-2.4444
2014-12-16,-13.4396
2014-12-17,0.0
2014-12-22,5.2632
2014-12-29,0.0
2015-01-02,0.0
2015-01-05,12.5
2015-01-12,-20.0
2015-01-13,27.7778
2015-03-03,-13.0435
2015-03-10,5.0
2015-03-17,0.0
2015-03-19,-14.2857
2015-03-24,16.6667
2015-03-25,0.0
2015-04-14,-2.3810000000000002
2015-04-29,-48.7805
2015-05-01,0.0
2015-05-14,4.7619
2015-05-29,81.8182
2015-06-01,12.5
2015-06-02,0.0
2015-06-04,13.3333
2015-06-08,37.2549
2015-06-24,-15.0
2015-10-06,-83.1933
2015-11-19,50.0
2015-11-20,-20.0
2015-12-11,-16.6667
2015-12-17,50.0
2015-12-18,33.3333
2016-01-12,275.0
2016-01-25,-80.0
2016-01-29,0.0
2016-02-01,46.6667
2016-02-05,-22.7273
2016-02-08,-17.647100000000002
2016-02-09,0.0
2016-02-11,-14.2857
2016-02-22,-45.8333
2016-02-25,0.0
2016-02-29,0.1923
2016-03-01,7.4856
2016-03-02,-7.1429
2016-03-03,0.0
2016-03-04,0.0
2016-03-07,0.0
2016-03-08,-15.3846
2016-03-09,18.1818
2016-03-11,-7.6923
2016-03-14,8.3333
2016-03-17,-7.6923
2016-03-21,0.0
2016-03-24,-33.3333
2016-03-29,25.0
2016-04-04,0.0
2016-04-06,-10.0
2016-04-07,-11.1111
2016-04-12,12.5
2016-04-14,0.0
2016-04-15,0.0
2016-04-19,-12.5
2016-04-20,1.5873
2016-04-25,25.0
2016-05-02,0.0
2016-05-12,10.0
2016-05-13,9.0909
2016-05-17,8.3333
2016-05-20,0.0
2016-05-23,0.0
2016-05-25,-7.6923
2016-05-26,0.0
2016-06-01,0.0
2016-06-02,0.0
2016-06-08,-8.3333
2016-06-09,0.0
2016-06-10,0.0
2016-06-15,0.0
2016-06-16,0.0
2016-06-20,0.0
2016-06-21,0.0
2016-06-30,0.0
2016-07-08,0.0
2016-07-21,-9.0909
2016-08-09,30.0
2016-08-12,5.3846
2016-08-15,0.0
2016-08-16,2.1898
2016-08-19,100.0
2016-09-08,-57.1429
2016-09-23,16.6667
2016-10-14,-28.5714
2016-11-07,100.0
2016-11-11,0.0
2016-11-14,10.0
2016-11-21,95.9091
2016-11-25,-2.5522
2016-12-02,0.0
2016-12-09,-0.0595
2016-12-13,-33.2936
2016-12-15,7.1429
2016-12-16,0.0
2016-12-22,-6.6667
2016-12-29,-21.4286
2017-01-17,0.0
2017-01-20,0.0
2017-01-23,0.0
2017-01-24,-4.5455
2017-01-26,-4.7619
2017-01-31,-5.0
2017-02-07,10.526299999999999
2017-02-28,0.0
2017-03-13,-52.381
2017-07-11,-58.0
2017-07-31,-61.9048
2017-09-05,6.25
2017-09-11,0.0
2017-10-04,488.2353
2017-10-05,-30.0
2017-10-06,-14.2857
2017-10-11,-33.0
2017-10-12,24.3781
2017-10-26,-40.0
2017-10-27,0.0
2017-10-30,0.0
2017-11-02,26.6667
2017-11-06,-21.0526
2017-11-09,0.0
2017-11-10,0.0
2017-11-13,60.0
2017-11-14,-16.6667
2017-11-15,-5.0
2017-11-16,-21.0526
2017-11-17,20.0
2017-11-20,-5.5556
2017-11-28,-11.7647
2017-11-29,56.0
2017-11-30,-35.8974
2017-12-01,1.3333
2017-12-04,129.6053
2017-12-05,14.613199999999999
2017-12-06,-37.25
2017-12-08,3.5857
2017-12-11,15.3846
2017-12-12,63.3333
2017-12-13,0.0
2017-12-14,-48.9796
2017-12-15,0.0
2017-12-18,40.0
2017-12-27,0.0
2017-12-28,0.0
2018-01-02,33.4286
2018-01-04,0.6424
2018-01-08,-36.1702
2018-01-10,-13.3333
2018-01-16,-3.8462
2018-01-17,56.0
2018-02-06,-50.0
2018-05-09,7.6923
2018-05-15,-23.8095
2018-05-16,-12.5
2018-05-17,0.0
2018-06-27,192.8571
2018-06-28,-9.7561
2018-07-03,8.1081
2018-07-05,2.5
2018-07-09,0.0
2018-08-08,-51.2195
2018-08-16,105.0
2018-08-20,-39.0244
2018-08-21,20.0
2018-08-22,-13.3333
2018-08-23,-3.8462
2018-08-28,-30.0
2018-08-31,100.0
2018-09-06,0.0
2018-09-20,-51.1429
2018-09-21,46.1988
2018-10-08,52.0
2018-10-25,-21.0526
2018-11-29,-43.3333
2018-12-12,-48.8235
2018-12-14,0.0
2019-02-06,231.0345
2019-02-19,-68.0556
2019-03-26,183.6957
2019-05-09,-27.5096
2019-06-03,-41.8605
2019-07-22,71.8182
2019-08-29,-10.3175
2019-09-16,6.1947
2019-10-10,-31.6667
2019-12-04,-2.6016
2019-12-10,-29.0484
2019-12-12,0.0
2020-01-24,0.0
2020-02-11,17.1765
2020-03-31,-1.6064
2020-05-12,-19.3878
2020-05-14,26.5823
2020-05-15,0.0
2020-05-19,0.0
2020-06-12,-40.0
2020-06-19,226.6667
2020-06-22,2.0408
2020-06-23,-50.0
2020-06-25,-22.8
2020-06-30,-20.9845
2020-07-22,29.5082
