ticker,TMAK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-08-25,0.0
2009-12-07,0.0
2010-12-07,-45.3333
2011-02-04,19.5122
2011-02-18,-13.2653
2011-02-23,0.0
2011-03-08,17.647100000000002
2011-03-28,-15.0
2011-04-04,0.0
2011-05-04,1.1764999999999999
2011-05-05,0.0
2011-05-18,0.0
2011-05-19,0.0
2011-07-29,-13.9535
2011-08-15,-6.4865
2011-09-22,-3.1792
2011-11-15,13.4328
2012-01-09,6.5789
2012-03-19,17.284
2012-04-03,-1.0526
2012-04-10,1.0638
2012-04-30,0.0
2012-05-08,-2.1053
2012-08-14,-2.1505
2012-09-19,-9.6703
2012-12-05,-10.9489
2012-12-06,9.2896
2012-12-17,0.0
2012-12-19,0.0
2012-12-28,-8.5
2012-12-31,-11.2022
2013-01-09,0.0
2013-01-10,0.0
2013-01-15,0.0
2013-01-25,-1.5385
2013-02-05,0.3125
2013-02-07,-0.3115
2013-02-20,10.9375
2013-02-21,-7.0423
2013-03-04,0.0
2013-03-05,0.0
2013-03-11,-2.4242
2013-03-18,3.4161
2013-03-28,-3.3033
2013-04-18,8.6957
2013-04-19,2.8571
2013-05-03,8.3333
2013-05-07,8.9744
2013-08-23,8.2353
2013-08-28,0.0
2013-10-09,-10.8696
2013-10-10,0.0
2013-10-11,-2.9268
2013-10-14,1.7588
2013-10-23,-3.7037
2013-10-25,2.5641
2013-11-26,0.0
2013-12-27,-10.0
2013-12-30,4.1667
2013-12-31,0.0
2014-01-22,10.6667
2014-02-04,-8.4337
2014-02-07,2.6316
2014-02-11,0.0
2014-02-14,-2.0513
2014-03-10,1.0471
2014-04-08,3.6269
2014-04-09,-3.75
2014-05-08,-1.8182
2014-05-09,-0.7937
2014-05-13,1.4849999999999999
2014-05-23,-0.9377
2014-05-28,2.9177999999999997
2014-06-10,-2.8350999999999997
2014-06-25,1.3263
2014-07-18,4.712
2014-07-28,0.0
2014-08-01,2.5
2014-08-12,-2.1951
2014-09-05,0.0
2014-10-21,5.985
2014-10-31,5.8824
2014-11-04,0.0
2014-11-12,0.0
2014-12-24,11.1111
2014-12-26,10.0
2014-12-30,9.0909
2015-01-02,0.0
2015-01-05,0.0
2015-01-09,16.6667
2015-01-12,3.5714
2015-01-21,0.0
2015-01-22,-4.8276
2015-01-26,1.4493
2015-01-28,-4.2857
2015-02-03,2.6866
2015-02-06,-12.936
2015-02-09,16.0267
2015-02-24,0.7194
2015-03-11,3.5714
2015-03-20,-3.4483
