ticker,INTO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.7778
2000-01-04,0.0
2000-01-05,-2.8571
2000-01-06,5.8824
2000-01-07,-5.5556
2000-01-10,5.8824
2000-01-11,-5.5556
2000-01-12,11.7647
2000-01-13,0.0
2000-01-14,0.0
2000-01-18,0.0
2000-01-19,5.2632
2000-01-20,0.0
2000-01-21,-5.0
2000-01-24,10.526299999999999
2000-01-25,-4.7619
2000-01-26,0.0
2000-01-27,-5.0
2000-01-28,0.0
2000-01-31,2.6316
2000-02-01,2.5641
2000-02-02,25.0
2000-02-03,-8.0
2000-02-04,4.3478
2000-02-07,-8.3333
2000-02-08,11.3636
2000-02-09,2.0408
2000-02-10,-2.0
2000-02-11,0.0
2000-02-14,-4.0816
2000-02-15,0.0
2000-02-16,0.0
2000-02-17,6.383
2000-02-18,-8.0
2000-02-22,-6.5217
2000-02-23,11.6279
2000-02-24,-16.6667
2000-02-25,0.0
2000-02-28,-10.0
2000-02-29,11.1111
2000-03-01,-17.5
2000-03-02,21.2121
2000-03-03,0.0
2000-03-06,20.0
2000-03-07,25.0
2000-03-08,-6.6667
2000-03-09,-12.5
2000-03-10,2.0408
2000-03-13,22.0
2000-03-14,18.0328
2000-03-15,-5.5556
2000-03-16,-5.8824
2000-03-17,12.5
2000-03-20,0.0
2000-03-21,4.1667
2000-03-22,-2.6667
2000-03-23,-4.1096
2000-03-24,-2.8571
2000-03-27,4.4118
2000-03-28,1.4085
2000-03-29,-5.5556
2000-03-30,2.9412000000000003
2000-03-31,1.4285999999999999
2000-04-03,1.4085
2000-04-04,2.7778
2000-04-05,0.0
2000-04-06,8.1081
2000-04-07,23.75
2000-04-10,-11.1111
2000-04-11,2.2727
2000-04-12,-5.5556
2000-04-13,3.5294
2000-04-14,0.0
2000-04-17,-10.2273
2000-04-18,17.7215
2000-04-19,-11.828
2000-04-20,-26.8293
2000-04-24,13.3333
2000-04-25,11.7647
2000-04-26,-10.526299999999999
2000-04-27,0.0
2000-04-28,5.8824
2000-05-01,0.0
2000-05-02,5.5556
2000-05-03,-7.8947
2000-05-04,-2.8571
2000-05-05,11.7647
2000-05-08,-2.6316
2000-05-09,5.4054
2000-05-10,-2.5641
2000-05-11,13.1579
2000-05-12,9.3023
2000-05-15,-2.1277
2000-05-16,0.0
2000-05-17,-8.6957
2000-05-18,-2.3810000000000002
2000-05-19,-2.439
2000-05-22,-7.5
2000-05-23,2.7027
2000-05-24,-5.2632
2000-05-25,-4.8611
