ticker,GVDI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-12-19,-50.0
2007-12-20,0.0
2007-12-24,-40.0
2008-01-02,300.0
2008-01-04,0.0
2008-01-08,0.0
2008-01-15,0.0
2008-01-22,0.0
2008-02-26,0.0
2008-10-01,-58.3333
2008-10-06,-20.0
2008-10-07,-50.0
2009-02-24,0.0
2009-03-09,-75.0
2009-10-20,700.0
2009-10-21,-75.0
2009-10-22,0.0
2009-10-23,-35.0
2009-10-27,207.6923
2009-10-30,-50.0
2009-11-02,-30.0
2009-11-12,0.0
2009-11-20,-57.1429
2009-11-23,0.0
2009-11-24,-4.1667
2009-11-25,4.3478
2009-11-27,0.0
2009-11-30,0.0
2009-12-01,266.6667
2009-12-02,-48.8636
2009-12-03,-11.1111
2009-12-04,0.0
2009-12-07,47.5
2009-12-08,-32.2034
2009-12-09,33.75
2009-12-10,-13.0841
2009-12-11,-31.1828
2009-12-14,25.0
2009-12-15,-20.0
2009-12-16,0.0
2009-12-17,0.0
2009-12-18,0.0
2009-12-28,-25.0
2009-12-29,0.0
2009-12-30,0.0
2009-12-31,0.0
2010-01-05,-29.1667
2010-01-08,17.647100000000002
2010-01-11,20.0
2010-01-12,-4.1667
2010-01-13,39.1304
2010-01-14,-37.5
2010-01-15,100.0
2010-01-19,0.0
2010-01-20,-20.0
2010-01-21,-25.0
2010-01-25,-6.25
2010-01-26,0.0
2010-01-28,-22.2222
2010-01-29,0.0
2010-02-03,220.0
2010-02-04,-26.7857
2010-02-05,0.0
2010-02-08,79.2683
2010-02-09,-2.0408
2010-02-11,-11.1111
2010-02-12,25.0
2010-02-17,-20.0
2010-02-18,-37.5
2010-02-19,0.0
2010-02-22,-16.25
2010-02-23,31.3433
2010-02-24,0.0
2010-02-25,72.7273
2010-02-26,36.8421
2010-03-01,-23.0769
2010-03-03,-25.0
2010-03-09,-45.0
2010-03-12,1.5152
2010-03-17,91.0448
2010-03-18,6.25
2010-03-19,0.0
2010-03-22,0.0
2010-04-01,0.0
2010-04-06,-47.0588
2010-04-07,-8.3333
2010-04-12,-3.0303
2010-04-15,0.0
2010-04-16,-37.5
2010-04-19,-20.0
2010-04-20,0.0
2010-04-21,18.75
2010-04-22,89.4737
2010-04-23,-13.8889
2010-04-26,-1.6129
2010-04-27,-3.2787
2010-04-28,0.0
2010-04-30,-5.0847
2010-05-03,-8.9286
2010-05-04,-5.8824
2010-05-06,0.0
2010-05-07,0.0
2010-05-10,-10.4167
2010-05-11,-6.9767
