ticker,ABQQ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-11-21,2757.1429
2016-11-23,400.0
2016-12-02,99.0
2017-01-13,50.7538
2017-04-28,-36.6667
2017-05-01,5.2632
2017-06-30,0.0
2017-07-03,0.0
2017-07-05,0.0
2017-07-17,-70.0
2018-02-22,67.5
2018-02-23,-35.3234
2018-03-01,0.0
2018-03-02,-7.6923
2018-03-19,-16.6667
2018-04-04,-5.0
2018-04-05,1.0526
2018-04-09,-6.25
2018-04-19,-6.6667
2018-04-27,-0.4762
2018-04-30,-4.3062000000000005
2018-05-01,0.0
2018-05-03,-12.5
2018-05-07,-14.2857
2018-05-10,0.0
2018-05-23,-33.3333
2018-05-29,-15.0
2018-05-30,-40.5882
2018-05-31,-20.7822
2018-06-01,-0.0125
2018-06-04,-49.75
2018-06-05,-0.4975
2018-06-07,-25.0
2018-06-11,-16.6667
2018-06-12,-36.0
2018-06-13,0.0
2018-06-15,22.5
2018-06-19,-18.3163
2018-06-22,68.7695
2018-06-25,-23.02
2018-06-28,33.1731
2018-07-05,-6.1372
2018-07-18,-15.3846
2018-08-09,22.7273
2018-08-10,-25.9259
2018-08-23,45.0
2018-08-27,-31.0345
2018-09-28,-20.0
2018-10-04,-6.25
2018-10-19,0.0
2018-11-12,0.0
2018-11-27,-40.0
2018-11-28,0.0
2018-11-29,-11.1111
2018-11-30,-12.5
2018-12-03,-14.2857
2018-12-07,-16.6667
2018-12-14,-18.0
2018-12-19,-2.439
2018-12-20,0.0
2018-12-24,-25.0
2018-12-28,50.0
2018-12-31,0.0
2019-01-04,-26.6667
2019-01-07,48.4848
2019-01-08,104.0816
2019-01-09,0.0
2019-01-10,-25.0
2019-01-11,13.3333
2019-01-14,-11.7647
2019-01-15,-5.3333
2019-01-16,11.2676
2019-01-18,89.8734
2019-01-22,0.0
2019-01-24,-44.6667
2019-01-25,80.7229
2019-01-30,-40.0
2019-02-01,11.1111
2019-02-11,17.0
2019-02-12,-20.598300000000002
2019-02-26,18.4069
2019-02-27,23.6364
2019-03-05,2.9412000000000003
2019-03-06,32.1429
2019-03-07,29.7297
2019-03-08,-35.0
2019-03-14,2.5641
2019-03-15,8.5938
2019-03-18,4.8921
2019-03-20,-37.9973
2019-03-21,32.7434
2019-03-26,-26.6667
2019-03-27,36.3636
2019-03-28,0.0
2019-04-10,-33.3333
2019-04-11,-20.0
2019-04-15,0.0
2019-04-24,6.5625
2019-04-30,-6.1584
2019-05-17,37.5
2019-06-17,81.8182
2019-06-19,-40.0
2019-07-01,0.8333
2019-07-18,8.2645
2019-07-24,6.8702
2019-07-25,7.1429
2019-07-31,33.3333
2019-11-06,0.0
2019-12-18,-20.0
2020-01-06,25.0
2020-01-22,3.0
2020-01-28,6.7961
2020-01-30,1.8182
2020-02-11,0.8929
2020-02-12,1.7690000000000001
2020-02-21,-4.3469999999999995
2020-03-12,-9.0909
2020-03-25,19.5
2020-04-06,8.7866
2020-04-07,7.6923
2020-04-08,13.9286
2020-04-27,31.6614
2020-05-12,-23.8095
2020-05-13,-6.25
2020-05-14,-13.3333
2020-05-19,-46.1538
2020-05-22,0.0
2020-05-26,42.8571
2020-06-16,-50.0
2020-06-17,-30.0
2020-06-18,-28.5714
2020-06-19,-19.2
2020-06-23,-38.6139
2020-06-24,-51.6129
2020-06-25,-26.125
2020-06-26,103.0457
2020-06-29,-33.3333
2020-06-30,-48.3333
2020-07-01,29.0323
2020-07-02,6.0
2020-07-06,-52.8066
2020-07-07,-19.5402
2020-07-08,-1.2422
2020-07-09,-37.1069
2020-07-10,0.0
2020-07-13,-20.0
2020-07-14,33.125
2020-07-15,-20.1878
2020-07-16,17.647100000000002
2020-07-17,57.9
2020-07-20,-43.0019
2020-07-21,-16.6667
2020-07-22,-13.3333
2020-07-23,-13.461500000000001
2020-07-24,-2.2222
2020-07-27,-17.6364
2020-07-28,18.1015
2020-07-29,-25.2336
2020-07-30,-12.5
2020-07-31,42.8571
