ticker,GNE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-10-28,6.2791
2011-10-31,-9.1904
2011-11-01,-3.7349
2011-11-02,-4.005
2011-11-03,-10.691
2011-11-04,13.5766
2011-11-07,-3.2134
2011-11-08,-1.1952
2011-11-09,-3.2258
2011-11-10,-3.0556
2011-11-11,-1.1461000000000001
2011-11-14,0.4348
2011-11-15,0.5772
2011-11-16,6.1693
2011-11-17,-1.8919000000000001
2011-11-18,0.1377
2011-11-21,-0.6878
2011-11-22,-1.8006
2011-11-23,-3.6671
2011-11-25,-0.2928
2011-11-28,1.0279
2011-11-29,0.0
2011-11-30,5.0872
2011-12-01,0.9682
2011-12-02,-0.9589
2011-12-05,1.5213999999999999
2011-12-06,-2.0436
2011-12-07,-2.3644
2011-12-08,1.8519
2011-12-09,10.4895
2011-12-12,-0.1266
2011-12-13,-2.9151
2011-12-14,-4.5692
2011-12-15,0.684
2011-12-16,1.3587
2011-12-19,-1.4745
2011-12-20,8.2993
2011-12-21,-0.6321
2011-12-22,-0.8906
2011-12-23,0.2567
2011-12-27,-0.2561
2011-12-28,-1.1553
2011-12-29,1.1688
2011-12-30,1.7972000000000001
2012-01-03,1.3871
2012-01-04,-0.4975
2012-01-05,0.125
2012-01-06,-0.1248
2012-01-09,4.875
2012-01-10,9.0584
2012-01-11,1.6393
2012-01-12,0.9677
2012-01-13,0.1065
2012-01-17,3.9362
2012-01-18,5.6295
2012-01-19,0.6783
2012-01-20,0.0962
2012-01-23,-0.9615
2012-01-24,0.9709
2012-01-25,0.4808
2012-01-26,-5.8373
2012-01-27,5.0813
2012-01-30,-0.7737
2012-01-31,1.9493
2012-02-01,2.1033
2012-02-02,-0.0936
2012-02-03,0.656
2012-02-06,2.5140000000000002
2012-02-07,-4.723
2012-02-08,0.4766
2012-02-09,1.7078
2012-02-10,-3.5448
2012-02-13,0.2901
2012-02-14,-3.2787
2012-02-15,-4.1874
2012-02-16,-0.6243
2012-02-17,4.712
2012-02-21,0.6
2012-02-22,-1.5905
2012-02-23,-2.4242
2012-02-24,0.9317
2012-02-27,1.641
2012-02-28,-1.7154
2012-02-29,-1.54
2012-03-01,-1.877
2012-03-02,-1.0627
2012-03-05,-1.826
2012-03-06,-4.3764
2012-03-07,2.4027
2012-03-08,-1.2291
2012-03-09,5.4299
2012-03-12,-0.2146
2012-03-13,0.9677
2012-03-14,-3.0884
2012-03-15,0.3297
2012-03-16,7.8861
2012-03-19,3.4518
2012-03-20,1.0795
